"";"X.gr_01";"X.gr_02"
"depois";0,33;1,16
"recurso";0;0,43
"desembargador";0;0,25
"antes";0,5;0,75
"passivo";0,5;0,34
"neve";0,33;0,48
"tucano";0,17;0,3
"josé";0,5;0,43
"al_assad";0,33;0,3
"questão";0,5;0,8
"reforçar";0,5;0,16
"conversa";0,67;1,3
"ganhar";0,5;0,25
"inclusive";0,83;0,14
"abertura";0;0,41
"global";0,33;0,25
"levar";0,17;0,75
"joão";0,67;0,36
"revista";0,5;0,34
"participar";0,17;0,64
"cargo";1,34;0,87
"mudar";0,67;0,32
"prova";0,83;0,36
"ministério";0;1,19
"diálogo";0,5;0,39
"tudo";1,67;0,25
"instituição";0,17;0,23
"você";0,67;0,64
"perder";1,5;0,36
"noite";0,5;0,36
"forma";0,33;0,91
"desde";0,33;0,93
"citar";0,5;0,43
"mulher";0;0,36
"afastado";0,67;0,43
"eu";1,67;2,23
"precisar";0,83;0,75
"xi";2;0,39
"comissão";0;0,34
"coletivo";0,17;0,21
"qual";0,5;1,53
"ocasião";0;0,32
"objectivo";0,67;0,32
"renan";0,5;0,75
"teori";0,17;0,25
"internacional";0;0,46
"telefone";0,33;0,18
"confirmar";0;0,52
"ressaltar";0,17;0,21
"contar";0,83;0,82
"3";0,5;0,18
"estar";10,02;6,13
"manifestar";0,17;0,3
"denunciar";0,5;0,34
"conseguir";0,33;0,64
"jornal";0,67;0,18
"lado";0,17;0,41
"dito";0,33;0,52
"chefe";1;0,75
"central";0,33;0,32
"protesto";0,33;0,3
"elogiar";0,5;0,21
"batista";1,67;1,39
"sexta_feira";0;0,64
"previdência";0,33;0,87
"juiz";0,33;0,52
"cidadão";0,83;0,21
"fiscal";0;0,23
"correr";0,67;0,14
"inquérito";0,17;0,64
"mundial";0,5;0,32
"governador";0;0,36
"assessor";0;0,23
"a";49,59;54,61
"mouro";0,5;0,18
"polícia";1,17;0,87
"todo";3,01;2,17
"7";0,33;0,43
"base";0,33;1,09
"tensão";0,83;0,21
"brasília";0,67;0,66
"país";3,84;3,01
"stf";2,17;2,6
"autorizar";0,5;0,5
"minha";0,67;0,43
"certo";0,33;0,3
"quem";0,5;0,96
"lava_jato";0,83;1,46
"sul_coreano";0;0,25
"eleitoral";0,33;0,91
"parecer";0,33;0,41
"senador";1,17;1,82
"geddel";0,17;0,25
"chegar";1;0,84
"denúncia";0,83;1,41
"regra";0;0,3
"premiar";0,17;0,46
"nós";0,33;0,8
"apresentar";0,83;0,73
"ocorrer";0,5;0,52
"informar";1;0,75
"marco";0,17;0,34
"popular";0,17;0,23
"economia";0,17;0,3
"permitir";0,33;0,27
"jamais";0;0,23
"autoridade";0,17;0,57
"franco";0;0,23
"preocupação";0,33;0,27
"governo";2,84;4,19
"proteger";0,67;0,16
"emílio";0,33;0,18
"lembrar";0;0,34
"pretender";0,33;0,23
"visita";0;0,23
"g1";0;0,36
"atacar";0,67;0,3
"valer";0,5;0,23
"claro";0,67;0,36
"trocar";0,17;0,23
"porque";0,33;0,93
"agenda";0;0,57
"sessão";0,17;0,25
"senhor";0;0,46
"globo";1,17;0,14
"democracia";0,17;0,25
"nomear";0;0,25
"junho";0,33;0,21
"único";0,5;0,36
"final";0,33;0,48
"quando";0,5;1,37
"bem";1,84;0,66
"procurador_geral";0,17;0,46
"mês";0,83;0,39
"necessidade";0,17;0,27
"explicar";0,17;0,27
"tornar";0,33;0,3
"atuar";0,17;0,43
"atual";0,67;0,77
"palocci";0;0,34
"frente";0;0,23
"aqui";0,5;0,23
"povo";0,33;0,36
"pinheiro";0;0,23
"chamar";1;0,3
"possibilidade";0,17;0,39
"mesmo";1,67;1,3
"possível";0,5;0,55
"parte";0,83;0,73
"presidência";0,5;0,77
"estado";2;2,83
"sexto";0;0,23
"vida";0,5;0,32
"fechar";0;0,27
"fato";0,5;0,62
"investigar";0,67;0,66
"integrante";0;0,23
"fernando";0;0,41
"twitter";0,5;0,43
"congresso";0,67;1,14
"motivo";0,33;0,18
"usar";0,67;0,48
"ação";1,67;1,23
"washington";0,17;0,3
"questionar";0,5;0,5
"norte";2;1,73
"frigorífico";0,17;0,25
"apesar";0,33;0,39
"tasso";0;0,23
"presente";0,33;0,18
"exigir";0,67;0,25
"reforma";0,5;1,66
"tratar";0;0,77
"manifestante";0,33;0,23
"segurança";1,5;0,89
"sírio";1,5;1,34
"tipo";0,17;0,27
"sobre";2,17;3,51
"cidade";0,17;0,21
"padilha";0,17;0,39
"pyongyang";0,67;0,34
"obstrução";0,33;0,41
"químico";0,67;0,46
"arma";1;0,5
"cassar";0;0,34
"candidatura";0;0,27
"união";0;0,32
"abaixo";0,33;0,55
"gente";0,17;0,27
"mensagem";0,5;0,32
"onu";0,33;0,18
"conduta";0,17;0,21
"entrar";0;0,34
"gravação";1,17;0,43
"segundo";0;2,83
"abrir";0,33;0,32
"geral";0,17;0,48
"eunício";0,33;0,52
"ex_deputado";0,33;0,32
"pmdb";0,83;1
"anunciar";0,83;0,39
"plenário";0,5;0,34
"marcar";0,17;0,27
"sair";0;0,43
"triplex";0,17;0,25
"falar";1,5;1,39
"durante";3,51;1
"judiciário";0;0,3
"estratégia";0,17;0,27
"encontrar";0,5;0,57
"servir";0,5;0,25
"ir";13,86;9,87
"kim";2;0,64
"programa";0,67;0,27
"candidato";0;0,75
"assim";0,5;0,57
"aéreo";0,33;0,32
"negar";0,5;0,77
"outro";2;1,89
"rejeitar";0,33;0,18
"apontar";0,33;0,39
"carta";0,17;0,23
"trabalho";0;0,3
"armado";0,67;0,16
"foro";0,83;0,46
"trabalhista";0,17;0,39
"condição";0,17;0,39
"tarde";0,67;0,32
"publicar";1;0,36
"russo";0,33;0,52
"menos";0,67;0,3
"propina";0,83;0,82
"dia";0,33;2,03
"viagem";0,17;0,36
"instituto";0,17;0,32
"organização";0,5;0,68
"bom";0,5;0,39
"ex_ministro";0;0,32
"sofrer";0,67;0,34
"mais";6,34;3,81
"maia";2,17;1,5
"maio";0;0,23
"jornalista";0,83;0,11
"janeiro";0;0,48
"negociação";0;0,23
"agir";0,83;0,3
"fazer";4,01;4,1
"acrescentar";0,33;0,43
"ministro";2,5;2,99
"americano";1;2,42
"renúncia";0,17;0,32
"11";0,5;0,16
"10";0,17;0,39
"15";0,17;0,36
"número";0;0,27
"19";0;0,34
"chinês";1,5;0,3
"preciso";0,17;0,32
"planalto";0,17;1,07
"já";3,01;2,14
"e_mail";0;0,25
"razão";0;0,23
"alemanha";0,67;0,16
"proposta";0,17;0,55
"achar";0,5;0,66
"renunciar";0,83;0,32
"família";0,83;0,43
"partido";0,67;1,62
"alvo";0,17;0,21
"então";0,33;1,87
"cassação";0,17;0,21
"4";0,33;0,23
"viver";0,33;0,18
"imagem";0,33;0,21
"criticar";0,17;0,41
"empresa";0,5;0,89
"janot";1,34;0,96
"pessoa";0,5;1,09
"responsabilidade";0;0,32
"agora";1,34;0,98
"advogado";0,83;0,43
"interesse";0,33;0,41
"general";0,33;0,23
"dilma";3,84;1,89
"decisão";0,5;1
"incluir";0,83;0,32
"vladimir";0,5;0,46
"dem";0;0,3
"sistema";1;0,43
"20";0,33;0,39
"21";0,17;0,32
"pena";0,5;0,16
"respeito";0,33;0,21
"analisar";0,17;0,3
"verdade";0,5;0,27
"secretaria";0,17;0,21
"comando";0,17;0,46
"cada";0;0,36
"dono";0,33;0,87
"para";18,37;14,4
"silêncio";0,17;0,46
"essa";1,5;1,44
"esse";1,17;1,21
"lançar";0,33;0,27
"carne";0,5;0,25
"8";0,5;0,21
"meio";0,33;0,75
"fazenda";0;0,23
"eleição";0,17;1,09
"filho";0,83;0,27
"coreia";1,5;2,12
"opinião";0;0,23
"vário";0,33;0,27
"declarar";2,17;0,46
"lula";2,84;3,42
"sociedade";0;0,3
"jbs";1;1,32
"entre";1,17;1,64
"líder";1,67;1,03
"rede";0,5;0,16
"mostrar";0,83;0,36
"financeiro";0,17;0,23
"pmdb_rj";0,17;0,25
"poder";6,68;3,85
"dinheiro";1,34;0,73
"jaburu";0,17;0,43
"relação";1,34;0,89
"chapa";0,33;0,27
"depoimento";0,5;0,59
"palácio";0,33;1,14
"votação";0,83;0,43
"operação";1,17;0,82
"luiz";0,33;0,41
"30";0;0,25
"presidente";38,24;37,33
"força";0,83;0,59
"chamado";0,17;0,21
"caminho";0,33;0,25
"julgamento";0,67;0,25
"ideia";0,17;0,27
"unido";0,67;1,55
"eua";4,84;1,44
"dar";1,5;1,75
"mandato";0,83;0,84
"vice_presidente";0;0,25
"edson";0,33;0,41
"lá";0,17;0,25
"meirelles";0,17;0,52
"que";39,91;38,02
"marcelo";0,5;0,34
"ameaçar";0,5;0,16
"pgr";1;0,52
"rocha";0,67;0,52
"discutir";0;0,5
"eleger";0,33;0,46
"fórum";0;0,36
"petrobras";0,17;0,36
"mil";0,67;0,27
"milhão";0,67;0,77
"oliveira";0,33;0,55
"posição";0,33;0,41
"balístico";0,17;0,25
"petista";0,83;0,16
"controlo";0,33;0,18
"gilmar";1,17;0,3
"terça_feira";0,5;0,46
"manhã";0,67;0,5
"norte_coreano";0,67;0,46
"mundo";1,17;0,5
"república";4,17;3,99
"rodrigo";2,34;1,8
"executivo";0,17;0,52
"reunir";0,5;0,64
"teste";0,17;0,43
"resolver";1,34;0,3
"assinar";0,33;0,23
"também";1,84;2,96
"encontro";0,83;0,96
"quanto";0,33;0,3
"apartamento";0,33;0,3
"j";0,17;0,48
"supremo";0,5;0,8
"oas";0;0,3
"membro";0;0,3
"sempre";0;0,36
"secretário";0,33;0,34
"decidir";0,83;0,41
"acordo";1,5;1,34
"março";0;0,48
"gravar";0,17;0,52
"saber";1,17;1,16
"pouco";0,83;0,57
"me";0,67;0,36
"política";1;1,32
"político";1,34;1,5
"empreiteiro";0,33;0,34
"enviar";1,84;0,41
"nunca";0,5;0,59
"acontecer";0,83;0,68
"movimento";0;0,41
"quinto";0;0,43
"tom";0,17;0,27
"após";1,67;1,75
"recado";1,34;0,18
"tratado";0;0,23
"aécio";0,33;1,23
"caber";0;0,3
"presidencial";0,33;0,23
"relator";0,5;0,71
"manifestação";0;0,25
"acreditar";0,17;0,59
"alguma";0,5;0,43
"resposta";0,33;0,27
"jantar";0,33;0,18
"conta";0,17;0,48
"exterior";0,83;0,21
"gestão";0;0,27
"acusação";0,67;0,68
"ela";1,34;0,75
"ele";5,84;5,63
"privilegiado";0,67;0,25
"donald";2,5;1,69
"mão";0,5;0,21
"preocupado";0,17;0,21
"esperar";0,67;0,36
"civil";0,17;0,34
"regime";0;0,23
"junto";0;0,39
"peemedebista";0,33;0,39
"pauta";0;0,3
"quase";0,33;0,3
"melhor";1;0,34
"semana";1,34;1,14
"tillerson";0,17;0,23
"seguinte";0,5;0,39
"tribunal";0,17;0,8
"trump";7,51;3,58
"conduzir";0,17;0,21
"1";1,17;0,3
"primeiro";0,5;1,39
"voltar";1,17;0,73
"passar";1,17;0,87
"maior";1;0,87
"ameaça";1,84;0,64
"avaliar";0;0,46
"pro";0,17;0,59
"ano";1,17;1,91
"apoiar";0,17;0,43
"qualquer";0,17;1,23
"ouvir";0;0,36
"crime";0,83;0,82
"administração";0,5;0,25
"referir";0,83;0,23
"federal";1,17;1,39
"câmara";3,51;3,12
"como";2,5;4,81
"por";11,86;13,01
"acabar";1,34;0,21
"cunha";1,84;1,19
"casa";1,17;1,07
"caso";1,17;1,12
"prisão";0,33;0,25
"evento";0,33;0,21
"golpe";0,83;0,25
"derrubar";0,83;0,25
"tanto";0;0,23
"moon";0;0,34
"comunicado";0;0,32
"_";0;2,67
"último";1,84;1,03
"ex_presidente";0,5;1,09
"ex_assessor";0,17;0,21
"pronunciamento";0,67;0,41
"defesa";1;1,14
"5";0,17;0,36
"joesley";3,01;2,32
"grupo";0,67;1,19
"ptb";0;0,27
"abin";0,83;0,32
"existir";0,67;0,46
"ter";8,52;8,73
"sua";2,34;2,58
"sul";0,83;0,66
"avaliação";0,17;0,25
"evitar";0;0,36
"texto";0,17;0,34
"dem_rj";0,17;0,57
"provocar";0,67;0,21
"começar";0;0,48
"avanço";0;0,34
"relatar";0,17;0,43
"lhe";0,33;0,21
"dentro";0,67;0,3
"grande";0,5;0,46
"delação";1,5;1,55
"ricardo";0,33;0,25
"ficar";1,17;0,82
"pedido";0,33;0,68
"cercar";0,33;0,41
"envolver";0,33;0,41
"senado";2,34;1,41
"projeto";0,83;0,64
"direito";0,33;0,68
"situação";1,17;0,46
"história";0,67;0,27
"vítima";0,17;0,21
"início";0,33;0,36
"demonstrar";0,33;0,3
"considerar";0,33;0,46
"pt";0,83;0,82
"criar";0,33;0,36
"pf";0,67;0,25
"pmdb_ce";0;0,3
"bombardeio";0,33;0,23
"rio";0,17;0,66
"empresário";0,5;1,44
"9";0;0,23
"apenas";0,33;0,39
"direto";0,33;0,25
"rádio";0,33;0,18
"comandar";0,33;0,34
"exemplo";0;0,39
"fase";0;0,23
"quinta_feira";0,17;0,43
"norte_americano";2;0,11
"sérgio_moro";0,5;0,32
"tentativa";0,33;0,3
"conselho";0,5;0,71
"problema";0,83;0,34
"vice";0,17;0,25
"nenhum";0,5;0,84
"palavra";0,5;0,23
"psdb";0,5;0,91
"informação";1;0,62
"península";0,67;0,14
"defender";0;1,09
"público";1,34;1,6
"jae_in";0;0,36
"comentar";0,33;0,34
"uso";0,17;0,34
"tal";0,67;0,25
"sim";0,67;0,25
"ainda";1,84;2,42
"superior";0,17;0,48
"dever";1;1,6
"prático";0;0,27
"legado";0;0,23
"embora";0;0,23
"lugar";0,67;0,3
"centro";0;0,32
"japão";0,5;0,21
"pensar";0,17;0,21
"local";0,17;0,27
"noruega";0,5;0,16
"partir";0,17;0,32
"pagar";0,17;0,64
"favor";0,5;0,25
"trabalhar";0,17;0,46
"bbc";0;0,23
"diante";0;0,23
"quarta_feira";0;0,5
"íntegro";0;0,41
"responsável";0,33;0,34
"notícia";0,5;0,34
"michel_temer";13,69;10,07
"manter";1,17;0,64
"diretamente";0,17;0,21
"preso";0,67;0,3
"acompanhar";0,5;0,34
"cometer";0,5;0,25
"odebrecht";0,83;1,05
"wesley";0;0,23
"em";35,9;44,9
"lúcia";1,5;1,03
"funaro";0,33;0,3
"tema";0;0,41
"negociar";0,67;0,21
"branco";0,67;0,39
"assunto";0,17;0,68
