"";"banalfreq";"X.gr_01";"X.gr_02"
"candidatura";12;-0,6669;0,6669
"união";14;-0,7781;0,7781
"abaixo";26;-0,4194;0,4194
"gente";13;-0,2792;0,2792
"mensagem";17;0,475;-0,475
"onu";10;0,4658;-0,4658
"conduta";10;-0,1819;0,1819
"entrar";15;-0,8336;0,8336
"gravação";26;1,5236;-1,5236
"abrir";16;0,2299;-0,2299
"geral";22;-0,6202;0,6202
"eunício";25;-0,3892;0,3892
"ex_deputado";16;0,2299;-0,2299
"pmdb";49;-0,342;0,342
"anunciar";22;0,9373;-0,9373
"plenário";18;0,4323;-0,4323
"marcar";13;-0,2792;0,2792
"sair";19;-1,056;1,056
"triplex";12;-0,2456;0,2456
"falar";70;0,3301;-0,3301
"judiciário";13;-0,7225;0,7225
"estratégia";13;-0,2792;0,2792
"encontrar";28;-0,2507;0,2507
"servir";14;0,6347;-0,6347
"programa";16;0,9338;-0,9338
"candidato";33;-1,8344;1,8344
"assim";28;-0,2507;0,2507
"aéreo";16;0,2299;-0,2299
"negar";37;-0,4738;0,4738
"outro";95;0,3255;-0,3255
"rejeitar";10;0,4658;-0,4658
"apontar";19;-0,2246;0,2246
"carta";11;-0,2131;0,2131
"trabalho";13;-0,7225;0,7225
"armado";11;1,4661;-1,4661
"foro";25;0,7599;-0,7599
"trabalhista";18;-0,4616;0,4616
"condição";18;-0,4616;0,4616
"tarde";18;0,7901;-0,7901
"publicar";22;1,3894;-1,3894
"russo";25;-0,3892;0,3892
"menos";17;0,8584;-0,8584
"propina";41;0,2543;-0,2543
"viagem";17;-0,4235;0,4235
"instituto";15;-0,3496;0,3496
"organização";33;-0,3682;0,3682
"bom";20;0,3591;-0,3591
"ex_ministro";14;-0,7781;0,7781
"sofrer";19;0,7281;-0,7281
"maia";79;0,8281;-0,8281
"maio";10;-0,5557;0,5557
"janeiro";21;-1,1672;1,1672
"negociação";10;-0,5557;0,5557
"agir";18;1,2521;-1,2521
"fazer";204;-0,2917;0,2917
"acrescentar";21;-0,276;0,276
"ministro";146;-0,5081;0,5081
"americano";112;-1,8334;1,8334
"renúncia";15;-0,3496;0,3496
"11";10;0,9631;-0,9631
"10";18;-0,4616;0,4616
"15";17;-0,4235;0,4235
"número";12;-0,6669;0,6669
"19";15;-0,8336;0,8336
"preciso";15;-0,3496;0,3496
"planalto";48;-1,7901;1,7901
"já";112;0,9156;-0,9156
"e_mail";11;-0,6113;0,6113
"razão";10;-0,5557;0,5557
"alemanha";11;1,4661;-1,4661
"proposta";25;-0,7447;0,7447
"achar";32;-0,3433;0,3433
"renunciar";19;1,163;-1,163
"família";24;0,8146;-0,8146
"partido";75;-1,3514;1,3514
"alvo";10;-0,1819;0,1819
"cassação";10;-0,1819;0,1819
"4";12;0,3646;-0,3646
"viver";10;0,4658;-0,4658
"imagem";11;0,4115;-0,4115
"criticar";19;-0,5004;0,5004
"empresa";42;-0,6183;0,6183
"janot";50;0,6066;-0,6066
"pessoa";51;-0,9066;0,9066
"responsabilidade";14;-0,7781;0,7781
"agora";51;0,5767;-0,5767
"advogado";24;0,8146;-0,8146
"interesse";20;-0,2498;0,2498
"general";12;0,3646;-0,3646
"decisão";47;-0,7745;0,7745
"incluir";19;1,163;-1,163
"vladimir";23;0,273;-0,273
"dem";13;-0,7225;0,7225
"sistema";25;1,1483;-1,1483
"20";19;-0,2246;0,2246
"21";15;-0,3496;0,3496
"pena";10;0,9631;-0,9631
"respeito";11;0,4115;-0,4115
"analisar";14;-0,3139;0,3139
"verdade";15;0,5754;-0,5754
"secretaria";10;-0,1819;0,1819
"comando";21;-0,5797;0,5797
"cada";16;-0,8892;0,8892
"dono";40;-0,901;0,901
"para";742;1,9288;-1,9288
"silêncio";21;-0,5797;0,5797
"essa";72;0,2986;-0,2986
"esse";60;-0,247;0,247
"lançar";14;0,2885;-0,2885
"carne";14;0,6347;-0,6347
"8";12;0,7773;-0,7773
"meio";35;-0,7182;0,7182
"fazenda";10;-0,5557;0,5557
"eleição";49;-1,838;1,838
"filho";17;1,3497;-1,3497
"coreia";102;-0,6904;0,6904
"opinião";10;-0,5557;0,5557
"vário";14;0,2885;-0,2885
"lula";167;-0,5568;0,5568
"sociedade";13;-0,7225;0,7225
"jbs";64;-0,4702;0,4702
"entre";79;-0,5967;0,5967
"líder";55;0,9288;-0,9288
"rede";10;0,9631;-0,9631
"mostrar";21;1,0064;-1,0064
"financeiro";11;-0,2131;0,2131
"pmdb_rj";12;-0,2456;0,2456
"dinheiro";40;1,0004;-1,0004
"jaburu";20;-0,5397;0,5397
"relação";47;0,7054;-0,7054
"chapa";14;0,2885;-0,2885
"depoimento";29;-0,2727;0,2727
"palácio";52;-1,3744;1,3744
"votação";24;0,8146;-0,8146
"operação";43;0,5958;-0,5958
"luiz";20;-0,2498;0,2498
"30";11;-0,6113;0,6113
"presidente";1867;0,4255;-0,4255
"força";31;0,5039;-0,5039
"chamado";10;-0,1819;0,1819
"caminho";13;0,324;-0,324
"julgamento";15;1,0174;-1,0174
"ideia";13;-0,2792;0,2792
"unido";72;-1,2481;1,2481
"dar";86;-0,3904;0,3904
"mandato";42;-0,2162;0,2162
"vice_presidente";11;-0,6113;0,6113
"edson";20;-0,2498;0,2498
"lá";12;-0,2456;0,2456
"meirelles";24;-0,7028;0,7028
"que";1907;0,6076;-0,6076
"marcelo";18;0,4323;-0,4323
"ameaçar";10;0,9631;-0,9631
"pgr";29;0,8965;-0,8965
"rocha";27;0,3869;-0,3869
"discutir";22;-1,2228;1,2228
"eleger";22;-0,3031;0,3031
"fórum";16;-0,8892;0,8892
"petrobras";17;-0,4235;0,4235
"mil";16;0,9338;-0,9338
"milhão";38;-0,2897;0,2897
"oliveira";26;-0,4194;0,4194
"posição";20;-0,2498;0,2498
"balístico";12;-0,2456;0,2456
"controlo";10;0,4658;-0,4658
"terça_feira";23;0,273;-0,273
"manhã";26;0,4182;-0,4182
"norte_coreano";24;0,4889;-0,4889
"mundo";29;1,286;-1,286
"república";200;0,3491;-0,3491
"rodrigo";93;0,6519;-0,6519
"executivo";24;-0,7028;0,7028
"reunir";31;-0,3191;0,3191
"teste";20;-0,5397;0,5397
"assinar";12;0,3646;-0,3646
"também";141;-1,1337;1,1337
"encontro";47;-0,3034;0,3034
"quanto";15;0,2573;-0,2573
"apartamento";15;0,2573;-0,2573
"j";22;-0,6202;0,6202
"supremo";38;-0,5017;0,5017
"oas";13;-0,7225;0,7225
"membro";13;-0,7225;0,7225
"sempre";16;-0,8892;0,8892
"secretário";17;-0,1772;0,1772
"decidir";23;0,8735;-0,8735
"acordo";68;0,3644;-0,3644
"março";21;-1,1672;1,1672
"gravar";24;-0,7028;0,7028
"saber";58;0,256;-0,256
"pouco";30;0,5394;-0,5394
"me";20;0,6715;-0,6715
"política";64;-0,4702;0,4702
"político";74;-0,3346;0,3346
"empreiteiro";17;-0,1772;0,1772
"nunca";29;-0,2727;0,2727
"acontecer";35;0,3838;-0,3838
"movimento";18;-1,0004;1,0004
"quinto";19;-1,056;1,056
"tom";13;-0,2792;0,2792
"após";87;-0,2811;0,2811
"tratado";10;-0,5557;0,5557
"aécio";56;-1,5406;1,5406
"caber";13;-0,7225;0,7225
"presidencial";12;0,3646;-0,3646
"relator";34;-0,3937;0,3937
"manifestação";11;-0,6113;0,6113
"acreditar";27;-0,8298;0,8298
"alguma";22;0,299;-0,299
"resposta";14;0,2885;-0,2885
"jantar";10;0,4658;-0,4658
"conta";22;-0,6202;0,6202
"exterior";14;1,7075;-1,7075
"gestão";12;-0,6669;0,6669
"acusação";34;-0,2134;0,2134
"ela";41;0,9518;-0,9518
"ele";282;0,3518;-0,3518
"privilegiado";15;1,0174;-1,0174
"donald";89;0,959;-0,959
"mão";12;0,7773;-0,7773
"preocupado";10;-0,1819;0,1819
"esperar";20;0,6715;-0,6715
"civil";16;-0,3862;0,3862
"regime";10;-0,5557;0,5557
"junto";17;-0,9448;0,9448
"peemedebista";19;-0,2246;0,2246
"pauta";13;-0,7225;0,7225
"quase";15;0,2573;-0,2573
"melhor";21;1,4826;-1,4826
"semana";58;0,4027;-0,4027
"tillerson";11;-0,2131;0,2131
"seguinte";20;0,3591;-0,3591
"tribunal";36;-1,229;1,229
"conduzir";10;-0,1819;0,1819
"primeiro";64;-1,3719;1,3719
"voltar";39;0,7418;-0,7418
"passar";45;0,5337;-0,5337
"maior";44;0,3596;-0,3596
"avaliar";20;-1,1116;1,1116
"pro";27;-0,8298;0,8298
"ano";91;-0,8817;0,8817
"apoiar";20;-0,5397;0,5397
"ouvir";16;-0,8892;0,8892
"crime";41;0,2543;-0,2543
"administração";14;0,6347;-0,6347
"referir";15;1,5757;-1,5757
"federal";68;-0,3772;0,3772
"câmara";158;0,4627;-0,4627
"por";642;-0,6034;0,6034
"cunha";63;0,8879;-0,8879
"casa";54;0,3223;-0,3223
"caso";56;0,2874;-0,2874
"prisão";13;0,324;-0,324
"evento";11;0,4115;-0,4115
"golpe";16;1,4571;-1,4571
"derrubar";16;1,4571;-1,4571
"tanto";10;-0,5557;0,5557
"moon";15;-0,8336;0,8336
"comunicado";14;-0,7781;0,7781
"último";56;1,1735;-1,1735
"ex_presidente";51;-0,9066;0,9066
"ex_assessor";10;-0,1819;0,1819
"pronunciamento";22;0,5724;-0,5724
"defesa";56;-0,3151;0,3151
"5";17;-0,4235;0,4235
"joesley";120;0,7212;-0,7212
"grupo";56;-0,7405;0,7405
"ptb";12;-0,6669;0,6669
"abin";19;1,163;-1,163
"existir";24;0,4889;-0,4889
"ter";434;-0,3275;0,3275
"sua";127;-0,3649;0,3649
"sul";34;0,4109;-0,4109
"avaliação";12;-0,2456;0,2456
"evitar";16;-0,8892;0,8892
"texto";16;-0,3862;0,3862
"dem_rj";26;-0,787;0,787
"provocar";13;1,2148;-1,2148
"começar";21;-1,1672;1,1672
"avanço";15;-0,8336;0,8336
"relatar";20;-0,5397;0,5397
"lhe";11;0,4115;-0,4115
"dentro";17;0,8584;-0,8584
"grande";23;0,273;-0,273
"delação";77;-0,2574;0,2574
"ricardo";13;0,324;-0,324
"ficar";43;0,5958;-0,5958
"pedido";32;-0,6137;0,6137
"cercar";20;-0,2498;0,2498
"envolver";20;-0,2498;0,2498
"senado";76;1,1721;-1,1721
"projeto";33;0,4398;-0,4398
"direito";32;-0,6137;0,6137
"situação";27;1,4393;-1,4393
"história";16;0,9338;-0,9338
"vítima";10;-0,1819;0,1819
"início";18;-0,2004;0,2004
"demonstrar";15;0,2573;-0,2573
"considerar";22;-0,3031;0,3031
"pt";41;0,2543;-0,2543
"criar";18;-0,2004;0,2004
"pf";15;1,0174;-1,0174
"pmdb_ce";13;-0,7225;0,7225
"bombardeio";12;0,3646;-0,3646
"rio";30;-0,9602;0,9602
"empresário";66;-1,4475;1,4475
"9";10;-0,5557;0,5557
"apenas";19;-0,2246;0,2246
"direto";13;0,324;-0,324
"rádio";10;0,4658;-0,4658
"comandar";17;-0,1772;0,1772
"exemplo";17;-0,9448;0,9448
"fase";10;-0,5557;0,5557
"quinta_feira";20;-0,5397;0,5397
"sérgio_moro";17;0,475;-0,475
"tentativa";15;0,2573;-0,2573
"conselho";34;-0,3937;0,3937
"problema";20;1,0813;-1,0813
"vice";12;-0,2456;0,2456
"nenhum";40;-0,559;0,559
"palavra";13;0,7015;-0,7015
"psdb";43;-0,6487;0,6487
"informação";33;0,7027;-0,7027
"península";10;1,6199;-1,6199
"público";78;-0,4012;0,4012
"jae_in";16;-0,8892;0,8892
"comentar";17;-0,1772;0,1772
"uso";16;-0,3862;0,3862
"tal";15;1,0174;-1,0174
"sim";15;1,0174;-1,0174
"ainda";117;-0,6215;0,6215
"superior";22;-0,6202;0,6202
"dever";76;-0,7497;0,7497
"prático";12;-0,6669;0,6669
"legado";10;-0,5557;0,5557
"embora";10;-0,5557;0,5557
"lugar";17;0,8584;-0,8584
"centro";14;-0,7781;0,7781
"japão";12;0,7773;-0,7773
"pensar";10;-0,1819;0,1819
"local";13;-0,2792;0,2792
"noruega";10;0,9631;-0,9631
"partir";15;-0,3496;0,3496
"pagar";29;-0,9164;0,9164
"favor";14;0,6347;-0,6347
"trabalhar";21;-0,5797;0,5797
"bbc";10;-0,5557;0,5557
"diante";10;-0,5557;0,5557
"quarta_feira";22;-1,2228;1,2228
"íntegro";18;-1,0004;1,0004
"responsável";17;-0,1772;0,1772
"notícia";18;0,4323;-0,4323
"manter";35;0,9232;-0,9232
"diretamente";10;-0,1819;0,1819
"preso";17;0,8584;-0,8584
"acompanhar";18;0,4323;-0,4323
"cometer";14;0,6347;-0,6347
"odebrecht";51;-0,3827;0,3827
"wesley";10;-0,5557;0,5557
"lúcia";54;0,7107;-0,7107
"funaro";15;0,2573;-0,2573
"tema";18;-1,0004;1,0004
"negociar";13;1,2148;-1,2148
"branco";21;0,6198;-0,6198
"assunto";31;-1,0043;1,0043
