"";"banalfreq";"X.gr_01";"X.gr_02"
"comprar";25;0,8075;-0,8075
"manifestação";11;-0,7677;0,7677
"acreditar";21;-0,2081;0,2081
"bloqueio";14;-0,4404;0,4404
"paraná";16;0,365;-0,365
"marcar";22;-0,234;0,234
"sair";18;0,29;-0,29
"meu";15;1,7963;-1,7963
"terreno";29;-0,248;0,248
"com";454;0,4151;-0,4151
"contrato";43;0,3375;-0,3375
"judiciário";10;-0,2596;0,2596
"março";15;-0,2139;0,2139
"documento";40;-0,3533;0,3533
"usado";22;1,0177;-1,0177
"medida";16;-0,5381;0,5381
"passivo";36;-0,2587;0,2587
"encontrar";19;0,2588;-0,2588
"cidade";12;-0,3472;0,3472
"ir";512;0,5473;-0,5473
"exterior";14;-0,9772;0,9772
"discurso";19;1,2894;-1,2894
"evitar";10;-0,2596;0,2596
"empresário";44;-0,2883;0,2883
"livre";10;-0,6979;0,6979
"sangue";10;-0,6979;0,6979
"aparecer";12;0,587;-0,587
"depois";42;-0,9524;0,9524
"campo";21;-1,4659;1,4659
"algum";13;0,9411;-0,9411
"deputado";36;1,4828;-1,4828
"destacar";20;0,231;-0,231
"acusação";46;-0,7767;0,7767
"okamotto";14;-0,9772;0,9772
"antes";35;0,5912;-0,5912
"ela";34;-0,6273;0,6273
"candidato";29;-0,7594;0,7594
"declaração";27;-1,8849;1,8849
"povo";15;-0,2139;0,2139
"assim";21;0,7178;-0,7178
"negar";52;-0,4808;0,4808
"beneficiar";16;-0,2453;0,2453
"esquema";31;1,1068;-1,1068
"apontar";19;0,8547;-0,8547
"muito";40;0,6289;-0,6289
"carta";12;-0,8376;0,8376
"ciro";18;0,5636;-0,5636
"ainda";91;-1,2012;1,2012
"o";2166;0,7157;-0,7157
"emilio";23;-1,6055;1,6055
"sob";10;0,7551;-0,7551
"civil";23;-0,2611;0,2611
"novo";45;-1,0837;1,0837
"começar";23;0,6041;-0,6041
"esposo";16;-0,5381;0,5381
"conversa";16;0,689;-0,689
"devido";10;-0,6979;0,6979
"cumprir";13;-0,3932;0,3932
"penal";30;-0,805;0,805
"ganhar";13;1,4844;-1,4844
"inclusive";13;-0,9074;0,9074
"condenar";74;0,5229;-0,5229
"jamais";18;-0,3123;0,3123
"saber";63;-0,402;0,402
"eventual";13;-0,9074;0,9074
"publicar";11;0,6646;-0,6646
"rejeitar";13;-0,3932;0,3932
"incluir";16;-0,2453;0,2453
"teixeira";22;0,3803;-0,3803
"aí";12;0,2593;-0,2593
"5";23;0,345;-0,345
"interrogatório";12;0,2593;-0,2593
"entrevista";14;-0,4404;0,4404
"menos";21;1,5646;-1,5646
"ver";51;0,899;-0,899
"curitiba";31;1,9395;-1,9395
"me";34;0,6334;-0,6334
"dia";98;-0,914;0,914
"querer";63;1,3984;-1,3984
"inocência";15;-1,047;1,047
"planilha";11;-0,7677;0,7677
"seis";15;-0,2139;0,2139
"joão";37;-1,1403;1,1403
"situação";11;0,6646;-0,6646
"cargo";19;0,2588;-0,2588
"michel_temer";28;-0,4135;0,4135
"pena";37;-0,2811;0,2811
"santo";11;0,2994;-0,2994
"diálogo";10;0,3468;-0,3468
"audiência";18;0,9338;-0,9338
"só";34;1,6501;-1,6501
"tirar";13;0,9411;-0,9411
"construir";12;0,2593;-0,2593
"início";13;0,225;-0,225
"colocar";19;1,2894;-1,2894
"1";20;0,231;-0,231
"justiça";87;1,2913;-1,2913
"data";11;0,2994;-0,2994
"sp";28;-0,4135;0,4135
"turma";20;0,4625;-0,4625
"citado";14;1,9608;-1,9608
"forma";34;-0,3794;0,3794
"passar";32;0,4734;-0,4734
"jornalista";11;1,8182;-1,8182
"questão";12;0,2593;-0,2593
"maior";18;0,29;-0,29
"determinar";17;-0,5884;0,5884
"adversário";10;-0,6979;0,6979
"desde";31;0,3044;-0,3044
"citar";26;-0,6268;0,6268
"eu";113;-1,1204;1,1204
"glauco";17;-1,1866;1,1866
"precisar";22;1,0177;-1,0177
"limpo";14;-0,9772;0,9772
"porcento";14;1,9608;-1,9608
"ministro";54;-0,7749;0,7749
"líder";23;-0,2611;0,2611
"voto";33;-0,9454;0,9454
"2";25;0,2839;-0,2839
"aceitar";13;-0,9074;0,9074
"qual";32;-0,324;0,324
"doação";17;-1,1866;1,1866
"10";28;0,6422;-0,6422
"15";10;-0,2596;0,2596
"número";10;-0,2596;0,2596
"16";12;-0,8376;0,8376
"pegar";10;1,316;-1,316
"ocasião";11;-0,3027;0,3027
"fase";14;-0,1842;0,1842
"pro";31;0,7786;-0,7786
"ano";121;-0,7228;0,7228
"apresentado";21;-1,4659;1,4659
"preventivo";11;0,2994;-0,2994
"unidade";12;-0,8376;0,8376
"objectivo";11;0,2994;-0,2994
"nota";35;-0,6657;0,6657
"disputar";12;-0,3472;0,3472
"conhecimento";14;-0,9772;0,9772
"atibaia";19;-0,3479;0,3479
"prestar";30;-0,805;0,805
"neto";23;-0,9055;0,9055
"qualquer";74;-1,5535;1,5535
"realmente";12;1,0488;-1,0488
"ouvir";14;-0,9772;0,9772
"crime";50;0,4943;-0,4943
"ex_ministro";54;-0,5354;0,5354
"disputa";16;0,689;-0,689
"já";88;0,6435;-0,6435
"referir";18;0,9338;-0,9338
"época";18;0,9338;-0,9338
"contar";41;-0,3789;0,3789
"dinheiro";85;1,3816;-1,3816
"federal";114;-0,3299;0,3299
"3";25;0,509;-0,509
"estar";197;1,2819;-1,2819
"achar";27;1,889;-1,889
"manifestar";12;-0,8376;0,8376
"como";185;-0,9767;0,9767
"solicitar";15;-1,047;1,047
"acabar";17;0,3252;-0,3252
"ontem";10;1,316;-1,316
"entregar";17;-0,2781;0,2781
"cunha";14;-0,9772;0,9772
"pessoa";44;0,3142;-0,3142
"família";40;-1,2914;1,2914
"ilegal";13;-0,9074;0,9074
"partido";48;-0,3791;0,3791
"casa";35;0,3759;-0,3759
"caso";97;-1,1265;1,1265
"alvo";18;-0,6395;0,6395
"prisão";81;0,3698;-0,3698
"argumento";13;0,225;-0,225
"pai";10;-0,6979;0,6979
"regime";10;0,3468;-0,3468
"junto";15;-0,2139;0,2139
"costa";11;1,1725;-1,1725
"força_tarefa";15;-0,4888;0,4888
"então";36;-0,4382;0,4382
"guarujá";32;0,2792;-0,2792
"rousseff";35;-0,6657;0,6657
"4";38;-0,7849;0,7849
"bernardo";25;-0,5842;0,5842
"por";662;-1,7627;1,7627
"lado";13;0,225;-0,225
"viver";13;-0,9074;0,9074
"dito";10;0,3468;-0,3468
"sítio";30;0,5515;-0,5515
"definir";12;-0,8376;0,8376
"hoje";35;1,1862;-1,1862
"criticar";14;-0,9772;0,9772
"ocorrer";12;-0,8376;0,8376
"chefe";15;-0,2139;0,2139
"empresa";57;0,3218;-0,3218
"público";76;0,4744;-0,4744
"vantagem";13;-0,3932;0,3932
"último";37;1,4059;-1,4059
"ex_presidente";491;-1,7998;1,7998
"agora";28;0,9571;-0,9571
"terça_feira";15;-1,047;1,047
"marisa";49;-1,2654;1,2654
"advogado";116;0,5703;-0,5703
"batista";12;-0,3472;0,3472
"ao";348;-0,7543;0,7543
"juiz";137;0,8016;-0,8016
"defesa";171;-0,8375;0,8375
"denunciar";18;-1,2564;1,2564
"2006";14;-0,9772;0,9772
"pedir";72;1,7897;-1,7897
"registro";10;-0,2596;0,2596
"pesquisa";20;0,231;-0,231
"grupo";19;0,8547;-0,8547
"dilma";129;1,0211;-1,0211
"claro";16;-0,5381;0,5381
"inquérito";14;-0,9772;0,9772
"mpf";62;-0,7769;0,7769
"empreendimento";12;0,2593;-0,2593
"provar";14;1,9608;-1,9608
"ter";403;0,6771;-0,6771
"sua";120;0,4901;-0,4901
"intenção";11;-0,7677;0,7677
"comprovar";11;0,2994;-0,2994
"conta";18;0,5636;-0,5636
"social";18;0,29;-0,29
"acontecer";21;0,7178;-0,7178
"trecho";11;-0,3027;0,3027
"reunião";19;-1,3262;1,3262
"corte";17;0,3252;-0,3252
"trf_4";53;-1,9832;1,9832
"silva";50;-1,819;1,819
"6";26;-1,0719;1,0719
"mercadante";13;-0,9074;0,9074
"levar";33;0,6786;-0,6786
"procurador";36;-0,7048;0,7048
"relatar";15;-0,2139;0,2139
"voltar";17;1,0212;-1,0212
"juízo";10;-0,6979;0,6979
"não";481;1,0091;-1,0091
"plano";13;0,225;-0,225
"bumlai";13;-0,9074;0,9074
"esperar";21;0,7178;-0,7178
"mantega";12;0,2593;-0,2593
"a";2198;-1,0027;1,0027
"dentro";11;0,2994;-0,2994
"grande";25;-0,3189;0,3189
"doutor";11;-0,7677;0,7677
"delação";41;1,1362;-1,1362
"24";23;-0,9055;0,9055
"20";12;0,587;-0,587
"ficar";47;0,401;-0,401
"polícia";28;0,3938;-0,3938
"porto";20;-0,3846;0,3846
"pedido";79;0,2892;-0,2892
"cercar";22;0,6584;-0,6584
"ilícito";16;0,365;-0,365
"fossar";16;0,365;-0,365
"envolver";24;-0,9605;0,9605
"operação";61;-0,3594;0,3594
"trf";32;-0,5528;0,5528
"todo";105;0,8486;-0,8486
"nosso";10;0,7551;-0,7551
"item";10;-0,6979;0,6979
"7";10;0,3468;-0,3468
"caravana";19;-1,3262;1,3262
"analisar";17;-0,2781;0,2781
"verdade";22;0,3803;-0,3803
"obra";17;-0,5884;0,5884
"divulgar";17;0,3252;-0,3252
"dono";44;-0,2883;0,2883
"nome";37;-0,4688;0,4688
"contra";97;-1,7502;1,7502
"corrêa";14;0,8466;-0,8466
"para";539;0,5395;-0,5395
"corpus";22;0,3803;-0,3803
"stf";82;-1,1795;1,1795
"fevereiro";11;-0,7677;0,7677
"conhecer";12;1,0488;-1,0488
"causa";10;0,7551;-0,7551
"stj";20;-0,3846;0,3846
"assistir";11;0,6646;-0,6646
"antonio";16;-0,5381;0,5381
"brasília";17;0,3252;-0,3252
"palácio";11;-0,7677;0,7677
"duque";22;-1,5357;1,5357
"essa";48;-0,3791;0,3791
"esse";62;1,4547;-1,4547
"minha";23;1,845;-1,845
"setor";11;-0,3027;0,3027
"atuação";12;-0,8376;0,8376
"réu";51;-0,6742;0,6742
"história";19;0,8547;-0,8547
"defender";35;0,3759;-0,3759
"sustentar";10;0,3468;-0,3468
"porque";60;1,5736;-1,5736
"meio";27;-1,1282;1,1282
"assumir";12;-0,8376;0,8376
"cota";10;-0,6979;0,6979
"demonstrar";17;0,3252;-0,3252
"sem";53;-0,7407;0,7407
"esclarecer";10;0,3468;-0,3468
"lava_jato";115;-0,7572;0,7572
"ninguém";15;1,7963;-1,7963
"pagar";33;0,4385;-0,4385
"eleitoral";27;-1,8849;1,8849
"parecer";13;0,225;-0,225
"eleição";47;-0,814;0,814
"considerar";20;-1,3961;1,3961
"filho";39;1,2639;-1,2639
"agente";10;-0,2596;0,2596
"senador";25;0,8075;-0,8075
"dizer";330;-0,4494;0,4494
"nacional";23;-0,5015;0,5015
"léo";23;0,6041;-0,6041
"criar";13;0,9411;-0,9411
"chegar";33;-0,5896;0,5896
"denúncia";59;-1,7468;1,7468
"uscifrão";14;-0,1842;0,1842
"instituto";108;-0,3418;0,3418
"opinião";11;0,2994;-0,2994
"impedir";13;-0,9074;0,9074
"vário";12;-0,3472;0,3472
"premiar";17;1,5172;-1,5172
"real";10;0,3468;-0,3468
"rio";14;-0,1842;0,1842
"preso";43;0,5195;-0,5195
"nós";24;-0,9605;0,9605
"campanha";31;-0,8512;0,8512
"próprio";31;-0,2977;0,2977
"bom";18;0,5636;-0,5636
"fato";41;0,389;-0,389
"segunda_feira";10;-0,6979;0,6979
"esquerdo";11;-0,3027;0,3027
"entre";65;-0,3047;0,3047
"recorrer";24;-0,5424;0,5424
"conversar";11;-0,3027;0,3027
"apresentar";42;-1,3941;1,3941
"mandar";19;0,5104;-0,5104
"ajudar";12;0,2593;-0,2593
"informar";25;0,8075;-0,8075
"tomar";12;0,2593;-0,2593
"habeas";22;0,3803;-0,3803
"italiano";12;-0,8376;0,8376
"semana";18;0,5636;-0,5636
"permitir";13;-0,3932;0,3932
"aquele";16;1,6493;-1,6493
"mostrar";22;0,6584;-0,6584
"apoio";18;1,3978;-1,3978
"suposto";21;-1,4659;1,4659
"autoridade";14;-0,4404;0,4404
"presidente";157;-1,7223;1,7223
"rua";10;0,7551;-0,7551
"prova";64;-1,5227;1,5227
"jornal";13;0,5198;-0,5198
"acompanhar";15;-1,047;1,047
"sindicato";12;-0,8376;0,8376
"gebran";14;-0,9772;0,9772
"planalto";15;-0,4888;0,4888
"dúvida";11;-0,3027;0,3027
"votar";17;-0,2781;0,2781
"quinta_feira";13;-0,3932;0,3932
"governo";110;-0,3728;0,3728
"responsável";20;-0,3846;0,3846
"região";30;-0,805;0,805
"cio";18;-1,2564;1,2564
"nomeação";15;-1,047;1,047
"corrupção";84;0,5863;-0,5863
"fechado";12;0,2593;-0,2593
"odebrecht";115;-0,952;0,952
"diverso";16;1,1183;-1,1183
"imposto";11;-0,7677;0,7677
"tentativa";16;-0,5381;0,5381
"lembrar";12;-0,3472;0,3472
"imprensa";19;0,8547;-0,8547
"inocente";14;0,4613;-0,4613
"visita";19;-1,3262;1,3262
"vaccari";14;-0,4404;0,4404
"e";1264;0,5818;-0,5818
"participar";27;-0,381;0,381
"relação";42;-0,4053;0,4053
"dirceu";15;0,4101;-0,4101
"mentira";11;1,1725;-1,1725
"manter";32;-0,898;0,898
"ataque";10;0,7551;-0,7551
"nenhum";30;0,3317;-0,3317
"palavra";21;-0,4225;0,4225
"jurídico";10;-0,2596;0,2596
"depoimento";125;0,9633;-0,9633
"tribunal";50;-0,9294;0,9294
"oas";76;-1,2729;1,2729
"entender";14;0,4613;-0,4613
"fachin";12;-0,3472;0,3472
"lei";39;-1,2406;1,2406
"ler";15;0,7631;-0,7631
"destinar";17;-1,1866;1,1866
"partir";16;0,365;-0,365
"comentar";12;0,587;-0,587
"uso";10;-0,6979;0,6979
"chamado";12;-0,3472;0,3472
"8";12;0,587;-0,587
"período";18;-0,6395;0,6395
"josé";38;0,4801;-0,4801
"tal";14;0,8466;-0,8466
"haddad";14;-0,9772;0,9772
"pergunta";11;-0,3027;0,3027
"assessoria";10;-0,2596;0,2596
"martins";25;-1,7452;1,7452
"isso";72;0,5756;-0,5756
"contato";12;-0,3472;0,3472
"repasse";10;-0,6979;0,6979
"joesley";21;-0,7972;0,7972
"volta";12;1,0488;-1,0488
"superior";25;-0,5842;0,5842
"econômico";14;-0,4404;0,4404
"2018";17;1,5172;-1,5172
"2014";29;-0,447;0,447
"2010";16;-1,1168;1,1168
"2013";18;-0,6395;0,6395
"nada";17;1,0212;-1,0212
"dever";47;-0,5481;0,5481
"mandato";14;-0,9772;0,9772
"importante";10;-0,2596;0,2596
"senhor";20;-1,3961;1,3961
"letícia";25;-0,3189;0,3189
"triplex";85;-0,5752;0,5752
"mensalão";12;-0,8376;0,8376
"primeiro";53;-0,3358;0,3358
"praticar";16;0,365;-0,365
"tempo";26;1,0991;-1,0991
"que";1547;0,5503;-0,5503
"compra";35;-1,5919;1,5919
"direito";31;-0,2977;0,2977
"marcelo";54;-1,5017;1,5017
"além";33;1,331;-1,331
"único";12;-0,8376;0,8376
"próximo";23;1,3562;-1,3562
"final";26;-1,0719;1,0719
"discutir";12;-0,8376;0,8376
"haver";144;-0,9068;0,9068
"quando";69;-1,0145;1,0145
"quanto";10;0,3468;-0,3468
"petrobras";54;-0,2288;0,2288
"criminoso";17;0,6228;-0,6228
"bem";31;-0,8512;0,8512
"roberto";25;0,8075;-0,8075
"falso";13;0,225;-0,225
"milhão";84;-1,5901;1,5901
"ministério";48;-0,2375;0,2375
"costamarques";16;-1,1168;1,1168
"outro";106;0,6564;-0,6564
"tornar";12;0,587;-0,587
"julgar";18;-0,3123;0,3123
"principal";23;-0,9055;0,9055
"trabalho";10;0,7551;-0,7551
"atuar";14;-0,9772;0,9772
"tiro";10;-0,6979;0,6979
"pensar";10;-0,2596;0,2596
"local";10;0,3468;-0,3468
"alegar";15;0,7631;-0,7631
"impeachment";18;0,9338;-0,9338
"trf4";18;-0,6395;0,6395
"palocci";85;-1,6312;1,6312
"luiz";22;-0,4615;0,4615
"favor";22;1,0177;-1,0177
"confirmar";41;0,8394;-0,8394
"cristiano";27;-0,6703;0,6703
"frente";12;0,587;-0,587
"trabalhar";10;-0,2596;0,2596
"petrobrás";10;-0,6979;0,6979
"aqui";20;-1,3961;1,3961
"conseguir";17;0,3252;-0,3252
"manhã";12;-0,8376;0,8376
"ex_primeira_dama";10;-0,6979;0,6979
"amigo";18;0,5636;-0,5636
"eduardo";21;-0,7972;0,7972
"pinheiro";33;-0,5896;0,5896
"mundo";12;0,587;-0,587
"versão";10;-0,2596;0,2596
"2016";16;-0,2453;0,2453
"república";57;-0,6218;0,6218
"possibilidade";18;0,29;-0,29
"falar";60;0,7663;-0,7663
"mesmo";67;0,5425;-0,5425
"possível";21;-0,7972;0,7972
"parte";43;-0,2674;0,2674
"referente";10;-0,6979;0,6979
"janeiro";19;-0,6914;0,6914
"quarta_feira";24;-0,9605;0,9605
"presidência";40;-0,8675;0,8675
"paulo";89;-0,8807;0,8807
"íntegro";14;-0,9772;0,9772
"estado";18;-0,6395;0,6395
"setembro";10;-0,6979;0,6979
"executivo";15;0,7631;-0,7631
"momento";32;-0,5528;0,5528
"rcifrão";97;0,3232;-0,3232
"testemunha";16;-1,1168;1,1168
"vida";12;1,0488;-1,0488
"alguma";11;1,1725;-1,1725
"fernando";26;-0,3494;0,3494
"crise";10;0,3468;-0,3468
"análise";10;-0,2596;0,2596
"demais";10;0,3468;-0,3468
"zanin";32;-0,324;0,324
"assinar";12;-0,3472;0,3472
"morrer";12;1,6398;-1,6398
"sentença";43;-0,2674;0,2674
"candidatura";18;-1,2564;1,2564
"ação";47;-1,1737;1,1737
"também";144;-0,5941;0,5941
"henrique";10;-0,2596;0,2596
"indevido";15;-0,2139;0,2139
"banco";10;-0,2596;0,2596
"questionar";17;0,6228;-0,6228
"encontro";21;0,4194;-0,4194
"troca";11;-0,3027;0,3027
"instância";56;-0,8447;0,8447
"embargo";12;-0,8376;0,8376
"lavagem";48;-0,2375;0,2375
"democracia";18;0,29;-0,29
"construtor";15;-0,4888;0,4888
"ina";14;-0,9772;0,9772
"coisa";22;0,6584;-0,6584
"investigar";11;-0,7677;0,7677
"prático";11;0,2994;-0,2994
"assunto";21;-0,2081;0,2081
"recibo";26;-1,815;1,815
"câmara";14;-0,9772;0,9772
"benefício";14;-0,9772;0,9772
"sempre";23;-0,2611;0,2611
"4a";25;-0,5842;0,5842
