"";"X.gr_01";"X.gr_02"
"pt";-2,1774;2,1774
"ação";-1,1737;1,1737
"também";-0,5941;0,5941
"henrique";-0,2596;0,2596
"em";-8,6064;8,6064
"indevido";-0,2139;0,2139
"banco";-0,2596;0,2596
"questionar";0,6228;-0,6228
"encontro";0,4194;-0,4194
"troca";-0,3027;0,3027
"instância";-0,8447;0,8447
"embargo";-0,8376;0,8376
"lavagem";-0,2375;0,2375
"democracia";0,29;-0,29
"construtor";-0,4888;0,4888
"ina";-0,9772;0,9772
"coisa";0,6584;-0,6584
"investigar";-0,7677;0,7677
"prático";0,2994;-0,2994
"assunto";-0,2081;0,2081
"recibo";-1,815;1,815
"câmara";-0,9772;0,9772
"benefício";-0,9772;0,9772
"sempre";-0,2611;0,2611
"4a";-0,5842;0,5842
