"";"X.gr_01";"X.gr_02"
"15";0,16;0,25
"número";0,16;0,25
"16";0;0,34
"pegar";0,65;0,17
"ocasião";0,16;0,28
"fase";0,32;0,34
"pro";1,13;0,68
"ano";2,27;3,02
"apresentado";0;0,59
"preventivo";0,32;0,25
"unidade";0;0,34
"objectivo";0,32;0,25
"nota";0,49;0,9
"disputar";0,16;0,31
"conhecimento";0;0,39
"atibaia";0,32;0,48
"prestar";0,32;0,79
"neto";0,16;0,62
"qualquer";0,81;1,95
"realmente";0,65;0,23
"ouvir";0;0,39
"crime";1,46;1,16
"ex_ministro";0,97;1,35
"disputa";0,65;0,34
"já";2,59;2,03
"referir";0,81;0,37
"época";0,81;0,37
"contar";0,81;1,02
"dinheiro";3,07;1,86
"federal";2,59;2,76
"3";0,81;0,56
"estar";6,15;4,48
"achar";1,46;0,51
"manifestar";0;0,34
"como";3,4;4,63
"solicitar";0;0,42
"acabar";0,49;0,39
"ontem";0,65;0,17
"entregar";0,32;0,42
"cunha";0;0,39
"pessoa";1,13;1,04
"família";0,32;1,07
"ilegal";0;0,37
"partido";0,97;1,18
"casa";0,97;0,82
"caso";1,46;2,48
"alvo";0,16;0,48
"prisão";2,1;1,92
"evento";0,81;0,14
"argumento";0,32;0,31
"pai";0;0,28
"regime";0,32;0,23
"junto";0,32;0,37
"costa";0,65;0,2
"força_tarefa";0,16;0,39
"então";0,65;0,9
"processo";1,13;3,41
"guarujá";0,81;0,76
"rousseff";0,49;0,9
"4";0,49;0,99
"bernardo";0,32;0,65
"por";12,78;16,44
"lado";0,32;0,31
"viver";0;0,37
"dito";0,32;0,23
"sítio";0,97;0,68
"definir";0;0,34
"hoje";1,46;0,73
"criticar";0;0,39
"ocorrer";0;0,34
"chefe";0,32;0,37
"_";0;2,76
"empresa";1,46;1,35
"público";2,1;1,78
"vantagem";0,16;0,34
"último";1,62;0,76
"ex_presidente";9,06;12,27
"agora";1,13;0,59
"terça_feira";0;0,42
"marisa";0,49;1,3
"advogado";3,24;2,71
"batista";0,16;0,31
"ao";7,28;8,55
"honesto";1,78;0
"juiz";4,04;3,16
"defesa";3,24;4,26
"denunciar";0;0,51
"2006";0;0,39
"pedir";2,91;1,52
"registro";0,16;0,25
"pesquisa";0,49;0,48
"grupo";0,81;0,39
"apartamento";0,97;2,62
"dilma";4,04;2,93
"claro";0,16;0,42
"inquérito";0;0,39
"mpf";0,97;1,58
"decisão";0,49;2,4
"empreendimento";0,32;0,28
"provar";0,97;0,23
"ter";10,68;9,5
"sua";3,24;2,82
"intenção";0;0,31
"comprovar";0,32;0,25
"conta";0,65;0,39
"social";0,49;0,42
"acontecer";0,81;0,45
"trecho";0,16;0,28
"vir";2,27;0,79
"reunião";0;0,54
"corte";0,49;0,39
"trf_4";0,32;1,44
"silva";0,32;1,35
"6";0,16;0,71
"mercadante";0;0,37
"levar";1,13;0,73
"procurador";0,49;0,93
"relatar";0,32;0,37
"voltar";0,81;0,34
"juízo";0;0,28
"não";13,27;11,25
"plano";0,32;0,31
"bumlai";0;0,37
"esperar";0,81;0,45
"mantega";0,32;0,28
"a";49,34;53,39
"dentro";0,32;0,25
"grande";0,49;0,62
"doutor";0;0,31
"delação";1,62;0,87
"24";0,16;0,62
"20";0,49;0,25
"ficar";1,29;1,1
"polícia";0,81;0,65
"porto";0,32;0,51
"pedido";1,94;1,89
"cercar";0,81;0,48
"ilícito";0,49;0,37
"fossar";0,49;0,37
"fotógrafo";2,1;0,03
"envolver";0,16;0,65
"operação";1,29;1,49
"trf";0,49;0,82
"todo";3,24;2,4
"nosso";0,49;0,2
"item";0;0,28
"7";0,32;0,23
"caravana";0;0,54
"analisar";0,32;0,42
"verdade";0,65;0,51
"obra";0,16;0,45
"divulgar";0,49;0,39
"dono";0,97;1,07
"nome";0,65;0,93
"contra";1,13;2,54
"corrêa";0,65;0,28
"para";13,75;12,8
"país";3,4;1,02
"corpus";0,65;0,51
"stf";1,13;2,12
"fevereiro";0;0,31
"conhecer";0,65;0,23
"causa";0,49;0,2
"stj";0,32;0,51
"assistir";0,49;0,23
"antonio";0,16;0,42
"brasília";0,49;0,39
"palácio";0;0,31
"duque";0;0,62
"tentar";1,78;0,56
"essa";0,97;1,18
"esse";2,43;1,33
"minha";1,29;0,42
"setor";0,16;0,28
"atuação";0;0,34
"réu";0,81;1,3
"história";0,81;0,39
"defender";0,97;0,82
"sustentar";0,32;0,23
"quem";1,46;0,48
"porque";2,43;1,27
"meio";0,16;0,73
"assumir";0;0,34
"cota";0;0,28
"seu";4,04;2,09
"ser";27,67;20,25
"demonstrar";0,49;0,39
"sem";0,81;1,35
"esclarecer";0,32;0,23
"lava_jato";2,1;2,88
"ninguém";0,97;0,25
"pagar";0,97;0,76
"eleitoral";0;0,76
"parecer";0,32;0,31
"eleição";0,65;1,21
"considerar";0;0,56
"filho";1,62;0,82
"agente";0,16;0,25
"senador";0,97;0,54
"dizer";7,44;8,01
"nacional";0,32;0,59
"léo";0,81;0,51
"criar";0,65;0,25
"chegar";0,49;0,85
"denúncia";0,49;1,58
"pf";2,43;0,54
"uscifrão";0,32;0,34
"instituto";2,43;2,62
"opinião";0,32;0,25
"impedir";0;0,37
"vário";0,16;0,31
"premiar";0,97;0,31
"real";0,32;0,23
"rio";0,32;0,34
"preso";1,29;0,99
"nós";0,16;0,65
"campanha";0,32;0,82
"próprio";0,65;0,76
"bom";0,65;0,39
"fato";1,13;0,96
"apenas";0;0,82
"segunda_feira";0;0,28
"esquerdo";0,16;0,28
"entre";1,46;1,58
"recorrer";0,32;0,62
"conversar";0,16;0,28
"apresentar";0,32;1,13
"mandar";0,65;0,42
"ajudar";0,32;0,28
"informar";0,97;0,54
"tomar";0,32;0,28
"habeas";0,65;0,51
"italiano";0;0,34
"semana";0,65;0,39
"permitir";0,16;0,34
"aquele";0,97;0,28
"mostrar";0,81;0,48
"apoio";0,97;0,34
"suposto";0;0,59
"autoridade";0,16;0,37
"presidente";2,27;4,03
"rua";0,49;0,2
"prova";0,65;1,69
"condenação";0,49;2,2
"jornal";0,49;0,28
"acompanhar";0;0,42
"sindicato";0;0,34
"gebran";0;0,39
"planalto";0,16;0,39
"dúvida";0,16;0,28
"poder";5,34;2,71
"votar";0,32;0,42
"quinta_feira";0,16;0,34
"governo";2,43;2,68
"responsável";0,32;0,51
"região";0,32;0,79
"cio";0;0,51
"nomeação";0;0,42
"um";16,66;9,67
"corrupção";2,43;1,95
"fechado";0,32;0,28
"odebrecht";1,94;2,9
"sérgio_moro";7,12;4,31
"diverso";0,81;0,31
"imposto";0;0,31
"tentativa";0,16;0,42
"lembrar";0,16;0,31
"imprensa";0,81;0,39
"pagamento";0;1,04
"inocente";0,49;0,31
"visita";0;0,54
"vaccari";0,16;0,37
"e";31,71;30,12
"participar";0,49;0,68
"relação";0,81;1,04
"dirceu";0,49;0,34
"mentira";0,65;0,2
"manter";0,32;0,85
"ataque";0,49;0,2
"nenhum";0,81;0,71
"palavra";0,32;0,54
"jurídico";0,16;0,25
"depoimento";3,88;2,85
"tribunal";0,65;1,3
"oas";0,97;1,97
"entender";0,49;0,31
"informação";1,46;0,45
"fachin";0,16;0,31
"lei";0,32;1,04
"ler";0,65;0,31
"destinar";0;0,48
"partir";0,49;0,37
"comentar";0,49;0,25
"uso";0;0,28
"chamado";0,16;0,31
"8";0,49;0,25
"período";0,16;0,48
"josé";1,13;0,87
"julgamento";0,32;2,03
"tal";0,65;0,28
"haddad";0;0,39
"pergunta";0,16;0,28
"assessoria";0,16;0,25
"martins";0;0,71
"isso";2,1;1,66
"contato";0,16;0,31
"repasse";0;0,28
"joesley";0,16;0,56
"volta";0,65;0,23
"superior";0,32;0,65
"econômico";0,16;0,37
"2018";0,97;0,31
"2014";0,49;0,73
"2010";0;0,45
"2013";0,16;0,48
"nada";0,81;0,34
"dever";0,81;1,18
"dar";3,07;1,16
"mandato";0;0,39
"importante";0,16;0,25
"senhor";0;0,56
"letícia";0,49;0,62
"triplex";1,62;2,12
"mensalão";0;0,34
"cada";0,81;0,14
"lá";0,97;0,2
"primeiro";1,13;1,3
"praticar";0,49;0,37
"tempo";1,13;0,54
"que";38,51;36,92
"compra";0,16;0,96
"direito";0,65;0,76
"marcelo";0,49;1,44
"além";1,46;0,68
"único";0;0,34
"próximo";1,13;0,45
"final";0,16;0,71
"discutir";0;0,34
"haver";2,59;3,61
"quando";0,97;1,78
"quanto";0,32;0,23
"petrobras";1,29;1,3
"criminoso";0,65;0,37
"bem";0,32;0,82
"roberto";0,97;0,54
"sofrer";0,97;0,17
"falso";0,32;0,31
"mil";1,62;0,39
"milhão";0,97;2,2
"ministério";1,13;1,16
"costamarques";0;0,45
"outro";3,07;2,45
"tornar";0,49;0,25
"julgar";0,32;0,45
"petista";4,85;1,97
"principal";0,16;0,62
"trabalho";0,49;0,2
"atuar";0;0,39
"tiro";0;0,28
"tudo";1,78;0,48
"pensar";0,16;0,25
"local";0,32;0,23
"alegar";0,65;0,31
"impeachment";0,81;0,37
"trf4";0,16;0,48
"palocci";0,97;2,23
"luiz";0,32;0,56
"favor";0,97;0,45
"confirmar";1,46;0,9
"cristiano";0,32;0,71
"frente";0,49;0,25
"trabalhar";0,16;0,25
"petrobrás";0;0,28
"aqui";0;0,56
"conseguir";0,49;0,39
"manhã";0;0,34
"ex_primeira_dama";0;0,28
"amigo";0,65;0,39
"eduardo";0,16;0,56
"pinheiro";0,49;0,85
"mundo";0,49;0,25
"versão";0,16;0,25
"2016";0,32;0,39
"república";0,97;1,44
"chamar";1,94;0,23
"homem";0,97;0,17
"possibilidade";0,49;0,42
"falar";1,94;1,35
"mesmo";1,94;1,55
"possível";0,16;0,56
"parte";0,97;1,04
"referente";0;0,28
"janeiro";0,16;0,51
"quarta_feira";0,16;0,65
"presidência";0,49;1,04
"paulo";1,46;2,26
"íntegro";0;0,39
"estado";0,16;0,48
"setembro";0;0,28
"executivo";0,65;0,31
"momento";0,49;0,82
"rcifrão";2,43;2,31
"testemunha";0;0,45
"vida";0,65;0,23
"janot";1,29;0,14
"alguma";0,65;0,2
"durante";2,91;1,24
"fernando";0,49;0,65
"crise";0,32;0,23
"análise";0,16;0,25
"demais";0,32;0,23
"zanin";0,65;0,79
"assinar";0,16;0,31
"morrer";0,81;0,2
"sentença";0,97;1,04
"candidatura";0;0,51
"pt";1,78;3,75
"ação";0,49;1,24
"também";2,91;3,55
"henrique";0,16;0,25
"em";31,55;47,69
"indevido";0,32;0,37
"banco";0,16;0,25
"questionar";0,65;0,37
"encontro";0,65;0,48
"troca";0,16;0,28
"instância";0,81;1,44
"embargo";0;0,34
"lavagem";1,13;1,16
"democracia";0,49;0,42
"construtor";0,16;0,39
"ina";0;0,39
"coisa";0,81;0,48
"investigar";0;0,31
"prático";0,32;0,25
"assunto";0,49;0,51
"recibo";0;0,73
"câmara";0;0,39
"benefício";0;0,39
"sempre";0,49;0,56
"4a";0,32;0,65
