apenas;48;32;37;34;18;46
nenhum;30;53;26;34;34;21
algum;17;41;32;39;31;34
1;37;63;20;10;20;17
tentar;25;45;36;38;43;35
tudo;15;49;64;50;15;15
três;41;45;26;19;17;28
assim;31;35;52;33;34;30
me;12;43;75;34;23;3
fim;25;37;20;35;39;44
5;28;75;10;7;12;15
aqui;9;24;70;32;28;8
3;25;52;18;10;11;24
menos;20;28;32;32;34;28
cada;21;32;15;37;27;24
sempre;12;33;47;46;19;12
4;41;58;5;5;14;16
trabalho;15;18;33;48;33;5
pro;9;44;60;21;25;1
nunca;6;52;38;31;10;24
nada;15;24;42;39;21;13
alguma;20;23;39;38;20;26
2014;19;100;5;9;16;1
2016;35;37;6;8;14;24
nosso;8;9;38;51;12;27
10;35;33;10;8;16;15
vário;17;21;19;28;14;42
abaixo;18;43;28;11;18;7
bilhão;2;53;4;4;7;7
aí;9;27;45;29;27;5
meu;13;24;56;21;15;1
2017;19;17;8;7;18;26
dentro;13;30;26;25;20;9
minha;12;19;49;33;19;1
6;37;37;8;6;6;22
aquele;11;21;24;31;16;20
nossa;1;7;29;53;13;30
quanto;15;19;22;23;18;18
ninguém;9;18;31;25;14;14
sob;21;15;20;20;11;25
lá;6;19;46;15;12;5
12;40;19;9;5;16;14
tal;19;38;14;18;8;11
tanto;14;20;27;26;16;10
20;28;23;10;8;10;10
esta;21;15;16;19;11;28
este;10;16;14;24;9;26
8;18;23;6;6;11;16
2018;9;3;10;16;49;9
quatro;18;25;13;6;12;28
sim;7;20;21;25;20;6
muita;2;9;42;20;13;13
2015;15;28;5;3;14;9
15;19;24;2;6;10;21
quase;6;22;19;15;14;22
verdade;19;25;23;23;5;8
apesar;12;14;10;16;14;28
30;7;35;16;4;11;9
entanto;20;12;7;12;15;18
9;38;14;6;5;9;8
algo;4;14;24;28;10;19
7;7;24;1;4;10;16
diante;10;12;14;18;12;19
seis;25;12;7;7;15;13
cinco;16;19;10;4;6;10
tão;0;11;25;24;7;15
alguém;11;13;25;20;8;5
inclusive;8;16;6;7;16;9
embora;16;13;11;13;8;15
11;10;15;9;6;4;16
ontem;13;9;11;8;19;11
100;4;26;6;4;6;10
demais;12;12;10;11;7;5
acima;7;22;13;13;7;3
aquela;5;9;20;12;12;4
2013;6;31;4;7;4;9
2010;2;45;2;5;7;0
somente;16;8;6;8;6;3
maioria;5;3;10;8;22;7
através;4;35;7;4;2;17
19;8;14;4;6;16;2
18;7;14;5;3;5;3
13;9;13;3;4;10;5
j;2;60;1;0;2;1
25;2;7;3;4;5;15
16;11;13;6;4;10;8
50;3;20;9;2;6;7
mim;2;12;21;20;4;0
24;26;5;1;5;6;8
realmente;4;5;13;14;7;13
jamais;10;20;5;5;4;5
17;12;18;1;1;5;5
ambos;0;13;4;10;6;22
500;1;30;0;0;2;10
talvez;4;5;12;11;5;15
26;13;8;2;1;11;10
14;16;7;7;5;7;3
dez;2;7;15;2;9;3
21;4;14;5;6;9;2
ali;3;6;14;16;5;2
40;1;15;10;5;5;8
23;18;5;1;1;5;6
diretamente;4;16;6;4;3;6
lhe;6;13;10;13;4;3
atualmente;6;6;5;6;7;7
principalmente;2;5;5;9;7;6
logo;6;6;6;10;9;4
sexto;5;6;2;1;4;17
2009;2;19;1;4;3;2
28;5;4;3;2;9;10
xi;0;0;0;5;1;42
perto;1;3;4;5;2;28
si;7;4;4;15;5;5
absolutamente;5;6;4;17;6;5
sete;6;8;3;2;5;8
___________________;0;1;17;8;6;0
recentemente;3;3;8;7;5;11
provavelmente;2;8;5;6;6;17
300;0;21;2;2;0;8
27;1;6;6;3;5;7
22;6;8;0;3;8;1
2012;2;26;1;0;4;4
novamente;7;6;5;5;6;11
especialmente;5;4;4;12;3;8
atrás;2;2;12;13;0;2
2011;1;15;0;3;4;4
s;0;15;5;2;4;2
aquilo;3;5;14;8;3;0
80;0;6;3;0;0;14
imediatamente;3;1;4;3;6;19
2006;1;20;0;0;6;8
sequer;11;6;5;6;3;1
oito;3;9;3;3;9;2
31;3;9;2;0;7;1
totalmente;2;3;2;7;0;23
bastante;2;4;4;16;3;2
60;1;6;6;4;4;3
2008;10;11;1;5;1;3
200;1;12;0;2;1;1
longe;1;0;11;12;3;4
b;2;4;3;3;7;3
extremamente;1;1;6;13;2;2
70;1;3;1;6;1;4
35;3;8;3;0;3;2
exatamente;1;5;5;7;6;4
cuja;2;8;3;5;3;3
150;0;14;0;1;1;1
000;0;8;3;0;1;11
0;4;2;2;1;3;0
trás;1;1;8;8;1;6
te;2;7;11;5;2;0
quê;2;4;7;7;5;1
perante;9;2;4;8;0;2
isto;3;3;2;10;2;5
supostamente;1;10;1;3;0;5
oficialmente;1;6;1;1;2;7
nove;7;2;2;0;1;4
pessoalmente;2;14;3;0;3;6
amanhã;5;1;9;3;1;3
praticamente;2;1;3;7;5;3
politicamente;2;4;6;7;2;1
enfim;0;3;10;8;2;0
cedo;0;1;4;1;5;7
aliás;5;4;3;7;4;0
29;2;1;0;2;4;7
2005;5;5;1;1;4;1
sobretudo;4;0;7;7;1;2
infelizmente;2;1;4;5;2;2
cujo;1;3;1;3;3;4
completamente;0;0;1;11;2;8
comigo;1;2;11;5;2;0
simplesmente;3;3;4;6;5;4
2007;2;8;2;6;0;2
zero;2;5;2;5;1;1
2002;0;9;1;2;4;1
posteriormente;2;8;0;1;1;5
cima;2;1;6;6;4;1
90;1;0;3;3;1;3
00;2;5;2;1;0;0
exclusivamente;5;13;0;1;2;0
justamente;3;0;5;5;1;2
afinal;2;4;4;2;4;0
38;1;4;2;2;1;3
inicialmente;4;6;0;0;1;1
claramente;0;0;2;5;4;6
certamente;4;0;1;7;3;2
45;3;6;1;1;1;4
32;2;4;2;2;0;1
2000;0;3;1;4;2;4
publicamente;3;0;2;3;6;2
necessariamente;4;3;3;3;2;2
in;1;0;1;2;0;7
efetivamente;4;5;2;4;1;2
obviamente;1;4;0;4;4;3
aproximadamente;1;8;1;0;1;3
1990;3;3;0;3;0;2
rapidamente;0;2;2;1;3;6
h;0;4;1;1;0;8
33;1;5;0;0;0;3
igualmente;5;0;1;8;0;2
cá;0;0;7;6;0;1
anteriormente;6;3;2;0;0;4
83;0;2;0;2;0;2
41;1;1;0;0;5;0
400;0;4;0;0;2;1
2001;6;1;1;0;1;6
finalmente;1;0;1;4;4;2
eventualmente;3;1;3;2;1;2
especificamente;4;3;0;2;0;3
600;0;6;4;1;1;2
51;1;10;0;0;1;0
ei;0;0;1;3;0;9
d;7;0;0;0;0;0
87;4;3;0;1;0;0
59;0;0;0;1;1;11
1970;0;1;1;2;1;5
09;7;3;0;0;0;1
04;6;1;1;0;1;4
temporariamente;0;3;0;0;0;0
profundamente;1;0;1;5;0;1
independentemente;2;1;2;1;1;1
evidentemente;1;2;4;2;3;0
diariamente;0;3;2;3;3;0
800;0;4;1;0;0;2
2003;2;3;0;2;1;2
w;0;0;0;3;0;10
v;1;3;2;0;3;0
p;0;0;2;3;2;0
i;4;2;0;0;0;2
devidamente;3;7;0;0;0;0
cem;0;0;2;4;2;1
adiante;1;1;1;3;4;1
acercar;1;3;0;2;2;0
73;1;1;1;2;2;0
700;0;4;0;0;0;5
52;0;2;1;0;3;0
normalmente;1;3;3;2;1;1
mediante;2;7;0;0;0;0
excelência;3;1;6;0;1;0
definitivamente;2;0;1;1;1;6
64;6;2;2;1;0;0
55;0;0;2;0;2;3
48;2;4;1;0;0;1
2004;4;1;0;2;1;0
possivelmente;0;1;2;1;1;1
literalmente;1;2;1;1;0;3
facilmente;0;1;1;3;1;4
basicamente;2;3;1;1;1;2
aparentemente;0;1;2;4;0;4
76;1;2;0;0;0;1
75;1;1;0;1;1;1
66;0;2;3;0;1;1
57;1;2;2;0;1;0
47;2;1;0;1;0;0
37;2;2;2;1;1;1
1980;0;1;0;2;1;0
170;0;3;0;0;1;0
05;0;5;1;0;1;0
tampouco;4;1;0;3;0;0
respectivamente;0;2;0;0;0;1
r;0;0;1;1;1;6
quão;0;0;1;4;0;3
indevidamente;2;5;0;1;0;0
formalmente;1;2;0;1;1;1
expressamente;4;2;0;2;0;0
espontaneamente;0;2;2;0;2;0
consigo;0;0;6;2;0;1
ah;1;1;3;0;2;0
77;0;6;0;0;1;0
56;0;2;0;0;1;2
36;2;2;3;0;1;0
34;1;0;2;2;0;0
120;2;0;0;1;0;0
01;0;2;1;0;1;2
sinceramente;0;0;2;2;4;1
previamente;0;1;0;1;2;2
m;0;1;1;1;0;0
juntamente;0;1;0;0;1;2
abertamente;0;1;0;1;2;4
65;0;2;0;1;2;0
46;0;2;2;0;0;1
308;0;0;0;0;9;0
250;0;1;0;1;1;3
2020;1;1;0;1;2;2
03;3;1;0;0;0;0
sic;0;2;2;1;1;0
senão;0;1;2;0;3;0
relativamente;1;1;0;4;0;0
propriamente;2;0;0;1;1;1
plenamente;2;0;1;0;1;1
naturalmente;1;1;1;2;0;0
lhes;1;1;1;1;0;1
internamente;0;1;0;1;1;1
individualmente;2;0;0;1;1;0
debaixo;0;1;2;3;0;1
__;0;0;2;0;2;2
61;0;4;0;0;0;1
54;0;1;0;2;4;0
42;1;3;1;0;0;0
39;0;0;1;0;1;2
280;2;1;0;1;2;0
1964;0;0;1;3;2;0
1960;0;0;1;4;1;1
07;1;0;0;1;0;2
02;2;0;0;0;1;1
vossa;2;0;4;0;1;0
veementemente;1;1;1;1;0;1
salvo;2;0;0;2;1;2
reiteradamente;3;0;0;0;1;1
preventivamente;1;2;0;0;0;1
geralmente;0;0;2;2;0;1
exceto;0;1;0;1;2;0
dificilmente;2;0;1;1;0;2
criminalmente;4;0;1;0;0;0
amplamente;0;4;0;1;0;1
altamente;0;0;2;1;1;2
850;4;1;0;0;0;0
85;0;0;0;0;1;3
81;0;0;0;0;5;0
78;0;4;0;0;0;0
74;0;1;1;0;0;1
62;0;0;3;0;2;1
43;0;3;0;0;1;1
1996;1;0;1;0;0;2
1995;0;0;0;2;3;1
1994;0;0;0;1;2;3
1988;0;0;0;5;1;0
x;0;0;0;2;1;0
trinta;1;1;1;0;1;0
teoricamente;0;0;1;3;2;0
raramente;0;0;1;1;0;3
radicalmente;0;0;0;3;1;2
primeiramente;1;3;0;1;0;1
legalmente;1;4;1;0;0;0
fortemente;0;2;1;0;1;2
diferentemente;0;1;0;2;0;1
constantemente;0;1;0;1;1;0
ante;2;0;0;0;0;1
ai;0;1;2;2;0;0
ademais;0;2;0;1;0;0
84;0;0;0;1;0;2
79;0;2;1;0;0;1
7000;4;1;0;0;0;0
58;0;1;1;1;1;1
53;0;1;0;0;0;2
49;0;0;0;1;3;0
470;1;3;0;0;0;0
44;2;0;0;0;1;0
1997;1;2;0;0;0;1
1984;1;3;0;0;0;1
1945;0;0;2;2;0;2
160;1;1;0;1;1;1
08;1;1;0;0;0;2
teu;0;0;3;0;1;0
regularmente;0;2;0;0;0;1
quarenta;0;1;2;2;0;0
perfeitamente;0;0;0;3;0;1
particularmente;0;0;0;2;0;2
originalmente;1;1;0;2;1;0
n;0;0;1;0;2;0
minimamente;2;0;2;1;0;0
l;0;0;1;0;1;1
inteiramente;0;2;1;0;1;0
indiretamente;1;3;0;0;0;0
historicamente;0;0;1;2;1;0
duramente;1;1;0;0;0;3
corretamente;1;1;1;0;2;0
consequentemente;1;1;0;1;1;0
anualmente;0;0;0;0;1;2
acaso;1;0;1;0;0;1
900;0;2;1;1;0;0
89;2;0;0;0;1;1
63;0;3;0;0;0;0
550;0;1;0;1;0;2
513;0;0;0;0;5;0
450;0;2;0;0;0;1
2019;0;0;1;0;3;0
1998;0;1;0;0;2;2
128;0;2;0;0;0;1
ó;0;1;3;0;0;0
sétimo;1;0;0;0;2;0
suficientemente;2;0;0;1;0;1
semanalmente;0;1;0;0;0;2
repetidamente;0;0;0;1;0;3
penalmente;2;0;0;0;1;0
onze;0;2;1;0;0;0
moralmente;0;1;0;2;0;1
liminarmente;3;0;1;0;0;0
injustamente;1;1;0;2;0;0
hein;1;0;2;0;1;0
fisicamente;1;1;2;0;0;0
excessivamente;0;1;0;2;0;0
eis;1;0;0;2;0;0
disparado;0;0;0;1;0;3
deliberadamente;0;0;0;2;0;2
continuamente;0;0;0;1;0;2
contigo;0;0;3;0;0;0
ativamente;0;2;0;0;1;0
adequadamente;1;0;0;2;1;0
86;0;1;0;1;1;1
72;2;0;0;0;0;1
480;1;3;0;0;0;0
380;0;3;0;0;1;0
350;2;0;0;0;0;1
1989;0;0;1;0;2;0
1953;0;1;0;0;0;2
1950;1;0;1;0;0;1
1848;0;0;0;3;0;0
130;0;2;0;0;0;1
tua;0;1;1;0;1;0
textualmente;0;3;0;0;0;0
substancialmente;0;1;0;0;1;1
sistematicamente;0;1;0;1;0;1
separadamente;1;0;0;1;1;0
secretamente;0;0;0;1;1;1
psicologicamente;1;1;0;0;0;1
potencialmente;0;1;0;0;0;2
porquê;0;0;2;0;1;0
permanentemente;1;0;0;1;1;0
mutuamente;0;0;0;3;0;0
materialmente;3;0;0;0;0;0
lentamente;0;0;0;2;0;1
interinamente;0;1;0;1;1;0
francamente;0;0;0;0;0;3
firmemente;0;0;0;0;0;3
exemplarmente;2;0;0;1;0;0
duzentos;0;2;0;1;0;0
cegamente;1;0;0;0;0;2
abruptamente;0;0;0;0;0;3
719;2;0;0;1;0;0
367;3;0;0;0;0;0
260;1;0;0;0;1;1
2023;0;1;0;0;0;2
129;1;0;0;1;1;0
06;1;1;0;0;0;1
