"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"mass";"chi.distance";"inertie"
"brasil";0,15209463361365;1,15647563789515;-0,552096491205019;1,26166778027953;0,349715918395881;0,0827348651824473;0,629087652303945;-0,300323737151565;0,686308985572887;0,190234847036985;0,0143219731789122;0,497645051426281;0,0936170444242804;0,378173504082066;0,0162424268884617;8,30775630643161e-05;0,00480318090025168;0,00109467686761644;0,00571670776164988;0,000439224714033291;0,00359133540269016;0,830256733058271;0,00247560173973007
"lava_jato";1,01503023944726;-0,736650922812589;0,539625340150927;0,269450817011299;0,246868101586579;0,718150680890186;-0,521192710558386;0,381793852433421;0,190640909189519;0,174663264555559;0,668232368980885;0,211526440205285;0,0936923422081851;0,0180698503387693;0,00847899826687749;0,00327369794204709;0,00172426541884706;0,000925263253435532;0,000230695781630218;0,000193646922068941;0,00317746403658089;0,811176143366239;0,00209079273809062
"dia";-0,0234447496035603;0,371124504253629;0,557525602749694;0,0504779204297788;-0,886853347347831;-0,0210695194441411;0,333525206743159;0,501041671434925;0,045363910640083;-0,797004624148732;0,00134979062663239;0,203276001942721;0,378664611993272;0,00240106611409107;0,414308529323283;1,80521939664918e-06;0,000452353604001808;0,001020865261366;8,36838598077649e-06;0,0025831070990515;0,00328426955041554;0,416881226608867;0,000570773064267985
"caso";0,411675533952514;0,235381408617019;1,27392159632033;-0,045178492523158;0,217560034819249;0,29888657895764;0,170892701094757;0,924898461000984;-0,032800698509005;0,157953944701827;0,166351982078182;0,0326838959202322;0,790229326591609;0,000768789308450673;0,00996600610152651;0,00056905178641106;0,000186031287232293;0,0054491288373978;6,85338528014765e-06;0,000158927816037703;0,00335769834117686;0,659387956755528;0,00145990198050571
"rcifrão";1,22511563557221;-1,82486537904879;-1,38302741291218;-0,146229004779728;0,2639793427523;0,468610267923367;-0,698016276480479;-0,529011978699817;-0,0559330165401002;0,100972860799064;0,335448035343758;0,44730565652214;0,212071614133874;0,00183385137253011;0,00334084262770019;0,0043582999194134;0,00966995853588422;0,00555423850216586;6,20911918821694e-05;0,000202349825633138;0,00290377490737959;1,38186112582486;0,00554487483337463
"pessoa";0,0771407185027085;0,846796611939079;-0,323322824314054;1,33437435412133;-0,40147868090528;0,0463552827407487;0,508855726680402;-0,1942906577554;0,80185019880423;-0,241255955725816;0,00493182146370276;0,357165785678606;0,0429796220933247;0,566267137612903;0,0286556331514629;1,85505987161329e-05;0,00223536679303115;0,000325884195810343;0,00555067685464064;0,000502476261008739;0,0031173859350489;0,717595901708165;0,00160527880307921
"coreia";-2,91068709979048;-1,37540035721419;0,384152738483136;-0,677961169269622;-0,258059100164652;-0,876108127756988;-0,413991401536069;0,115628827471495;-0,204064288031339;-0,0776750187652189;0,85811774913935;0,115155781567966;0,0074150415255789;0,0178645253424117;0,00144690242469773;0,0335931847359882;0,00750098680764466;0,000585151069267053;0,00182250939648366;0,000264057491482976;0,00396515470111144;2,05268364430019;0,016707219553987
"stf";0,995576082336676;-0,0690744843377779;1,98411325096005;-0,47057573815089;-0,162166868085981;0,437414634387218;-0,030348449353243;0,871736663474838;-0,206751365472396;-0,0712493626273774;0,326304509775751;0,000944019811727823;0,642920035307833;0,027974300125464;0,00185713497922501;0,0015350077947147;7,38919246804141e-06;0,00609669671300278;0,000342942050519082;4,07273295305051e-05;0,00154867995060245;1,13857818832816;0,00200764719133072
"mesmo";0,0644163397856705;0,605721071256138;-0,0271700105584515;0,461775333512803;-0,0242821186271642;0,084176554530516;0,791530735129057;-0,0355046232520797;0,60342851940393;-0,0317308479422582;0,0135174183828347;0,718321177292682;0,00119297449854115;0,266556408338743;0,000412021487201751;1,38218547502426e-05;0,00122213617746856;2,45897351489894e-06;0,00071028999607349;1,96402670956787e-06;0,0033309969627182;0,361950440325337;0,000436387653980847
"acordo";0,328315186817208;-1,01293139547247;-0,441232238868737;0,0103084043992821;0,238530130572355;0,278924199261618;-0,860548307643207;-0,374854267656506;0,00875763156315863;0,20264620200681;0,129361063259678;0,740036831761367;0,115906017426532;4,89362319424979e-05;0,0146471513204818;0,000348977457487979;0,00332181539860414;0,000630303768093869;3,44031591807229e-07;0,000184205215096755;0,00323754213811288;0,596333390222936;0,00115131373093668
"defesa";0,420492828980601;-0,850008670754099;1,64975271720578;-0,157245709299347;0,0296357625718877;0,220198060376821;-0,445121171405677;0,863920436671375;-0,0823443298051845;0,0155192597503695;0,0897130340024625;0,220321412575486;0,685055786731534;0,00481417599650007;9,55906940178169e-05;0,000617294727507151;0,00252244724279423;0,00950195752215393;8,63242845543717e-05;3,06625022758017e-06;0,00349120523347018;0,917129715202038;0,00293654668593796
"ver";0,0387990301291995;0,370884958855154;-0,443565875139173;0,602184258523308;-1,16405671521576;0,0270755415210749;0,258818611433988;-0,309538311387434;0,420228671714014;-0,812326128275839;0,00246137379220982;0,135171742980972;0,159588636860903;0,227520550007244;0,475257696358669;4,81338880521324e-06;0,000439832833655017;0,000629108363516857;0,00115949265445849;0,0043326886910212;0,00319749007042489;0,510895440425482;0,000834590156214915
"norte";-2,78606605787917;-1,31052191013713;0,368340277659387;-0,63406395787652;-0,302550305999531;-0,876273920513997;-0,412185550614522;0,115850440184288;-0,199425892524612;-0,0951581682857629;0,859067471242439;0,114236441745983;0,0074489104981635;0,0170740515861101;0,00217312492730902;0,0299491394652032;0,00662659001553219;0,000523479828874204;0,00155119952837292;0,000353180504440551;0,00385834918727679;1,96371164383852;0,0148784249981305
"dar";0,142735130114582;0,571858414591973;-0,450832136116087;0,6346162897385;-0,658001392952525;0,121225684159455;0,485682308872406;-0,382894064676781;0,538982896786007;-0,558843985881479;0,0360489152889916;0,347759595091112;0,178406248140026;0,273450600138003;0,164334641341867;6,62314713034849e-05;0,00106311362482832;0,000660742715417258;0,00130925753975576;0,00140752552139831;0,00325089282734221;0,491116717715649;0,000784101144917986
"novo";-0,434208999953478;0,323802805563405;-0,0425622605606762;-0,024916563156143;0,229930111992303;-0,735328835281674;0,548356989148977;-0,0720787857653583;-0,0421959640790311;0,389384470302551;0,714080301172199;0,238661444235062;0,00340367951444911;0,000902301513236607;0,0429522735650546;0,000553763095236231;0,000307955228676762;5,3207853581346e-06;1,82348688352317e-06;0,000155280910626141;0,00293715163045292;0,335679823270569;0,000330961017659107
"pedir";0,422003526570323;-0,546641496848699;0,298104199890152;-0,198893041239449;-0,265206616340199;0,51339426054635;-0,665024317070064;0,362662811166964;-0,241966096029593;-0,322640798276094;0,412213143058465;0,415687061463943;0,102041243288623;0,0351362048171834;0,0349223473717868;0,000515935701572048;0,000865702385884397;0,00025745397999127;0,000114604744597371;0,000203766192170942;0,00289709956276493;0,429393144237043;0,000534162791535089
"processo";0,966657131708841;-0,0291519261253489;2,29341166207867;-0,0731686953978795;-0,0458635521364145;0,388141538080159;-0,0117053638494235;0,920872872883649;-0,0293794035542332;-0,0184155778549714;0,26346486889026;0,000144007112710605;0,735684668675947;0,000579234493945338;0,00012722082713725;0,00295662981125069;2,688973623655e-06;0,0166424042090284;1,69395806913782e-05;6,65560299393208e-06;0,00316411334735156;1,2303000621219;0,00478932296728608
"político";0,384590590230812;0,656578623485172;-0,348584610018822;0,613381670796524;1,05416237571593;0,260000271484887;0,44387622758754;-0,235658634252997;0,414673174492486;0,712660452016791;0,174006792665206;0,304799332009186;0,0709145236290367;0,16984645265611;0,280432899040466;0,000464054359895995;0,00135252414635233;0,000381230788429811;0,00118041069932575;0,00348647513605203;0,00313741196889289;0,602303651875333;0,00113815796441581
"operação";0,921229592346926;-1,28276342745661;-0,417103980204548;0,158617837646545;0,439078718275043;0,542268455262166;-0,755080110378975;-0,245522216077534;0,0933680925061134;0,258457327332396;0,429723421950001;0,500746638598527;0,0437010438835533;0,00488858660991714;0,0209403089580043;0,00224338926523822;0,00434972715386541;0,000459893789925439;6,65078528366051e-05;0,00050962843598981;0,00264343646740763;0,918064746222162;0,00222800160067662
"ministério";0,660925583874484;-0,579204576592236;0,412763430450092;-0,0797171482954634;0,0871412649089385;0,675744057802776;-0,592190800952116;0,422017912772929;-0,0815044697617155;0,0890950409370377;0,600831980290659;0,277321488390288;0,116251942423223;0,00335411092657276;0,0022404779692594;0,00114013315524283;0,000875617470339762;0,000444685404099455;1,65864696061755e-05;1,98197498048967e-05;0,0026100597443343;0,557026666086715;0,000809845961964468
"empresa";0,98904845508428;-1,55430779143065;-1,47020109165713;0,171249509174348;0,425199412538606;0,411899706559784;-0,647307945230363;-0,612280819129174;0,071318672219563;0,177078799682388;0,275363974474326;0,40871226500555;0,301838992949531;0,00316779196704319;0,0109169756035509;0,00253361460861644;0,00625719176045381;0,00559833520219625;7,59563500835923e-05;0,000468263954368628;0,0025900337104903;1,23130020407992;0,00392675060723001
"deputado";0,668657167948386;1,10321281923924;-0,518975848082047;-2,55738435839039;-0,00768109858825247;0,229701927865809;0,378983616077959;-0,178282322443362;-0,878531100202729;-0,00263866632771239;0,116985427804397;0,191388128933925;0,0349597993063541;0,65666333251844;3,31143688346117e-06;0,00125650087695822;0,00342038021981057;0,000756920175599839;0,0183800968759605;1,65806848869885e-07;0,00281032008277427;1,27713722642335;0,00458385546172672
"trump";-2,41051929825369;-0,802683360046308;0,211429932688265;-0,243258817223814;-0,0844897294736739;-0,940725300379288;-0,313253889125076;0,0825122981099685;-0,0949337862876959;-0,0329728229911568;0,930554148423135;0,0620126917508655;0,00355142988551255;0,00363650010448085;0,000245229836010287;0,0195878285775709;0,0021719688336844;0,0001506947117951;0,00019948132798872;2,40642820012681e-05;0,00337104903040619;1,63244940980415;0,00898347847643809
"delação";1,29023626382105;-1,9659935352284;-1,11997701457425;-0,11736574561013;0,259442247055652;0,492425252041182;-0,75033146195188;-0,427444941013179;-0,0447932355364997;0,0990174570959271;0,359578263074413;0,50175389402082;0,134407356369065;0,00114173066310514;0,00311875587259924;0,00465614184643143;0,0108106519358806;0,00350837440018807;3,85274653293185e-05;0,000188264791792683;0,00279696939354494;1,40563470818276;0,00552627711266861
"dever";-0,0533630312978846;0,753339342475886;0,199452756008439;-0,0423486005000384;0,147546065827675;-0,0670338835367264;0,946334204015963;0,250549725009321;-0,0531977116895056;0,185345276541413;0,0077167388257027;0,9242846793718;0,053478938621473;0,00186490598316787;0,0126547371978582;8,28783629154148e-06;0,00165173920700906;0,000115781791124474;5,21961301985895e-06;6,3360040799532e-05;0,00291045025199426;0,396847395321893;0,000458360567776537
"justiça";0,902910860651038;-0,210151352536521;1,33341454266384;0,0833443900792738;0,135454660434143;0,553329393224068;-0,128786711348676;0,817154264017086;0,0510758069273221;0,0830104590982035;0,471128570728028;0,0153385994314384;0,509717965157941;0,00154038199021246;0,00227448269238137;0,00205165718367319;0,000111142310315372;0,00447450930980581;1,74810609382042e-05;4,61745790698913e-05;0,00251660491972898;0,859359929111327;0,00185851144411975
"eua";-2,52804574668018;-1,09306628391845;0,273686965969559;-0,372282529386545;-0,0939586052026926;-0,90471384586246;-0,391176545284075;0,0979445834276958;-0,133229060174644;-0,0336250446323726;0,88747870523648;0,0997132151760349;0,00515995830242773;0,00738515125814609;0,000262970026915443;0,0211604658553762;0,00395592787233732;0,000248006805176361;0,000458881637572018;2,92299780905256e-05;0,0033109709288742;1,75309681709084;0,0101757673725619
"odebrecht";1,3240025919837;-2,18441743192379;-1,48934791186504;-0,10650038173992;0,413030954659298;0,443190709502872;-0,731202127070054;-0,498537662805584;-0,0356494617392885;0,138256135562276;0,304228037670593;0,497696368225806;0,190969391845894;0,000755352886542089;0,00635084937116705;0,00470410941663484;0,0128047472767317;0,00595239942215453;3,043701603365e-05;0,000457788571420994;0,00268348853509562;1,56815562602494;0,00659899903947358
"decisão";0,513393066237978;0,129319372506299;2,08827288717761;-0,0657681222053189;0,208565016339207;0,237088057586832;0,0597204770616326;0,964377189898944;-0,0303721210320448;0,096316600001581;0,107670592131445;0,00410578231575957;0,88373383177453;0,000678037925920083;0,00381175585234621;0,000650991642272663;4,13049967558258e-05;0,0107708484429011;1,06833215340816e-05;0,000107438105770918;0,00246987750742632;1,02211883535958;0,00258034750529571
"querer";0,0765245441355707;0,839998798735157;-0,381346257434537;0,952138557024838;-2,19026012556413;0,0298762522825298;0,32794727902689;-0,148882912310182;0,371728209020135;-0,855108185418156;0,00311657584128;0,225686284329184;0,0383941495744988;0,185140955589775;0,547662034665261;1,72390680025646e-05;0,00207715837260131;0,000428105943821393;0,00266877883790289;0,014122242803495;0,00294382697506759;0,89549227653519;0,00236067374282816
"juiz";1,05383982000725;-0,227231196564668;2,95229057075153;0,103924033222799;-0,175289921821691;0,334598545973338;-0,0721468543196596;0,937364591383024;0,0329963147604294;-0,0556552825693323;0,202802011308258;0,00566670491860581;0,789570884460119;0,000756799843241464;0,00120359946977591;0,00298022431311127;0,000138559291814483;0,0233893387062358;2,89822254389373e-05;8,24543626066309e-05;0,00268348853509562;1,52875686042261;0,00627157444939925
"receber";0,889312370105852;-1,01348274192402;-0,703634445931885;-0,0768661380153534;-0,0209449234288117;0,583928589877371;-0,665459706004429;-0,462011193831979;-0,0504708323974874;-0,0137525800989587;0,47753680655724;0,372737028459076;0,148300373860881;0,00136897118123868;5,68199415664707e-05;0,00197448555032949;0,00256435418242719;0,00123605978525216;1,47507946119947e-05;1,0952237356704e-06;0,00249657888588498;0,840718978075817;0,00176460292804793
"dinheiro";1,09037524253282;-1,16269907332877;-0,0671093473693109;0,291921746397392;-0,077202087434796;0,671528751090112;-0,716070785679634;-0,0413305937877889;0,179785672058108;-0,0475464035997476;0,583489558628672;0,398737807278481;0,00109647070601669;0,0160487059723103;0,000627457414522748;0,00328568553909951;0,00373601563325326;1,24462942144429e-05;0,00023550868590606;1,64714608589567e-05;0,00276359267047161;0,932522632258049;0,00240321592940704
"joesley";1,19024189355166;-1,82206190442391;-1,59490384770106;0,127623437188818;6,73604877435844e-05;0,440631173840504;-0,674532866055203;-0,590438261653034;0,0472465851208321;2,49370577071158e-05;0,302704556056146;0,426330484784747;0,26962948517101;0,00133547378012762;2,07971576468279e-10;0,00397185555468431;0,00930784703509367;0,00713168238064747;4,56650413694673e-05;1,27213566289677e-11;0,00280364473815961;1,41327181125513;0,00559982396612338
"ação";-0,280037536414395;-0,351798732963934;0,934203687740686;-0,0263654608556778;0,062788951711655;-0,269521466364485;-0,338587860711995;0,899122135649655;-0,0253753756092264;0,06043107846718;0,133628285611329;0,126743612315193;0,737732527433572;0,000454530083447573;0,00144104455646036;0,000188978931745782;0,000298242433923605;0,00210311997195004;1,67514199748842e-06;9,50051958876223e-06;0,00240979940589433;0,500457259391034;0,000603552258738117
"dilma";0,88396283511351;-0,496470269087051;-0,548521057998149;0,234564300683727;-0,117899094231946;0,74770768226805;-0,41994371196206;-0,463971326236073;0,198408261795909;-0,0997259782741331;0,708501265746701;0,134316927643405;0,135334681760968;0,0191435487405324;0,0027035761083967;0,0021125000434837;0,000666369646376186;0,000813420895045562;0,000148748483147256;3,75793835345209e-05;0,00270351456893962;0,686062425155438;0,00127249470137923
"senador";0,62768733805812;0,302193412673592;-0,996019023645713;-1,4942443062338;-0,107601375245365;0,325365940403187;0,156643981703336;-0,516293139336745;-0,774551555228043;-0,055775894338883;0,218850760434747;0,0304861757725955;0,27336724037187;0,475916258913237;0,00137956450755043;0,000794268556431784;0,000184098657029606;0,00199993509182054;0,00450115380732994;2,33408290665702e-05;0,00201595407362905;0,876535038601152;0,00154888508071458
"sérgio_moro";1,12936602741059;-0,473320301608252;2,97530970636241;0,0617548515079773;-0,166896965937266;0,350477381255026;-0,146886001328415;0,923331080446469;0,0191644498869277;-0,051793316021039;0,21956515354316;0,0231779958524818;0,755976356041312;0,000251919704975298;0,0010285748580709;0,00298847926289564;0,000524917525302886;0,0207417390268669;8,93558460235028e-06;6,52646015213895e-05;0,00234304595974767;1,57453730571895;0,00580880392652009
"brasileiro";0,209489618685866;1,22216720935697;-0,457079700767135;1,31667297211439;0,702150292426979;0,105098228977661;0,613145462881377;-0,229310967071355;0,660557780285426;0,352259709445932;0,0241631544557765;0,494266881390939;0,057064020115995;0,366277682485628;0,0582282615516632;8,20269823730976e-05;0,00279185576272939;0,000390495102292612;0,00324031748165303;0,000921492669026278;0,00186909649210641;0,880411353656208;0,00144878183278991
"falar";0,213796857488502;0,567513490209997;-0,564654431248955;0,922752779582259;-1,95604238249688;0,0923101061249889;0,245032743343597;-0,243798300334417;0,398412811165608;-0,844551608636128;0,0295869406455166;0,125291452360862;0,102379448305039;0,211492099529769;0,531250059158812;0,000110454877009773;0,00077827779639171;0,000770455825078785;0,00205756226151394;0,0092456783977098;0,002416474750509;0,811991027707805;0,00159325291763444
"república";0,66292961293752;-0,0892413590508235;-0,227739766354184;0,224636172563293;0,573478476663563;0,707230414161549;-0,0952049841946068;-0,242958658259402;0,239647664332919;0,611801634213211;0,784915368059737;0,00854854069825394;0,0459531845240874;0,0345838528080955;0,125999053909832;0,000765683056748285;1,38754331506099e-05;9,03632703029557e-05;8,79171457310113e-05;0,000572991849365844;0,00174226494442776;0,48882785606552;0,000416318865311071
"corrupção";0,806830619595387;0,132884190643691;1,39579254302653;0,462363593739999;0,217669117395787;0,475592137926751;0,0783295462393239;0,82275999883731;0,272543560823927;0,128306633869208;0,378416425943795;0,0061691240984179;0,561819568611912;0,0476868347262165;0,00590804661966036;0,00141662869384624;3,84271275865787e-05;0,00423967961251577;0,000465220187964823;0,000103106233848821;0,00217616234438103;0,856835250068835;0,00159766580900458
"saber";0,299772925850097;0,483346333193627;-0,805741273646334;1,18464417910893;-2,01469198760646;0,11817230247876;0,190538051180509;-0,317628088790677;0,466993908360378;-0,794203780364135;0,0458128493703406;0,0715798832770769;0,16418882303403;0,274539184184379;0,443879260134171;0,000212954517611684;0,000553629088636308;0,00153848499729857;0,00332566035872847;0,00961876606754525;0,00236974733820634;0,914952815800355;0,00198380709973001
"ficar";0,17900633904484;0,705970188487041;-0,500227283216553;0,719457216389887;-1,79463295021964;0,0842069021448572;0,332097527363114;-0,235313397909627;0,338442000105811;-0,844218601595035;0,023820375510625;0,222667147433891;0,0922776254394523;0,14765485350568;0,513579998110349;6,90896567009798e-05;0,00107460519990303;0,000539524242611201;0,00111605644436168;0,00694428422684513;0,00215613631053703;0,757694355859557;0,00123783944473924
"vez";-0,224046742142398;0,378800000881194;0,056333731716888;0,542446293482008;-0,758826280402247;-0,216906042820528;0,366727087508066;0,0545382928007821;0,525157731983729;-0,734641370351461;0,134059589924063;0,23030968520595;0,00420443400836022;0,301550540273534;0,329875750588093;0,000121969808283585;0,00034865429326794;7,71102510470754e-06;0,000714971230584442;0,00139913558208201;0,00242982543973833;0,399751068448356;0,000388288332753375
"paulo";0,741197794491849;0,0910683027533826;-0,453327156710308;-0,0814120873937839;-0,430318208373214;0,75846956970341;0,0931904235499416;-0,463890821100816;-0,0833091940546765;-0,440345706322745;0,786426839669482;0,00713503675212841;0,145936336856188;0,00364077524202069;0,0568610114801837;0,000979158930205322;1,47815316553114e-05;0,000366275968358539;1,1813068782805e-05;0,000330038343460908;0,00178231701211575;0,546015407900043;0,000531367207051533
"nuclear";-2,87203243240407;-1,35150921208948;0,367689516973318;-0,629331235580786;-0,23776793509955;-0,879530634574739;-0,41388590934109;0,112601163740801;-0,192726271034741;-0,072814004633152;0,861243729721673;0,114619115501047;0,00700260722132639;0,0158683571743592;0,00126619038159944;0,0214191371709338;0,00474308942619469;0,00035106358911262;0,00102844688619339;0,000146801287567337;0,00259670905510497;2,02174438958557;0,0106139194057826
"pt";0,720497144469187;0,181514113341864;-0,523142071937777;-0,193982366066212;-0,187257302515441;0,760131604409124;0,191499182552765;-0,551920053436079;-0,204653312337026;-0,197558303861501;0,745166960209412;0,028423758120372;0,194884920722238;0,0207271488361398;0,0107972121118409;0,00128215326604355;8,13759763468824e-05;0,000675950216278493;9,29394118188242e-05;8,66069892045194e-05;0,00246987750742632;0,545262225607158;0,000734321491468284
"só";0,122335732509326;0,783822061060303;-0,232859465571332;1,12920225361376;-1,57964261413881;0,0579670747024349;0,371403113668654;-0,110337198781341;0,535056684149065;-0,748491544855496;0,0104245370954664;0,257191570271739;0,0187364710435496;0,340815703178489;0,372831718410755;3,47663892667832e-05;0,00142721006738679;0,000125962342283274;0,00296207743325727;0,00579656376198621;0,00232301992590367;0,782753251736129;0,00142332047181344
"aécio";0,883287748693073;-0,559337022800436;-1,45731602011649;-0,094753329909656;-0,747658623680308;0,454026211512696;-0,287509557102571;-0,749087341661031;-0,0487049610625162;-0,38431033705226;0,363705741402528;0,0876525419127177;0,49113750456978;0,00160605607544725;0,0558981560395277;0,00113536263705549;0,000455278684332336;0,00309056344035527;1,30652928094192e-05;0,000813461266505458;0,00145522512599713;0,956813009410902;0,00133224570224754
"investigação";0,839771355362916;-0,839478246233777;-0,00528513652343539;0,359333015827099;0,7717541813221;0,57476910103301;-0,574568486818695;-0,00361733363374713;0,245940175453075;0,528215750851935;0,539950271538029;0,324281506873142;1,06094763453878e-05;0,0379360312093147;0,0978215809031719;0,0011957200763604;0,00119488552704204;4,73608870873675e-08;0,000218928172830701;0,00100986981183932;0,0016955375321251;0,746593351311556;0,000945095387901243
"propina";1,33367642681322;-2,23653671214447;-1,56335910121114;-0,0990607201483104;0,392962769669382;0,435249394202424;-0,72990061869684;-0,510207039760693;-0,0323287699827105;0,128244605666002;0,29476456728693;0,498193467933366;0,200928571964227;0,00062402686624455;0,0054893659492348;0,00416755900547036;0,0117201419120475;0,00572661913452979;2,29923715695868e-05;0,00036181254403743;0,00234304595974767;1,60476993600419;0,00603401474031917
