relato;5;0;0;0;0;0
realizar;0;1;0;2;0;0
precisar;0;0;1;2;1;1
perder;0;0;1;1;1;0
partir;2;1;2;0;0;0
número;0;0;3;0;0;0
moto;0;3;0;0;0;0
manter;1;2;1;0;0;0
madrugada;1;0;0;2;0;0
limpar;0;0;0;0;1;3
levar;0;0;0;1;1;1
lado;0;0;0;1;2;1
jornalista;0;0;3;0;1;0
italiano;4;0;0;0;0;0
instituto;0;0;2;0;2;0
idade;0;0;5;0;0;0
governo;2;2;1;0;0;0
gay;3;0;0;1;0;0
funcionário;0;1;0;2;0;0
fato;0;1;0;0;4;0
difícil;0;0;0;3;2;0
destacar;0;0;3;0;0;1
dente;0;0;1;0;2;1
declarar;0;0;0;1;3;0
conferir;0;3;1;1;0;0
companhia;0;0;0;0;0;3
cometer;2;0;0;0;1;0
chamado;4;0;1;0;0;0
causar;1;0;0;0;4;0
causa;0;0;1;1;1;1
benefício;1;1;0;0;0;1
avião;0;1;1;0;0;2
atingir;2;1;0;0;1;0
ar;0;0;1;0;0;2
alegar;0;0;0;3;0;1
akahi;0;0;0;0;0;4
acusação;3;0;1;0;1;0
voo;0;0;1;0;0;2
vir;1;1;0;0;0;1
tiro;4;0;0;0;0;0
terramoto;0;0;0;0;3;0
segurança;4;0;0;0;0;0
refeição;0;0;0;0;0;4
questão;0;0;1;0;2;1
próximo;0;0;3;0;0;0
proteína;0;0;2;0;1;0
postagem;0;2;1;0;0;0
possuir;1;1;0;1;0;0
político;0;0;0;0;4;0
perceber;0;2;1;0;0;0
paciente;1;0;1;2;0;0
noite;1;0;0;1;2;0
neve;0;0;2;0;1;0
morto;0;0;0;0;4;0
milhar;1;0;0;0;3;0
matéria;0;0;2;0;0;1
manhã;0;2;1;0;1;0
interno;0;1;1;1;0;0
harley;0;4;0;0;0;0
ganhar;0;4;0;0;0;0
fácil;0;0;0;4;0;0
fonte;1;0;1;1;0;1
fome;0;0;0;0;0;3
fogo;4;0;0;0;0;0
explicar;0;0;0;1;1;2
exame;0;0;1;0;0;3
energia;0;0;0;0;1;3
corpo;0;0;1;1;1;0
casal;0;0;0;0;0;4
cantor;0;0;1;2;0;0
cadeira;0;0;0;2;0;1
budeikin;3;0;0;0;0;0
bonner;0;0;2;0;1;0
bertone;3;0;0;0;0;0
aéreo;0;0;0;0;0;3
assunto;0;4;0;0;0;0
apresentar;1;0;1;0;0;1
aparelho;0;0;2;2;0;0
alvorada;3;0;0;0;0;0
ajudar;0;1;1;0;0;1
achar;0;2;0;1;0;0
âncora;0;0;2;0;1;0
veículo;3;0;0;0;0;0
vacina;0;0;0;2;1;0
unido;0;0;2;1;0;0
sísmico;0;0;0;1;2;0
sustentar;0;1;0;1;0;1
sonho;0;3;0;0;0;0
sofrer;0;0;0;0;1;2
sistema;0;0;2;0;1;0
significar;0;0;1;0;1;1
setor;0;1;1;0;0;1
seguro;0;0;2;1;0;0
seguir;1;1;0;1;0;0
russo;0;0;2;1;0;0
resolver;0;1;0;0;0;2
resgatar;2;1;0;0;0;0
relatório;1;0;1;0;1;0
recurso;0;1;1;0;1;0
produto;0;1;0;2;0;0
presença;2;0;0;0;0;1
presente;2;0;1;0;0;0
possibilidade;0;0;2;0;1;0
portugal;0;0;0;0;3;0
porto;0;0;1;0;2;0
porcento;0;0;3;0;0;0
população;0;2;1;0;0;0
pleno;0;0;2;0;1;0
planalto;2;0;0;0;1;0
pesquisa;0;0;2;0;1;0
palácio;3;0;0;0;0;0
oficial;3;0;0;0;0;0
novembro;2;0;0;1;0;0
nhs;0;0;3;0;0;0
necessário;0;0;1;1;0;1
luz;1;0;0;1;0;1
lucas;0;0;1;2;0;0
localizar;3;0;0;0;0;0
imóvel;3;0;0;0;0;0
imprensa;3;0;0;0;0;0
importar;0;1;0;1;1;0
hora;0;1;1;0;1;0
história;2;0;1;0;0;0
golfo;0;0;0;0;3;0
gente;0;0;0;3;0;0
fruta;0;0;1;0;0;2
frequência;0;0;2;0;0;1
forte;2;0;0;1;0;0
federal;2;0;1;0;0;0
fechado;2;1;0;0;0;0
exército;2;0;1;0;0;0
evitar;0;0;1;0;1;1
estranho;1;1;0;0;1;0
estilo;0;0;1;0;0;2
esquecer;0;1;0;1;0;1
emocional;0;0;1;0;1;1
educação;0;0;1;1;1;0
dono;0;1;0;0;1;1
diretor;0;0;0;1;2;0
diagnosticar;0;0;3;0;0;0
deter;3;0;0;0;0;0
desviar;3;0;0;0;0;0
custar;1;1;0;0;1;0
cura;0;0;3;0;0;0
cuidado;0;0;0;0;1;2
crescer;0;0;1;0;0;2
corrupto;0;1;1;0;1;0
consumir;0;0;0;1;0;2
compra;1;1;0;1;0;0
colunista;0;0;2;0;1;0
certo;0;1;0;1;1;0
cara;0;2;0;0;1;0
café;0;0;0;0;1;2
cabeleireiro;3;0;0;0;0;0
bandeja;0;0;0;0;0;3
autoridade;2;0;0;0;1;0
arma;2;1;0;0;0;0
alison;0;0;1;0;0;2
alerta;1;0;1;0;1;0
adorar;0;1;0;1;0;1
