"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"mass";"chi.distance";"inertie"
"vida";-0,51761349131125;-0,408657671199379;-0,164606188789832;-1,40558024463076;0,150039150317796;-0,330005726412234;-0,260540681226157;-0,104945071593726;-0,896131065836416;0,0956578211774722;0,149108187635835;0,0750464240595485;0,0117669450599945;0,756321311284359;0,00775713196026215;0,00239523127038564;0,00149298549886424;0,000242230372561171;0,0176623126036703;0,000201254439842406;0,00893997445721584;1,00513989083387;0,00903211162326776
"passar";-0,0777361194731076;0,36817797840731;0,457673620277109;-0,28076840634653;0,0858787502480428;-0,117556987595678;0,556779709792474;0,692120116960533;-0,424593976208906;0,129870737645118;0,0178920414461135;0,324078465323494;0,483957286496345;0,160551876997455;0,0135203297365906;4,63057798523928e-05;0,0010387358144375;0,00160509687890847;0,00060406818392621;5,65146340549097e-05;0,00766283524904215;0,43577727301283;0,00145518644961301
"local";1,57695054142137;-0,582356692187962;0,0760584790732582;0,728349053902945;0,0495897744769345;0,859702537618366;-0,317482072469926;0,0414646279316641;0,397072396035903;0,0270347444881287;0,794100594182785;0,0874455858787594;0,00144150362571454;0,116526104716026;0,000486211596715177;0,0190557318780778;0,00259876871215406;4,43286761604388e-05;0,00406507543541238;1,88440286028599e-05;0,00766283524904215;1,3269421192469;0,0134925317075206
"cidade";0,0795160345745831;0,899965674100164;0,436192547852181;1,40587742401971;2,23117322207269;0,0281816751307402;0,318961331409445;0,154593180404262;0,498264042583806;0,790761250120969;0,00120420498662537;0,124555600192906;0,0282766897388481;0,258934929713972;0,587028575367647;3,23003818874396e-05;0,00413761540004375;0,000971974144581239;0,0100970182956235;0,0254310801884763;0,00510855683269476;1,7182097164979;0,0150817094756975
"publicar";0,415114829608886;0,617499308665895;-0,33829785791949;-1,35607959858447;-0,176170153222011;0,260565789457083;0,387601654711609;-0,212348107398341;-0,851205319512977;-0,110581245908075;0,0929609159099663;0,166095254127068;0,0481774137750896;0,68239996201718;0,0103664541706963;0,00143050075536129;0,00316537046656268;0,000950057936620625;0,0152658840421847;0,000257641760869394;0,00830140485312899;1,02091531506697;0,00865228930204199
"mulher";0,236526579750923;0,0479493996985046;-1,27439825050514;-2,22653444854521;0,676486243460707;0,0887829500712393;0,0179983541970683;-0,478359922020691;-0,835755106192511;0,253926829028262;0,0111475934506058;0,000369920110249314;0,252529803769862;0,67949268862768;0,0564599940416019;0,000464420624567501;1,90861328919606e-05;0,0134822360865755;0,0411538463967184;0,00379900210005781;0,00830140485312899;1,67981346578042;0,0234246823995044
"jornal";0,722325082474939;0,318585877087278;-0,134048712105152;-0,676351038075489;-0,472482671852134;0,628248887253348;0,277092998195391;-0,116590100857709;-0,588262539087883;-0,410946151586658;0,487339426347196;0,076549008556991;0,0130970214131813;0,293910573469983;0,129103970212649;0,00466446318442784;0,000907380239535491;0,000160642912540676;0,0040895978121846;0,0019957587821248;0,00893997445721584;0,775869338521546;0,00538162530422098
"conseguir";-0,417941206243043;-0,56649315425731;-2,26677780277147;1,77456386343725;-1,14775850475823;-0,131506769723348;-0,178249197910978;-0,713250146360812;0,558373182310023;-0,361146522832882;0,0235246738824362;0,0348981925821414;0,539998085758722;0,291730090754719;0,109848957021979;0,0014500466630821;0,00266404113644007;0,0426549558702343;0,0261417623055079;0,0109358522402191;0,00830140485312899;2,04326668239957;0,0346578566796003
"vídeo";0,484347347109352;0,198178287117674;-1,39164748739148;-2,27835329001639;0,687392063691569;0,172607858234058;0,0706252029499667;-0,495944271500715;-0,811941438385667;0,244967320640869;0,0415887103612565;0,00562204242366672;0,267917555665514;0,633006940117025;0,0518647514325378;0,000749017728773522;0,000125397935775527;0,00618353361801727;0,0165737347194397;0,00150864575104136;0,00319284802043423;1,78090546273042;0,0101265142630366
"câncer";-0,499931186015909;1,99789531942625;1,21855725101955;-0,137709476502129;-1,75891272259101;-0,168153266382248;0,671997733385329;0,409865172976406;-0,0463189713571612;-0,591615261976394;0,0380977696956086;0,491297922402312;0,176624953426199;0,00198843537465839;0,29199091910122;0,00175558307679694;0,0280379583532814;0,010430204032015;0,000133207470691823;0,021731490180471;0,0070242656449553;1,92057875508687;0,0259098660915716
"casa";-0,345760638591339;-0,654463984922367;-2,90002019900497;2,44848235761147;-1,92272928946666;-0,0800639071951091;-0,151546873481157;-0,671525101940541;0,566967556073855;-0,445224823798185;0,00889453703452483;0,0257314419505096;0,488264759294445;0,306811006123973;0,170298255596546;0,000534388846994657;0,00191459882051293;0,0375931162723229;0,0267978678089032;0,016525041790556;0,00446998722860792;2,74906839659917;0,0337813788916107
"receber";-0,287298276614567;0,186833148010679;-1,32549789398624;2,17244342899776;0,695438095709321;-0,107992096272833;0,0702284174645224;-0,4982393137319;0,816596335683392;0,261407129442657;0,0164175177199335;0,0056062142346106;0,272697166921977;0,6457183621231;0,0595607390003783;0,000210830906119285;8,91612393245984e-05;0,00448772584153758;0,012054943683769;0,00123533625788967;0,00255427841634738;1,68132217682843;0,00722054728555577
"polícia";1,59108626836566;-0,793594887529853;0,522733185951528;0,172618821749864;-0,527551265945162;0,822433656189372;-0,410209777974385;0,270201166260605;0,0892267952539552;-0,272691635334319;0,734608559651852;0,147566109252533;0,0618742237935577;0,00594770688122641;0,0500034004208318;0,0177823184209447;0,00442383224817926;0,00191938047295363;0,000209303853030284;0,00195492574725656;0,0070242656449553;1,39199412669688;0,0136105518112035
"hospital";1,1639374263093;0,0126603344170384;-0,0530783005752703;-0,969639672609043;-0,120628088118372;0,765403821268377;0,00832542035533933;-0,0349042252344821;-0,637633857192557;-0,0793248825161198;0,673060397072628;6,42991898682966e-05;0,00109221938447042;0,321307050823807;0,00447603352922763;0,0051906143002434;6,14115201345776e-07;1,07942758312596e-05;0,00360230304481752;5,5751477559746e-05;0,00383141762452107;1,06383501812685;0,00433618753177376
"dia";-0,468308657523683;0,365025878447216;-0,852414015872155;0,280152417592135;-1,16419704728701;-0,295416919009331;0,230264417787531;-0,537716991227284;0,176724821820957;-0,734394932282237;0,122722278147428;0,0602041903222243;0,317278971840358;0,0302101246316136;0,469584435058375;0,00154051276234226;0,000935940492527315;0,00510389923308316;0,0005513021378735;0,00952037191189644;0,0070242656449553;1,00240251967064;0,00705805806249197
"brasileiro";-0,164310142164985;0,197930766167622;-1,89205359398296;-0,29253033695352;0,375144655066635;-0,0834982053263401;0,100583345228131;-0,961493170154991;-0,148656423865804;0,190638904105995;0,00900489762833157;0,0105510826142707;0,931746982663726;0,0196334487066999;0,0290635883869692;0,000103439934169646;0,000150101870481616;0,0137159647605511;0,000327869724284061;0,000539208859099865;0,00383141762452107;1,29836454902723;0,00645881418456197
"mundo";-0,499428764883838;0,148586059013484;-0,398310965802172;-0,9630811486202;0,967677699480734;-0,329737922797142;0,0981009943772768;-0,262976904266777;-0,635855200500862;0,638889981913855;0,155035474056026;0,0110805286245971;0,076950171696548;0,396565083916009;0,360368741706819;0,00143350052409998;0,00012688400536298;0,000911790951024477;0,00533060516567588;0,0053816099429444;0,00574712643678161;0,951107658726028;0,00519888378440981
"mesmo";0,498106516112939;-0,34144430982886;-0,242439114792715;-1,27373741266976;0,159677038762354;0,346093050948333;-0,237241431490979;-0,168450903960468;-0,885014857259888;0,110946377379107;0,163241068182682;0,0619362797859522;0,0301766795394801;0,73425941588316;0,0103865566087267;0,00190122683060667;0,000893365645321888;0,000450396355413603;0,0124322375205721;0,000195377446037657;0,00766283524904215;0,924440952878363;0,00654859061577514
"informar";1,41458455819089;0,0236453572949773;0,821290280135827;0,206561859894685;-0,196361486874126;0,85188861172129;0,014239665266411;0,494595980504608;0,124395318075079;-0,118252467468371;0,775277866131949;0,000174908814365331;0,203926664270285;0,011371154550052;0,00924940623334971;0,0102224749541359;2,85620905035573e-06;0,00344581212896851;0,000217970891254924;0,000196974883920396;0,00510855683269476;1,20468052004553;0,00741381943998552
"chegar";0,530184268038828;0,712648171790347;0,709745978588664;0,688953235487221;0,649156843808111;0,358366527207971;0,481699035300143;0,479737360913197;0,46568295834868;0,438783452759414;0,168151440625953;0,245311350959003;0,235143993438516;0,195312994633131;0,156080220343395;0,00233348636972304;0,00421601303820537;0,00418174431902692;0,00394031627646746;0,00349825025684406;0,00830140485312899;0,969500881118117;0,00780275572181
"caso";0,0467523819563189;1,34212665772691;0,983348346785614;0,225311410121845;-0,665896632602997;0,0258753128532896;0,742805942804588;0,544238497636672;0,124699597803714;-0,368543440474391;0,000867136266537085;0,577015189128407;0,299347571646157;0,0138532275860501;0,108916875372848;8,37465600992159e-06;0,00690154776008124;0,00370488111542529;0,000194502802801127;0,00169892078663606;0,00383141762452107;1,19050640052532;0,00543028923253547
"vaticano";2,20817433679382;-0,670466919115929;0,821008724144662;-0,00809926793022897;-0,421892219784434;0,888425209580631;-0,269752122016473;0,330320317405199;-0,00325861671719773;-0,16974188927793;0,829928255421377;0,0617801442889206;0,089526265383748;7,68015700595662e-06;0,0187576547489497;0,0311368703810652;0,00287053569367054;0,00430431242095559;4,18889789308017e-07;0,00113660948349066;0,00638569604086845;1,81754323435592;0,0210949132104276
"morrer";0,0756821441989831;1,08177938140683;0,428112673583788;0,0766379083582681;0,286387440572514;0,0629125446407706;0,899254300265149;0,355878628614246;0,0637070458533548;0,238066228570417;0,00498720683791773;0,822750772559433;0,124528221004477;0,00351773033110007;0,0442160692670705;2,5603134517171e-05;0,00523098749058664;0,000819261321188643;2,62538844078621e-05;0,00036661836706496;0,00446998722860792;0,803593481191043;0,00288655005178108
"grande";-0,235245305684141;1,0712398328945;0,127698401363931;1,21840094474609;2,56775048006407;-0,0771522311498409;0,351329192155543;0,041880608630395;0,399592889000938;0,842132334997634;0,00907497020241434;0,151948730874212;0,00208667727708549;0,167451276437878;0,66943834520841;0,000353386678457375;0,00732793601264259;0,000104130789980227;0,00947957127814919;0,0421030812763043;0,00638569604086846;1,85169745389102;0,0218951689702841
"doença";-0,477339913401066;1,91708156621938;1,13776284768729;0,031800021571719;-1,33620287230131;-0,180623960893889;0,725417791652934;0,430525976013491;0,012033030742956;-0,505615073403823;0,0428961970611721;0,55868221863254;0,190172571173812;0,000130955231667649;0,208118057900807;0,00174600301092519;0,0281624653757712;0,00991957316151339;7,74897603035858e-06;0,0136815181298566;0,00766283524904215;1,72818416523877;0,0228859809117397
"comer";-1,72495882688523;-2,337362199034;1,21683466862817;-0,462380772705139;0,0652531757749529;-0,541768323516625;-0,734109580057842;0,382178674728131;-0,145222745117413;0,0204944622983074;0,34232536968672;0,5075210108791;0,132930873440175;0,0169194360869715;0,000303309907030147;0,0171004767497084;0,0313980577555923;0,00850969316537597;0,00122871252280116;2,44711318891776e-05;0,00574712643678161;2,21070532751717;0,0280874600293838
"alto";-0,151200626441773;0,669507886286231;-1,1397273517026;-0,827010553854067;1,07496513522672;-0,0795839356974967;0,352393199850194;-0,599891616887628;-0,435294193469621;0,565804244414813;0,00884611728064439;0,140048119226179;0,39221892354392;0,182042314175396;0,276844525773858;0,000160586158237696;0,00314856252094127;0,00912436960307098;0,00480422159517632;0,00811689046071707;0,0070242656449553;1,20544919555018;0,0102070149384281
"vez";-1,15411257672421;-0,607914172856487;0,843201528803838;-0,0796945622388981;-0,778805556834633;-0,66352271486645;-0,349502180735629;0,484773651076118;-0,0458180192845112;-0,447751101448639;0,519268306480927;0,116332317782125;0,21629143867231;0,00170316835742046;0,146404768707215;0,00935615213108752;0,00259588509397041;0,00499417432946898;4,46126792815744e-05;0,00426048470556931;0,0070242656449553;1,20094725266287;0,0101309178419306
"próprio";0,465493494129954;0,569799997641051;-0,195186666580337;-0,864370244654656;0,253979036484075;0,394670956550621;0,483107740381766;-0,165489978649804;-0,732860578232934;0,215337379656247;0,203949191211899;0,246751622733862;0,0279818317335002;0,483725636702246;0,0375917176184924;0,00110694351508206;0,00165860555459383;0,000194624954333301;0,00381678630827254;0,000329529251460429;0,00510855683269476;0,772901747551626;0,00305173492397629
"mês";-0,381077618992379;-0,383391559404191;0,457933384315578;0,209100620925412;-0,930563794873004;-0,320745105581027;-0,322692701096233;0,385433004671719;0,175995643389178;-0,783236190636511;0,146128853936863;0,119430310611198;0,164662533580094;0,0302638704542354;0,539514431417608;0,00055639904864713;0,000563176581694932;0,000803459710615783;0,000167521339737138;0,00331781216984079;0,00383141762452107;0,747510196969515;0,00214088695238852
"morte";0,692832962287133;0,567127330264048;0,705374187236419;0,654336094313815;0,62584965556465;0,475946599425306;0,389592209050327;0,484561884338333;0,449500898372139;0,429931933859184;0,288296700698412;0,155978276633217;0,233186178342656;0,176884214058142;0,145654630267572;0,00337177052997906;0,00225923850322905;0,00349494264636898;0,00300747954504497;0,00275131909647146;0,0070242656449553;0,967565496120239;0,00657599800900794
"momento";0,957422547103993;-0,144228213989693;-0,286461415110154;0,487239982619545;0,68743602714792;0,728022001735159;-0,10967081710481;-0,217824630806118;0,370496212508306;0,522724845015305;0,630705460424008;0,0115568670026949;0,044058798060795;0,112359515968687;0,201319358543816;0,00409744925665497;9,29836806989764e-05;0,000366807788268443;0,00106118748699978;0,00211237422729656;0,00446998722860792;0,903986662159611;0,00365283729089229
"maior";0,221014159627869;0,910310583675669;-0,00805586511423948;-1,0976374514761;-0,511903425512404;0,144344887754432;0,594526066762318;-0,00526130519256159;-0,716869701901215;-0,334325378161789;0,028582253220105;0,391521688329822;2,96320520211625e-05;0,484929753403166;0,0949366729948859;0,000343116121530105;0,00582076561064579;4,55853505828243e-07;0,00846289126673839;0,00184067451313197;0,0070242656449553;0,980265085639547;0,00674975480163665
"carro";0,713826586041619;-0,377318278413579;-1,35231735301402;-0,131577618380787;-0,42282999981888;0,436301369232834;-0,230622513545358;-0,826556371385888;-0,0804221868202953;-0,258439950936403;0,234365863540636;0,0528743425603095;0,656367772148992;0,00547744079058675;0,0509145809594744;0,000976146350459451;0,000272737707327562;0,0035033759066338;3,31660338290422e-05;0,00034250039989815;0,00191570881226054;1,10564882542059;0,00234187610182746
"acordo";0,767241591656072;0,177424167625765;-0,24999159392963;-0,438383144318114;-0,550676317595987;0,706884763040036;0,163466686443577;-0,230325428859392;-0,403896723616317;-0,507356095536193;0,598964197146218;0,0258632153468873;0,0496213401428838;0,134508278687007;0,191042968677005;0,0030072013280559;0,000160813973219389;0,000319263330960292;0,000981761334468641;0,00154914128613577;0,00510855683269476;0,743367163667285;0,00282296163483394
"problema";-0,825030188120029;0,277453969279516;0,759998766150564;-0,321232533649917;-0,288745800667177;-0,668787988500561;0,22491041502223;0,616072058205459;-0,260398301921786;-0,234063826993068;0,517168537304611;0,0472274694585632;0,342451663981981;0,0539307170900876;0,0392216121647559;0,00391192420292742;0,000442417845223902;0,00331952945143896;0,000593047934914628;0,000479161709212236;0,00574712643678161;0,860251540862275;0,00425306157216045
"novo";-0,260882869869527;1,24367804069758;-0,357605637310275;-1,49361327780575;-0,415669523220865;-0,128118895422727;0,610767034705516;-0,175619193671269;-0,733509576297191;-0,204134216257982;0,0222541202199434;0,408371674052468;0,0326294013549867;0,501765002876142;0,0349798014964593;0,000260765792304064;0,00592618800349954;0,000489968551096123;0,00854743533960781;0,000661996753006365;0,00383141762452107;1,3113300571032;0,0065884540944915
"mãe";-0,697518006399905;-0,834121807329152;-1,20565135200563;-0,287805164734346;-0,30996747918081;-0,41574961275938;-0,497171134235104;-0,718618126155995;-0,171543794841983;-0,18475345188944;0,211619529954804;0,24435668494385;0,493366280028696;0,024782596004266;0,0258749090683837;0,000932052431517429;0,0013328720104637;0,00278466510075289;0,000158681633807977;0,000184060992623958;0,00191570881226054;1,13697055636904;0,00247644070124547
"igreja";2,00289304960684;-0,675669137436044;0,234715627354387;-0,564861922737444;-0,0331527736815521;0,910089253550096;-0,307015504925094;0,106651810558446;-0,256666108918747;-0,0150642007863982;0,863939872940233;0,0793883066129321;0,00925833947381222;0,0472669230141551;0,000146557958869356;0,0128083670758729;0,00145762702197819;0,000175898549566933;0,00101873879871853;3,50927970236338e-06;0,00319284802043423;1,61580023806051;0,00833592084711491
"encontrar";-0,552797841084761;1,10518062944886;0,612620679780545;0,495265372666166;-0,578374148746714;-0,350877166368029;0,701490886478321;0,388848494339352;0,314359604263839;-0,367111206538977;0,155867815492267;0,503049447040692;0,149378525384661;0,0860606126958577;0,105643599386522;0,00195137581805857;0,00779964382955926;0,00239657788821697;0,00156633326540329;0,00213612168543095;0,00638569604086845;1,04992863688905;0,00703927294099424
"criança";-0,522863951787754;-0,00300186811845777;-0,86643306612749;-0,770128409962907;-0,352248296796832;-0,396236581514675;-0,00227487467313185;-0,656600010499473;-0,583618448829124;-0,266940684072633;0,203413725464384;5,41385280357763e-06;0,435866988777377;0,303552541735267;0,0571613301701684;0,000872882222474798;2,87714310364405e-08;0,00239689099003539;0,00189367103394635;0,000396164950818228;0,00319284802043423;0,869301124568847;0,00241278558485524
"coisa";-1,34648676618254;-1,70917931881113;0,51670062545744;-0,992855507461635;0,256879953635914;-0,54728680565821;-0,6947051491202;0,210015754993217;-0,403551473958693;0,10441024211594;0,355557128434768;0,462594904451956;0,0408567931464404;0,132978687471959;0,00801248649487361;0,0104196931695674;0,01678904565432;0,00153436515142592;0,00566529918791322;0,000379237417126375;0,00574712643678161;1,69324211438162;0,0164774072293997
"viver";-1,29749513767168;-1,37579291904037;0,940317452172256;0,211557876748915;0,993353834377909;-0,553656325631005;-0,587066903196204;0,401244436592361;0,0902742162943969;0,423875680166372;0,370522325000842;0,336379419829253;0,151856360035737;0,00677588511763878;0,134466010016528;0,00752519503574171;0,00846081934391524;0,00395234889911754;0,000200062034803042;0,00441076812382699;0,00446998722860792;1,59834385669705;0,0114194901594435
"tratar";-0,313053649103411;-0,018327761227163;0,566125198612974;-0,306713030112046;0,08293223960903;-0,43421629413049;-0,0254212419582382;0,78523533093975;-0,425421635167692;0,115029899348273;0,234828128074046;0,000649907855825489;0,599264618719916;0,155053566591762;0,0102037787584473;0,000438070313230352;1,5014992472537e-06;0,00143262080685317;0,000420504584855421;3,07434831200428e-05;0,00446998722860792;0,484412542929426;0,00104890714063312
"tentar";0,486610204553648;-0,503375554760044;-1,39962615054019;1,67184823764872;-0,703425778465693;0,20312461918243;-0,210122942161;-0,584242841941685;0,697875904420687;-0,293629463658722;0,0563914029012123;0,0487253639983107;0,364045495041526;0,457877086229536;0,0729606518294128;0,00105844600142414;0,00113263642650694;0,00875649650634211;0,0124939563908709;0,00221178466198625;0,00446998722860792;1,53654905561378;0,0105535638583354
"suicídio";0,935398183186197;0,23468025806011;0,301906792036206;0,117784006317601;0,710838393844442;0,7536780837514;0,189088850468528;0,243255264531646;0,0949020703414624;0,572743595358212;0,666407919736743;0,0338704209885193;0,0541718868334818;0,00726816005584617;0,238281612385411;0,00391110365757106;0,000246183757766359;0,000407429104433684;6,20124553062411e-05;0,00225864530979784;0,00446998722860792;0,85920760941876;0,00329991316256814
"saúde";-1,04438791529116;0,0711142001105848;1,2177916588456;-0,282007830370133;-0,948172323317247;-0,553728359644773;0,0377043326508677;0,645666009505355;-0,149518901005572;-0,502715415952185;0,380923365451776;0,00142609011864768;0,404148542472454;0,019104734370657;0,194397267586463;0,00626865584831162;2,90645371113121e-05;0,00852308347329839;0,000457059864310747;0,00516684341784383;0,00574712643678161;1,26886289905316;0,00925294860111253
"querer";-0,488106382622191;-0,360235571643226;-1,26689918624364;-1,59048307291821;0,355705680353703;-0,226861530708533;-0,167429880264241;-0,588827966355628;-0,739222918065221;0,165324482530322;0,0697877958533358;0,0306933346139567;0,366872967836131;0,509698486125647;0,0229474155709286;0,0012171026347715;0,000662935719423355;0,00819940509887509;0,0129227913422189;0,000646367974640566;0,00510855683269476;1,38546772468714;0,00980598118084164
"pedir";0,484347347109352;0,198178287117674;-1,39164748739148;-2,27835329001639;0,687392063691569;0,172607858234058;0,0706252029499667;-0,495944271500715;-0,811941438385667;0,244967320640869;0,0415887103612565;0,00562204242366672;0,267917555665514;0,633006940117025;0,0518647514325378;0,000749017728773522;0,000125397935775527;0,00618353361801727;0,0165737347194397;0,00150864575104136;0,00319284802043423;1,78090546273042;0,0101265142630366
"mostrar";-0,294487166905002;0,324662211525716;-1,14590240427411;-2,21214909048294;0,48397281375995;-0,114343007892341;0,126059326132894;-0,444929159504034;-0,858929723731293;0,187916192902504;0,0184216096502067;0,0180791782947879;0,21765626821291;0,715036722484834;0,0308062213572605;0,000443027798067608;0,0005384702507932;0,00670800674391409;0,0249992520997419;0,00119657565496155;0,00510855683269476;1,62695017750475;0,0135221807411634
"jovem";0,937792513466251;-1,15043858360689;0,515321067718324;-0,535581594156785;-0,00503678812255051;0,564956515403025;-0,693061379832747;0,310446064082796;-0,322651659939599;-0,00303432393165707;0,373808974484879;0,45423798995129;0,0880791443258511;0,0838672147935853;6,67644439422899e-06;0,00393115171659862;0,00591606803484034;0,00118703104715228;0,00128220530523414;1,13400154623411e-07;0,00446998722860792;1,15014757183909;0,00591307538892181
"imagem";0,254038373688641;0,164418621825478;-1,71572433590532;-1,83028978133615;0,421172297661217;0,0991654767700832;0,0641818430281212;-0,669743784396194;-0,714465126501186;0,164407255067361;0,0134516130395399;0,00454986069632926;0,478797452038515;0,480308375927477;0,022892698298138;0,000329683245498696;0,000138102085328172;0,0150381098177152;0,0171134645397882;0,000906186995234885;0,00510855683269476;1,64241842516188;0,0137805276286653
"grupo";0,0812526087754271;1,25234840456444;0,619549524006851;-0,565675519793725;-1,063568600059;0,0440008378844019;0,678185967866355;0,335505512721804;-0,306331048525619;-0,575955778595128;0,00264819401157996;0,507979142013849;0,120145723458849;0,0882906416498392;0,280936298865883;2,52949671755273e-05;0,00600910546519196;0,00147065751991232;0,00122601070380805;0,00433401596563779;0,00383141762452107;1,18395196211039;0,00537065995626451
"falar";0,108348171965643;-0,535687253561458;-2,23671897929456;1,3427423679005;-1,27991530818904;0,0366435468154123;-0,181170393539481;-0,756462385509293;0,454117886131035;-0,432869661430559;0,00183372947049261;0,0361938755033881;0,609812080715884;0,193723454715323;0,158436859594911;5,24746389387458e-05;0,00128271126142881;0,0223629518175961;0,00805919506122947;0,0073226579648509;0,00446998722860792;1,89725463906222;0,016090055017945
"empresa";-1,07089520207046;-1,21233167687796;0,0403677658428687;-0,0505933302763436;0,368494652952533;-0,645007332373388;-0,730195465758902;0,0243137749705496;-0,030472700722104;0,221946790531174;0,473757155896315;0,490258484104914;0,000525305992627505;0,000727366180897892;0,0347316878252443;0,00512625525972074;0,00656975521285576;7,28409682887149e-06;1,14417595652352e-05;0,000606972008162358;0,00446998722860792;1,16665043897391;0,00608398003020826
"diverso";0,757890322841815;0,618003539044333;0,847962448855519;0,326717856018173;-0,150177747315046;0,564167602390142;0,460036979472075;0,631216585394429;0,24320620534733;-0,111791135315454;0,375111577223238;0,201395630449376;0,366422450939148;0,0479510606334519;0,00911928075478551;0,00183396469175374;0,00121943925373985;0,00229578644530348;0,000340819148917982;7,20094373838501e-05;0,00319284802043423;0,927892779283296;0,0027489942843106
