atualmente;0;1;2;2
ambos;2;2;0;2
acima;1;2;1;3
9;3;3;0;1
60;1;0;4;2
2018;0;1;6;1
2013;0;3;1;4
13;4;1;2;1
recentemente;1;1;2;3
normalmente;2;2;1;3
necessariamente;0;1;2;4
cuja;1;0;1;5
bastante;2;3;2;0
27;5;0;0;3
25;1;2;1;1
sobretudo;1;0;2;1
quinto;4;2;0;0
povo;0;4;2;0
m;4;1;0;0
especialmente;0;2;1;0
cima;3;2;2;0
300;3;0;0;4
2010;2;0;1;1
2004;0;0;5;0
totalmente;0;2;0;2
provavelmente;1;1;2;1
justamente;3;1;1;0
infelizmente;1;0;3;2
diretamente;1;1;0;3
cujo;0;1;2;2
consigo;1;1;1;3
completamente;1;1;2;2
che;0;3;0;0
bilhão;0;0;0;6
aliás;0;3;0;0
800;0;1;0;4
31;2;1;1;2
29;3;0;0;0
2014;1;0;3;0
18;1;2;0;1
000;3;0;1;1
praticamente;2;0;1;1
nove;0;1;1;1
isto;1;2;1;0
certamente;3;0;0;2
26;3;1;0;1
1930;1;0;2;1
s;3;1;0;0
pronto;2;0;2;0
ontem;2;0;0;1
longe;0;0;2;1
jamais;0;0;3;1
h;1;0;1;1
exatamente;0;3;0;0
dificilmente;1;0;1;1
diariamente;1;1;0;2
demais;3;0;1;0
cá;0;1;1;2
cedo;2;1;1;0
c;1;0;0;2
aparentemente;1;1;1;0
absurdamente;2;0;2;0
70;0;3;0;1
500;1;0;0;2
48;4;0;0;0
32;2;0;1;0
28;3;0;0;1
2009;1;0;1;1
2008;1;0;1;2
2007;0;0;1;3
1960;2;0;0;1
17;3;0;1;0
150;0;0;2;2
0;2;0;0;1
u;3;0;0;0
simplesmente;1;0;1;1
senão;0;1;0;2
semanalmente;0;0;3;0
majoritariamente;1;0;0;2
inicialmente;3;0;0;0
finalmente;1;0;1;1
debaixo;2;1;0;0
constantemente;2;1;0;0
90;0;2;0;1
83;3;0;0;0
51;0;0;1;2
