"";"x"
"225";2
"226";0
"227";3
"228";0
"229";2
"230";0
"231";3
"232";3
"233";2
"234";3
"235";3
"236";2
"237";2
"238";0
"239";0
"240";2
"241";0
"242";0
"243";2
"244";2
"245";2
"246";0
"247";3
"248";3
"249";3
"250";3
"251";3
"252";3
"253";3
"254";0
"255";3
"256";3
"257";0
"258";3
"259";3
"260";2
"261";0
"262";0
"263";3
"264";1
"265";3
"266";1
"267";3
"268";0
"269";0
"270";3
"271";0
"272";0
"273";3
"274";1
"275";1
"276";3
"277";3
"278";3
"279";3
"280";0
"281";3
"282";0
"283";0
"284";3
"285";1
"286";1
"287";1
"288";1
"289";0
"290";1
"291";3
"292";1
"293";1
"294";1
"295";2
"296";1
"297";3
"298";3
"299";0
"300";0
"301";0
"302";0
"303";3
"304";0
"305";1
"306";0
"307";0
"308";0
"309";0
"310";0
"311";0
"312";0
"313";1
"314";1
"315";0
"316";2
"317";3
"318";0
"319";2
"320";0
"321";4
"322";0
"323";3
"324";1
"325";0
"326";0
"327";0
"328";3
"329";0
"330";3
"331";0
"332";0
"333";0
"334";0
"335";0
"336";0
"337";0
"338";3
"339";3
"340";3
"341";0
"342";3
"343";0
"344";2
"345";0
"346";3
"347";0
"348";2
"349";3
"350";1
"351";4
"352";3
"353";0
"354";4
"355";1
"356";0
"357";0
"358";1
"359";1
"360";2
"361";1
"362";1
"363";0
"364";0
"365";1
"366";3
"367";4
"368";1
"369";1
"370";1
"371";1
"372";1
"373";3
"374";1
"375";1
"376";1
"377";1
"378";1
"379";1
"380";1
"381";1
"382";1
"383";3
"384";3
"385";1
"386";1
"387";2
"388";1
"389";1
"390";1
"391";3
"392";1
"393";1
"394";1
"395";1
"396";1
"397";1
"398";1
"399";2
"400";3
"401";2
"402";1
"403";4
"404";4
"405";4
"406";4
"407";4
"408";4
"409";4
"410";4
"411";4
"412";4
"413";4
"414";4
"415";4
"416";4
"417";4
"418";0
"419";4
"420";4
"421";4
"422";4
"423";4
"424";4
"425";4
"426";4
"427";1
"428";4
"429";4
"430";4
"431";4
"432";4
"433";4
"434";4
"435";4
"436";4
"437";4
"438";2
"439";4
"440";4
"441";4
"442";4
"443";4
"444";4
"445";4
"446";4
"447";4
"448";4
"449";4
"450";4
"451";4
"452";3
"453";4
"454";4
"455";4
"456";4
"457";4
"458";4
"459";4
"460";4
"461";4
"462";1
"463";4
"464";4
"465";2
"466";4
"467";4
"468";4
"469";4
"470";1
"471";1
"472";1
"473";1
"474";1
"475";1
"476";1
"477";3
"478";1
"479";4
"480";0
"481";1
"482";4
"483";4
"484";4
"485";4
"486";4
"487";3
"488";3
"489";1
"490";4
"491";4
"492";1
"493";4
"494";3
"495";1
"496";3
"497";1
"498";2
"499";0
"500";4
"501";4
"502";4
"503";3
"504";1
"505";4
"506";3
"507";4
"508";4
"509";4
"510";2
"511";4
"512";3
"513";1
"514";2
"515";3
"516";2
"517";3
"518";4
"519";4
"520";4
"521";2
"522";1
"523";1
"524";1
"525";2
"526";1
"527";1
"528";2
"529";4
"530";1
"531";2
"532";2
"533";3
"534";1
"535";4
"536";4
"537";4
"538";4
"539";4
"540";4
"541";4
"542";4
"543";4
"544";4
"545";4
"546";4
"547";4
"548";4
"549";4
"550";4
"551";4
"552";4
"553";4
"554";4
"555";3
"556";4
"557";4
"558";4
"559";4
"560";4
"561";4
"562";4
"563";1
"564";4
"565";4
"566";4
"567";4
"568";4
"569";4
"570";4
"571";4
"572";4
"573";4
"574";4
"575";4
"576";4
"577";4
"578";0
"579";4
"580";4
"581";4
"582";4
"583";1
"584";1
"585";1
"586";1
"587";1
"588";1
"589";1
"590";1
"591";1
"592";1
"593";1
"594";1
"595";1
"596";1
"597";1
"598";1
"599";1
"600";1
"601";1
"602";1
"603";1
"604";1
"605";1
"606";2
"607";2
"608";4
"609";3
"610";1
"611";1
"612";1
"613";1
"614";1
"615";2
"616";1
"617";1
"618";4
"619";1
"620";1
"621";1
"622";1
"623";1
"624";1
"625";1
"626";1
"627";4
"628";4
"629";4
"630";1
"631";1
"632";1
"633";4
"634";4
"635";4
"636";1
"637";1
"638";1
"639";1
"640";1
"641";4
"642";2
"643";4
"644";1
"645";1
"646";1
"647";0
"648";4
"649";4
"650";4
"651";4
"652";4
"653";1
"654";4
"655";1
"656";1
"657";1
"658";3
"659";3
"660";3
"661";3
"662";3
"663";3
"664";3
"665";3
"666";1
"667";2
"668";3
"669";0
"670";3
"671";3
"672";4
"673";3
"674";3
"675";3
"676";3
"677";3
"678";3
"679";3
"680";3
"681";2
"682";3
"683";3
"684";2
"685";3
"686";3
"687";3
"688";3
"689";3
"690";3
"691";3
"692";3
"693";3
"694";0
"695";3
"696";2
"697";3
"698";3
"699";4
"700";3
"701";2
"702";3
"703";3
"704";3
"705";3
"706";3
"707";3
"708";3
"709";3
"710";3
"711";3
"712";1
"713";2
"714";3
"715";1
"716";1
"717";3
"718";3
"719";1
"720";2
"721";1
"722";0
"723";1
"724";1
"725";1
"726";1
"727";1
"728";1
"729";1
"730";4
"731";3
"732";4
"733";1
"734";1
"735";1
"736";1
"737";1
"738";1
"739";4
"740";1
"741";1
"742";1
"743";4
"744";1
"745";1
"746";3
"747";1
"748";2
"749";1
"750";1
"751";1
"752";1
"753";1
"754";1
"755";1
"756";1
"757";1
"758";1
"759";3
"760";1
"761";1
"762";1
"763";2
"764";4
"765";1
"766";1
"767";1
"768";1
"769";3
"770";2
"771";3
"772";0
"773";0
"774";0
"775";0
"776";2
"777";4
"778";4
"779";2
"780";0
"781";2
"782";2
"783";0
"784";0
"785";4
"786";0
"787";2
"788";0
"789";2
"790";0
"791";0
"792";0
"793";3
"794";0
"795";0
"796";2
"797";0
"798";0
"799";4
"800";4
"801";4
"802";2
"803";2
"804";4
"805";2
"806";2
"807";4
"808";4
"809";2
"810";2
"811";2
"812";4
"813";3
"814";2
"815";2
"816";4
"817";2
"818";4
"819";0
"820";4
"821";4
"822";2
"823";2
"824";4
"825";4
"826";4
"827";1
"828";1
"829";1
"830";1
"831";1
"832";1
"833";1
"834";1
"835";1
"836";1
"837";1
"838";1
"839";1
"840";1
"841";1
"842";1
"843";1
"844";1
"845";1
"846";1
"847";1
"848";1
"849";1
"850";1
"851";1
"852";1
"853";1
"854";1
"855";1
"856";1
"857";1
"858";1
"859";1
"860";3
"861";1
"862";1
"863";1
"864";1
"865";1
"866";1
"867";1
"868";2
"869";1
"870";1
"871";1
"872";4
"873";1
"874";3
"875";1
"876";1
"877";1
"878";1
"879";1
"880";1
"881";3
"882";1
"883";4
"884";3
"885";1
"886";1
"887";1
"888";1
"889";1
"890";1
"891";1
"892";1
"893";2
"894";1
"895";3
"896";1
"897";2
"898";1
"899";3
"900";1
"901";1
"902";1
"903";1
"904";1
"905";1
"906";1
"907";2
"908";3
"909";0
"910";0
"911";3
"912";1
"913";0
"914";0
"915";1
"916";2
"917";1
"918";1
"919";0
"920";0
"921";2
"922";1
"923";1
"924";1
"925";0
"926";1
"927";0
"928";1
"929";0
"930";3
"931";2
"932";0
"933";2
"934";2
"935";1
"936";0
"937";0
"938";1
"939";1
"940";1
"941";1
"942";1
"943";1
"944";1
"945";1
"946";2
"947";1
"948";1
"949";3
"950";1
"951";1
"952";1
"953";3
"954";2
"955";1
"956";3
"957";1
"958";1
"959";1
"960";1
"961";1
"962";1
"963";1
"964";1
"965";1
"966";3
"967";2
"968";1
"969";1
"970";3
"971";1
"972";1
"973";1
"974";1
"975";3
"976";3
"977";3
"978";3
"979";0
"980";0
"981";0
"982";0
"983";0
"984";0
"985";0
"986";0
"987";0
"988";2
"989";3
"990";0
"991";0
"992";0
"993";0
"994";0
"995";0
"996";0
"997";0
"998";0
"999";0
"1000";0
"1001";0
"1002";2
"1003";0
"1004";0
"1005";2
"1006";2
"1007";2
"1008";0
"1009";0
"1010";0
"1011";0
"1012";0
"1013";0
"1014";4
"1015";0
"1016";0
"1017";0
"1018";0
"1019";2
"1020";0
"1021";0
"1022";2
"1023";2
"1024";2
"1025";2
"1026";3
"1027";0
"1028";0
"1029";2
"1030";3
"1031";2
"1032";3
"1033";0
"1034";1
"1035";0
"1036";0
"1037";2
"1038";0
"1039";0
"1040";0
"1041";0
"1042";0
"1043";0
"1044";0
"1045";0
"1046";0
"1047";0
"1048";0
"1049";0
"1050";0
"1051";0
"1052";0
"1053";2
"1054";0
"1055";2
"1056";2
"1057";2
"1058";0
"1059";1
"1060";1
"1061";4
"1062";1
"1063";1
"1064";1
"1065";1
"1066";1
"1067";1
"1068";1
"1069";1
"1070";1
"1071";1
"1072";1
"1073";1
"1074";1
"1075";1
"1076";1
"1077";1
"1078";1
"1079";1
"1080";1
"1081";1
"1082";1
"1083";1
"1084";1
"1085";3
"1086";3
"1087";3
"1088";3
"1089";3
"1090";1
"1091";1
"1092";1
"1093";2
"1094";4
"1095";4
"1096";2
"1097";4
"1098";1
"1099";1
"1100";1
"1101";1
"1102";1
"1103";1
"1104";2
"1105";1
"1106";2
"1107";3
"1108";3
"1109";2
"1110";3
"1111";2
"1112";1
"1113";4
"1114";3
"1115";3
"1116";3
"1117";3
"1118";2
"1119";1
"1120";0
"1121";3
"1122";3
"1123";3
"1124";3
"1125";3
"1126";3
"1127";3
"1128";1
"1129";3
"1130";4
"1131";0
"1132";0
"1133";4
"1134";3
"1135";4
"1136";3
"1137";3
"1138";4
"1139";4
"1140";4
"1141";4
"1142";4
"1143";3
"1144";4
"1145";4
"1146";4
"1147";4
"1148";4
"1149";4
"1150";4
"1151";3
"1152";4
"1153";4
"1154";2
"1155";4
"1156";4
"1157";4
"1158";4
"1159";3
"1160";4
"1161";4
"1162";4
"1163";4
"1164";4
"1165";4
"1166";4
"1167";4
"1168";4
"1169";4
"1170";4
"1171";4
"1172";4
"1173";4
"1174";4
"1175";4
"1176";4
"1177";4
"1178";4
"1179";4
"1180";1
"1181";1
"1182";1
"1183";1
"1184";1
"1185";1
"1186";1
"1187";1
"1188";1
"1189";1
"1190";1
"1191";1
"1192";1
"1193";1
"1194";1
"1195";1
"1196";1
"1197";0
"1198";1
"1199";4
"1200";2
"1201";4
"1202";4
"1203";4
"1204";4
"1205";4
"1206";4
"1207";4
"1208";4
"1209";4
"1210";4
"1211";4
"1212";4
"1213";4
"1214";4
"1215";4
"1216";4
"1217";4
"1218";4
"1219";2
"1220";4
"1221";4
"1222";4
"1223";4
"1224";4
"1225";4
"1226";4
"1227";4
"1228";4
"1229";4
"1230";4
"1231";4
"1232";4
"1233";4
"1234";4
"1235";4
"1236";4
"1237";4
"1238";4
"1239";4
"1240";4
"1241";4
"1242";4
"1243";4
"1244";4
"1245";4
"1246";4
"1247";4
"1248";4
"1249";4
"1250";4
"1251";4
"1252";4
"1253";4
"1254";4
"1255";4
"1256";2
"1257";2
"1258";4
"1259";4
"1260";3
"1261";2
"1262";2
"1263";0
"1264";3
"1265";3
"1266";3
"1267";3
"1268";3
"1269";1
"1270";3
"1271";1
"1272";3
"1273";3
"1274";2
"1275";3
"1276";3
"1277";3
"1278";3
"1279";0
"1280";0
"1281";0
"1282";0
"1283";0
"1284";0
"1285";3
"1286";1
"1287";0
"1288";0
"1289";2
"1290";0
"1291";0
"1292";1
"1293";1
"1294";0
"1295";2
"1296";0
"1297";0
"1298";0
"1299";0
"1300";0
"1301";0
"1302";0
"1303";0
"1304";3
"1305";1
"1306";1
"1307";0
"1308";0
"1309";0
"1310";0
"1311";3
"1312";0
"1313";0
"1314";3
"1315";0
"1316";0
"1317";0
"1318";2
"1319";2
"1320";0
"1321";3
"1322";0
"1323";2
"1324";1
"1325";2
"1326";2
"1327";0
"1328";1
"1329";0
"1330";2
"1331";0
"1332";0
"1333";1
"1334";0
"1335";0
"1336";0
"1337";0
"1338";0
"1339";0
"1340";0
"1341";0
"1342";0
"1343";0
"1344";0
"1345";0
"1346";0
"1347";0
"1348";0
"1349";0
"1350";0
"1351";3
"1352";1
"1353";1
"1354";1
"1355";1
"1356";1
"1357";1
"1358";4
"1359";3
"1360";1
"1361";1
"1362";1
"1363";1
"1364";1
"1365";1
"1366";1
"1367";0
"1368";0
"1369";0
"1370";0
"1371";2
"1372";4
"1373";2
"1374";4
"1375";2
"1376";0
"1377";2
"1378";2
"1379";2
"1380";2
"1381";0
"1382";2
"1383";3
"1384";0
"1385";1
"1386";0
"1387";0
"1388";2
"1389";0
"1390";2
"1391";2
"1392";2
"1393";2
"1394";2
"1395";2
"1396";2
"1397";2
"1398";2
"1399";0
"1400";0
"1401";3
"1402";2
"1403";2
"1404";3
"1405";2
"1406";2
"1407";2
"1408";2
"1409";2
"1410";0
"1411";0
"1412";2
"1413";2
"1414";2
"1415";3
"1416";2
"1417";2
"1418";2
"1419";2
"1420";2
"1421";1
"1422";4
"1423";0
"1424";2
"1425";2
"1426";2
"1427";4
"1428";2
"1429";4
"1430";2
"1431";2
"1432";2
"1433";4
"1434";2
"1435";2
"1436";2
"1437";0
"1438";3
"1439";3
"1440";1
"1441";1
"1442";1
"1443";1
"1444";1
"1445";1
"1446";1
"1447";1
"1448";1
"1449";1
"1450";1
"1451";1
"1452";1
"1453";1
"1454";3
"1455";3
"1456";3
"1457";3
"1458";3
"1459";3
"1460";3
"1461";3
"1462";3
"1463";3
"1464";3
"1465";3
"1466";3
"1467";3
"1468";3
"1469";3
"1470";3
"1471";0
"1472";3
"1473";3
"1474";3
"1475";3
"1476";3
"1477";3
"1478";2
"1479";3
"1480";3
"1481";3
"1482";3
"1483";2
"1484";2
"1485";3
"1486";3
"1487";3
"1488";0
"1489";3
"1490";3
"1491";3
"1492";3
"1493";3
"1494";3
"1495";3
"1496";3
"1497";4
"1498";4
"1499";1
"1500";4
"1501";4
"1502";4
"1503";4
"1504";0
"1505";4
"1506";4
"1507";2
"1508";4
"1509";4
"1510";3
"1511";4
"1512";4
"1513";4
"1514";4
"1515";4
"1516";4
"1517";4
"1518";4
"1519";4
"1520";4
"1521";1
"1522";3
"1523";4
"1524";4
"1525";3
"1526";4
"1527";1
"1528";0
"1529";0
"1530";0
"1531";0
"1532";0
"1533";0
"1534";0
"1535";0
"1536";0
"1537";0
"1538";0
"1539";0
"1540";0
"1541";0
"1542";0
"1543";0
"1544";0
"1545";0
"1546";0
"1547";0
"1548";0
"1549";0
"1550";0
"1551";0
"1552";2
"1553";0
"1554";0
"1555";0
"1556";0
"1557";0
"1558";0
"1559";0
"1560";0
"1561";0
"1562";0
"1563";0
"1564";0
"1565";0
"1566";0
"1567";0
"1568";0
"1569";0
"1570";0
"1571";0
"1572";1
"1573";0
"1574";0
"1575";0
"1576";0
"1577";0
"1578";0
"1579";0
"1580";0
"1581";0
"1582";0
"1583";0
"1584";0
"1585";2
"1586";0
"1587";0
"1588";0
"1589";0
"1590";1
"1591";1
"1592";1
"1593";1
"1594";4
"1595";1
"1596";1
"1597";1
"1598";1
"1599";1
"1600";1
"1601";2
"1602";2
"1603";1
"1604";1
"1605";1
"1606";1
"1607";1
"1608";1
"1609";1
"1610";1
"1611";1
"1612";1
"1613";1
"1614";1
"1615";0
"1616";3
"1617";3
"1618";3
"1619";3
"1620";3
"1621";2
"1622";3
"1623";3
"1624";2
"1625";2
"1626";3
"1627";3
"1628";3
"1629";2
"1630";3
"1631";3
"1632";2
"1633";2
"1634";2
"1635";2
"1636";2
"1637";3
"1638";3
"1639";2
"1640";3
"1641";0
"1642";3
"1643";3
"1644";2
"1645";3
"1646";3
"1647";3
"1648";1
"1649";2
"1650";3
"1651";3
"1652";3
"1653";3
"1654";2
"1655";2
"1656";0
"1657";3
"1658";3
"1659";3
"1660";3
"1661";3
"1662";4
"1663";1
"1664";1
"1665";4
"1666";4
"1667";4
"1668";4
"1669";4
"1670";4
"1671";4
"1672";4
"1673";4
"1674";4
"1675";2
"1676";4
"1677";4
"1678";4
"1679";4
"1680";4
"1681";4
"1682";4
"1683";4
"1684";4
"1685";4
"1686";4
"1687";4
"1688";4
"1689";4
"1690";4
"1691";4
"1692";4
"1693";4
"1694";4
"1695";4
"1696";4
"1697";4
"1698";4
"1699";4
"1700";4
"1701";4
"1702";4
"1703";4
"1704";4
"1705";4
"1706";4
"1707";4
"1708";4
"1709";4
"1710";4
"1711";4
"1712";4
"1713";4
"1714";4
"1715";4
"1716";4
"1717";4
"1718";4
"1719";4
"1720";4
"1721";4
"1722";4
"1723";4
"1724";4
"1725";4
"1726";1
"1727";4
"1728";4
"1729";4
"1730";4
"1731";4
"1732";4
"1733";4
"1734";4
"1735";4
"1736";4
"1737";4
"1738";4
"1739";4
"1740";4
"1741";4
"1742";4
"1743";4
"1744";4
"1745";4
"1746";4
"1747";4
"1748";4
"1749";4
"1750";3
"1751";4
"1752";4
"1753";4
"1754";4
"1755";4
"1756";4
"1757";4
"1758";4
"1759";4
"1760";4
"1761";4
"1762";4
"1763";4
"1764";4
"1765";4
"1766";4
"1767";4
"1768";4
"1769";4
"1770";2
"1771";4
"1772";4
"1773";4
"1774";4
"1775";2
"1776";0
"1777";0
"1778";0
"1779";0
"1780";0
"1781";0
"1782";0
"1783";2
"1784";0
"1785";0
"1786";0
"1787";0
"1788";0
"1789";0
"1790";0
"1791";0
"1792";0
"1793";0
"1794";0
"1795";0
"1796";0
"1797";0
"1798";0
"1799";0
"1800";0
"1801";0
"1802";0
"1803";0
"1804";0
"1805";2
"1806";1
"1807";2
"1808";2
"1809";2
"1810";2
"1811";2
"1812";2
"1813";2
"1814";2
"1815";0
"1816";2
"1817";1
"1818";3
"1819";2
"1820";1
"1821";3
"1822";2
"1823";2
"1824";3
"1825";2
"1826";2
"1827";2
"1828";0
"1829";1
"1830";2
"1831";2
"1832";2
"1833";2
"1834";2
"1835";2
"1836";2
"1837";2
"1838";2
"1839";2
"1840";2
"1841";2
"1842";2
"1843";2
"1844";3
"1845";2
"1846";2
"1847";2
"1848";2
"1849";2
"1850";0
"1851";2
"1852";2
"1853";2
"1854";2
"1855";2
"1856";2
"1857";2
"1858";2
"1859";0
"1860";2
"1861";2
"1862";2
"1863";3
"1864";2
"1865";2
"1866";2
"1867";2
"1868";3
"1869";2
"1870";3
"1871";2
"1872";2
"1873";3
"1874";2
"1875";4
"1876";2
"1877";2
"1878";2
"1879";1
"1880";0
"1881";0
"1882";2
"1883";2
"1884";2
"1885";2
"1886";2
"1887";2
"1888";2
"1889";2
"1890";2
"1891";2
"1892";2
"1893";2
"1894";2
"1895";3
"1896";3
"1897";1
"1898";1
"1899";1
"1900";1
"1901";1
"1902";1
"1903";1
"1904";1
"1905";1
"1906";1
"1907";1
"1908";1
"1909";1
"1910";1
"1911";1
"1912";1
"1913";3
"1914";1
"1915";1
"1916";1
"1917";1
"1918";1
"1919";1
"1920";1
"1921";1
"1922";1
"1923";1
"1924";1
"1925";1
"1926";1
"1927";1
"1928";1
"1929";2
"1930";1
"1931";1
"1932";1
"1933";1
"1934";1
"1935";1
"1936";1
"1937";1
"1938";1
"1939";1
"1940";1
"1941";1
"1942";1
"1943";1
"1944";1
"1945";1
"1946";1
"1947";1
"1948";0
"1949";3
"1950";0
"1951";4
"1952";3
"1953";2
"1954";3
"1955";4
"1956";4
"1957";4
"1958";4
"1959";0
"1960";0
"1961";3
"1962";4
"1963";0
"1964";2
"1965";1
"1966";0
"1967";0
"1968";3
"1969";1
"1970";2
"1971";3
"1972";2
"1973";4
"1974";1
"1975";0
"1976";0
"1977";3
"1978";2
"1979";3
"1980";2
"1981";4
"1982";4
"1983";4
"1984";3
"1985";4
"1986";4
"1987";0
"1988";4
"1989";4
"1990";4
"1991";4
"1992";4
"1993";4
"1994";4
"1995";4
"1996";4
"1997";4
"1998";4
"1999";4
"2000";4
"2001";4
"2002";4
"2003";4
"2004";4
"2005";4
"2006";4
"2007";4
"2008";4
"2009";0
"2010";0
"2011";0
"2012";0
"2013";4
"2014";2
"2015";0
"2016";0
"2017";0
"2018";0
"2019";0
"2020";0
"2021";3
"2022";0
"2023";0
"2024";0
"2025";0
"2026";0
"2027";2
"2028";1
"2029";1
"2030";1
"2031";1
"2032";4
"2033";1
"2034";1
"2035";1
"2036";4
"2037";1
"2038";1
"2039";1
"2040";1
"2041";1
"2042";1
"2043";1
"2044";1
"2045";1
"2046";1
"2047";1
"2048";1
"2049";4
"2050";2
