"";"X.gr_01";"X.gr_02"
"luz";0,42;0,15
"frente";0,28;0,23
"aqui";0,42;0,5
"limite";0,28;0,16
"emoção";0;0,18
"morador";0,28;0,19
"pinheiro";0;0,16
"chamar";0,42;0,39
"possibilidade";0,42;0,34
"mesmo";1,81;2,22
"possível";0,28;0,96
"parte";0,84;1,23
"estado";0,7;1,77
"físico";0;0,18
"40";0,28;0,21
"testemunha";0,98;0,18
"aeronave";0,14;0,19
"fechar";0,14;0,15
"fato";0,7;0,52
"investigar";0,14;0,15
"lincoln";0;0,26
"morrer";1,67;0,63
"motivo";0,28;0,26
"preconceito";0;0,18
"torcido";0;0,23
"usar";1,67;0,65
"ação";0;0,73
"mudo";0;0,19
"artista";0;0,39
"questionar";0;0,21
"norte";0,7;0,34
"helicóptero";0;0,28
"começo";0;0,23
"etapa";0;0,19
"apesar";0,28;0,28
"ingrediente";0;0,16
"faixa";0,14;0,32
"percorrer";0;0,16
"presente";0,42;0,23
"exigir";0,14;0,21
"reforma";0,14;0,45
"utilização";0;0,24
"segurança";0,56;0,65
"prioridade";0;0,19
"tipo";1,39;0,79
"ferido";0;0,16
"sobre";1,95;2,59
"água";0,98;2,04
"100";0;0,39
"acesso";0,14;0,24
"cidade";2,37;1,41
"estrutura";0,14;0,16
"morar";0,28;0,42
"moral";0;0,16
"marido";0,14;0,19
"pacto";0;0,21
"melhorar";0,14;0,21
"rio";0,56;0,91
"saúde";1,25;0,41
"abaixo";0,56;0,31
"nós";0;0,66
"alegre";0,14;0,16
"madrugada";0,7;0,11
"gente";0,42;1,2
"delegacia";0,42;0,16
"comunidade";0,28;0,31
"mensagem";0,42;0,13
"foto";0,42;0,24
"três";0,56;0,88
"entrar";0,42;0,75
"000";0,56;0,1
"formação";0,14;0,16
"bonito";0,14;0,23
"2";0,7;0,42
"gerar";0,14;0,23
"segundo";0,7;1,81
"redação";0;0,23
"abrir";0,42;0,19
"geral";0;0,36
"regular";0,14;0,15
"alimento";0,98;0,23
"dor";0,14;0,23
"delegado";0;0,23
"anunciar";0,14;0,19
"sozinho";0,56;0,19
"principalmente";0,84;0,23
"suspeita";0,28;0,13
"marcar";0;0,16
"sair";0,84;0,83
"futuro";0,42;0,28
"mínimo";0;0,41
"falar";1,25;1,2
"apresentação";0;0,16
"concluir";0,14;0,18
"durante";4,46;0,71
"proteína";0,56;0,1
"usado";0,42;0,5
"funcionário";0,7;0,28
"encontrar";1,39;1,13
"servir";0,84;0,24
"ir";15,48;11,3
"alimentar";0,98;0,11
"livre";0;0,28
"estadual";0;0,37
"aparecer";0,84;0,26
"produzir";0,14;0,39
"programa";0,28;0,73
"unidade";0;0,21
"personagem";0;0,32
"assim";0,84;0,99
"negar";0,28;0,13
"apontar";0,28;0,53
"trabalho";1,12;1,33
"tecnologia";0;0,44
"erro";0;0,16
"baixo";0;0,32
"condição";0,42;0,57
"tarde";0,14;0,29
"atividade";0,28;0,32
"produto";0,42;0,62
"digital";0;0,16
"alerta";0,42;0,11
"publicar";2,23;0,15
"russo";0,42;0,19
"captação";0;0,18
"menor";0,98;0,21
"menos";0,98;0,75
"sustentável";0;0,18
"dia";1,95;2,07
"cozinha";0;0,16
"viagem";0;0,49
"alto";1,67;0,42
"instituto";0,7;0,16
"bom";0,98;1,31
"realmente";0;0,18
"enorme";0,28;0,18
"cérebro";0,28;0,16
"mal";0,42;0,28
"sofrer";0,42;0,5
"mais";4,74;6,29
"maio";0,14;0,15
"significar";0,42;0,13
"janeiro";0,28;0,32
"fazer";5,44;5,64
"chave";0,14;0,15
"org";0;0,19
"registrar";0,14;0,37
"atuação";0;0,16
"americano";1,39;0,16
"carro";1,53;0,23
"broadcast";0;0,21
"subterrâneo";0;0,19
"11";0,28;0,28
"10";0,56;0,47
"13";0,28;0,23
"12";0,28;0,29
"15";0,7;0,36
"número";0,7;0,37
"17";0,56;0,11
"16";0;0,19
"19";0,28;0,21
"18";0,42;0,11
"pegar";0,42;0,31
"princípio";0;0,16
"aumentar";0,14;0,21
"cantor";0,56;0,19
"interior";0,28;0,15
"200";0,28;0,24
"normal";0,28;0,18
"digno";0;0,16
"show";0,42;0,34
"preciso";0;0,36
"população";0,42;0,45
"já";2,09;2,77
"razão";0,28;0,28
"certeza";0,28;0,18
"proposta";0,14;0,28
"achar";0,56;1,09
"quadro";0,14;0,15
"crescimento";0,14;0,28
"arte";0;0,73
"família";0,98;1,94
"quatro";0,42;0,39
"psicológico";0;0,16
"pai";1,25;0,84
"então";0,84;0,99
"perto";0,28;0,29
"4";0,42;0,24
"viver";1,25;0,99
"imagem";1,25;0,47
"vário";1,12;0,53
"compreender";0,28;0,15
"atender";0,14;0,21
"sambalanço";0;0,16
"empresa";1,25;1,72
"advogado";0,42;0,34
"universidade";0,28;0,28
"nível";0;0,24
"papelão";0;0,23
"vila";0,14;0,16
"14";0,14;0,24
"clássico";0;0,21
"decisão";0;0,18
"dificuldade";0,14;0,31
"prever";0,28;0,21
"incluir";0,42;0,36
"criatividade";0;0,24
"dez";0;0,55
"morto";0,56;0,6
"morte";1,53;0,53
"distribuir";0;0,28
"carreira";0;0,31
"sistema";0,42;1,04
"discussão";0;0,39
"24";0,28;0,21
"20";0,84;0,65
"21";0,84;0,19
"22";0,14;0,32
"23";0,14;0,19
"respeito";0;0,19
"completar";0,28;0,15
"porto";0,42;0,19
"porta";0,42;0,15
"visitar";0,14;0,16
"prefeito";0;0,24
"analisar";0;0,18
"verdade";0;0,45
"vida";2,37;1,56
"piloto";0;0,44
"cada";0,56;0,84
"jogo";0,56;0,41
"dono";0,42;0,15
"para";15,2;16,79
"conhecer";0,84;0,57
"esgoto";0,14;0,32
"essa";1,25;1,86
"esse";1,12;2,5
"permanecer";0,14;0,23
"km";0,14;0,19
"valer";0;0,45
"carne";0,84;0,71
"ruim";0,14;0,15
"depender";0;0,28
"8";0,28;0,23
"meio";0,28;1,35
"restaurante";0,14;0,29
"tender";0,28;0,29
"filho";2,51;1,35
"andar";0,7;0,32
"parar";0,42;0,29
"declarar";0,7;0,11
"busca";0,28;0,24
"entre";2,23;1,77
"verificar";0,28;0,15
"atentado";0;0,39
"comportamento";0,84;0,1
"mostrar";1,25;0,92
"energia";0,56;0,23
"300";0,14;0,15
"fechado";0,42;0,19
"acompanhar";0,56;0,29
"aquilo";0,14;0,29
"financeiro";0;0,21
"poder";4,74;4,57
"dinheiro";1,25;0,31
"significativo";0,14;0,19
"produtor";0;0,31
"representar";0;0,28
"malandro";0,14;0,15
"2008";0,84;0,06
"básico";0,28;0,19
"mecanismo";0;0,18
"geração";0;0,23
"operação";0;0,39
"entender";0;0,53
"escola";0;0,99
"apresentador";1,12;0,19
"década";0;0,24
"luiz";0,42;0,13
"30";0,14;0,42
"preservação";0;0,24
"presidente";0,42;0,42
"força";0;0,29
"chamado";0,7;0,32
"perceber";0,56;0,32
"caminho";0;0,36
"conferir";0,7;0,11
"ideia";0,14;0,65
"guariroba";0;0,47
"falta";0,28;0,23
"redução";0,14;0,18
"unido";0,42;0,37
"tso";0;0,19
"eua";0,98;0,16
"versão";0,14;0,16
"camus";0;0,37
"dan";0;0,23
"dar";2,65;1,9
"quê";0,14;0,16
"mato";0,14;0,18
"que";35,55;37,37
"compra";0,42;0,19
"próximo";0,56;0,57
"transação";0;0,28
"discutir";0,14;0,21
"negro";0,28;0,23
"cabeça";0,42;0,28
"atitude";0,14;0,16
"mim";0,28;0,32
"milhão";0,7;0,58
"experiência";0,28;0,19
"seguro";0,42;0,28
"bunuel";0;0,29
"controlo";0,14;0,34
"grosso";0,14;0,19
"fator";0,14;0,18
"bruno";0,14;0,21
"agora";0,98;0,49
"utilizar";0,28;0,49
"manhã";0,56;0,16
"mundo";1,81;1,17
"produtividade";0;0,18
"homem";2,79;0,58
"psicopata";0;0,45
"novela";0;0,34
"sete";0,28;0,19
"resultado";0,28;0,34
"antonio";0;0,41
"executivo";0;0,16
"reunir";0;0,26
"resolver";0,42;0,19
"consumir";0,42;0,11
"também";3,49;3,1
"desenvolvimento";0;0,21
"encontro";0;0,18
"comida";1,12;0,16
"quanto";0,98;0,6
"aberto";0,14;0,29
"seis";0;0,23
"povo";0,42;0,11
"sempre";0,42;1,2
"tratar";1,25;0,32
"paris";0;0,16
"casal";0,56;0,42
"possuir";0,56;0,21
"decidir";0,98;0,24
"acordo";1,53;0,57
"enfrentar";0;0,21
"preparar";0,28;0,18
"março";0,28;0,28
"tv";0,42;0,37
"outro";2,51;3,78
"gravar";0,42;0,11
"hospital";2,09;0,15
"saber";2,23;1,2
"pouco";0,98;0,76
"me";1,81;1,31
"política";0;0,7
"político";0,56;0,5
"atração";0;0,16
"ambos";0,28;0,15
"quantidade";0,28;0,26
"enviar";0,28;0,15
"london";0,14;0,18
"origem";0;0,19
"histórico";0;0,23
"fonte";0,56;0,18
"nunca";1,25;0,91
"matar";1,12;0,44
"acontecer";1,25;1,09
"acima";0,56;0,15
"poço";0;0,18
"movimento";0;0,58
"bitcoin";0;0,49
"estrada";0;0,31
"lançar";0;0,24
"burger";0;0,16
"após";1,53;0,84
"crescer";0,42;0,23
"bridge";0,14;0,19
"uscifrão";0,14;0,45
"tributário";0;0,28
"companhia";0,7;0,28
"escritor";0;0,18
"manifestação";0;0,18
"acreditar";0,28;0,49
"tratamento";0,84;0,42
"alguma";1,12;0,65
"renda";0;0,16
"fóssil";0;0,21
"conceito";0;0,19
"esperança";0,14;0,15
"fallon";0;0,16
"torcer";0;0,31
"proprietário";0;0,21
"referência";0;0,23
"antigo";0,14;0,34
"bairro";0;0,55
"dado";0,14;0,45
"gestão";0;0,19
"expor";0;0,16
"ela";3,21;3,22
"ele";10,32;6,17
"cultural";0;0,24
"aprender";0;0,34
"espaço";0;0,32
"50";0,14;0,29
"clube";0,14;0,19
"gostar";0,42;0,32
"mão";0,14;0,36
"mãe";1,39;0,49
"município";0;0,39
"explicar";0,56;0,5
"algo";0,84;0,65
"determinado";0;0,24
"civil";0;0,55
"ajuda";0,28;0,21
"lago";0;0,23
"turista";0;0,19
"devido";0,42;0,18
"plataforma";0;0,18
"vivo";0,14;0,24
"conteúdo";0;0,28
"aluno";0;0,24
"junto";0,28;0,34
"imóvel";0,42;0,36
"quase";1,12;0,62
"guarda";0,28;0,15
"cenário";0;0,21
"melhor";0,28;0,99
"leh";0;0,16
"semana";1,12;0,37
"pensar";0,28;0,47
"audiência";0;0,16
"seguinte";0,14;0,29
"produção";0,14;0,36
"figura";0,28;0,19
"construir";0;0,29
"1";0,56;0,78
"câncer";2,09;0,02
"esperar";0,42;0,36
"suicídio";1,25;0,02
"estudo";0,84;0,24
"voltar";0,84;1,02
"passar";2,37;1,59
"maior";1,53;1
"vizinho";0,98;0,28
"enigma";0;0,18
"ana";0;0,19
"pro";0,84;0,36
"ano";6,41;5,02
"ideal";0;0,23
"frio";0,28;0,13
"prestar";0;0,16
"mercado";0;0,53
"qualquer";0,7;0,73
"ouvir";0,14;0,53
"crime";0,42;0,63
"educação";0,42;0,15
"médico";2,93;0,31
"índice";0,14;0,15
"federal";0,42;0,57
"descobrir";0,28;0,31
"prêmio";0;0,24
"como";4,46;6,64
"por";13,25;14,94
"correto";0;0,28
"60";0,56;0,16
"acabar";0,42;0,84
"pena";0,28;0,18
"noivo";0;0,26
"verdadeiro";0,14;0,18
"casa";2,09;1,36
"caso";1,81;0,96
"prisão";0,42;0,29
"fácil";0,56;0,18
"evento";0;0,39
"regime";0,14;0,23
"luta";0,28;0,19
"bilhão";0,14;0,16
"samba";0;1,59
"loja";0,42;0,23
"legal";0,14;0,24
"comunicado";0,28;0,19
"_";0;5,46
"compartilhar";0,42;0,13
"instrumento";0;0,19
"último";1,39;0,91
"cinema";0;0,55
"feliz";0,42;0,15
"defesa";0;0,23
"5";0,84;0,6
"grupo";1,25;0,91
"assassino";0,7;0,13
"ali";0;0,45
"velho";0,42;0,34
"maioria";0,28;0,37
"sociedade";0,14;0,31
"existir";1,12;0,94
"encaminhar";0,28;0,21
"outorga";0;0,18
"reino";0,28;0,15
"britânico";0,28;0,16
"ter";10,32;10,99
"sua";4,88;3,97
"sul";0,84;0,52
"contexto";0;0,18
"livros_razões";0;0,16
"avaliação";0;0,16
"diário";0,28;0,18
"texto";0,56;0,18
"programação";0;0,19
"provocar";0;0,23
"começar";1,25;1,04
"concessionário";0,14;0,32
"levar";0,7;1,22
"iniciar";0,14;0,19
"renata";0;0,36
"relatar";1,12;0,26
"nardoni";0,42;0,19
"festa";0,42;0,18
"dentro";0,98;0,53
"grande";1,67;1,91
"santo";0,84;0,63
"ficar";3,21;1,83
"warmbier";0,56;0,15
"pedido";0;0,34
"cercar";0,98;0,63
"envolver";0;0,29
"obra";0;0,49
"projeto";0;1,3
"relato";0,7;0,08
"king";0;0,16
"dano";0,14;0,18
"adorar";0,42;0,13
"assistir";0,84;0,11
"direito";0,14;0,68
"privado";0,14;0,16
"situação";0,42;0,58
"língua";0,28;0,18
"curso";0,14;0,36
"atualmente";0;0,19
"superar";0;0,19
"história";0,42;1,12
"porque";0,98;1,54
"vítima";0,98;0,71
"início";0,28;0,39
"demonstrar";0,28;0,16
"falha";0,28;0,15
"solo";0;0,21
"cortar";0,14;0,16
"considerar";0,28;0,53
"operar";0,14;0,24
"criar";0,28;0,83
"pm";0,84;0,08
"benefício";0,7;0,11
"cinco";0,7;0,42
"9";0,28;0,23
"atrás";0;0,37
"pé";0,42;0,13
"literatura";0;0,19
"incrível";0;0,16
"apenas";1,95;0,84
"propor";0,14;0,15
"técnica";0,28;0,18
"técnico";0,14;0,23
"jornalismo";0;0,44
"lá";0,56;0,65
"rádio";0;0,21
"medo";0,14;0,28
"exemplo";0,28;1,02
"câmera";0,14;0,15
"fantasia";0;0,19
"voo";0,56;0,41
"canal";0;0,24
"impossível";0,14;0,15
"massa";0,14;0,18
"tentativa";0;0,28
"conselho";0;0,28
"independente";0,14;0,15
"problema";1,39;0,86
"nenhum";0,7;0,49
"desenvolver";0,14;0,26
"palavra";0,14;0,23
"garantir";0;0,34
"incidente";0,14;0,15
"metrô";0,14;0,18
"informação";0,98;0,44
"capital";0,7;0,5
"recuperar";0;0,18
"público";0,28;1,25
"iniciativa";0;0,26
"metro";0,28;0,26
"rede";2,65;1,15
"comentar";0;0,19
"uso";0;0,96
"violência";0,14;0,78
"especialista";0,14;0,28
"dedicar";0;0,23
"estudante";0,14;0,28
"tal";0,7;0,19
"sim";0,56;0,5
"ainda";2,65;2,07
"descartar";0;0,16
"superior";0,14;0,24
"dever";0,98;1,17
"meu";1,25;1,23
"80";0,14;0,19
"conhecimento";0,42;0,18
"primeiro";1,25;1,56
"apoio";0,14;0,23
"york";0;0,45
"embora";0;0,23
"cair";0;0,44
"capaz";0,14;0,15
"carnaval";0;0,36
"felício";0;0,16
"sonho";0,42;0,28
"servidor";0,14;0,29
"distrito";0,14;0,21
"terceiro";0,14;0,28
"lugar";0,14;0,6
