"";"banalfreq";"X.gr_01";"X.gr_02"
"processamento";11;-0,5253;0,5253
"necessário";20;0,4601;-0,4601
"processo";46;0,4623;-0,4623
"ocupação";21;-1,0029;1,0029
"solução";17;-0,8119;0,8119
"definir";11;-0,5253;0,5253
"hoje";81;-0,8534;0,8534
"ouro";10;-0,4775;0,4775
"mensal";10;-0,4775;0,4775
"diretor";31;-0,2265;0,2265
"completo";10;-0,1426;0,1426
"rússia";15;0,6986;-0,6986
"emissor";10;-0,1426;0,1426
"estúdio";15;-0,278;0,278
"ao";336;-0,7878;0,7878
"ar";14;1,9617;-1,9617
"getúlio";26;0,2859;-0,2859
"relação";40;-0,7011;0,7011
"pesquisa";20;0,4601;-0,4601
"oito";14;-0,249;0,249
"te";13;1,41;-1,41
"jatobá";11;0,4946;-0,4946
"cientista";10;0,553;-0,553
"hash";10;-0,4775;0,4775
"via";14;-0,6686;0,6686
"vir";66;-0,7699;0,7699
"horário";10;-0,1426;0,1426
"reunião";11;-0,1676;0,1676
"silva";18;-0,3693;0,3693
"diferente";47;-0,9211;0,9211
"6";12;-0,1938;0,1938
"ponte";11;0,4946;-0,4946
"impacto";13;-0,6208;0,6208
"facção";10;-0,4775;0,4775
"não";843;0,9468;-0,9468
"plano";16;-0,7641;0,7641
"fundamental";19;-0,401;0,401
"francês";25;-1,194;1,194
"papel";17;0,2668;-0,2668
"passagem";10;-0,4775;0,4775
"buscar";14;-0,6686;0,6686
"parceria";15;-0,7164;0,7164
"subir";12;-0,1938;0,1938
"fossar";22;-0,4995;0,4995
"nossa";43;-1,2758;1,2758
"nosso";57;0,4174;-0,4174
"si";20;-0,1848;0,1848
"influenciar";12;0,4438;-0,4438
"aprovar";13;-0,6208;0,6208
"divulgar";23;1,5683;-1,5683
"avenida";30;-1,4329;1,4329
"nome";33;-0,8916;0,8916
"contra";64;0,66;-0,66
"talvez";22;-0,4995;0,4995
"birri";25;-1,194;1,194
"revelar";22;1,6606;-1,6606
"tentar";60;0,7742;-0,7742
"sentar";15;-0,278;0,278
"defender";15;-0,7164;0,7164
"assumir";10;-0,1426;0,1426
"córrego";24;-1,1462;1,1462
"seu";234;1,733;-1,733
"ser";2008;-1,2084;1,2084
"supermercado";13;-0,2209;0,2209
"sem";98;0,3528;-0,3528
"ninguém";19;0,2198;-0,2198
"pagar";26;-0,6372;0,6372
"agente";20;-0,4334;0,4334
"belo";19;-0,9074;0,9074
"imaginar";12;-0,5731;0,5731
"conjunto";12;-0,5731;0,5731
"impedir";12;-0,1938;0,1938
"livro_razão";10;-0,4775;0,4775
"moto";20;1,3006;-1,3006
"campanha";12;-0,5731;0,5731
"próprio";65;1,1459;-1,1459
"euro";18;0,242;-0,242
"conversar";16;0,2944;-0,2944
"tanto";41;-0,4318;0,4318
"ajudar";34;0,3202;-0,3202
"tomar";33;-0,2634;0,2634
"tragédia";12;-0,1938;0,1938
"alexandra";16;-0,7641;0,7641
"alexandre";14;-0,249;0,249
"aquele";34;-0,2826;0,2826
"aquela";22;-1,0507;1,0507
"idade";18;1,4828;-1,4828
"jeito";10;-0,4775;0,4775
"anterior";10;-0,4775;0,4775
"dois";114;-0,6207;0,6207
"terrorista";29;-1,3851;1,3851
"escolher";10;0,553;-0,553
"ator";21;1,22;-1,22
"up";14;-0,6686;0,6686
"um";1108;1,5092;-1,5092
"salário";18;-0,3693;0,3693
"estilo";11;1,0064;-1,0064
"imprensa";17;0,5891;-0,5891
"pagamento";13;-0,6208;0,6208
"elemento";12;-0,5731;0,5731
"ataque";37;-0,6117;0,6117
"extremamente";11;-0,5253;0,5253
"roubar";10;1,111;-1,111
"difícil";31;0,665;-0,665
"camada";11;-0,5253;0,5253
"lei";30;-0,4171;0,4171
"ler";25;1,931;-1,931
"oficial";20;0,4601;-0,4601
"agência";19;-0,401;0,401
"causar";15;1,8239;-1,8239
"londres";24;1,0117;-1,0117
"menina";37;0,7391;-0,7391
"menino";15;0,6986;-0,6986
"período";17;-0,3382;0,3382
"cliente";22;-0,2259;0,2259
"quilômetro";17;-0,8119;0,8119
"capacidade";22;-0,4995;0,4995
"stand";14;-0,6686;0,6686
"especial";19;-0,401;0,401
"estudar";22;-0,2259;0,2259
"isso";225;-1,0293;1,0293
"volta";24;-0,27;0,27
"econômico";25;-0,293;0,293
"2015";32;0,6269;-0,6269
"2016";26;0,8957;-0,8957
"empatia";12;-0,5731;0,5731
"2010";10;0,553;-0,553
"2013";13;1,41;-1,41
"2012";20;-0,1848;0,1848
"gritar";11;0,4946;-0,4946
"veículo";14;0,7627;-0,7627
"bar";11;-0,1676;0,1676
"contrário";16;0,2944;-0,2944
"além";87;-1,0034;1,0034
"hídrico";24;-1,1462;1,1462
"tempo";89;-0,5534;0,5534
"david";11;-0,5253;0,5253
"festival";10;-0,4775;0,4775
"guerra";21;-1,0029;1,0029
"haver";211;-0,3284;0,3284
"roberto";17;0,5891;-0,5891
"serviço";41;0,3702;-0,3702
"trás";12;0,915;-0,915
"principal";36;-0,5826;0,5826
"terminar";10;-0,1426;0,1426
"tudo";102;0,4285;-0,4285
"familiar";14;-0,6686;0,6686
"autor";26;-1,2418;1,2418
"identificar";23;0,362;-0,362
"parque";12;-0,5731;0,5731
"ambiental";19;-0,401;0,401
"etc";10;1,8321;-1,8321
"equipa";29;-1,3851;1,3851
"2017";29;0,4471;-0,4471
"romance";11;-0,5253;0,5253
"manancial";14;-0,6686;0,6686
"momento";79;0,7066;-0,7066
"rcifrão";46;-0,8888;0,8888
"nacional";47;-0,9211;0,9211
"importante";47;-1,4344;1,4344
"usuário";13;-0,6208;0,6208
"análise";17;-0,8119;0,8119
"sábado";11;-0,5253;0,5253
"frança";17;-0,8119;0,8119
"pernambuco";14;0,3601;-0,3601
"banco";26;-1,2418;1,2418
"dezembro";12;-0,1938;0,1938
"lidar";16;-0,7641;0,7641
"abastecimento";10;-0,4775;0,4775
"alegar";20;1,3006;-1,3006
"transporte";12;-0,1938;0,1938
"colega";10;0,553;-0,553
"tão";32;0,3659;-0,3659
"coisa";88;0,3614;-0,3614
"quarto";29;-0,3912;0,3912
"rural";14;-0,249;0,249
"retirar";12;-0,1938;0,1938
"afirmar";72;0,3198;-0,3198
"quadrado";11;-0,5253;0,5253
"exibir";10;-0,1426;0,1426
"hora";42;-0,455;0,455
"interno";11;1,6727;-1,6727
"total";17;-0,3382;0,3382
"continuar";32;0,3659;-0,3659
"custo";13;-0,6208;0,6208
"jornalista";25;1,4018;-1,4018
"passado";37;-1,0428;1,0428
"neto";31;0,3911;-0,3911
"teatro";15;-0,278;0,278
"proteção";15;-0,7164;0,7164
"contemporâneo";11;-0,5253;0,5253
"valor";22;-1,0507;1,0507
"promover";13;0,3993;-0,3993
"carlos";16;0,2944;-0,2944
"procurar";27;-0,3409;0,3409
"logo";23;0,362;-0,362
"televisão";12;-0,5731;0,5731
"forte";19;0,4991;-0,4991
"livro";32;-1,5284;1,5284
"realizar";37;0,4678;-0,4678
"órgão";12;0,4438;-0,4438
"grave";12;-0,1938;0,1938
"responder";18;-0,3693;0,3693
"reserva";15;-0,278;0,278
"prédio";28;-0,3658;0,3658
"de";7774;-1,7073;1,7073
"propriedade";15;-0,7164;0,7164
"jovem";50;1,1484;-1,1484
"olhar";22;-0,4995;0,4995
"sentido";22;-1,0507;1,0507
"montanha";10;-0,4775;0,4775
"com";938;-0,5341;0,5341
"jogador";23;-1,0985;1,0985
"observar";13;-0,2209;0,2209
"assegurar";11;-0,1676;0,1676
"função";16;-0,3077;0,3077
"evitar";30;-0,2089;0,2089
"aéreo";10;1,8321;-1,8321
"aluguel";12;-0,5731;0,5731
"depois";88;-0,5353;0,5353
"mil";65;0,4381;-0,4381
"recurso";46;-0,5517;0,5517
"campo";34;-0,929;0,929
"the";20;-0,1848;0,1848
"antes";53;-0,7348;0,7348
"oliveira";11;-0,5253;0,5253
"comigo";10;-0,1426;0,1426
"josé";10;-0,1426;0,1426
"queda";13;-0,2209;0,2209
"questão";47;-0,3464;0,3464
"moeda";11;-0,5253;0,5253
"esposo";13;0,8344;-0,8344
"artigo";10;1,111;-1,111
"ácido";10;-0,4775;0,4775
"ganhar";33;0,3423;-0,3423
"inclusive";16;-0,7641;0,7641
"mineiro";18;-0,8596;0,8596
"esquecer";10;1,111;-1,111
"palestra";15;-0,278;0,278
"zona";13;-0,6208;0,6208
"muito";209;-0,7771;0,7771
"funcionar";17;-0,8119;0,8119
"espécie";21;0,7727;-0,7727
"joão";15;0,3253;-0,3253
"participar";32;-0,4705;0,4705
"telejornal";13;-0,6208;0,6208
"mudar";42;-0,7624;0,7624
"participação";16;-0,7641;0,7641
"italiano";23;1,0761;-1,0761
"market";10;-0,4775;0,4775
"ministério";26;-1,2418;1,2418
"diálogo";10;-0,4775;0,4775
"instituição";10;-0,4775;0,4775
"pequeno";44;-0,825;0,825
"você";157;0,5548;-0,5548
"perder";31;0,665;-0,665
"noite";36;0,2803;-0,2803
"recente";17;-0,3382;0,3382
"ligar";18;0,242;-0,242
"perda";16;0,2944;-0,2944
"desde";61;-0,4206;0,4206
"em";3262;0,4943;-0,4943
"el";10;-0,4775;0,4775
"eu";238;-1,4753;1,4753
"precisar";69;-0,5799;0,5799
"cara";15;0,6986;-0,6986
"investimento";18;-0,8596;0,8596
"objectivo";17;0,5891;-0,5891
"graça";14;0,3601;-0,3601
"seguir";50;-0,6543;0,6543
"pedreira";10;-0,4775;0,4775
"lhe";12;0,4438;-0,4438
"internacional";14;-0,6686;0,6686
"ressaltar";14;-0,249;0,249
"contar";96;-0,3454;0,3454
"3";43;0,8097;-0,8097
"estar";559;0,322;-0,322
"manifestar";16;-0,3077;0,3077
"ambiente";39;-0,671;0,671
"seguida";13;0,3993;-0,3993
"bitcoins";12;-0,5731;0,5731
"característica";14;-0,6686;0,6686
"habitante";20;-0,9552;0,9552
"conseguir";98;1,335;-1,335
"vista";19;0,4991;-0,4991
"taxa";19;0,2198;-0,2198
"real";24;0,3345;-0,3345
"lado";42;0,3492;-0,3492
"virar";14;-0,6686;0,6686
"central";14;-0,6686;0,6686
"ocupar";12;-0,5731;0,5731
"transformar";20;-0,4334;0,4334
"sexta_feira";12;0,4438;-0,4438
"previdência";18;-0,8596;0,8596
"sucesso";15;-0,7164;0,7164
"fiscal";10;-0,1426;0,1426
"famoso";18;-0,3693;0,3693
"correr";17;0,2668;-0,2668
"entanto";21;-0,205;0,205
"coordenador";10;-0,4775;0,4775
"música";24;0,3345;-0,3345
"governador";14;-0,6686;0,6686
"fé";10;-0,1426;0,1426
"a";3970;-0,8063;0,8063
"convencer";10;-0,1426;0,1426
"paulo";61;-0,9624;0,9624
"polícia";96;0,9104;-0,9104
"todo";235;0,4897;-0,4897
"somente";19;0,8911;-0,8911
"7";18;0,542;-0,542
"base";12;-0,1938;0,1938
"suficiente";10;-0,1426;0,1426
"país";115;-1,1033;1,1033
"qualidade";32;0,9607;-0,9607
"hotel";19;1,3879;-1,3879
"minha";85;-0,9525;0,9525
"setor";17;0,5891;-0,5891
"certo";29;-0,1919;0,1919
"quem";76;0,2659;-0,2659
"lacovara";11;-0,5253;0,5253
"chão";12;-0,1938;0,1938
"parecer";31;-0,4436;0,4436
"pessoal";18;0,542;-0,542
"chegar";89;0,8785;-0,8785
"regra";18;0,242;-0,242
"cantar";13;-0,2209;0,2209
"reduzir";17;0,2668;-0,2668
"vilarejo";11;-0,5253;0,5253
"conter";12;0,915;-0,915
"prevenção";10;-0,4775;0,4775
"construção";17;0,5891;-0,5891
"escolha";10;-0,4775;0,4775
"trabalhador";12;0,4438;-0,4438
"localizar";19;0,4991;-0,4991
"apresentar";41;-0,2413;0,2413
"ocorrer";47;0,671;-0,671
"marco";12;-0,5731;0,5731
"óleo";20;-0,9552;0,9552
"marca";27;-1,2896;1,2896
"popular";11;-0,5253;0,5253
"economia";13;-0,2209;0,2209
"permitir";32;-0,4705;0,4705
"autoridade";17;0,5891;-0,5891
"rua";46;0,2759;-0,2759
"tocar";14;-0,249;0,249
"bloco";37;-1,7673;1,7673
"preocupação";12;-0,5731;0,5731
"governo";58;-0,3664;0,3664
"tamanho";10;-0,1426;0,1426
"lembrar";24;-0,27;0,27
"manhattan";12;-0,5731;0,5731
"william";10;0,553;-0,553
"visita";10;-0,1426;0,1426
"organização";10;-0,4775;0,4775
"atacar";13;0,3993;-0,3993
"acidente";17;-0,3382;0,3382
"claro";17;-0,3382;0,3382
"violento";12;-0,1938;0,1938
"coleta";15;-0,7164;0,7164
"blockchain";37;-1,7673;1,7673
"trocar";12;-0,5731;0,5731
"ferida";10;0,553;-0,553
"gosto";16;0,2944;-0,2944
"alguém";15;1,2016;-1,2016
"modo";16;-0,3077;0,3077
"globo";57;1,1658;-1,1658
"causa";29;0,7485;-0,7485
"jogar";22;0,7204;-0,7204
"maílson";18;-0,8596;0,8596
"único";37;-1,7673;1,7673
"final";20;-0,4334;0,4334
"mariana";12;-0,5731;0,5731
"quando";157;0,4321;-0,4321
"bem";97;-1,2701;1,2701
"pressão";10;-0,1426;0,1426
"mês";61;1,3124;-1,3124
"cultura";25;0,3092;-0,3092
"necessidade";14;0,3601;-0,3601
"tornar";34;-0,929;0,929
"passo";10;0,553;-0,553
"atuar";20;-0,4334;0,4334
"tiro";11;1,6727;-1,6727
"atual";24;-1,1462;1,1462
"gênero";13;-0,2209;0,2209
"médio";18;0,242;-0,242
"escrever";36;0,7787;-0,7787
"humano";30;1,5033;-1,5033
"futebol";30;-1,4329;1,4329
"luz";12;0,915;-0,915
"frente";16;0,2944;-0,2944
"aqui";34;-0,2826;0,2826
"limite";12;0,4438;-0,4438
"emoção";11;-0,5253;0,5253
"morador";14;0,3601;-0,3601
"pinheiro";10;-0,4775;0,4775
"chamar";27;0,2645;-0,2645
"possibilidade";24;0,3345;-0,3345
"mesmo";150;-0,532;0,532
"possível";61;-1,3975;1,3975
"parte";82;-0,6247;0,6247
"estado";114;-1,7632;1,7632
"físico";11;-0,5253;0,5253
"40";15;0,3253;-0,3253
"aeronave";13;-0,2209;0,2209
"fechar";10;-0,1426;0,1426
"fato";37;0,4678;-0,4678
"investigar";10;-0,1426;0,1426
"lincoln";16;-0,7641;0,7641
"motivo";18;0,242;-0,242
"preconceito";11;-0,5253;0,5253
"torcido";14;-0,6686;0,6686
"mudo";12;-0,5731;0,5731
"artista";24;-1,1462;1,1462
"questionar";13;-0,6208;0,6208
"norte";26;0,8957;-0,8957
"helicóptero";17;-0,8119;0,8119
"começo";14;-0,6686;0,6686
"etapa";12;-0,5731;0,5731
"apesar";19;0,2198;-0,2198
"ingrediente";10;-0,4775;0,4775
"faixa";21;-0,4662;0,4662
"percorrer";10;-0,4775;0,4775
"presente";17;0,5891;-0,5891
"exigir";14;-0,249;0,249
"reforma";29;-0,7444;0,7444
"utilização";15;-0,7164;0,7164
"segurança";44;-0,2918;0,2918
"prioridade";12;-0,5731;0,5731
"tipo";59;1,0839;-1,0839
"ferido";10;-0,4775;0,4775
"sobre";174;-0,731;0,731
"água";133;-1,5577;1,5577
"100";24;-1,1462;1,1462
"acesso";16;-0,3077;0,3077
"cidade";104;1,393;-1,393
"estrutura";11;-0,1676;0,1676
"morar";28;-0,3658;0,3658
"moral";10;-0,4775;0,4775
"marido";13;-0,2209;0,2209
"pacto";13;-0,6208;0,6208
"melhorar";14;-0,249;0,249
"rio";60;-0,6233;0,6233
"abaixo";23;0,6721;-0,6721
"nós";41;-1,9584;1,9584
"alegre";11;-0,1676;0,1676
"gente";77;-1,4621;1,4621
"delegacia";13;0,8344;-0,8344
"comunidade";21;-0,205;0,205
"mensagem";11;1,0064;-1,0064
"foto";18;0,542;-0,542
"três";58;-0,5768;0,5768
"entrar";49;-0,6282;0,6282
"000";10;1,8321;-1,8321
"formação";11;-0,1676;0,1676
"bonito";15;-0,278;0,278
"2";31;0,665;-0,665
"gerar";15;-0,278;0,278
"segundo";117;-1,8547;1,8547
"redação";14;-0,6686;0,6686
"abrir";15;0,6986;-0,6986
"geral";22;-1,0507;1,0507
"regular";10;-0,1426;0,1426
"dor";15;-0,278;0,278
"delegado";14;-0,6686;0,6686
"anunciar";13;-0,2209;0,2209
"sozinho";16;1,1127;-1,1127
"principalmente";20;1,8667;-1,8667
"suspeita";10;0,553;-0,553
"marcar";10;-0,4775;0,4775
"sair";57;0,2578;-0,2578
"futuro";20;0,4601;-0,4601
"mínimo";25;-1,194;1,194
"falar";83;0,3;-0,3
"apresentação";10;-0,4775;0,4775
"concluir";12;-0,1938;0,1938
"proteína";10;1,8321;-1,8321
"usado";34;-0,2826;0,2826
"funcionário";22;1,1454;-1,1454
"encontrar";80;0,4949;-0,4949
"servir";21;1,7598;-1,7598
"livre";17;-0,8119;0,8119
"estadual";23;-1,0985;1,0985
"aparecer";22;1,6606;-1,6606
"produzir";25;-0,6022;0,6022
"programa";47;-0,9211;0,9211
"unidade";13;-0,6208;0,6208
"personagem";20;-0,9552;0,9552
"assim";67;-0,3515;0,3515
"negar";10;0,553;-0,553
"apontar";35;-0,554;0,554
"trabalho";90;-0,3999;0,3999
"tecnologia";27;-1,2896;1,2896
"erro";10;-0,4775;0,4775
"baixo";20;-0,9552;0,9552
"condição";38;-0,365;0,365
"tarde";19;-0,401;0,401
"atividade";22;-0,2259;0,2259
"produto";41;-0,4318;0,4318
"digital";10;-0,4775;0,4775
"alerta";10;1,111;-1,111
"russo";15;0,6986;-0,6986
"captação";11;-0,5253;0,5253
"menos";53;0,5053;-0,5053
"sustentável";11;-0,5253;0,5253
"dia";142;-0,3159;0,3159
"cozinha";10;-0,4775;0,4775
"viagem";30;-1,4329;1,4329
"instituto";15;1,8239;-1,8239
"bom";88;-0,5353;0,5353
"realmente";11;-0,5253;0,5253
"enorme";13;0,3993;-0,3993
"cérebro";12;0,4438;-0,4438
"mal";20;0,4601;-0,4601
"sofrer";34;-0,2826;0,2826
"mais";422;-1,2089;1,2089
"maio";10;-0,1426;0,1426
"significar";11;1,0064;-1,0064
"janeiro";22;-0,2259;0,2259
"fazer";387;-0,3413;0,3413
"chave";10;-0,1426;0,1426
"org";12;-0,5731;0,5731
"registrar";24;-0,5676;0,5676
"atuação";10;-0,4775;0,4775
"broadcast";13;-0,6208;0,6208
"subterrâneo";12;-0,5731;0,5731
"11";19;0,2198;-0,2198
"10";33;0,3423;-0,3423
"13";16;0,2944;-0,2944
"12";20;-0,1848;0,1848
"15";27;0,8434;-0,8434
"número";28;0,7944;-0,7944
"17";11;1,6727;-1,6727
"16";12;-0,5731;0,5731
"19";15;0,3253;-0,3253
"18";10;1,111;-1,111
"pegar";22;0,3919;-0,3919
"princípio";10;-0,4775;0,4775
"aumentar";14;-0,249;0,249
"cantor";16;1,1127;-1,1127
"interior";11;0,4946;-0,4946
"200";17;0,2668;-0,2668
"normal";13;0,3993;-0,3993
"digno";10;-0,4775;0,4775
"show";24;0,3345;-0,3345
"preciso";22;-1,0507;1,0507
"população";31;-0,2265;0,2265
"já";186;-0,7516;0,7516
"razão";19;0,2198;-0,2198
"certeza";13;0,3993;-0,3993
"proposta";18;-0,3693;0,3693
"achar";71;-0,8997;0,8997
"quadro";10;-0,1426;0,1426
"crescimento";18;-0,3693;0,3693
"família";127;-1,4006;1,4006
"quatro";27;0,2645;-0,2645
"psicológico";10;-0,4775;0,4775
"pai";61;0,744;-0,744
"então";67;-0,3515;0,3515
"perto";20;-0,1848;0,1848
"4";18;0,542;-0,542
"viver";70;0,5177;-0,5177
"imagem";38;1,848;-1,848
"vário";41;1,2364;-1,2364
"compreender";11;0,4946;-0,4946
"atender";14;-0,249;0,249
"sambalanço";10;-0,4775;0,4775
"empresa";115;-0,6381;0,6381
"advogado";24;0,3345;-0,3345
"universidade";19;0,2198;-0,2198
"nível";15;-0,7164;0,7164
"papelão";14;-0,6686;0,6686
"vila";11;-0,1676;0,1676
"14";16;-0,3077;0,3077
"clássico";13;-0,6208;0,6208
"decisão";11;-0,5253;0,5253
"dificuldade";20;-0,4334;0,4334
"prever";15;0,3253;-0,3253
"incluir";25;0,3092;-0,3092
"criatividade";15;-0,7164;0,7164
"dez";34;-1,624;1,624
"morto";41;-0,2413;0,2413
"distribuir";17;-0,8119;0,8119
"carreira";19;-0,9074;0,9074
"sistema";67;-1,1436;1,1436
"discussão";24;-1,1462;1,1462
"24";15;0,3253;-0,3253
"20";46;0,4623;-0,4623
"22";21;-0,4662;0,4662
"23";13;-0,2209;0,2209
"respeito";12;-0,5731;0,5731
"completar";11;0,4946;-0,4946
"porto";15;0,6986;-0,6986
"porta";12;0,915;-0,915
"visitar";11;-0,1676;0,1676
"prefeito";15;-0,7164;0,7164
"analisar";11;-0,5253;0,5253
"verdade";28;-1,3373;1,3373
"vida";113;1,1116;-1,1116
"piloto";27;-1,2896;1,2896
"cada";56;-0,5317;0,5317
"jogo";29;0,4471;-0,4471
"dono";12;0,915;-0,915
"para";1145;-0,7652;0,7652
"conhecer";41;0,6001;-0,6001
"esgoto";21;-0,4662;0,4662
"essa";124;-0,8038;0,8038
"esse";162;-1,9937;1,9937
"permanecer";15;-0,278;0,278
"km";13;-0,2209;0,2209
"valer";28;-1,3373;1,3373
"carne";50;0,3747;-0,3747
"ruim";10;-0,1426;0,1426
"depender";17;-0,8119;0,8119
"8";16;0,2944;-0,2944
"restaurante";19;-0,401;0,401
"tender";20;-0,1848;0,1848
"filho";101;1,7913;-1,7913
"andar";25;0,9517;-0,9517
"parar";21;0,4245;-0,4245
"busca";17;0,2668;-0,2668
"entre";125;0,6428;-0,6428
"verificar";11;0,4946;-0,4946
"atentado";24;-1,1462;1,1462
"mostrar";66;0,609;-0,609
"energia";18;0,9584;-0,9584
"300";10;-0,1426;0,1426
"fechado";15;0,6986;-0,6986
"acompanhar";22;0,7204;-0,7204
"aquilo";19;-0,401;0,401
"financeiro";13;-0,6208;0,6208
"poder";316;0,35;-0,35
"significativo";13;-0,2209;0,2209
"produtor";19;-0,9074;0,9074
"representar";17;-0,8119;0,8119
"malandro";10;-0,1426;0,1426
"básico";14;0,3601;-0,3601
"mecanismo";11;-0,5253;0,5253
"geração";14;-0,6686;0,6686
"operação";24;-1,1462;1,1462
"entender";33;-1,5762;1,5762
"década";15;-0,7164;0,7164
"luiz";11;1,0064;-1,0064
"30";27;-0,6726;0,6726
"preservação";15;-0,7164;0,7164
"presidente";29;-0,1919;0,1919
"força";18;-0,8596;0,8596
"chamado";25;0,9517;-0,9517
"perceber";24;0,6273;-0,6273
"caminho";22;-1,0507;1,0507
"ideia";41;-1,1974;1,1974
"guariroba";29;-1,3851;1,3851
"falta";16;0,2944;-0,2944
"redução";12;-0,1938;0,1938
"unido";26;0,2859;-0,2859
"tso";12;-0,5731;0,5731
"versão";11;-0,1676;0,1676
"camus";23;-1,0985;1,0985
"dan";14;-0,6686;0,6686
"dar";136;0,9433;-0,9433
"quê";11;-0,1676;0,1676
"mato";12;-0,1938;0,1938
"que";2561;-0,6344;0,6344
"compra";15;0,6986;-0,6986
"próximo";39;-0,2101;0,2101
"transação";17;-0,8119;0,8119
"discutir";14;-0,249;0,249
"negro";16;0,2944;-0,2944
"cabeça";20;0,4601;-0,4601
"atitude";11;-0,1676;0,1676
"mim";22;-0,2259;0,2259
"milhão";41;0,3702;-0,3702
"experiência";14;0,3601;-0,3601
"seguro";20;0,4601;-0,4601
"bunuel";18;-0,8596;0,8596
"controlo";22;-0,4995;0,4995
"grosso";13;-0,2209;0,2209
"fator";12;-0,1938;0,1938
"bruno";14;-0,249;0,249
"agora";37;1,0741;-1,0741
"utilizar";32;-0,4705;0,4705
"manhã";14;1,3002;-1,3002
"mundo";85;0,9938;-0,9938
"produtividade";11;-0,5253;0,5253
"psicopata";28;-1,3373;1,3373
"novela";21;-1,0029;1,0029
"sete";14;0,3601;-0,3601
"resultado";23;-0,2476;0,2476
"antonio";25;-1,194;1,194
"executivo";10;-0,4775;0,4775
