"";"X.gr_01";"X.gr_02"
"mendes";2,789;-2,789
"não";1,0549;-1,0549
"a";0,7126;-0,7126
"grande";-0,1564;0,1564
"mouro";0,4206;-0,4206
"delação";0,66;-0,66
"pena";-0,6575;0,6575
"ficar";-0,7587;0,7587
"pedido";-0,8059;0,8059
"envolver";0,7258;-0,7258
"todo";1,3664;-1,3664
"ao";-0,5222;0,5222
"senado";0,2427;-0,2427
"divulgar";0,7134;-0,7134
"dono";-0,8059;0,8059
"nome";0,651;-0,651
"contra";0,3824;-0,3824
"brasília";0,4625;-0,4625
"país";1,505;-1,505
"parlamentar";-0,3033;0,3033
"stf";-0,3669;0,3669
"autorizar";0,2427;-0,2427
"revelar";0,2191;-0,2191
"tentar";0,7833;-0,7833
"esse";1,0653;-1,0653
"executivo";-1,1636;1,1636
"réu";-0,5066;0,5066
"defender";0,2691;-0,2691
"quem";1,6071;-1,6071
"porque";0,7684;-0,7684
"início";-0,212;0,212
"seu";0,4696;-0,4696
"ser";1,0542;-1,0542
"âmbito";0,8775;-0,8775
"sem";0,4308;-0,4308
"lava_jato";0,6526;-0,6526
"pagar";-1,3661;1,3661
"rcifrão";-2,1766;2,1766
"senador";0,9123;-0,9123
"dizer";0,4503;-0,4503
"nacional";0,4625;-0,4625
"pt";-0,2012;0,2012
"chegar";1,3018;-1,3018
"denúncia";-0,8059;0,8059
"pf";0,7256;-0,7256
"recibo";-0,5057;0,5057
"impedir";-0,7587;0,7587
"colaboração";-0,5563;0,5563
"premiar";-0,845;0,845
"rio";-0,6069;0,6069
"busca";-0,1564;0,1564
"próprio";-0,3033;0,3033
"jbs";-1,9233;1,9233
"entre";0,4625;-0,4625
"apresentar";0,3484;-0,3484
"mandar";-0,2415;0,2415
"tomar";1,5942;-1,5942
"impunidade";-0,6575;0,6575
"apoio";-0,5057;0,5057
"organização";-0,5057;0,5057
"condenação";-0,8093;0,8093
"essa";-0,9105;0,9105
"envolvido";1,0545;-1,0545
"pmdb_rj";0,3322;-0,3322
"poder";4,0323;-4,0323
"governo";-0,4065;0,4065
"responsável";-0,5913;0,5913
"dinheiro";-0,5086;0,5086
"corrupção";0,4525;-0,4525
"sérgio_moro";1,1325;-1,1325
"diverso";1,3356;-1,3356
"tentativa";-0,212;0,212
"desdobramento";-0,6069;0,6069
"relação";-0,9611;0,9611
"manter";-0,1836;0,1836
"psdb";0,4131;-0,4131
"depoimento";0,2856;-0,2856
"g1";-0,7081;0,7081
"operação";-0,7968;0,7968
"informação";0,4206;-0,4206
"fachin";0,6264;-0,6264
"público";0,9512;-0,9512
"lei";-0,6157;0,6157
"luiz";-0,8599;0,8599
"ler";-0,1836;0,1836
"presidente";-0,9528;0,9528
"f";-0,6575;0,6575
"julgamento";-0,7587;0,7587
"meio";-0,8599;0,8599
"gilmar";1,2278;-1,2278
"2015";-0,6575;0,6575
"2014";-0,1836;0,1836
"nada";0,37;-0,37
"dever";-0,9611;0,9611
"dar";0,2549;-0,2549
"mandato";0,3322;-0,3322
"edson";0,4861;-0,4861
"além";0,3865;-0,3865
"tempo";-0,5057;0,5057
"que";1,3365;-1,3365
"marcelo";-0,2386;0,2386
"pgr";0,3553;-0,3553
"marqueteiro";0,4131;-0,4131
"próximo";-0,1836;0,1836
"final";-0,5057;0,5057
"haver";-0,6801;0,6801
"quando";-0,5789;0,5789
"petrobras";0,4149;-0,4149
"criminoso";0,3322;-0,3322
"procurador_geral";-0,9611;0,9611
"mês";-0,3792;0,3792
"isso";-0,3266;0,3266
"milhão";-1,3758;1,3758
"ainda";-0,2786;0,2786
"explicar";-0,5057;0,5057
"ninguém";-0,5057;0,5057
"petista";2,3902;-2,3902
"principal";-0,272;0,272
"atuar";-0,5066;0,5066
"tudo";0,9518;-0,9518
"trf4";-0,5057;0,5057
"palocci";-0,2528;0,2528
"agora";1,3356;-1,3356
"frigorífico";-0,5057;0,5057
"sérgio";0,5194;-0,5194
"supremo";0,7684;-0,7684
"eduardo";-0,2272;0,2272
"república";-1,1894;1,1894
"procuradoria";-0,6069;0,6069
"rodrigo";1,4668;-1,4668
"mesmo";0,3008;-0,3008
"possível";-0,3033;0,3033
"parte";0,7134;-0,7134
"paulo";-0,3033;0,3033
"estado";0,37;-0,37
"michel_temer";-0,9728;0,9728
"momento";0,2427;-0,2427
"deltan";1,3946;-1,3946
"fechar";-0,5563;0,5563
"preso";-0,9065;0,9065
"fato";-0,2297;0,2297
"determinar";-0,5563;0,5563
"odebrecht";-0,9426;0,9426
"sentença";-0,5563;0,5563
"ação";-0,5508;0,5508
"também";0,2814;-0,2814
"citar";0,9653;-0,9653
"questionar";0,9653;-0,9653
"inquérito";-0,772;0,772
"investigador";0,4581;-0,4581
"instância";-1,2086;1,2086
"j";-0,6575;0,6575
"investigar";-0,317;0,317
"assunto";0,4131;-0,4131
