"";"X.gr_01";"X.gr_02"
"cumprir";0,46;0,74
"penal";1,38;0,62
"condenar";1,83;2,32
"imóvel";0,46;0,91
"esquema";1,83;0,74
"abertura";0;0,57
"entrevista";1,83;0,74
"menos";0,92;0,51
"ver";0;1,81
"vez";1,83;1,25
"curitiba";1,83;1,42
"autoridade";0;0,85
"dia";2,75;1,76
"querer";0,92;0,96
"joão";2,75;1,02
"cargo";0,46;0,57
"instituto";0,46;0,96
"jornal";1,38;0,4
"semana";1,38;0,79
"ministério";1,83;1,59
"tribunal";0,92;0,85
"você";1,38;0,4
"só";1,38;0,57
"encontrar";1,38;0,4
"conduzir";0,46;0,62
"primeiro";0,92;3,17
"justiça";3,21;2,32
"se";11,01;4,7
"turma";0,92;0,68
"mais";3,21;2,95
"passar";0;0,96
"maior";0,92;0,68
"desde";1,83;0,79
"em";46,79;62,64
"eu";1,38;1,3
"precisar";0,92;0,62
"brasil";3,21;1,42
"ministro";5,5;5,15
"sistema";0,92;0,51
"voto";0,46;0,51
"2";0,92;1,59
"qual";0;1,59
"10";1,83;0,4
"19";0;0,62
"18";0;0,74
"fase";1,38;2,15
"ano";1,83;3,4
"apresentado";0;0,62
"nota";0,92;1,13
"renan";0,46;0,74
"prestar";0,46;0,79
"continuar";0,46;0,57
"quinta_feira";0,46;0,91
"qualquer";0,46;1,08
"teori";0;1,19
"crime";1,83;1,36
"ex_ministro";0,46;1,19
"estar";10,09;3,96
"já";2,75;2,61
"e_mail";0;0,57
"razão";0;0,68
"contar";0,46;1,3
"um";12,39;8,55
"federal";5,96;5,04
"mônica";0,92;0,85
"proposta";1,38;0,45
"como";3,67;4,64
"câmara";1,38;1,36
"por";20,64;22,49
"ricardo";1,38;0,4
"entregar";1,38;0,96
"cunha";1,83;1,47
"pessoa";1,38;2,32
"uma";13,3;7,31
"dallagnol";2,75;0,51
"caso";3,21;2,72
"alvo";0,92;1,53
"prisão";0,46;2,72
"então";0;1,19
"processo";2,75;4,19
"imprensa";2,29;0,34
"4";0,46;1,08
"polícia";2,75;1,76
"tanto";1,38;0,45
"vário";0,46;0,57
"hoje";0,92;0,45
"pagamento";0,46;0,91
"_";0;2,61
"empresa";0,46;1,7
"janot";2,75;1,81
"último";2,29;0,68
"ex_presidente";2,75;4,81
"advogado";2,75;1,87
"batista";0;1,76
"investigado";0,46;1,81
"sexta_feira";0;0,62
"11";0,46;0,57
"juiz";5,5;4,87
"defesa";1,38;2,27
"partido";0,92;0,79
"5";0,46;0,57
"pedir";2,75;2,32
"joesley";0;2,95
"grupo";0,92;0,79
"apartamento";0;0,79
"dilma";3,21;1,42
"sociedade";0,46;0,51
"mpf";2,75;0,96
"decisão";3,21;1,87
"ter";7,34;7,76
"sua";2,29;1,76
"propina";1,83;2,04
"muito";1,38;0,91
"vir";2,29;0,85
"corte";0;0,85
"começar";0;0,62
"6";0;1,02
"incluir";0,46;0,51
"avanço";0;1,02
"levar";0,92;1,02
"procurador";3,21;2,1
"projeto";0,46;0,57
"mendes";3,67;0,79
"não";10,55;7,53
"a";67,89;62,87
"grande";0,46;0,51
"mouro";1,38;0,96
"delação";5,96;4,53
"pena";0;0,74
"ficar";0;0,85
"pedido";0,46;1,59
"envolver";2,29;1,3
"todo";4,59;2,27
"ao";6,42;7,76
"senado";0,92;0,85
"divulgar";1,38;0,62
"dono";0,46;1,59
"nome";1,38;0,68
"contra";2,75;2,32
"brasília";0,92;0,51
"país";4,13;1,81
"parlamentar";0,46;0,79
"stf";6,42;7,08
"autorizar";0,92;0,85
"revelar";0,92;0,91
"tentar";1,38;0,57
"esse";2,29;0,96
"executivo";0;1,3
"réu";0,46;1,13
"defender";0,92;0,79
"quem";2,29;0,62
"porque";1,83;0,91
"início";0,46;0,62
"seu";2,29;1,7
"ser";23,39;18,86
"âmbito";2,29;1,13
"sem";1,83;1,36
"lava_jato";41,74;38,17
"pagar";0;1,53
"rcifrão";0;2,44
"senador";4,13;2,49
"dizer";7,34;6,46
"nacional";0,92;0,51
"pt";1,38;1,42
"chegar";2,29;0,79
"denúncia";0,46;1,59
"pf";3,21;2,04
"recibo";0;0,57
"impedir";0;0,85
"colaboração";0;0,62
"premiar";0,46;1,64
"rio";0;0,68
"busca";0,46;0,51
"próprio";0,46;0,79
"jbs";0;2,15
"entre";1,83;1,3
"apresentar";1,83;1,53
"mandar";0,46;0,68
"tomar";1,83;0,4
"impunidade";0;0,74
"apoio";0;0,57
"organização";0;0,57
"condenação";0;0,91
"essa";0;1,02
"envolvido";1,38;0,4
"pmdb_rj";0,92;0,68
"poder";7,34;2,04
"governo";0,92;1,47
"responsável";1,38;2,38
"dinheiro";1,83;2,72
"corrupção";4,59;3,85
"sérgio_moro";7,34;4,7
"diverso";1,83;0,51
"tentativa";0,46;0,62
"desdobramento";0;0,68
"relação";0;1,08
"manter";0,46;0,57
"psdb";0,92;0,57
"depoimento";2,29;2,15
"g1";0;0,79
"operação";11,47;14,39
"informação";1,38;0,96
"fachin";4,59;3,4
"público";4,13;2,44
"lei";0,46;1,3
"luiz";0;0,96
"ler";0,46;0,57
"presidente";1,83;3,68
"f";0;0,74
"julgamento";0;0,85
"meio";0;0,96
"gilmar";1,83;0,57
"2015";0;0,74
"2014";0,46;0,57
"nada";0,92;0,62
"dever";0;1,08
"dar";1,38;1,3
"mandato";0,92;0,68
"edson";3,21;2,49
"além";1,38;1,02
"tempo";0;0,57
"que";42,66;35,17
"marcelo";1,38;1,53
"pgr";1,38;1,08
"marqueteiro";0,92;0,57
"próximo";0,46;0,57
"final";0;0,57
"haver";1,83;3,12
"quando";0,46;1,25
"petrobras";2,29;1,81
"criminoso";0,92;0,68
"procurador_geral";0;1,08
"mês";0,92;1,42
"isso";0,92;1,3
"milhão";0,46;2,38
"ainda";1,38;1,64
"explicar";0;0,57
"ninguém";0;0,57
"petista";3,67;0,96
"principal";0,46;0,74
"atuar";0,46;1,13
"tudo";1,38;0,45
"trf4";0;0,57
"palocci";0,92;1,13
"agora";1,83;0,51
"frigorífico";0;0,57
"sérgio";0,92;0,45
"supremo";1,83;0,91
"eduardo";1,83;1,93
"república";0,92;2,83
"procuradoria";0;0,68
"rodrigo";2,75;0,96
"mesmo";1,38;1,19
"possível";0,46;0,79
"parte";1,83;0,96
"paulo";0,46;0,79
"estado";0,92;0,62
"michel_temer";1,38;3,12
"momento";0,92;0,85
"deltan";2,29;0,74
"fechar";0;0,62
"preso";0,92;2,38
"fato";0,92;1,08
"determinar";0;0,62
"odebrecht";2,29;4,25
"sentença";0;0,62
"ação";0,92;1,76
"também";4,13;4,02
"citar";1,83;0,74
"questionar";1,83;0,74
"inquérito";0,92;2,15
"investigador";1,38;0,91
"instância";0,46;2,15
"j";0;0,74
"investigar";1,83;2,21
"assunto";0,92;0,57
