"";"x"
"241";0
"242";0
"243";3
"244";0
"245";4
"246";3
"247";5
"248";0
"249";1
"250";1
"251";2
"252";2
"253";2
"254";3
"255";3
"256";3
"257";3
"258";1
"259";1
"260";1
"261";4
"262";0
"263";4
"264";0
"265";3
"266";4
"267";4
"268";0
"269";0
"270";4
"271";0
"272";2
"273";2
"274";3
"275";4
"276";3
"277";3
"278";4
"279";3
"280";3
"281";0
"282";0
"283";0
"284";4
"285";4
"286";4
"287";3
"288";4
"289";2
"290";0
"291";2
"292";0
"293";0
"294";0
"295";1
"296";1
"297";1
"298";1
"299";1
"300";1
"301";2
"302";1
"303";2
"304";2
"305";2
"306";1
"307";1
"308";1
"309";0
"310";0
"311";3
"312";1
"313";3
"314";1
"315";4
"316";4
"317";0
"318";0
"319";0
"320";3
"321";0
"322";4
"323";0
"324";0
"325";3
"326";0
"327";2
"328";0
"329";0
"330";1
"331";2
"332";0
"333";1
"334";3
"335";1
"336";1
"337";1
"338";3
"339";0
"340";3
"341";3
"342";2
"343";2
"344";2
"345";3
"346";0
"347";5
"348";5
"349";3
"350";5
"351";0
"352";0
"353";2
"354";0
"355";4
"356";0
"357";0
"358";3
"359";3
"360";0
"361";0
"362";2
"363";0
"364";3
"365";1
"366";0
"367";1
"368";2
"369";2
"370";2
"371";2
"372";2
"373";2
"374";3
"375";0
"376";3
"377";5
"378";2
"379";2
"380";2
"381";2
"382";3
"383";2
"384";2
"385";3
"386";2
"387";2
"388";2
"389";2
"390";2
"391";2
"392";0
"393";2
"394";3
"395";0
"396";1
"397";0
"398";0
"399";0
"400";3
"401";3
"402";3
"403";3
"404";2
"405";0
"406";1
"407";1
"408";5
"409";3
"410";2
"411";2
"412";2
"413";2
"414";0
"415";2
"416";0
"417";2
"418";2
"419";3
"420";4
"421";5
"422";2
"423";3
"424";4
"425";0
"426";3
"427";0
"428";5
"429";0
"430";5
"431";4
"432";5
"433";5
"434";0
"435";5
"436";5
"437";5
"438";5
"439";5
"440";1
"441";1
"442";2
"443";1
"444";2
"445";2
"446";0
"447";1
"448";0
"449";3
"450";1
"451";3
"452";1
"453";1
"454";0
"455";0
"456";2
"457";2
"458";1
"459";3
"460";3
"461";1
"462";3
"463";1
"464";3
"465";3
"466";3
"467";1
"468";1
"469";0
"470";1
"471";3
"472";2
"473";4
"474";5
"475";3
"476";5
"477";3
"478";4
"479";3
"480";4
"481";3
"482";4
"483";0
"484";2
"485";0
"486";1
"487";0
"488";1
"489";0
"490";0
"491";2
"492";5
"493";0
"494";0
"495";0
"496";0
"497";1
"498";1
"499";3
"500";1
"501";3
"502";3
"503";4
"504";3
"505";3
"506";3
"507";6
"508";0
"509";0
"510";3
"511";2
"512";1
"513";0
"514";0
"515";2
"516";0
"517";3
"518";2
"519";0
"520";0
"521";0
"522";2
"523";0
"524";3
"525";0
"526";0
"527";2
"528";2
"529";2
"530";2
"531";5
"532";6
"533";0
"534";0
"535";2
"536";0
"537";1
"538";2
"539";4
"540";1
"541";1
"542";1
"543";3
"544";3
"545";1
"546";0
"547";0
"548";1
"549";4
"550";4
"551";0
"552";0
"553";0
"554";2
"555";0
"556";3
"557";4
"558";0
"559";2
"560";2
"561";0
"562";3
"563";4
"564";0
"565";3
"566";0
"567";4
"568";1
"569";3
"570";4
"571";5
"572";5
"573";5
"574";0
"575";3
"576";0
"577";4
"578";3
"579";0
"580";3
"581";4
"582";5
"583";0
"584";3
"585";4
"586";4
"587";5
"588";4
"589";0
"590";4
"591";3
"592";5
"593";3
"594";0
"595";2
"596";0
"597";0
"598";0
"599";0
"600";1
"601";3
"602";3
"603";3
"604";3
"605";0
"606";4
"607";4
"608";3
"609";2
"610";0
"611";5
"612";4
"613";5
"614";0
"615";3
"616";3
"617";2
"618";6
"619";6
"620";6
"621";6
"622";6
"623";6
"624";1
"625";1
"626";1
"627";0
"628";0
"629";0
"630";0
"631";0
"632";3
"633";2
"634";0
"635";3
"636";2
"637";0
"638";3
"639";0
"640";4
"641";4
"642";0
"643";0
"644";0
"645";2
"646";0
"647";0
"648";5
"649";0
"650";3
"651";4
"652";2
"653";2
"654";0
"655";1
"656";2
"657";1
"658";0
"659";0
"660";4
"661";5
"662";3
"663";0
"664";4
"665";0
"666";2
"667";2
"668";2
"669";0
"670";2
"671";4
"672";2
"673";1
"674";0
"675";4
"676";0
"677";0
"678";0
"679";0
"680";0
"681";5
"682";0
"683";5
"684";4
"685";5
"686";5
"687";4
"688";4
"689";4
"690";3
"691";2
"692";0
"693";2
"694";6
"695";0
"696";2
"697";1
"698";5
"699";3
"700";0
"701";0
"702";0
"703";2
"704";5
"705";0
"706";3
"707";0
"708";0
"709";0
"710";5
"711";5
"712";3
"713";4
"714";3
"715";3
"716";3
"717";3
"718";5
"719";5
"720";5
"721";2
"722";3
"723";5
"724";5
"725";1
"726";5
"727";0
"728";5
"729";5
"730";3
"731";2
"732";3
"733";3
"734";0
"735";2
"736";3
"737";0
"738";0
"739";0
"740";5
"741";5
"742";5
"743";2
"744";2
"745";2
"746";2
"747";2
"748";2
"749";4
"750";2
"751";3
"752";2
"753";4
"754";2
"755";0
"756";2
"757";2
"758";2
"759";2
"760";2
"761";2
"762";2
"763";2
"764";0
"765";2
"766";2
"767";2
"768";2
"769";2
"770";2
"771";2
"772";0
"773";6
"774";4
"775";2
"776";2
"777";2
"778";5
"779";3
"780";5
"781";2
"782";0
"783";3
"784";3
"785";4
"786";3
"787";4
"788";3
"789";5
"790";0
"791";0
"792";0
"793";0
"794";0
"795";2
"796";2
"797";0
"798";1
"799";1
"800";0
"801";2
"802";2
"803";3
"804";2
"805";4
"806";1
"807";2
"808";0
"809";1
"810";0
"811";5
"812";3
"813";3
"814";0
"815";2
"816";0
"817";0
"818";0
"819";2
"820";2
"821";2
"822";2
"823";5
"824";2
"825";0
"826";3
"827";4
"828";3
"829";4
"830";3
"831";2
"832";0
"833";0
"834";2
"835";2
"836";1
"837";0
"838";2
"839";1
"840";0
"841";4
"842";2
"843";2
"844";5
"845";2
"846";3
"847";0
"848";0
"849";2
"850";2
"851";0
"852";0
"853";0
"854";0
"855";1
"856";0
"857";2
"858";2
"859";0
"860";5
"861";2
"862";0
"863";3
"864";2
"865";0
"866";5
"867";5
"868";0
"869";5
"870";4
"871";5
"872";3
"873";2
"874";0
"875";0
"876";2
"877";5
"878";2
"879";4
"880";5
"881";0
"882";0
"883";3
"884";4
"885";2
"886";2
"887";2
"888";2
"889";0
"890";2
"891";0
"892";6
"893";6
"894";0
"895";4
"896";2
"897";2
"898";6
"899";6
"900";6
"901";6
"902";6
"903";6
"904";6
"905";6
"906";2
"907";2
"908";4
"909";2
"910";2
"911";6
"912";4
"913";4
"914";6
"915";4
"916";4
"917";6
"918";6
"919";1
"920";1
"921";0
"922";2
"923";2
"924";2
"925";2
"926";3
"927";2
"928";2
"929";0
"930";0
"931";0
"932";1
"933";2
"934";2
"935";2
"936";1
"937";1
"938";0
"939";1
"940";2
"941";4
"942";1
"943";1
"944";1
"945";1
"946";2
"947";1
"948";3
"949";3
"950";3
"951";1
"952";4
"953";4
"954";4
"955";1
"956";6
"957";6
"958";6
"959";6
"960";6
"961";6
"962";6
"963";0
"964";0
"965";4
"966";4
"967";0
"968";0
"969";1
"970";1
"971";1
"972";3
"973";3
"974";3
"975";3
"976";0
"977";0
"978";3
"979";1
"980";4
"981";4
"982";6
"983";6
"984";6
"985";6
"986";6
"987";6
"988";6
"989";6
"990";6
"991";6
"992";6
"993";6
"994";6
"995";6
"996";6
"997";6
"998";2
"999";3
"1000";4
"1001";4
"1002";1
"1003";1
"1004";1
"1005";1
"1006";1
"1007";2
"1008";3
"1009";0
"1010";0
"1011";6
"1012";6
"1013";6
"1014";6
"1015";6
"1016";6
"1017";6
"1018";6
"1019";6
"1020";6
"1021";6
"1022";5
"1023";4
"1024";4
"1025";0
"1026";4
"1027";0
"1028";4
"1029";4
"1030";2
"1031";3
"1032";1
"1033";1
"1034";2
"1035";6
"1036";6
"1037";6
"1038";6
"1039";6
"1040";6
"1041";6
"1042";6
"1043";6
"1044";6
"1045";6
"1046";6
"1047";6
"1048";0
"1049";6
"1050";6
"1051";6
"1052";6
"1053";6
"1054";6
"1055";6
"1056";6
"1057";6
"1058";6
"1059";6
"1060";6
"1061";6
"1062";6
"1063";0
"1064";3
"1065";2
"1066";0
"1067";3
"1068";0
"1069";6
"1070";6
"1071";6
"1072";6
"1073";5
"1074";0
"1075";2
"1076";1
"1077";5
"1078";6
"1079";6
"1080";6
"1081";6
"1082";6
"1083";6
"1084";6
"1085";6
"1086";6
"1087";6
"1088";6
"1089";6
"1090";6
"1091";6
"1092";6
"1093";6
"1094";6
"1095";0
"1096";4
"1097";1
"1098";3
"1099";5
"1100";6
"1101";6
"1102";6
"1103";6
"1104";6
"1105";6
"1106";6
"1107";2
"1108";0
"1109";0
"1110";0
"1111";4
"1112";3
"1113";0
"1114";3
"1115";2
"1116";2
"1117";2
"1118";2
"1119";6
"1120";6
"1121";6
"1122";6
"1123";3
"1124";6
"1125";6
"1126";6
"1127";6
"1128";6
"1129";6
"1130";6
"1131";6
"1132";6
"1133";6
"1134";3
"1135";6
"1136";6
"1137";6
"1138";5
"1139";5
"1140";5
"1141";0
"1142";6
"1143";6
"1144";6
"1145";6
"1146";6
"1147";6
"1148";6
"1149";6
"1150";6
"1151";6
"1152";6
"1153";6
"1154";0
"1155";6
"1156";3
"1157";5
"1158";3
"1159";4
"1160";0
"1161";6
"1162";6
"1163";6
"1164";4
"1165";6
"1166";6
"1167";6
"1168";2
"1169";0
"1170";6
"1171";3
"1172";6
"1173";6
"1174";6
"1175";4
"1176";6
"1177";6
"1178";6
"1179";6
"1180";6
"1181";6
"1182";6
"1183";6
"1184";6
"1185";6
"1186";6
"1187";5
"1188";4
"1189";5
"1190";5
"1191";1
"1192";1
"1193";1
"1194";6
"1195";6
"1196";6
"1197";6
"1198";2
"1199";2
"1200";0
"1201";2
"1202";3
"1203";6
"1204";6
"1205";6
"1206";2
"1207";3
"1208";3
"1209";0
"1210";6
"1211";6
"1212";6
"1213";6
"1214";6
"1215";0
"1216";6
"1217";6
"1218";6
"1219";6
"1220";6
"1221";6
"1222";3
"1223";3
"1224";6
"1225";6
"1226";0
"1227";4
"1228";6
"1229";6
"1230";6
"1231";6
"1232";0
"1233";0
"1234";0
"1235";6
"1236";6
"1237";6
"1238";6
"1239";6
"1240";6
"1241";6
"1242";6
"1243";6
"1244";6
"1245";6
"1246";5
"1247";4
"1248";5
"1249";5
"1250";4
"1251";1
"1252";5
"1253";1
"1254";1
"1255";0
"1256";3
"1257";3
"1258";0
"1259";0
"1260";0
"1261";3
"1262";0
"1263";0
"1264";0
"1265";0
"1266";4
"1267";2
"1268";2
"1269";3
"1270";2
"1271";3
"1272";3
"1273";6
"1274";6
"1275";6
"1276";6
"1277";6
"1278";6
"1279";0
"1280";6
"1281";6
"1282";6
"1283";6
"1284";6
"1285";0
"1286";0
"1287";0
"1288";0
"1289";6
"1290";6
"1291";6
"1292";6
"1293";6
"1294";6
"1295";6
"1296";6
"1297";6
"1298";6
"1299";5
"1300";0
"1301";0
"1302";0
"1303";1
"1304";5
"1305";5
"1306";3
"1307";4
"1308";6
"1309";6
"1310";6
"1311";6
"1312";6
"1313";6
"1314";6
"1315";6
"1316";0
"1317";0
"1318";0
"1319";2
"1320";2
"1321";0
"1322";3
"1323";6
"1324";6
"1325";6
"1326";6
"1327";6
"1328";3
"1329";3
"1330";3
"1331";6
"1332";6
"1333";6
"1334";6
"1335";6
"1336";6
"1337";5
"1338";5
"1339";5
"1340";5
"1341";5
"1342";3
"1343";3
"1344";3
"1345";6
"1346";6
"1347";6
"1348";6
"1349";2
"1350";6
"1351";6
"1352";6
"1353";6
"1354";6
"1355";6
"1356";6
"1357";6
"1358";6
"1359";6
"1360";6
"1361";3
"1362";4
"1363";3
"1364";0
"1365";6
"1366";6
"1367";6
"1368";6
"1369";6
"1370";6
"1371";6
"1372";6
"1373";6
"1374";6
"1375";6
"1376";6
"1377";6
"1378";6
"1379";6
"1380";6
"1381";6
"1382";6
"1383";6
"1384";6
"1385";6
"1386";6
"1387";6
"1388";6
"1389";6
"1390";6
"1391";6
"1392";6
"1393";6
"1394";6
"1395";6
"1396";6
"1397";6
"1398";6
"1399";6
"1400";6
"1401";6
"1402";6
"1403";4
"1404";6
"1405";6
"1406";6
"1407";6
"1408";6
"1409";6
"1410";6
"1411";6
"1412";6
"1413";6
"1414";6
"1415";3
"1416";6
"1417";3
"1418";6
"1419";6
"1420";6
"1421";2
"1422";3
"1423";0
"1424";2
"1425";2
"1426";2
"1427";2
"1428";2
"1429";0
"1430";6
"1431";6
"1432";6
"1433";6
"1434";6
"1435";6
"1436";6
"1437";6
"1438";6
"1439";6
"1440";6
"1441";0
"1442";0
"1443";2
"1444";2
"1445";6
"1446";6
"1447";6
"1448";6
"1449";6
"1450";6
"1451";2
"1452";2
"1453";1
"1454";2
"1455";2
"1456";4
"1457";3
"1458";6
"1459";4
"1460";6
"1461";6
"1462";3
"1463";6
"1464";6
"1465";0
"1466";3
"1467";4
"1468";6
"1469";6
"1470";6
"1471";6
"1472";6
"1473";6
"1474";6
"1475";6
"1476";6
"1477";6
"1478";6
"1479";6
"1480";6
"1481";0
"1482";0
"1483";2
"1484";1
"1485";0
"1486";6
"1487";6
"1488";6
"1489";3
"1490";0
"1491";3
"1492";3
"1493";1
"1494";6
"1495";6
"1496";6
"1497";6
"1498";6
"1499";6
"1500";6
"1501";0
"1502";4
"1503";1
"1504";6
"1505";6
"1506";3
"1507";0
"1508";2
"1509";2
"1510";3
"1511";1
"1512";3
"1513";4
"1514";3
"1515";1
"1516";3
"1517";3
"1518";3
"1519";0
"1520";0
"1521";3
"1522";0
"1523";6
"1524";6
"1525";6
"1526";6
"1527";6
"1528";6
"1529";6
"1530";6
"1531";6
"1532";6
"1533";6
"1534";6
"1535";6
"1536";6
"1537";6
"1538";6
"1539";6
"1540";6
"1541";6
"1542";6
"1543";6
"1544";6
"1545";6
"1546";6
"1547";2
"1548";2
"1549";2
"1550";2
"1551";6
"1552";6
"1553";6
"1554";6
"1555";2
"1556";3
"1557";2
"1558";2
"1559";1
"1560";1
"1561";2
"1562";1
"1563";2
"1564";1
"1565";3
"1566";6
"1567";6
"1568";3
"1569";4
"1570";6
"1571";5
"1572";2
"1573";2
"1574";2
"1575";2
"1576";2
"1577";2
"1578";6
"1579";6
"1580";6
"1581";6
"1582";6
"1583";6
"1584";6
"1585";6
"1586";6
"1587";0
"1588";0
"1589";3
"1590";3
"1591";4
"1592";3
"1593";1
"1594";0
"1595";0
"1596";1
"1597";6
"1598";6
"1599";6
"1600";6
"1601";3
"1602";3
"1603";6
"1604";6
"1605";6
"1606";6
"1607";6
"1608";6
"1609";6
"1610";5
"1611";5
"1612";5
"1613";4
"1614";0
"1615";5
"1616";5
"1617";3
"1618";5
"1619";3
"1620";0
"1621";5
"1622";1
"1623";4
"1624";5
"1625";4
"1626";3
"1627";4
"1628";4
"1629";3
"1630";5
"1631";5
"1632";0
"1633";0
"1634";2
"1635";2
"1636";0
"1637";2
"1638";0
"1639";2
"1640";3
"1641";2
"1642";3
"1643";3
"1644";5
"1645";3
"1646";2
"1647";2
"1648";1
"1649";2
"1650";3
"1651";4
"1652";3
"1653";3
"1654";2
"1655";2
"1656";0
"1657";2
"1658";3
"1659";1
"1660";2
"1661";1
"1662";2
"1663";3
"1664";5
"1665";3
"1666";0
"1667";0
"1668";0
"1669";0
"1670";2
"1671";2
"1672";2
"1673";2
"1674";3
"1675";0
"1676";3
"1677";0
"1678";4
"1679";0
"1680";4
"1681";0
"1682";4
"1683";3
"1684";2
"1685";2
"1686";2
"1687";2
"1688";2
"1689";2
"1690";2
"1691";1
"1692";1
"1693";2
"1694";0
"1695";3
"1696";2
"1697";2
"1698";0
"1699";2
"1700";0
"1701";5
"1702";3
"1703";3
"1704";5
"1705";5
"1706";0
"1707";0
"1708";2
"1709";0
"1710";2
"1711";3
"1712";3
"1713";2
"1714";0
"1715";5
"1716";5
"1717";0
"1718";3
"1719";0
"1720";0
"1721";3
"1722";3
"1723";2
"1724";0
"1725";1
"1726";1
"1727";0
"1728";5
"1729";3
"1730";0
"1731";3
"1732";3
"1733";3
"1734";0
"1735";2
"1736";0
"1737";0
"1738";0
"1739";1
"1740";1
"1741";3
"1742";5
"1743";0
"1744";2
"1745";3
"1746";5
"1747";2
"1748";2
"1749";2
"1750";2
"1751";5
"1752";2
"1753";1
"1754";1
"1755";1
"1756";5
"1757";0
"1758";4
"1759";0
"1760";0
"1761";0
"1762";0
"1763";2
"1764";2
"1765";2
"1766";5
"1767";2
"1768";1
"1769";1
"1770";3
"1771";0
"1772";0
"1773";0
"1774";0
"1775";4
"1776";2
"1777";2
"1778";2
"1779";2
"1780";4
"1781";3
"1782";0
"1783";0
"1784";2
"1785";0
"1786";0
"1787";0
"1788";2
"1789";0
"1790";2
"1791";1
"1792";0
"1793";1
"1794";3
"1795";3
"1796";5
"1797";1
"1798";2
"1799";1
"1800";0
"1801";0
"1802";2
"1803";2
"1804";5
"1805";3
"1806";3
"1807";4
"1808";1
"1809";0
"1810";3
"1811";3
"1812";5
"1813";3
"1814";3
"1815";3
"1816";0
"1817";0
"1818";3
"1819";0
"1820";0
"1821";0
"1822";0
"1823";0
"1824";3
"1825";2
"1826";2
"1827";2
"1828";0
"1829";0
"1830";2
"1831";2
"1832";0
"1833";3
"1834";3
"1835";3
"1836";3
"1837";3
"1838";2
"1839";0
"1840";0
"1841";0
"1842";2
"1843";0
"1844";3
"1845";4
"1846";4
"1847";2
"1848";3
"1849";0
"1850";0
"1851";2
"1852";0
"1853";3
"1854";0
"1855";0
"1856";2
"1857";2
"1858";2
"1859";3
"1860";3
"1861";0
"1862";5
"1863";4
"1864";4
"1865";2
"1866";2
"1867";0
"1868";3
"1869";0
"1870";2
"1871";2
"1872";4
"1873";0
"1874";2
"1875";0
"1876";0
"1877";2
"1878";2
"1879";2
"1880";2
"1881";0
"1882";2
"1883";2
"1884";0
"1885";3
"1886";2
"1887";2
"1888";5
"1889";0
"1890";0
"1891";1
"1892";3
"1893";0
"1894";0
"1895";2
"1896";0
"1897";2
"1898";2
"1899";2
"1900";3
"1901";1
"1902";3
"1903";5
"1904";0
"1905";3
"1906";1
"1907";4
"1908";2
"1909";0
"1910";4
"1911";4
"1912";3
"1913";3
"1914";6
"1915";0
"1916";1
"1917";4
"1918";1
"1919";3
"1920";4
"1921";0
"1922";0
"1923";3
"1924";5
"1925";1
"1926";4
"1927";1
"1928";5
"1929";4
"1930";4
"1931";5
"1932";4
"1933";5
"1934";5
"1935";5
"1936";5
"1937";5
"1938";5
"1939";0
"1940";5
"1941";5
"1942";5
"1943";4
"1944";5
"1945";0
"1946";5
"1947";5
"1948";5
"1949";5
"1950";4
"1951";5
"1952";5
"1953";5
"1954";5
"1955";0
"1956";5
"1957";0
"1958";5
"1959";4
"1960";5
"1961";1
"1962";5
"1963";0
"1964";5
"1965";5
"1966";5
"1967";5
"1968";3
"1969";3
"1970";4
"1971";5
"1972";0
"1973";3
"1974";1
"1975";1
"1976";1
"1977";1
"1978";1
"1979";1
"1980";1
"1981";1
"1982";1
"1983";2
"1984";0
"1985";1
"1986";1
"1987";1
"1988";1
"1989";1
"1990";1
"1991";1
"1992";1
"1993";1
"1994";0
"1995";0
"1996";2
"1997";4
"1998";2
"1999";3
"2000";1
"2001";4
"2002";2
"2003";0
"2004";1
"2005";0
"2006";0
"2007";2
"2008";1
"2009";3
"2010";1
"2011";0
"2012";2
"2013";0
"2014";1
"2015";1
"2016";1
"2017";4
"2018";4
"2019";1
"2020";1
"2021";1
"2022";2
"2023";1
"2024";0
"2025";1
"2026";0
"2027";1
"2028";0
"2029";1
"2030";0
"2031";1
"2032";1
"2033";1
"2034";0
"2035";4
"2036";1
"2037";1
"2038";1
"2039";1
"2040";3
"2041";3
"2042";4
"2043";1
"2044";1
"2045";0
"2046";0
"2047";0
"2048";4
"2049";0
"2050";3
"2051";0
"2052";0
"2053";0
"2054";0
"2055";0
"2056";3
"2057";0
"2058";0
"2059";0
"2060";0
"2061";0
"2062";3
"2063";3
"2064";0
"2065";3
"2066";0
"2067";0
"2068";0
"2069";0
"2070";0
"2071";5
"2072";0
"2073";0
"2074";6
"2075";6
"2076";6
"2077";0
"2078";0
"2079";1
"2080";0
"2081";0
"2082";0
"2083";0
"2084";0
"2085";1
"2086";1
"2087";1
"2088";1
"2089";2
"2090";0
"2091";0
"2092";0
"2093";0
"2094";3
"2095";4
"2096";5
"2097";5
"2098";0
"2099";0
"2100";0
"2101";5
"2102";5
"2103";5
"2104";5
"2105";5
"2106";0
"2107";4
"2108";0
"2109";4
"2110";4
"2111";5
"2112";4
"2113";0
"2114";5
"2115";5
"2116";0
"2117";0
"2118";0
"2119";0
"2120";5
"2121";0
"2122";1
"2123";0
"2124";1
"2125";0
"2126";1
"2127";2
"2128";0
"2129";0
"2130";2
"2131";0
"2132";2
"2133";2
"2134";1
"2135";2
"2136";2
"2137";0
"2138";1
"2139";0
"2140";1
"2141";1
"2142";1
"2143";1
"2144";1
"2145";1
"2146";1
"2147";1
"2148";0
"2149";1
"2150";0
"2151";0
"2152";5
"2153";5
"2154";0
"2155";5
"2156";0
"2157";0
"2158";5
"2159";5
"2160";5
"2161";5
"2162";5
"2163";5
"2164";0
"2165";0
"2166";0
"2167";3
"2168";0
"2169";0
"2170";0
"2171";0
"2172";0
"2173";0
"2174";0
"2175";0
"2176";0
"2177";6
"2178";0
"2179";2
"2180";3
"2181";3
"2182";4
"2183";3
"2184";3
"2185";4
"2186";3
"2187";3
"2188";0
"2189";0
"2190";0
"2191";0
"2192";0
"2193";0
"2194";0
"2195";4
"2196";0
"2197";0
"2198";6
"2199";4
"2200";4
"2201";0
"2202";0
"2203";0
"2204";0
"2205";0
"2206";4
"2207";0
"2208";0
"2209";0
"2210";3
"2211";4
"2212";0
"2213";0
"2214";0
"2215";4
"2216";3
"2217";4
"2218";0
"2219";0
"2220";2
"2221";2
"2222";4
"2223";2
"2224";2
"2225";0
"2226";0
"2227";2
"2228";0
"2229";5
"2230";5
"2231";4
"2232";3
"2233";3
"2234";4
"2235";4
"2236";5
"2237";1
"2238";5
"2239";0
"2240";1
"2241";1
"2242";0
"2243";0
"2244";0
"2245";0
"2246";2
"2247";5
"2248";0
"2249";5
"2250";3
"2251";5
"2252";0
"2253";5
"2254";4
"2255";0
"2256";5
"2257";4
"2258";1
"2259";4
"2260";5
"2261";5
"2262";0
"2263";5
"2264";4
"2265";3
"2266";4
"2267";0
"2268";5
"2269";5
"2270";4
"2271";3
"2272";1
"2273";3
"2274";0
"2275";4
"2276";0
"2277";1
"2278";1
"2279";1
"2280";2
"2281";2
"2282";1
"2283";1
"2284";1
"2285";1
"2286";1
"2287";0
"2288";2
"2289";2
"2290";2
"2291";1
"2292";3
"2293";3
"2294";3
"2295";4
"2296";1
"2297";1
"2298";1
"2299";2
"2300";2
"2301";4
"2302";3
"2303";1
"2304";0
"2305";0
"2306";1
"2307";1
"2308";2
"2309";1
"2310";4
"2311";5
"2312";3
"2313";5
"2314";3
"2315";5
"2316";0
"2317";5
"2318";5
"2319";3
"2320";3
"2321";1
"2322";0
"2323";3
"2324";5
"2325";5
"2326";4
"2327";3
"2328";5
"2329";5
"2330";5
"2331";2
"2332";2
"2333";2
"2334";2
"2335";2
"2336";2
"2337";2
"2338";2
"2339";2
"2340";1
"2341";2
"2342";2
"2343";2
"2344";2
"2345";2
"2346";2
"2347";2
"2348";2
"2349";2
"2350";2
"2351";3
"2352";2
"2353";2
"2354";2
"2355";2
"2356";0
"2357";3
"2358";2
"2359";2
"2360";2
"2361";3
"2362";1
"2363";1
"2364";0
"2365";2
"2366";0
"2367";1
"2368";1
"2369";1
"2370";1
"2371";2
"2372";2
"2373";2
"2374";2
"2375";2
"2376";1
"2377";2
"2378";2
"2379";1
"2380";2
"2381";2
"2382";0
"2383";2
"2384";0
"2385";2
"2386";0
"2387";0
"2388";0
"2389";0
"2390";0
"2391";2
"2392";3
"2393";4
"2394";5
"2395";3
"2396";3
"2397";5
"2398";3
"2399";0
"2400";4
"2401";0
"2402";0
"2403";4
"2404";0
"2405";0
"2406";4
"2407";4
"2408";0
"2409";5
"2410";1
"2411";1
"2412";1
"2413";1
"2414";1
"2415";0
"2416";1
"2417";1
"2418";1
"2419";1
"2420";1
"2421";2
"2422";0
"2423";5
"2424";1
"2425";1
"2426";1
"2427";1
"2428";1
"2429";1
"2430";1
"2431";1
"2432";0
"2433";1
"2434";1
"2435";0
"2436";1
"2437";0
"2438";0
"2439";3
"2440";2
"2441";2
"2442";0
"2443";0
"2444";3
"2445";0
"2446";0
"2447";0
"2448";4
"2449";3
"2450";0
"2451";0
"2452";0
"2453";0
"2454";0
"2455";0
"2456";0
"2457";0
"2458";0
"2459";0
"2460";0
"2461";0
"2462";0
"2463";0
"2464";0
"2465";0
"2466";0
"2467";2
"2468";2
"2469";1
"2470";1
"2471";1
"2472";0
"2473";0
"2474";2
"2475";2
"2476";0
"2477";0
"2478";0
"2479";2
"2480";0
"2481";0
"2482";2
"2483";0
"2484";0
"2485";1
"2486";0
"2487";0
"2488";0
"2489";1
"2490";1
"2491";0
"2492";0
"2493";0
"2494";0
"2495";0
"2496";2
"2497";0
