"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"mês";0;0,021;0,181;0;0,862;0,059
"informar";0,111;0;0,002;0;0,003;0
"forma";0,765;0,015;0,006;0;0,022;0,187
"recurso";0;0,007;0;0;0,012;0
"sul";0;0;0;0;0;0
"valor";0,003;0;0;0;0;0
"rio";0;0,021;0,727;0,542;0;0
"levar";0,007;0,004;0,28;0,519;0,077;0,459
"bem";0,248;0,004;0;0;0,023;0,015
"informação";0,018;0;0,008;0,001;0;0
"cunha";0,063;0;0;0;0;0
"sírio";0;0;0;0;0;0
"próprio";0;0,778;0,02;0,63;0,735;0,087
"prova";0;0;0;0;0;0
"apresentar";0;0,796;0;0,002;0,372;0
"projeto";0;0;0,001;0,098;0;0
"coisa";0;0;0;0,055;0,022;0
"crise";0;0;0,025;0;0,627;0,641
"pf";0,866;0;0,131;0,001;0;0
"preso";0;0;0,007;0;0,001;0
"china";0;0;0;0;0;0
"pagamento";0,001;0;0;0;0;0
"força";0;0;0,064;0,757;0,243;0
"tempo";0,002;0;0,001;0;0,136;0,118
"acontecer";0,001;0;0;0,568;0,167;0,254
"continuar";0,001;0,001;0,837;0,001;0,039;0
"medida";0,876;0,003;0,004;0,998;0;0,428
"econômico";0,002;0,006;0,224;0;0,538;0,744
"conversa";0;0;0,17;0,013;0,014;0,04
"relator";0;0;0;0;0;0
"kim";0;0;0;0;0;0
"condenar";0;0;0;0;0;0,002
"autoridade";0,197;0,012;0;0,211;0,052;0,646
"social";0;0;0;0;0,23;0
"situação";0;0;0,422;0;0,094;0,835
"conseguir";0;0,405;0;0,806;0,82;0,634
"eleição";0,001;0;0,013;0,101;0;0
"batista";0;0;0;0;0;0
"passado";0,154;0,451;0,702;0,534;0,036;0,249
"pouco";0;0;0;0;0,051;0,933
"pmdb";0,011;0;0,005;0;0;0
"gente";0;0;0;0,407;0,09;0
"cargo";0,022;0,073;0,046;0,087;0;0
"realizar";0,24;0,011;0;0,003;0,001;0
"manter";0;0,242;0,018;0,106;0,348;0,417
"líder";0;0;0,002;0,052;0;0
"eduardo";0,312;0;0;0;0;0
"rodrigo";0;0,265;0,052;0;0;0
"base";0,142;0;0;0,021;0,031;0
"eleitoral";0;0,011;0,003;0,02;0,012;0
"senado";0;0;0;0;0;0
"arma";0;0;0;0;0;0
"achar";0;0;0;0;0,142;0
"voto";0;0;0,012;0,004;0;0
"marcelo";0,426;0;0,006;0;0;0
"declarar";0,002;0,003;0,01;0,037;0,157;0
"começar";0,581;0;0;0,138;0,496;0,361
"tomar";0,948;0;0,011;0;0,515;0,366
"divulgar";0,245;0,026;0,121;0,021;0,295;0,001
"parlamentar";0,054;0,086;0,041;0;0;0
"apartamento";0,01;0;0,19;0,09;0,155;0,002
"ocorrer";0,001;0,633;0,03;0,366;0,016;0,169
"dono";0;0;0,001;0;0;0
"julgamento";0;0;0,002;0,267;0,005;0
"petista";0;0,511;0,5;0,543;0,026;0
"tribunal";0;0;0;0;0;0
"questão";0,088;0,001;0,597;0,009;0,211;0,314
"executivo";0,002;0;0;0;0,485;0
"colocar";0;0,003;0,386;0,006;0,026;0,336
"candidato";0;0,001;0,032;0,001;0;0
"final";0;0,922;0,065;0,439;0,219;0,011
"bom";0;0;0;0;0,873;0,001
"sistema";0,016;0,018;0,498;0;0,246;0,006
"filho";0,825;0,039;0;0;0,307;0
"responder";0,029;0,48;0,776;0,003;0,075;0,002
"possível";0,661;0,014;0,158;0,515;0,361;0
"congresso";0;0;0;0,02;0;0
"próximo";0,438;0;0,181;0,357;0;0,86
"fachin";0;0;0,028;0,051;0,023;0,011
"considerar";0;0,004;0,027;0,374;0,319;0,457
"documento";0;0;0,002;0;0,034;0
"delator";0,454;0;0;0;0;0
"janot";0,845;0;0,309;0,518;0,048;0,002
"guerra";0;0;0,001;0,19;0;0
"proposta";0,009;0;0,006;0,004;0;0
"petrobras";0,655;0;0;0;0;0
"aprovar";0;0;0;0;0;0
"problema";0;0;0;0;0,002;0,717
"acabar";0,058;0;0;0,333;0,327;0,083
"procurador";0;0;0,001;0,007;0;0
"mpf";0;0;0;0;0;0
"presidência";0,281;0,7;0,017;0,173;0;0
"usar";0,034;0,708;0,246;0,618;0,024;0
"apoio";0,008;0,753;0,062;0,42;0,002;0,021
"joão";0,012;0;0,007;0;0,851;0
"voltar";0,532;0;0,237;0,506;0;0,567
"reunião";0,001;0,158;0,008;0,081;0,621;0
"sair";0,002;0,184;0;0,203;0,101;0
"negar";0;0;0;0;0,049;0,018
"pena";0;0;0;0;0,001;0
"mostrar";0,007;0,251;0,592;0;0,09;0,172
"principal";0,342;0,095;0,02;0,462;0;0,022
"mandato";0,001;0,125;0,1;0,556;0;0
"investigar";0,203;0;0,006;0,001;0,184;0
"instância";0;0;0;0;0,001;0
"hora";0,178;0;0;0,275;0,087;0
"região";0;0;0,455;0,186;0;0
"josé";0,013;0;0,027;0,003;0,774;0
"entrar";0,857;0,004;0,951;0,195;0,534;0,115
"ato";0;0,007;0,04;0,174;0,166;0,019
"psdb";0,087;0,76;0;0;0;0
"palocci";0,025;0;0;0;0;0
"ex_ministro";0,089;0;0;0;0,001;0
"entrevista";0;0,769;0,932;0,75;0;0,081
"acusação";0;0;0,001;0,001;0,001;0
"rússia";0;0;0;0;0;0
"confirmar";0,21;0;0,001;0,006;0,007;0,483
"teste";0;0;0;0;0;0
"citar";0,059;0;0,278;0,057;0,119;0,004
"cidade";0,56;0,025;0,909;0,094;0,324;0,029
"responsável";0;0,001;0,001;0,061;0,007;0,009
"ameaça";0;0;0;0,002;0;0
"acusar";0;0;0,001;0;0,005;0,016
"trabalhar";0,004;0;0;0;0,028;0,543
"sociedade";0,004;0;0,853;0;0,005;0
"regime";0,41;0;0;0;0;0
"brasília";0,595;0,034;0,786;0,004;0,006;0,021
"época";0,082;0;0,509;0,741;0,01;0
"neve";0;0;0,007;0,002;0,06;0
"internacional";0;0;0;0,066;0,006;0
"existir";0,03;0,055;0,083;0;0,648;0,019
"votar";0,022;0;0,004;0;0;0
"claro";0,003;0,002;0,206;0;0,771;0,244
"importante";0,002;0;0,502;0;0,42;0,92
"g1";0,638;0,401;0;0,393;0,74;0
"esperar";0,056;0;0,001;0,01;0,815;0,267
"encontrar";0;0,002;0;0,21;0,004;0,382
"decidir";0;0,013;0,06;0,005;0,214;0,061
"janeiro";0;0,02;0,067;0,165;0;0,057
"criminoso";0;0;0,005;0,001;0;0
"criar";0,001;0,444;0,06;0;0,422;0,652
"exemplo";0,007;0,05;0,862;0,001;0,001;0,056
"condenação";0;0;0;0;0,002;0
"programa";0;0;0,334;0,014;0,232;0
"partir";0,709;0;0,021;0,562;0,006;0,359
"melhor";0,007;0;0,151;0;0,8;0,223
"assunto";0,002;0,026;0,221;0,019;0,185;0,045
"cercar";0,096;0;0,032;0,003;0,02;0,001
"tratar";0,417;0;0,139;0,024;0,853;0,095
"premiar";0,025;0;0;0;0;0
"ordem";0,007;0;0,023;0,001;0,141;0,005
"família";0,466;0,617;0;0,2;0,824;0
"parecer";0,162;0;0,907;0;0,018;0,233
"número";0,02;0,963;0,938;0,009;0,472;0,235
"maia";0;0;0;0;0;0
"atual";0,006;0,527;0,029;0,632;0;0,232
"área";0,004;0,501;0,034;0,13;0,671;0,689
"ponto";0,429;0,022;0,494;0;0,854;0,004
"foro";0,448;0;0,11;0,139;0;0
"serviço";0,06;0,029;0,839;0,297;0,048;0,96
"enviar";0,519;0,151;0,001;0,003;0,798;0
"contrato";0,007;0;0,003;0;0;0
"vídeo";0,084;0;0;0,002;0,178;0,002
"participar";0,6;0,648;0,068;0,026;0;0,992
"oas";0;0,005;0,124;0,021;0,011;0,004
"ler";0,37;0;0,2;0,11;0,008;0,001
"lado";0,001;0;0,133;0;0,241;0,01
"conselho";0,439;0,169;0,001;0,001;0,382;0
"acreditar";0,008;0;0,365;0;0,24;0,023
"questionar";0,961;0,113;0,012;0,137;0,001;0,282
"banco";0,091;0;0,023;0,002;0,256;0,078
"tipo";0,026;0,002;0,638;0,011;0,01;0
"declaração";0;0,05;0,147;0,03;0,159;0,001
"rede";0,012;0,003;0;0,025;0,275;0,009
"local";0,059;0,033;0,074;0,694;0,271;0,002
"envolver";0;0;0,006;0,146;0,016;0,007
"vida";0,012;0;0;0;0,004;0,032
"supremo";0;0,028;0,338;0,661;0,033;0,047
"encontro";0,064;0;0,077;0,051;0,088;0,018
"seguir";0,552;0,104;0,016;0,005;0,475;0,015
"entender";0,953;0,008;0;0,365;0,52;0,018
"anunciar";0,034;0,001;0,002;0,028;0,007;0
"único";0,956;0,022;0,001;0,981;0,075;0,23
"instituto";0,604;0;0,026;0,176;0,044;0,218
"impeachment";0,067;0,749;0,651;0,769;0;0
"atuar";0,477;0;0,04;0,609;0,026;0,009
"inquérito";0,369;0;0,206;0,099;0,169;0,003
"civil";0,669;0,409;0,077;0,807;0,153;0,068
"chamar";0,115;0,914;0;0,002;0,749;0,191
"carne";0;0;0,002;0,025;0;0
"início";0,252;0,329;0,114;0,71;0,313;0,374
"governador";0,006;0,72;0,004;0,011;0;0
"empreiteiro";0,014;0;0,001;0;0;0
"cumprir";0;0,249;0,011;0,483;0,665;0,012
"população";0,002;0;0,053;0;0,165;0,015
"pgr";0,543;0;0,035;0;0;0
"mandar";0,016;0,281;0,027;0,068;0,628;0,001
"discurso";0,005;0;0,042;0,302;0;0,112
"mudança";0,002;0;0,155;0;0;0,768
"geral";0,021;0;0,1;0,633;0,181;0,027
"entregar";0,008;0;0,004;0;0,006;0
"movimento";0,001;0;0;0;0,027;0,13
"triplex";0;0;0,004;0,005;0,033;0,001
"réu";0;0,262;0;0;0;0
"pyongyang";0;0;0;0;0;0
"organização";0;0,559;0,005;0,838;0,001;0,727
"mulher";0,03;0,012;0;0;0,39;0
"intervenção";0;0;0,473;0,014;0;0,002
"imóvel";0,001;0,001;0,186;0,114;0,047;0,026
"rousseff";0,923;0;0,105;0;0,29;0
"interesse";0,134;0,182;0,013;0,25;0,577;0,123
"homem";0,395;0;0;0,453;0,338;0,539
"tornar";0,552;0,038;0,552;0;0,212;0,598
"planalto";0,024;0,923;0,03;0,024;0;0
"longo";0,056;0,187;0,777;0,356;0,023;0
"história";0,073;0,014;0;0;0,001;0,008
"prestar";0,141;0;0,044;0,004;0,003;0
"oficial";0,024;0;0,03;0,047;0,019;0
"necessário";0,059;0;0,126;0;0,008;0,384
"corte";0;0,011;0,052;0,077;0,162;0
"atingir";0,003;0,026;0,017;0,003;0,001;0
"senhor";0,017;0,311;0;0,002;0,232;0
"objectivo";0,091;0,615;0,002;0,696;0,2;0,007
"explicar";0,454;0,016;0,437;0,035;0,024;0,008
"chefe";0,012;0;0,062;0,051;0,351;0,161
"perder";0,064;0,001;0;0,058;0,559;0,599
"donald";0;0;0;0;0;0
"conta";0,228;0;0,014;0;0,602;0
"setor";0,009;0;0,494;0,12;0,075;0,007
"povo";0,001;0;0;0,634;0,008;0,025
"apontar";0,097;0;0,006;0,047;0,677;0,006
"diverso";0,951;0,002;0,022;0,669;0,302;0,929
"publicar";0,253;0,535;0;0,246;0,213;0,934
"previdência";0;0;0;0;0;0
"lavagem";0;0,02;0;0;0;0
"imprensa";0,487;0,072;0,877;0,413;0,055;0,849
"diretor";0,023;0;0,468;0,095;0,074;0,003
"comprar";0,001;0;0,221;0,003;0,001;0,001
"policial";0,245;0,698;0,883;0,001;0,699;0
"jornal";0,003;0;0,868;0,506;0,006;0,727
"constituição";0,218;0;0;0;0;0,009
"prever";0;0,002;0,002;0,539;0;0,027
"silva";0,139;0;0,007;0,905;0,753;0
"renan";0,001;0,001;0,052;0,014;0;0
"assumir";0,011;0,08;0,122;0;0;0,041
"alvo";0,843;0,002;0,001;0,001;0,758;0,002
"ajudar";0,033;0,125;0,163;0,058;0,559;0,997
"texto";0,107;0,046;0,424;0,078;0;0
"relatar";0,125;0;0,082;0;0,002;0,002
"penal";0;0,001;0,002;0,056;0;0
"favor";0,025;0,017;0,046;0,131;0,008;0
"caixa";0,002;0;0,207;0,003;0,044;0
"violência";0;0;0,548;0;0,824;0
"investigado";0,005;0;0,001;0,004;0,01;0
"destacar";0,051;0,229;0,046;0,001;0,03;0,929
"permitir";0,025;0,004;0,041;0,239;0,001;0,161
"palácio";0,001;0;0,001;0,058;0;0
"esquema";0,141;0;0;0;0,001;0
"pensar";0,001;0;0;0;0,307;0,009
"morte";0,072;0,032;0,18;0,045;0,064;0,01
"lançar";0;0;0,001;0;0,412;0
"exterior";0,001;0;0,051;0,01;0,016;0
"evitar";0,214;0,63;0,047;0,591;0,989;0,088
"possibilidade";0;0;0,015;0,913;0,001;0,888
"norte_coreano";0;0;0;0;0;0
"chamado";0,266;0,004;0,303;0,722;0,758;0,188
"superior";0;0,003;0,003;0,013;0;0
"mundial";0;0;0,379;0,009;0,094;0
"incluir";0,152;0,27;0,053;0,048;0,701;0
"russo";0;0;0;0;0;0
"economia";0,008;0;0,646;0;0,678;0,021
"risco";0,744;0;0,92;0,002;0,034;0
"mudar";0,11;0,001;0,437;0;0,984;0,178
"luiz";0;0,017;0,436;0,019;0,573;0
"lembrar";0,587;0,569;0,046;0,555;0,516;0,056
"indicar";0,231;0;0,629;0,004;0,789;0,29
"comissão";0,225;0,469;0,002;0,002;0;0
"cidadão";0,015;0;0,001;0;0,106;0,047
"autorizar";0,885;0;0,114;0,042;0,331;0,843
"usado";0,156;0,001;0,051;0,43;0,07;0,08
"noite";0,377;0,017;0,039;0,021;0,014;0,123
"marco";0,062;0,56;0,995;0,941;0;0,006
"revelar";0,225;0;0,004;0,004;0,006;0,334
"período";0,134;0,17;0,005;0,001;0,351;0,006
"lourar";0,007;0;0,028;0,003;0,007;0,002
"união";0,827;0,127;0,028;0,985;0,243;0,017
"suposto";0,112;0;0,015;0,001;0,01;0,415
"mendes";0;0,003;0,409;0,006;0,547;0
"instituição";0,001;0;0,003;0;0,271;0,019
"frente";0,029;0,002;0;0,072;0,295;0,526
"viver";0;0;0;0;0,106;0,023
"condição";0,983;0,005;0,275;0;0,032;0,012
"tse";0;0,217;0,054;0;0,001;0
"jong_un";0;0;0;0;0;0
"diálogo";0,002;0,829;0,696;0,8;0,041;0
"agência";0,002;0;0,017;0,088;0,002;0
"procurar";0,002;0,001;0,602;0,012;0,117;0,014
"posição";0,2;0;0,138;0;0,011;0,118
"plano";0,011;0,001;0,004;0,215;0,097;0,002
"mercado";0,001;0,118;0,003;0,139;0,897;0,006
"garantir";0,91;0,602;0,339;0,002;0,406;0,504
"ganhar";0,021;0,005;0;0,945;0,013;0,539
"capital";0,367;0,48;0,266;0,25;0,408;0,004
"junto";0,791;0;0,607;0,62;0,18;0,002
"japão";0;0;0;0;0;0
"demonstrar";0,07;0,124;0,005;0,014;0,074;0,066
"acompanhar";0,015;0,972;0,553;0,845;0,271;0,668
"total";0,424;0;0,081;0,025;0,026;0,733
"prático";0;0,585;0,081;0,292;0,027;0,023
"notícia";0,015;0,011;0,113;0,942;0,056;0
"imagem";0,269;0,024;0,453;0,802;0,134;0
"gravação";0,015;0;0,001;0,004;0;0
"fossar";0,915;0,118;0,541;0,019;0,023;0,211
"comando";0,163;0,018;0,095;0,374;0,896;0
"analisar";0;0;0,213;0,015;0,137;0,067
"votação";0;0;0;0;0;0
"turma";0;0;0,468;0,009;0,052;0
"roberto";0;0,229;0,198;0,005;0,027;0
"razão";0;0,002;0,976;0,065;0,288;0,021
"maneira";0;0,003;0;0,115;0,794;0,132
"fernando";0,282;0;0,026;0,013;0;0
"curitiba";0;0,485;0,003;0;0;0
"compra";0,625;0;0,004;0,008;0,007;0,002
"rocha";0,011;0;0,513;0,005;0,093;0,004
"ouvir";0,256;0,01;0,003;0,506;0,577;0,001
"manifestar";0,001;0,82;0,037;0,778;0,915;0,23
"lançamento";0;0;0;0;0;0
"centro";0,006;0,021;0,347;0,002;0,202;0,076
"causa";0,835;0,07;0,904;0;0,531;0,03
"aéreo";0;0;0,018;0,001;0,001;0
"alto";0,508;0,698;0,825;0,806;0,268;0,043
"valer";0,37;0,054;0,334;0,073;0,082;0,242
"santo";0,005;0;0,131;0,23;0,009;0
"rua";0,001;0,002;0;0,009;0,146;0
"reportagem";0,21;0;0,238;0,083;0,18;0,001
"químico";0;0;0;0;0;0
"privilegiado";0,442;0,397;0,106;0,787;0;0,001
"prefeito";0,012;0,026;0,053;0,588;0;0
"fase";0;0,001;0,15;0,021;0,004;0,054
"exercício";0,397;0;0,047;0,049;0,014;0
"balístico";0;0;0;0;0;0
"aliado";0;0,001;0,043;0,009;0,078;0
"julgar";0;0;0,002;0,83;0,272;0
"certo";0,004;0;0;0;0,015;0,689
"resposta";0,015;0,011;0,943;0,942;0,005;0
"palavra";0,085;0,549;0,124;0,316;0,025;0,227
"ideia";0,008;0;0,678;0;0,758;0,11
"fiscal";0,001;0;0,007;0,021;0,563;0
"financeiro";0,003;0;0,243;0,714;0,044;0,012
"quinta_feira";0,001;0,479;0,01;0,008;0,001;0,789
"negociação";0,004;0,112;0,005;0,016;0,898;0
"lugar";0,038;0,001;0;0;0,254;0,269
"exército";0;0;0,205;0,482;0,04;0
"edson";0,004;0,331;0,256;0,207;0,865;0,19
"determinar";0;0,032;0,001;0,002;0,895;0,085
"passivo";0;0,012;0,002;0;0,004;0
"assinar";0,427;0,928;0,044;0,103;0;0,006
"sexta_feira";0,266;0,332;0,159;0,004;0,629;0
"representar";0,343;0,032;0,549;0,528;0,156;0,006
"obra";0,01;0;0,475;0,353;0,052;0
"manhã";0,508;0,021;0,123;0,002;0,005;0
"cometer";0,001;0,24;0,92;0,845;0,797;0,045
"avaliar";0,005;0,017;0,15;0,601;0;0,442
"abrir";0,518;0,226;0,457;0,074;0,051;0,011
"água";0,001;0,001;0;0,851;0,003;0,001
"unidade";0,424;0,125;0,023;0,845;0,615;0,171
"estatal";0,24;0,273;0,444;0,023;0,054;0
"discutir";0,88;0,035;0,055;0,455;0;0,066
"uscifrão";0,088;0;0,039;0,005;0,003;0,46
"sentença";0;0,001;0,001;0;0;0
"resultado";0,16;0;0,098;0;0,008;0,071
"mão";0,231;0,004;0;0,121;0,964;0,442
"março";0,068;0;0,036;0,004;0,428;0,481
"denunciar";0;0,028;0,128;0,044;0,007;0,061
"plenário";0,744;0;0,553;0;0;0
"jornalista";0,376;0,197;0;0,305;0,268;0,12
"terça_feira";0,183;0,343;0,007;0,001;0,026;0
"sofrer";0,203;0,006;0;0,004;0,29;0,252
"judiciário";0;0;0,16;0;0,028;0
"irmão";0,004;0;0,013;0,001;0,009;0
"diferente";0,078;0;0,806;0;0,224;0,208
"cair";0,183;0,015;0,018;0,132;0,65;0
"atacar";0,208;0;0,14;0,038;0,175;0
"professor";0,152;0;0,303;0;0,237;0,594
"preciso";0,027;0,004;0,4;0;0,977;0
"futuro";0,178;0;0,739;0;0,002;0,072
"democracia";0,029;0;0,14;0;0,024;0,024
"alegar";0;0,641;0,005;0,007;0,02;0,099
"tentativa";0,427;0,217;0,003;0,049;0,368;0,024
"paraná";0;0;0,11;0,016;0,037;0
"íntegro";0;0,002;0,006;0,038;0,166;0,004
"sentido";0,73;0,008;0,375;0;0,931;0,28
"segunda_feira";0,223;0,198;0,001;0,002;0,04;0,135
"quarta_feira";0;0,021;0,021;0,019;0,002;0,794
"mensagem";0,003;0,377;0,04;0,43;0,995;0,525
"gilmar";0;0;0,727;0,052;0,379;0
"forte";0,038;0;0,524;0;0,379;0,164
"central";0,264;0,147;0,732;0,458;0,012;0,466
"órgão";0,026;0,085;0,015;0;0,026;0,001
"uso";0,376;0,318;0,026;0,009;0,018;0
"real";0,256;0,005;0,47;0,054;0,011;0,005
"henrique";0,058;0,001;0,006;0;0;0
"funaro";0,001;0;0,001;0;0,001;0
"doação";0,004;0;0,002;0,001;0,04;0
"acesso";0,183;0;0,77;0,804;0,069;0,003
"abril";0,612;0,162;0,15;0,004;0,954;0
"setembro";0,011;0,884;0,036;0,004;0,428;0,003
"ressaltar";0,407;0,006;0,034;0,18;0,351;0,776
"negócio";0,004;0;0,75;0,12;0,197;0,038
"atividade";0,104;0,5;0,024;0,373;0,31;0,004
"acrescentar";0,419;0,527;0,678;0,282;0,363;0
"reunir";0,366;0,055;0,098;0,582;0,001;0,066
"regra";0,164;0;0,007;0,274;0;0,009
"prazo";0;0,011;0,787;0,851;0,428;0,007
"listar";0,283;0,001;0,555;0,149;0,91;0,41
"imposto";0,008;0,147;0,286;0,481;0,234;0,206
"funcionário";0,037;0;0,842;0,014;0,074;0,454
"busca";0,692;0,003;0,741;0,048;0,199;0,614
"avião";0,004;0,055;0,707;0,582;0,01;0
"amigo";0,141;0,82;0;0,001;0,059;0
"secretário";0,009;0,637;0,004;0,003;0,682;0
"resolver";0,002;0,725;0,67;0,983;0,184;0
"produto";0,317;0;0,99;0,057;0,026;0,301
"onu";0;0;0;0,002;0;0
"aumentar";0,292;0,002;0,13;0,665;0,18;0
"fundo";0,038;0,004;0,979;0,912;0,784;0,154
"liberdade";0;0;0,185;0;0,002;0
"fazenda";0;0;0,002;0,009;0;0
"europeu";0,023;0,009;0,231;0,001;0,021;0
"especialista";0,001;0;0,003;0,638;0,065;0
"especial";0,206;0,422;0,05;0,139;0,001;0,407
"desenvolvimento";0,005;0,526;0,286;0,041;0,044;0
"seguinte";0,008;0,848;0,366;0,373;0,015;0,201
"saúde";0,008;0,002;0;0,012;0,054;0,002
"ricardo";0,53;0;0,03;0;0,217;0
"retirar";0,045;0,587;0,881;0,264;0;0,953
"respeito";0,736;0,149;0,185;0;0,29;0,001
"referir";0,053;0;0,189;0,019;0,096;0,789
"manifestação";0,121;0,005;0,766;0,005;0,01;0,002
"ilícito";0,001;0;0,088;0,004;0,004;0
"grave";0,024;0,007;0,787;0;0,156;0,02
"branco";0,196;0;0,663;0,193;0,019;0
"análise";0;0,057;0,081;0,107;0,006;0,069
"volta";0,58;0,021;0,006;0,207;0,811;0,666
"troca";0,104;0;0,119;0,007;0,088;0,526
"tirar";0,001;0,004;0;0,441;0,935;0,021
"tema";0,025;0,001;0,13;0,095;0;0,182
"médico";0,242;0,002;0;0,427;0,1;0,005
"membro";0,004;0,001;0,01;0,122;0,249;0,508
"impedir";0,416;0,027;0,024;0,223;0,015;0,752
"globo";0,152;0;0,525;0;0,132;0,001
"gestão";0,031;0,011;0,409;0;0,176;0,042
"conversar";0,027;0,115;0,027;0,167;0,518;0,819
"carlos";0,27;0;0,003;0,002;0,182;0
"bndes";0,134;0;0,006;0,002;0,048;0,002
"agricultura";0,011;0;0,012;0,013;0,027;0,001
"falta";0,002;0,003;0,316;0,079;0,935;0,025
"ex_deputado";0,481;0;0,007;0;0,014;0
"coréia";0;0;0,001;0;0;0
"bolsonaro";0,015;0;0,841;0,095;0;0
"responsabilidade";0,71;0;0,002;0;0,12;0,156
"obter";0,834;0;0,002;0,054;0,004;0,23
"negociar";0,011;0;0,593;0,001;0,518;0,94
"trazer";0,335;0,31;0,578;0;0,291;0,168
"desembargador";0;0;0,02;0;0;0
"conhecer";0,791;0,02;0;0,42;0,003;0,011
