"";"X.gr_01";"X.gr_02"
"perder";-0,5747;0,5747
"noite";0,8504;-0,8504
"colocar";0,5849;-0,5849
"1";0,9832;-0,9832
"algo";0,6102;-0,6102
"primeiro";-0,2514;0,2514
"justiça";0,3709;-0,3709
"se";1,3415;-1,3415
"voltar";0,2931;-0,2931
"forma";-1,1427;1,1427
"mais";0,3339;-0,3339
"crise";-1,9015;1,9015
"maior";1,041;-1,041
"desde";-1,5217;1,5217
"resposta";-0,3378;0,3378
"citar";-0,3416;0,3416
"eu";0,5413;-0,5413
"precisar";-0,5868;0,5868
"porcento";0,5302;-0,5302
"brasil";-1,2672;1,2672
"xi";1,7333;-1,7333
"americano";-1,0867;1,0867
"não";0,6754;-0,6754
"japão";1,1103;-1,1103
"voto";-0,8301;0,8301
"onu";-0,8384;0,8384
"mandato";-0,1861;0,1861
"ameaça";-0,2012;0,2012
"2";-0,7503;0,7503
"avaliar";-0,3378;0,3378
"investimento";-0,9131;0,9131
"aceitar";-0,9962;0,9962
"qual";-1,0266;1,0266
"10";-0,2597;0,2597
"número";-1,1622;1,1622
"aumentar";-0,2597;0,2597
"futuro";-0,2418;0,2418
"ano";-1,4464;1,4464
"apoiar";0,7965;-0,7965
"objectivo";0,8504;-0,8504
"nota";-0,5747;0,5747
"enviar";0,6102;-0,6102
"chinês";0,5282;-0,5282
"crime";3,0353;-3,0353
"delação";-0,2559;0,2559
"ressaltar";0,965;-0,965
"já";2,5478;-2,5478
"região";-1,7436;1,7436
"contar";-0,8138;0,8138
"dinheiro";0,6479;-0,6479
"federal";0,7683;-0,7683
"população";-0,2107;0,2107
"estar";4,5753;-4,5753
"vender";0,2671;-0,2671
"achar";0,3696;-0,3696
"25";0,6102;-0,6102
"câmara";-0,3923;0,3923
"como";-1,709;1,709
"democrático";-0,9131;0,9131
"gente";-1,2453;1,2453
"por";-0,7186;0,7186
"acabar";0,4152;-0,4152
"pessoa";0,5205;-0,5205
"partido";-0,7299;0,7299
"áfrica";0,965;-0,965
"quatro";-0,3378;0,3378
"aqui";-0,1861;0,1861
"casa";-1,0792;1,0792
"caso";0,7437;-0,7437
"alvo";-0,3378;0,3378
"golpe";1,5361;-1,5361
"imposto";0,3696;-0,3696
"putin";0,6102;-0,6102
"atividade";-0,8301;0,8301
"respeito";0,2671;-0,2671
"estatal";0,7181;-0,7181
"processo";-0,8384;0,8384
"lado";-0,2997;0,2997
"solução";-0,5253;0,5253
"viver";-0,3091;0,3091
"líder";-0,5032;0,5032
"corrupção";4,2645;-4,2645
"hoje";0,5419;-0,5419
"chefe";-0,3416;0,3416
"_";-5,7342;5,7342
"empresa";0,6475;-0,6475
"trump";-0,4125;0,4125
"público";0,9232;-0,9232
"ex_presidente";0,4309;-0,4309
"rússia";0,7844;-0,7844
"responsabilidade";-0,9962;0,9962
"agora";-2,1589;2,1589
"interesse";-0,2218;0,2218
"juiz";1,2548;-1,2548
"defesa";0,8015;-0,8015
"todo";1,2837;-1,2837
"pedir";1,1926;-1,1926
"cidadão";2,0764;-2,0764
"grupo";0,6431;-0,6431
"dilma";1,1347;-1,1347
"claro";0,2305;-0,2305
"sim";0,8844;-0,8844
"entanto";-0,3378;0,3378
"global";0,2671;-0,2671
"comercial";-0,9131;0,9131
"7";-0,4486;0,4486
"me";-0,9131;0,9131
"decisão";-0,3852;0,3852
"mundial";-0,5657;0,5657
"ter";0,3902;-0,3902
"chamar";0,2671;-0,2671
"zona";-0,5253;0,5253
"propina";0,4577;-0,4577
"conta";-0,3378;0,3378
"evitar";-0,3378;0,3378
"notícia";0,5906;-0,5906
"social";1,095;-1,095
"vir";-0,3221;0,3221
"reunião";-0,8939;0,8939
"embaixador";0,4577;-0,4577
"dificuldade";-1,0792;1,0792
"diferente";-1,4944;1,4944
"incluir";-0,3378;0,3378
"levar";-0,5253;0,5253
"procurador";0,2671;-0,2671
"projeto";-0,3923;0,3923
"ponto";-0,9131;0,9131
"morto";-0,8301;0,8301
"concordar";-0,9962;0,9962
"morte";-1,0792;1,0792
"sistema";0,3709;-0,3709
"plano";0,965;-0,965
"a";-0,3149;0,3149
"grande";0,6063;-0,6063
"bilhão";0,7181;-0,7181
"ficar";0,5344;-0,5344
"cada";-0,8939;0,8939
"cercar";1,342;-1,342
"nossa";-0,2218;0,2218
"nosso";1,0168;-1,0168
"base";-0,5064;0,5064
"aprovar";-0,8301;0,8301
"divulgar";1,2198;-1,2198
"américa";-1,1622;1,1622
"dono";0,2256;-0,2256
"nome";0,7181;-0,7181
"contra";0,9232;-0,9232
"para";0,9484;-0,9484
"país";-0,3726;0,3726
"stf";2,1573;-2,1573
"conhecer";0,398;-0,398
"situação";1,8122;-1,8122
"tentar";-0,2418;0,2418
"esse";1,041;-1,041
"certo";0,3023;-0,3023
"carne";-0,7751;0,7751
"órgão";-0,5064;0,5064
"nação";0,261;-0,261
"michel_temer";3,3468;-3,3468
"quem";-0,6771;0,6771
"8";-0,3923;0,3923
"porque";-0,6804;0,6804
"meio";-0,4215;0,4215
"ocde";-1,1622;1,1622
"após";-0,9237;0,9237
"seu";-0,3578;0,3578
"ser";1,2158;-1,2158
"sem";-1,1324;1,1324
"lava_jato";0,895;-0,895
"ninguém";3,4535;-3,4535
"diverso";1,0993;-1,0993
"comércio";-0,8138;0,8138
"pagar";-0,6253;0,6253
"eleitoral";0,2639;-0,2639
"parecer";-0,2218;0,2218
"eleição";-1,0654;1,0654
"considerar";0,3023;-0,3023
"senador";0,3023;-0,3023
"dizer";1,7721;-1,7721
"nacional";-0,6771;0,6771
"criar";0,2931;-0,2931
"chegar";-0,4617;0,4617
"conjunto";0,7515;-0,7515
"denúncia";-0,6261;0,6261
"pf";3,0851;-3,0851
"4";1,5361;-1,5361
"coreia";-0,499;0,499
"direito";-1,6264;1,6264
"vário";-0,2559;0,2559
"premiar";-0,3378;0,3378
"nós";-1,1833;1,1833
"demais";-0,9962;0,9962
"campanha";-1,2453;1,2453
"próprio";0,2931;-0,2931
"fato";-0,5253;0,5253
"apenas";-0,2667;0,2667
"euro";-1,2453;1,2453
"jbs";0,3467;-0,3467
"entre";-0,9177;0,9177
"tanto";0,7515;-0,7515
"ajudar";1,7333;-1,7333
"informar";1,2548;-1,2548
"estratégia";-0,3378;0,3378
"tomar";0,4309;-0,4309
"direto";-0,3923;0,3923
"semana";0,5344;-0,5344
"permitir";-0,4772;0,4772
"aquele";-0,4215;0,4215
"mostrar";0,3696;-0,3696
"apoio";-0,6877;0,6877
"suposto";-0,1861;0,1861
"jornal";0,6102;-0,6102
"essa";-0,2472;0,2472
"sua";-0,6985;0,6985
"terrorista";-0,3378;0,3378
"vizinho";0,2256;-0,2256
"ministério";-0,2667;0,2667
"poder";2,0469;-2,0469
"votar";-0,8301;0,8301
"governo";-0,3405;0,3405
"negociação";-0,9962;0,9962
"um";0,9072;-0,9072
"indicar";0,2671;-0,2671
"odebrecht";-0,5459;0,5459
"sérgio_moro";5,7063;-5,7063
"sul";0,4722;-0,4722
"conselho";-0,6877;0,6877
"representar";0,6656;-0,6656
"pretender";-0,9131;0,9131
"problema";-0,4772;0,4772
"relação";-0,5868;0,5868
"manter";-0,2107;0,2107
"ataque";1,6231;-1,6231
"nenhum";-0,5253;0,5253
"desenvolver";-0,3923;0,3923
"moon";-0,8301;0,8301
"g1";-0,8301;0,8301
"operação";-0,4894;0,4894
"organização";-0,2997;0,2997
"entender";-0,3378;0,3378
"constituição";0,4577;-0,4577
"informação";2,5464;-2,5464
"atacar";1,4789;-1,4789
"defender";-0,2408;0,2408
"emergente";-1,1622;1,1622
"difícil";-0,9962;0,9962
"década";-0,9131;0,9131
"lei";-0,3162;0,3162
"ler";0,8504;-0,8504
"oficial";0,6479;-0,6479
"agência";-0,6261;0,6261
"rede";1,4789;-1,4789
"usar";0,5247;-0,5247
"presidente";-0,3997;0,3997
"anunciar";0,6407;-0,6407
"força";0,8015;-0,8015
"violência";-0,3378;0,3378
"especialista";-0,1861;0,1861
"acrescentar";-1,1622;1,1622
"qualquer";-0,3516;0,3516
"tal";1,2198;-1,2198
"ideia";0,3023;-0,3023
"capacidade";-0,2107;0,2107
"de";-2,2147;2,2147
"3";-0,2107;0,2107
"jong_un";1,0116;-1,0116
"isso";-0,7125;0,7125
"unido";-1,6753;1,6753
"joesley";2,0764;-2,0764
"história";0,4309;-0,4309
"donald";-0,3923;0,3923
"eua";1,4072;-1,4072
"econômico";-2,1332;2,1332
"2015";-0,1861;0,1861
"2017";-0,5657;0,5657
"2016";0,3023;-0,3023
"dever";0,5675;-0,5675
"dar";-0,4122;0,4122
"através";4,5708;-4,5708
"existir";-0,3091;0,3091
"democracia";-0,2107;0,2107
"causa";0,5247;-0,5247
"tempo";-0,3091;0,3091
"que";1,2933;-1,2933
"acreditar";-0,3378;0,3378
"ameaçar";1,3677;-1,3677
"além";-0,7273;0,7273
"único";0,5906;-0,5906
"próximo";-0,3416;0,3416
"guerra";0,6934;-0,6934
"capaz";0,2639;-0,2639
"haver";-1,4567;1,4567
"quando";0,4989;-0,4989
"bem";0,5282;-0,5282
"sr";0,6102;-0,6102
"europeu";-1,7683;1,7683
"mil";-0,2997;0,2997
"milhão";-0,2667;0,2667
"exército";0,965;-0,965
"latino";-0,9131;0,9131
"lugar";0,7515;-0,7515
"centro";-0,6261;0,6261
"serviço";0,2639;-0,2639
"alguma";-0,2997;0,2997
"outro";0,3381;-0,3381
"ao";-0,6961;0,6961
"tornar";0,3467;-0,3467
"último";-0,3009;0,3009
"petista";2,3415;-2,3415
"principal";-0,4524;0,4524
"trabalho";0,2256;-0,2256
"atuar";-1,8266;1,8266
"tudo";1,3677;-1,3677
"pensar";0,6102;-0,6102
"atual";-0,4305;0,4305
"nuclear";0,457;-0,457
"confirmar";0,5849;-0,5849
"frente";-0,1861;0,1861
"trabalhar";0,6407;-0,6407
"vídeo";0,5277;-0,5277
"conseguir";-1,0091;1,0091
"bbc";-0,8301;0,8301
"eduardo";2,7756;-2,7756
"norte_coreano";-0,3416;0,3416
"mundo";0,3927;-0,3927
"república";0,3885;-0,3885
"passar";-0,2514;0,2514
"homem";0,7965;-0,7965
"possibilidade";0,6656;-0,6656
"então";-1,8266;1,8266
"falar";-0,2559;0,2559
"mesmo";-0,2357;0,2357
"possível";0,4152;-0,4152
"parte";0,954;-0,954
"paulo";-0,3852;0,3852
"estado";-1,8256;1,8256
"alguém";-0,2597;0,2597
"executivo";-0,4486;0,4486
"governar";-0,3923;0,3923
"momento";-0,7324;0,7324
"território";0,965;-0,965
"rcifrão";0,5247;-0,5247
"vida";1,095;-1,095
"reunir";-0,5657;0,5657
"posição";-0,2418;0,2418
"importante";-0,4894;0,4894
"teste";-1,8706;1,8706
"twitter";-0,3378;0,3378
"congresso";-0,9131;0,9131
"frança";-0,3378;0,3378
"pt";0,6479;-0,6479
"ação";-0,7836;0,7836
"também";0,326;-0,326
"desenvolvimento";-1,0091;1,0091
"em";-3,9916;3,9916
"banco";-0,4772;0,4772
"questionar";0,2256;-0,2256
"encontro";0,5906;-0,5906
"exportação";-1,0792;1,0792
"norte";0,3818;-0,3818
"mulher";-0,8301;0,8301
"povo";0,5247;-0,5247
"tão";-0,3923;0,3923
"sentido";0,2671;-0,2671
"índio";0,2256;-0,2256
"assunto";0,8504;-0,8504
"membro";-1,4114;1,4114
"cinco";-0,8301;0,8301
"sempre";1,1103;-1,1103
"homicídio";-0,9962;0,9962
