"";"X.gr_01";"X.gr_02"
"bilhão";1;0,55
"ficar";1,2;0,84
"cada";0,4;1,05
"cercar";1,2;0,42
"nossa";0,4;0,46
"nosso";2;1,14
"base";0,2;0,51
"aprovar";0;0,42
"divulgar";1,2;0,46
"américa";0;0,59
"dono";0,4;0,38
"nome";1;0,55
"contra";2,6;1,68
"para";19,8;17,18
"país";39,19;39,92
"stf";1,6;0,42
"conhecer";0,6;0,42
"situação";2,4;1,01
"tentar";0,6;0,67
"esse";2,4;1,43
"certo";0,6;0,51
"carne";0,6;1,22
"órgão";0,2;0,51
"nação";0,8;0,76
"michel_temer";5,8;2,57
"quem";0,4;0,88
"8";0,2;0,42
"porque";0,6;1,14
"meio";0,6;0,88
"ocde";0;0,59
"após";0,6;1,35
"seu";4,2;4,51
"ser";27,39;23,54
"sem";0,6;1,52
"lava_jato";2;1,22
"ninguém";1,4;0,13
"diverso";0,8;0,25
"comércio";0,2;0,72
"pagar";0,4;0,84
"eleitoral";0,6;0,55
"parecer";0,4;0,46
"eleição";0,4;1,18
"considerar";0,6;0,51
"senador";0,6;0,51
"dizer";10;6,95
"nacional";0,4;0,88
"criar";0,8;0,72
"chegar";0,6;0,93
"conjunto";0,8;0,38
"denúncia";0,2;0,59
"pf";1,4;0,17
"4";1;0,25
"coreia";3,2;3,79
"direito";0,2;1,22
"vário";0,8;0,88
"premiar";0,2;0,38
"nós";0,4;1,26
"demais";0;0,51
"campanha";0;0,63
"próprio";0,8;0,72
"fato";0,4;0,76
"apenas";1;1,09
"euro";0;0,63
"jbs";0,6;0,46
"entre";2,2;3,33
"tanto";0,8;0,38
"ajudar";1;0,21
"informar";1,6;0,72
"estratégia";0,2;0,38
"tomar";1;0,76
"direto";0,2;0,42
"semana";1,2;0,84
"permitir";0,4;0,72
"aquele";0,6;0,88
"mostrar";0,8;0,63
"apoio";0,2;0,63
"suposto";0,4;0,42
"jornal";0,6;0,29
"essa";1,6;1,64
"sua";2,8;3,71
"terrorista";0,2;0,38
"vizinho";0,4;0,38
"ministério";1;1,09
"poder";7,6;4,72
"votar";0;0,42
"governo";3;3,24
"negociação";0;0,51
"um";18,6;16,17
"indicar";0,4;0,34
"odebrecht";0,6;1,01
"sérgio_moro";2,4;0,21
"sul";1,6;1,26
"conselho";0,2;0,63
"representar";0,8;0,42
"pretender";0;0,46
"problema";0,4;0,72
"relação";1;1,52
"manter";0,6;0,63
"ataque";3;1,52
"nenhum";0,4;0,76
"desenvolver";0,2;0,42
"moon";0;0,42
"g1";0;0,42
"operação";0,8;1,18
"organização";0,4;0,55
"entender";0,2;0,38
"constituição";0,6;0,38
"informação";1,6;0,34
"atacar";1,2;0,38
"defender";1;1,05
"emergente";0;0,59
"difícil";0;0,51
"década";0;0,46
"lei";0,8;0,97
"ler";0,8;0,34
"oficial";1;0,59
"agência";0,2;0,59
"rede";1,2;0,38
"usar";0,8;0,51
"presidente";5,2;5,64
"anunciar";1,2;0,76
"força";1,6;0,97
"violência";0,2;0,38
"especialista";0,4;0,42
"acrescentar";0;0,59
"qualquer";1;1,22
"tal";1,2;0,46
"ideia";0,6;0,51
"capacidade";0,6;0,63
"de";113,58;126,45
"3";0,6;0,63
"jong_un";1,2;0,55
"isso";2;2,82
"unido";1;2,53
"joesley";1,4;0,34
"história";1;0,76
"donald";0,2;0,42
"eua";4,2;2,57
"econômico";0,4;1,89
"2015";0,4;0,42
"2017";0,2;0,55
"2016";0,6;0,51
"dever";2;1,52
"dar";1,2;1,52
"através";1,6;0,08
"existir";0,6;0,76
"democracia";0,6;0,63
"causa";0,8;0,51
"tempo";0,6;0,76
"que";47,39;42,07
"acreditar";0,2;0,38
"ameaçar";1;0,29
"além";0,6;1,18
"único";0,8;0,46
"próximo";0,4;0,59
"guerra";1,4;0,88
"capaz";0,6;0,55
"haver";2,4;4,21
"quando";1,4;1,05
"bem";1;0,67
"sr";0,6;0,29
"europeu";0,2;1,31
"mil";0,4;0,55
"milhão";1;1,09
"exército";0,8;0,29
"latino";0;0,46
"lugar";0,8;0,38
"centro";0,2;0,59
"serviço";0,6;0,55
"alguma";0,4;0,55
"outro";3,6;3,41
"ao";5,6;6,78
"tornar";0,6;0,46
"último";1,2;1,35
"petista";1,6;0,38
"principal";0,8;1,14
"trabalho";0,4;0,38
"atuar";0;0,93
"tudo";1;0,29
"pensar";0,6;0,29
"atual";0,4;0,67
"nuclear";3,2;2,78
"confirmar";1;0,63
"frente";0,4;0,42
"trabalhar";1,2;0,76
"vídeo";0,6;0,34
"conseguir";0,2;0,84
"bbc";0;0,42
"eduardo";1,4;0,21
"norte_coreano";0,4;0,59
"mundo";2,2;1,94
"república";1,4;1,18
"passar";1,2;1,26
"homem";1;0,51
"possibilidade";0,8;0,42
"então";0;0,93
"falar";0,8;0,88
"mesmo";1,8;1,81
"possível";0,8;0,59
"parte";2;1,18
"paulo";0,4;0,63
"estado";1,8;3,79
"alguém";0,4;0,51
"executivo";0,2;0,46
"governar";0,2;0,42
"momento";0,8;1,43
"território";0,8;0,29
"rcifrão";0,8;0,51
"vida";1;0,38
"reunir";0,2;0,55
"posição";0,6;0,67
"importante";0,8;1,18
"teste";0,4;1,73
"twitter";0,2;0,38
"congresso";0;0,46
"frança";0,2;0,38
"pt";1;0,59
"ação";0,4;0,97
"também";3,4;3,24
"desenvolvimento";0,2;0,84
"em";40,59;53,1
"banco";0,4;0,72
"questionar";0,4;0,38
"encontro";0,8;0,46
"exportação";0;0,55
"norte";3,4;3,12
"mulher";0;0,42
"povo";0,8;0,51
"tão";0,2;0,42
"sentido";0,4;0,34
"índio";0,4;0,38
"assunto";0,8;0,34
"membro";0;0,72
"cinco";0;0,42
"sempre";1,2;0,51
"homicídio";0;0,51
