"";"banalfreq";"X.gr_01";"X.gr_02"
"cargo";11;0,5277;-0,5277
"mudança";17;0,2305;-0,2305
"lançamento";15;-0,2997;0,2997
"controlo";11;-0,9131;0,9131
"mudar";17;0,4666;-0,4666
"melhor";32;-1,1833;1,1833
"militar";52;-0,2357;0,2357
"alto";18;0,4152;-0,4152
"bom";25;-0,2559;0,2559
"internacional";33;-1,2432;1,2432
"negócio";11;-0,9131;0,9131
"diálogo";13;-0,2218;0,2218
"união";22;-1,8266;1,8266
"instituição";16;0,5247;-0,5247
"você";26;1,1641;-1,1641
"só";22;0,261;-0,261
"administração";11;0,2256;-0,2256
"míssil";49;0,3125;-0,3125
"perder";21;-0,5747;0,5747
"noite";12;0,8504;-0,8504
"colocar";20;0,5849;-0,5849
"1";15;0,9832;-0,9832
"algo";10;0,6102;-0,6102
"primeiro";36;-0,2514;0,2514
"justiça";30;0,3709;-0,3709
"se";259;1,3415;-1,3415
"voltar";21;0,2931;-0,2931
"forma";23;-1,1427;1,1427
"mais";219;0,3339;-0,3339
"crise";61;-1,9015;1,9015
"maior";46;1,041;-1,041
"desde";46;-1,5217;1,5217
"resposta";10;-0,3378;0,3378
"citar";16;-0,3416;0,3416
"eu";52;0,5413;-0,5413
"precisar";41;-0,5868;0,5868
"porcento";63;0,5302;-0,5302
"brasil";141;-1,2672;1,2672
"xi";10;1,7333;-1,7333
"americano";53;-1,0867;1,0867
"não";372;0,6754;-0,6754
"japão";18;1,1103;-1,1103
"voto";10;-0,8301;0,8301
"onu";26;-0,8384;0,8384
"mandato";12;-0,1861;0,1861
"ameaça";23;-0,2012;0,2012
"2";17;-0,7503;0,7503
"avaliar";10;-0,3378;0,3378
"investimento";11;-0,9131;0,9131
"aceitar";12;-0,9962;0,9962
"qual";37;-1,0266;1,0266
"10";14;-0,2597;0,2597
"número";14;-1,1622;1,1622
"aumentar";14;-0,2597;0,2597
"futuro";19;-0,2418;0,2418
"ano";83;-1,4464;1,4464
"apoiar";17;0,7965;-0,7965
"objectivo";12;0,8504;-0,8504
"nota";21;-0,5747;0,5747
"enviar";10;0,6102;-0,6102
"chinês";21;0,5282;-0,5282
"delação";25;-0,2559;0,2559
"ressaltar";11;0,965;-0,965
"região";21;-1,7436;1,7436
"contar";18;-0,8138;0,8138
"dinheiro";19;0,6479;-0,6479
"federal";22;0,7683;-0,7683
"população";18;-0,2107;0,2107
"vender";10;0,2671;-0,2671
"achar";19;0,3696;-0,3696
"25";10;0,6102;-0,6102
"câmara";11;-0,3923;0,3923
"como";147;-1,709;1,709
"democrático";11;-0,9131;0,9131
"gente";15;-1,2453;1,2453
"por";379;-0,7186;0,7186
"acabar";18;0,4152;-0,4152
"pessoa";42;0,5205;-0,5205
"partido";24;-0,7299;0,7299
"áfrica";11;0,965;-0,965
"quatro";10;-0,3378;0,3378
"aqui";12;-0,1861;0,1861
"casa";13;-1,0792;1,0792
"caso";32;0,7437;-0,7437
"alvo";10;-0,3378;0,3378
"golpe";11;1,5361;-1,5361
"imposto";19;0,3696;-0,3696
"putin";10;0,6102;-0,6102
"atividade";10;-0,8301;0,8301
"respeito";10;0,2671;-0,2671
"estatal";18;0,7181;-0,7181
"processo";26;-0,8384;0,8384
"lado";15;-0,2997;0,2997
"solução";20;-0,5253;0,5253
"viver";21;-0,3091;0,3091
"líder";26;-0,5032;0,5032
"hoje";31;0,5419;-0,5419
"chefe";16;-0,3416;0,3416
"empresa";44;0,6475;-0,6475
"trump";72;-0,4125;0,4125
"público";53;0,9232;-0,9232
"ex_presidente";23;0,4309;-0,4309
"rússia";46;0,7844;-0,7844
"responsabilidade";12;-0,9962;0,9962
"interesse";13;-0,2218;0,2218
"juiz";25;1,2548;-1,2548
"defesa";31;0,8015;-0,8015
"todo";99;1,2837;-1,2837
"pedir";39;1,1926;-1,1926
"grupo";39;0,6431;-0,6431
"dilma";22;1,1347;-1,1347
"claro";17;0,2305;-0,2305
"sim";16;0,8844;-0,8844
"entanto";10;-0,3378;0,3378
"global";10;0,2671;-0,2671
"comercial";11;-0,9131;0,9131
"7";12;-0,4486;0,4486
"me";11;-0,9131;0,9131
"decisão";17;-0,3852;0,3852
"mundial";14;-0,5657;0,5657
"ter";288;0,3902;-0,3902
"chamar";10;0,2671;-0,2671
"zona";20;-0,5253;0,5253
"propina";12;0,4577;-0,4577
"conta";10;-0,3378;0,3378
"evitar";10;-0,3378;0,3378
"notícia";15;0,5906;-0,5906
"social";14;1,095;-1,095
"vir";33;-0,3221;0,3221
"reunião";27;-0,8939;0,8939
"embaixador";12;0,4577;-0,4577
"dificuldade";13;-1,0792;1,0792
"diferente";18;-1,4944;1,4944
"incluir";10;-0,3378;0,3378
"levar";20;-0,5253;0,5253
"procurador";10;0,2671;-0,2671
"projeto";11;-0,3923;0,3923
"ponto";11;-0,9131;0,9131
"morto";10;-0,8301;0,8301
"concordar";12;-0,9962;0,9962
"morte";13;-1,0792;1,0792
"sistema";30;0,3709;-0,3709
"plano";11;0,965;-0,965
"a";1743;-0,3149;0,3149
"grande";45;0,6063;-0,6063
"bilhão";18;0,7181;-0,7181
"ficar";26;0,5344;-0,5344
"cada";27;-0,8939;0,8939
"cercar";16;1,342;-1,342
"nossa";13;-0,2218;0,2218
"nosso";37;1,0168;-1,0168
"base";13;-0,5064;0,5064
"aprovar";10;-0,8301;0,8301
"divulgar";17;1,2198;-1,2198
"américa";14;-1,1622;1,1622
"dono";11;0,2256;-0,2256
"nome";18;0,7181;-0,7181
"contra";53;0,9232;-0,9232
"para";507;0,9484;-0,9484
"país";1144;-0,3726;0,3726
"conhecer";13;0,398;-0,398
"situação";36;1,8122;-1,8122
"tentar";19;-0,2418;0,2418
"esse";46;1,041;-1,041
"certo";15;0,3023;-0,3023
"carne";32;-0,7751;0,7751
"órgão";13;-0,5064;0,5064
"nação";22;0,261;-0,261
"quem";23;-0,6771;0,6771
"8";11;-0,3923;0,3923
"porque";30;-0,6804;0,6804
"meio";24;-0,4215;0,4215
"ocde";14;-1,1622;1,1622
"após";35;-0,9237;0,9237
"seu";128;-0,3578;0,3578
"ser";696;1,2158;-1,2158
"sem";39;-1,1324;1,1324
"lava_jato";39;0,895;-0,895
"diverso";10;1,0993;-1,0993
"comércio";18;-0,8138;0,8138
"pagar";22;-0,6253;0,6253
"eleitoral";16;0,2639;-0,2639
"parecer";13;-0,2218;0,2218
"eleição";30;-1,0654;1,0654
"considerar";15;0,3023;-0,3023
"senador";15;0,3023;-0,3023
"dizer";215;1,7721;-1,7721
"nacional";23;-0,6771;0,6771
"criar";21;0,2931;-0,2931
"chegar";25;-0,4617;0,4617
"conjunto";13;0,7515;-0,7515
"denúncia";15;-0,6261;0,6261
"4";11;1,5361;-1,5361
"coreia";106;-0,499;0,499
"direito";30;-1,6264;1,6264
"vário";25;-0,2559;0,2559
"premiar";10;-0,3378;0,3378
"nós";32;-1,1833;1,1833
"demais";12;-0,9962;0,9962
"campanha";15;-1,2453;1,2453
"próprio";21;0,2931;-0,2931
"fato";20;-0,5253;0,5253
"apenas";31;-0,2667;0,2667
"euro";15;-1,2453;1,2453
"jbs";14;0,3467;-0,3467
"entre";90;-0,9177;0,9177
"tanto";13;0,7515;-0,7515
"ajudar";10;1,7333;-1,7333
"informar";25;1,2548;-1,2548
"estratégia";10;-0,3378;0,3378
"tomar";23;0,4309;-0,4309
"direto";11;-0,3923;0,3923
"semana";26;0,5344;-0,5344
"permitir";19;-0,4772;0,4772
"aquele";24;-0,4215;0,4215
"mostrar";19;0,3696;-0,3696
"apoio";16;-0,6877;0,6877
"suposto";12;-0,1861;0,1861
"jornal";10;0,6102;-0,6102
"essa";47;-0,2472;0,2472
"sua";102;-0,6985;0,6985
"terrorista";10;-0,3378;0,3378
"vizinho";11;0,2256;-0,2256
"ministério";31;-0,2667;0,2667
"votar";10;-0,8301;0,8301
"governo";92;-0,3405;0,3405
"negociação";12;-0,9962;0,9962
"um";477;0,9072;-0,9072
"indicar";10;0,2671;-0,2671
"odebrecht";27;-0,5459;0,5459
"sul";38;0,4722;-0,4722
"conselho";16;-0,6877;0,6877
"representar";14;0,6656;-0,6656
"pretender";11;-0,9131;0,9131
"problema";19;-0,4772;0,4772
"relação";41;-0,5868;0,5868
"manter";18;-0,2107;0,2107
"ataque";51;1,6231;-1,6231
"nenhum";20;-0,5253;0,5253
"desenvolver";11;-0,3923;0,3923
"moon";10;-0,8301;0,8301
"g1";10;-0,8301;0,8301
"operação";32;-0,4894;0,4894
"organização";15;-0,2997;0,2997
"entender";10;-0,3378;0,3378
"constituição";12;0,4577;-0,4577
"atacar";15;1,4789;-1,4789
"defender";30;-0,2408;0,2408
"emergente";14;-1,1622;1,1622
"difícil";12;-0,9962;0,9962
"década";11;-0,9131;0,9131
"lei";27;-0,3162;0,3162
"ler";12;0,8504;-0,8504
"oficial";19;0,6479;-0,6479
"agência";15;-0,6261;0,6261
"rede";15;1,4789;-1,4789
"usar";16;0,5247;-0,5247
"presidente";160;-0,3997;0,3997
"anunciar";24;0,6407;-0,6407
"força";31;0,8015;-0,8015
"violência";10;-0,3378;0,3378
"especialista";12;-0,1861;0,1861
"acrescentar";14;-1,1622;1,1622
"qualquer";34;-0,3516;0,3516
"tal";17;1,2198;-1,2198
"ideia";15;0,3023;-0,3023
"capacidade";18;-0,2107;0,2107
"3";18;-0,2107;0,2107
"jong_un";19;1,0116;-1,0116
"isso";77;-0,7125;0,7125
"unido";65;-1,6753;1,6753
"história";23;0,4309;-0,4309
"donald";11;-0,3923;0,3923
"eua";82;1,4072;-1,4072
"2015";12;-0,1861;0,1861
"2017";14;-0,5657;0,5657
"2016";15;0,3023;-0,3023
"dever";46;0,5675;-0,5675
"dar";42;-0,4122;0,4122
"existir";21;-0,3091;0,3091
"democracia";18;-0,2107;0,2107
"causa";16;0,5247;-0,5247
"tempo";21;-0,3091;0,3091
"que";1236;1,2933;-1,2933
"acreditar";10;-0,3378;0,3378
"ameaçar";12;1,3677;-1,3677
"além";31;-0,7273;0,7273
"único";15;0,5906;-0,5906
"próximo";16;-0,3416;0,3416
"guerra";28;0,6934;-0,6934
"capaz";16;0,2639;-0,2639
"haver";112;-1,4567;1,4567
"quando";32;0,4989;-0,4989
"bem";21;0,5282;-0,5282
"sr";10;0,6102;-0,6102
"europeu";32;-1,7683;1,7683
"mil";15;-0,2997;0,2997
"milhão";31;-0,2667;0,2667
"exército";11;0,965;-0,965
"latino";11;-0,9131;0,9131
"lugar";13;0,7515;-0,7515
"centro";15;-0,6261;0,6261
"serviço";16;0,2639;-0,2639
"alguma";15;-0,2997;0,2997
"outro";99;0,3381;-0,3381
"ao";189;-0,6961;0,6961
"tornar";14;0,3467;-0,3467
"último";38;-0,3009;0,3009
"principal";31;-0,4524;0,4524
"trabalho";11;0,2256;-0,2256
"atuar";22;-1,8266;1,8266
"tudo";12;1,3677;-1,3677
"pensar";10;0,6102;-0,6102
"atual";18;-0,4305;0,4305
"nuclear";82;0,457;-0,457
"confirmar";20;0,5849;-0,5849
"frente";12;-0,1861;0,1861
"trabalhar";24;0,6407;-0,6407
"vídeo";11;0,5277;-0,5277
"conseguir";21;-1,0091;1,0091
"bbc";10;-0,8301;0,8301
"norte_coreano";16;-0,3416;0,3416
"mundo";57;0,3927;-0,3927
"república";35;0,3885;-0,3885
"passar";36;-0,2514;0,2514
"homem";17;0,7965;-0,7965
"possibilidade";14;0,6656;-0,6656
"então";22;-1,8266;1,8266
"falar";25;-0,2559;0,2559
"mesmo";52;-0,2357;0,2357
"possível";18;0,4152;-0,4152
"parte";38;0,954;-0,954
"paulo";17;-0,3852;0,3852
"estado";99;-1,8256;1,8256
"alguém";14;-0,2597;0,2597
"executivo";12;-0,4486;0,4486
"governar";11;-0,3923;0,3923
"momento";38;-0,7324;0,7324
"território";11;0,965;-0,965
"rcifrão";16;0,5247;-0,5247
"vida";14;1,095;-1,095
"reunir";14;-0,5657;0,5657
"posição";19;-0,2418;0,2418
"importante";32;-0,4894;0,4894
"teste";43;-1,8706;1,8706
"twitter";10;-0,3378;0,3378
"congresso";11;-0,9131;0,9131
"frança";10;-0,3378;0,3378
"pt";19;0,6479;-0,6479
"ação";25;-0,7836;0,7836
"também";94;0,326;-0,326
"desenvolvimento";21;-1,0091;1,0091
"banco";19;-0,4772;0,4772
"questionar";11;0,2256;-0,2256
"encontro";15;0,5906;-0,5906
"exportação";13;-1,0792;1,0792
"norte";91;0,3818;-0,3818
"mulher";10;-0,8301;0,8301
"povo";16;0,5247;-0,5247
"tão";11;-0,3923;0,3923
"sentido";10;0,2671;-0,2671
"índio";11;0,2256;-0,2256
"assunto";12;0,8504;-0,8504
"membro";17;-1,4114;1,4114
"cinco";10;-0,8301;0,8301
"sempre";18;1,1103;-1,1103
"homicídio";12;-0,9962;0,9962
