"";"banalfreq";"X.gr_01";"X.gr_02"
"apenas";17;-0,3483;0,3483
"segunda_feira";10;0,2911;-0,2911
"entre";31;-0,6547;0,6547
"conversar";12;-0,9433;0,9433
"secretaria_geral";10;-0,7861;0,7861
"claro";10;-0,3112;0,3112
"apresentar";31;-0,6547;0,6547
"informar";24;0,7099;-0,7099
"tomar";31;-0,2283;0,2283
"marco";31;-0,398;0,398
"habeas";11;-0,8647;0,8647
"trabalho";18;-0,3898;0,3898
"aquele";10;-0,3112;0,3112
"mostrar";10;0,6545;-0,6545
"suposto";12;-0,9433;0,9433
"autoridade";21;-0,9377;0,9377
"organização";11;-0,8647;0,8647
"condenação";14;-1,1006;1,1006
"acompanhar";19;1,0961;-1,0961
"dois";37;0,3818;-0,3818
"poder";86;1,1711;-1,1711
"votar";33;-0,2772;0,2772
"quinta_feira";21;-0,9377;0,9377
"governo";81;-0,3925;0,3925
"dinheiro";20;-0,477;0,477
"indicar";15;0,6428;-0,6428
"gabinete";18;-0,3898;0,3898
"lembrar";10;1,1661;-1,1661
"pagamento";11;-0,8647;0,8647
"relação";35;-0,8351;0,8351
"manter";13;0,8093;-0,8093
"nenhum";11;0,5693;-0,5693
"chapa";23;1,1392;-1,1392
"psdb";14;-0,2335;0,2335
"depoimento";21;0,9199;-0,9199
"palácio";17;0,2584;-0,2584
"operação";50;-1,6049;1,6049
"entender";12;-0,4142;0,4142
"informação";18;0,4595;-0,4595
"polícia";26;-0,4498;0,4498
"defender";20;0,3686;-0,3686
"fachin";135;1,9272;-1,9272
"público";46;0,4581;-0,4581
"lei";25;-0,7156;0,7156
"luiz";33;-1,1422;1,1422
"ler";16;-0,6371;0,6371
"tv";10;0,2911;-0,2911
"oficial";13;-0,199;0,199
"raul";11;0,2477;-0,2477
"anunciar";12;-0,4142;0,4142
"jungmann";17;-0,3483;0,3483
"força";10;0,6545;-0,6545
"moraes";10;-0,3112;0,3112
"julgamento";47;-0,7274;0,7274
"odebrecht";30;0,2447;-0,2447
"desde";17;-0,6956;0,6956
"especial";10;-0,7861;0,7861
"de";3242;-0,8894;0,8894
"henrique";34;-0,5011;0,5011
"unido";12;-0,9433;0,9433
"ainda";39;-1,0276;1,0276
"sessão";11;-0,8647;0,8647
"superior";30;-1,5167;1,5167
"dever";48;-1,4955;1,4955
"dar";29;0,4619;-0,4619
"mandato";30;-0,6117;0,6117
"afastamento";10;-0,7861;0,7861
"globo";12;0,9111;-0,9111
"agricultura";16;-0,6371;0,6371
"edson";100;1,0257;-1,0257
"além";17;0,2584;-0,2584
"meirelles";33;-1,7171;1,7171
"tempo";14;0,381;-0,381
"que";808;0,4068;-0,4068
"meio";16;-0,6371;0,6371
"marcelo";15;-0,27;0,27
"aurélio";25;-0,412;0,412
"rocha";18;0,7834;-0,7834
"final";17;-0,6956;0,6956
"haver";78;-0,4637;0,4637
"quando";31;-0,6547;0,6547
"serraglio";13;0,4347;-0,4347
"petrobras";10;0,6545;-0,6545
"criminoso";14;-0,2335;0,2335
"bem";14;0,7206;-0,7206
"prova";14;0,381;-0,381
"roberto";22;-0,3062;0,3062
"mil";11;0,5693;-0,5693
"milhão";14;-0,2335;0,2335
"norte";17;0,5134;-0,5134
"documento";15;0,6428;-0,6428
"herman";24;0,7099;-0,7099
"tornar";10;0,6545;-0,6545
"fazenda";42;-0,8156;0,8156
"janot";28;0,7721;-0,7721
"principal";13;0,8093;-0,8093
"gilmar";47;1,4202;-1,4202
"favor";14;0,381;-0,381
"agora";10;-0,3112;0,3112
"moreira";20;-0,8761;0,8761
"eduardo";25;1,824;-1,824
"2017";10;-0,3112;0,3112
"república";46;-0,9908;0,9908
"possibilidade";16;-1,2579;1,2579
"rodrigo";34;1,3569;-1,3569
"mesmo";44;0,3496;-0,3496
"possível";23;-1,0629;1,0629
"parte";12;-0,4142;0,4142
"quarta_feira";11;-0,8647;0,8647
"paulo";19;-0,4327;0,4327
"íntegro";12;-0,4142;0,4142
"estado";32;-0,4313;0,4313
"executivo";21;-0,5225;0,5225
"michel_temer";126;1,2283;-1,2283
"momento";14;1,7342;-1,7342
"sexto";10;-0,7861;0,7861
"rcifrão";17;0,8647;-0,8647
"vida";13;0,8093;-0,8093
"nacional";20;-0,8761;0,8761
"reunir";13;0,4347;-0,4347
"preso";16;-0,6371;0,6371
"fato";17;0,8647;-0,8647
"cometer";11;-0,8647;0,8647
"congresso";15;-0,5796;0,5796
"isso";31;-0,398;0,398
"ação";29;0,2699;-0,2699
"também";85;0,3591;-0,3591
"lúcia";41;0,4364;-0,4364
"questionar";15;-0,5796;0,5796
"encontro";19;0,7102;-0,7102
"quanto";10;1,1661;-1,1661
"inquérito";36;-0,5746;0,5746
"instância";26;-0,7662;0,7662
"regra";14;-0,5232;0,5232
"colega";11;0,2477;-0,2477
"povo";11;1,0287;-1,0287
"coisa";10;1,1661;-1,1661
"investigar";35;-0,3304;0,3304
"assunto";21;-0,9377;0,9377
"lá";13;1,9128;-1,9128
