"";"X.gr_01";"X.gr_02"
"apenas";0,53;0,78
"segunda_feira";0,53;0,42
"jbs";2,9;0,78
"entre";0,79;1,46
"conversar";0;0,63
"secretaria_geral";0;0,52
"claro";0,26;0,47
"apresentar";0,79;1,46
"informar";1,58;0,94
"tomar";1,32;1,36
"marco";1,05;1,41
"habeas";0;0,57
"trabalho";0,53;0,84
"aquele";0,26;0,47
"mostrar";0,79;0,37
"suposto";0;0,63
"autoridade";0,26;1,05
"organização";0;0,57
"condenação";0;0,73
"acompanhar";1,58;0,68
"dois";1,84;1,57
"poder";5,27;3,45
"votar";1,32;1,46
"quinta_feira";0,26;1,05
"governo";3,16;3,61
"dinheiro";0,53;0,94
"indicar";1,05;0,57
"sérgio_moro";2,63;0,57
"gabinete";0,53;0,84
"lembrar";1,05;0,31
"pagamento";0;0,57
"relação";0,79;1,67
"manter";1,05;0,47
"nenhum";0,79;0,42
"chapa";1,84;0,84
"psdb";0,53;0,63
"depoimento";1,58;0,78
"palácio";0,79;0,73
"operação";0,79;2,46
"entender";0,26;0,57
"informação";1,05;0,73
"polícia";0,79;1,2
"defender";1,05;0,84
"fachin";8,69;5,33
"público";2,37;1,93
"lei";0,53;1,2
"luiz";0,53;1,62
"ler";0,26;0,78
"tv";0,53;0,42
"oficial";0,53;0,57
"raul";0,53;0,47
"anunciar";0,26;0,57
"jungmann";0,53;0,78
"força";0,79;0,37
"moraes";0,26;0,47
"julgamento";1,32;2,19
"odebrecht";1,32;1,31
"desde";0,26;0,84
"especial";0;0,52
"de";135,41;142,56
"henrique";1,05;1,57
"unido";0;0,63
"ainda";0,79;1,88
"sessão";0;0,57
"superior";0,26;1,52
"tse";4,21;0,94
"dever";0,79;2,35
"dar";1,58;1,2
"mandato";0,79;1,41
"afastamento";0;0,52
"globo";1,05;0,42
"agricultura";0,26;0,78
"edson";5,8;4,08
"além";0,79;0,73
"meirelles";0,26;1,67
"tempo";0,79;0,57
"que";36,09;35,06
"meio";0,26;0,78
"marcelo";0,53;0,68
"aurélio";0,79;1,15
"rocha";1,32;0,68
"final";0,26;0,84
"haver";2,9;3,5
"quando";0,79;1,46
"serraglio";0,79;0,52
"petrobras";0,79;0,37
"criminoso";0,53;0,63
"bem";1,05;0,52
"prova";0,79;0,57
"roberto";0,79;0,99
"mil";0,79;0,42
"milhão";0,53;0,63
"norte";1,05;0,68
"documento";1,05;0,57
"herman";1,58;0,94
"tornar";0,79;0,37
"fazenda";1,05;1,99
"janot";1,84;1,1
"principal";1,05;0,47
"gilmar";3,42;1,78
"favor";0,79;0,57
"agora";0,26;0,47
"moreira";0,26;0,99
"eduardo";2,37;0,84
"2017";0,26;0,47
"república";1,05;2,19
"possibilidade";0;0,84
"rodrigo";2,63;1,25
"mesmo";2,11;1,88
"possível";0,26;1,15
"parte";0,26;0,57
"quarta_feira";0;0,57
"paulo";0,53;0,89
"íntegro";0,26;0,57
"estado";1,05;1,46
"executivo";0,53;0,99
"michel_temer";7,38;5,12
"momento";1,58;0,42
"sexto";0;0,52
"rcifrão";1,32;0,63
"vida";1,05;0,47
"nacional";0,26;0,99
"reunir";0,79;0,52
"preso";0,26;0,78
"fato";1,32;0,63
"cometer";0;0,57
"congresso";0,26;0,73
"isso";1,05;1,41
"ação";1,32;1,25
"também";3,95;3,66
"em";35,3;46,93
"lúcia";2,11;1,72
"questionar";0,26;0,73
"encontro";1,32;0,73
"quanto";1,05;0,31
"inquérito";1,05;1,67
"instância";0,53;1,25
"regra";0,26;0,68
"colega";0,53;0,47
"povo";1,05;0,37
"coisa";1,05;0,31
"investigar";1,32;1,57
"assunto";0,26;1,05
"lá";1,58;0,37
