"";"X.gr_01";"X.gr_02"
"milhão";-0,2335;0,2335
"norte";0,5134;-0,5134
"documento";0,6428;-0,6428
"herman";0,7099;-0,7099
"tornar";0,6545;-0,6545
"fazenda";-0,8156;0,8156
"janot";0,7721;-0,7721
"principal";0,8093;-0,8093
"gilmar";1,4202;-1,4202
"favor";0,381;-0,381
"agora";-0,3112;0,3112
"moreira";-0,8761;0,8761
"eduardo";1,824;-1,824
"2017";-0,3112;0,3112
"república";-0,9908;0,9908
"possibilidade";-1,2579;1,2579
"rodrigo";1,3569;-1,3569
"mesmo";0,3496;-0,3496
"possível";-1,0629;1,0629
"parte";-0,4142;0,4142
"quarta_feira";-0,8647;0,8647
"paulo";-0,4327;0,4327
"íntegro";-0,4142;0,4142
"estado";-0,4313;0,4313
"executivo";-0,5225;0,5225
"michel_temer";1,2283;-1,2283
"momento";1,7342;-1,7342
"sexto";-0,7861;0,7861
"rcifrão";0,8647;-0,8647
"vida";0,8093;-0,8093
"nacional";-0,8761;0,8761
"reunir";0,4347;-0,4347
"preso";-0,6371;0,6371
"fato";0,8647;-0,8647
"cometer";-0,8647;0,8647
"congresso";-0,5796;0,5796
"isso";-0,398;0,398
"ação";0,2699;-0,2699
"também";0,3591;-0,3591
"em";-3,1602;3,1602
"lúcia";0,4364;-0,4364
"questionar";-0,5796;0,5796
"encontro";0,7102;-0,7102
"quanto";1,1661;-1,1661
"inquérito";-0,5746;0,5746
"instância";-0,7662;0,7662
"regra";-0,5232;0,5232
"colega";0,2477;-0,2477
"povo";1,0287;-1,0287
"coisa";1,1661;-1,1661
"investigar";-0,3304;0,3304
"assunto";-0,9377;0,9377
"lá";1,9128;-1,9128
