"";"banalfreq";"X.gr_01";"X.gr_02"
"carregar";23;1,1591;-1,1591
"onu";100;-1,0797;1,0797
"2";347;-0,8494;0,8494
"renovar";11;-0,6668;0,6668
"doação";103;-0,2807;0,2807
"rival";12;-0,7275;0,7275
"tradução";11;-0,6668;0,6668
"futuro";106;0,3896;-0,3896
"reclamar";24;-0,422;0,422
"acercar";13;-0,7881;0,7881
"forçar";20;0,3066;-0,3066
"sérgio";63;0,3582;-0,3582
"valorizar";22;-1,3337;1,3337
"jefferson";18;-1,0912;1,0912
"massa";23;0,7652;-0,7652
"ex_executivos";32;-0,7114;0,7114
"sucessor";24;-0,2096;0,2096
"sala";22;0,4945;-0,4945
"auxílio";14;-0,3577;0,3577
"realidade";38;-1,4781;1,4781
"cobra";21;0,2777;-0,2777
"olho";23;0,454;-0,454
"descobrir";40;-0,6637;0,6637
"perrella";46;0,2484;-0,2484
"centro_direita";16;-0,97;0,97
"bittar";11;-0,244;0,244
"dramático";11;-0,6668;0,6668
"carolina";25;-1,5156;1,5156
"federação";22;0,4945;-0,4945
"sinal";34;1,1759;-1,1759
"descer";14;-0,3577;0,3577
"primo";33;0,5943;-0,5943
"prêmio";14;-0,3577;0,3577
"época";189;1,141;-1,141
"inspeção";13;-0,3186;0,3186
"empregar";12;0,3224;-0,3224
"pequim";31;-0,3853;0,3853
"deferir";11;-0,244;0,244
"corrupção";474;-0,3073;0,3073
"vender";88;0,983;-0,983
"machado";31;0,4214;-0,4214
"grampear";10;0,8814;-0,8814
"recusar";32;-0,2264;0,2264
"indiciar";14;-0,8487;0,8487
"êxito";12;0,3224;-0,3224
"escalão";24;1,0827;-1,0827
"celebrar";14;-0,8487;0,8487
"estabilidade";24;0,417;-0,417
"s";44;0,6821;-0,6821
"alcançar";41;-1,6318;1,6318
"droga";49;-0,4299;0,4299
"inaudível";23;0,7652;-0,7652
"entregar";155;1,1534;-1,1534
"conservação";14;-0,8487;0,8487
"título";29;0,4888;-0,4888
"orientação";30;-0,3577;0,3577
"uol";15;0,9167;-0,9167
"ouvido";44;-1,7871;1,7871
"sigla";40;-0,6637;0,6637
"prejudicado";12;0,3224;-0,3224
"devolver";26;0,611;-0,611
"oportunidade";48;-0,632;0,632
"sudeste";12;0,702;-0,702
"aniversário";13;1,7099;-1,7099
"novela";10;-0,2086;0,2086
"episódio";45;-0,8378;0,8378
"bancada";73;-0,2875;0,2875
"pessoalmente";29;0,4888;-0,4888
"ocupação";27;-0,934;0,934
"rousseff";150;1,1076;-1,1076
"categoria";20;-1,2125;1,2125
"solução";87;-1,6346;1,6346
"cujo";27;-1,6368;1,6368
"aspecto";16;-0,4389;0,4389
"líder";255;-0,6054;0,6054
"interino";15;-0,3979;0,3979
"fortalecimento";17;-0,4808;0,4808
"empresarial";26;-0,2555;0,2555
"30";118;-0,5041;0,5041
"florianópolis";15;-0,3979;0,3979
"acm";16;-0,97;0,97
"aí";181;1,0074;-1,0074
"diretor";142;-1,4682;1,4682
"rossi";23;-0,389;0,389
"triunfo";13;-0,7881;0,7881
"coalizão";12;-0,7275;0,7275
"firmar";35;-0,5027;0,5027
"dormir";14;0,2509;-0,2509
"colher";10;0,4186;-0,4186
"completo";48;-0,2495;0,2495
"continente";13;1,1071;-1,1071
"vantagem";65;-0,4246;0,4246
"rogério";18;-1,0912;1,0912
"esforço";38;-1,4781;1,4781
"polêmico";28;-0,5614;0,5614
"ex_primeira_dama";18;-1,0912;1,0912
"ah";10;-0,2086;0,2086
"reeleição";34;-0,7897;0,7897
"al";15;0,2219;-0,2219
"parcial";10;-0,6062;0,6062
"ponderar";13;-0,7881;0,7881
"aparentemente";11;0,7852;-0,7852
"2006";43;-1,1642;1,1642
"angola";22;-1,3337;1,3337
"pedir";636;0,6671;-0,6671
"pesquisa";87;-0,2703;0,2703
"terra";45;0,9071;-0,9071
"inventar";23;0,454;-0,454
"infra-estrutura";32;-0,7114;0,7114
"página";41;-0,4349;0,4349
"básico";24;-0,7926;0,7926
"ferreira";17;-0,2111;0,2111
"andrea";38;1,287;-1,287
"adiantar";21;0,2777;-0,2777
"te";31;0,6783;-0,6783
"barroso";42;-0,2772;0,2772
"coração";16;1,3235;-1,3235
"ferir";13;1,1071;-1,1071
"gesto";20;0,3066;-0,3066
"essencial";25;0,3831;-0,3831
"organizador";17;-1,0306;1,0306
"parceiro";27;0,3234;-0,3234
"militância";12;-0,2807;0,2807
"largo";11;0,7852;-0,7852
"empreendimento";43;-1,1642;1,1642
"provar";41;1,1079;-1,1079
"protestar";33;0,5943;-0,5943
"franco";47;-1,944;1,944
"tô";21;-0,6555;0,6555
"bastidor";20;-0,2955;0,2955
"tratamento";30;-0,3577;0,3577
"recebimento";34;-0,2677;0,2677
"transportar";24;1,0827;-1,0827
"simão";13;-0,7881;0,7881
"compliance";20;-1,2125;1,2125
"social";267;1,2224;-1,2224
"racionamento";13;-0,7881;0,7881
"vir";337;-0,4499;0,4499
"diariamente";14;-0,3577;0,3577
"ampliação";10;-0,6062;0,6062
"corte";148;-1,3709;1,3709
"silva";138;-1,1101;1,1101
"enfatizar";26;-1,5762;1,5762
"obrigar";43;-0,7667;0,7667
"objetivo";28;0,2972;-0,2972
"hidrogênio";10;-0,6062;0,6062
"diferente";107;-1,2863;1,2863
"visão";45;-0,5442;0,5442
"nobre";42;0,7609;-0,7609
"recolher";18;0,3746;-0,3746
"bancar";17;-0,2111;0,2111
"procurador";212;-0,6941;0,6941
"rodrigues";34;-0,2677;0,2677
"ponta";13;0,2841;-0,2841
"ponte";24;-1,455;1,455
"metalúrgico";11;-0,6668;0,6668
"impacto";52;-0,5038;0,5038
"pôr";37;-0,9109;0,9109
"facção";23;-1,3943;1,3943
"separação";10;0,4186;-0,4186
"urgência";25;-0,8393;0,8393
"ferramenta";10;-0,2086;0,2086
"não";5063;0,6957;-0,6957
"plano";121;0,508;-0,508
"fundamental";56;-0,4049;0,4049
"centrão";25;-1,5156;1,5156
"francês";15;0,2219;-0,2219
"mendonça";10;-0,6062;0,6062
"papel";72;0,3317;-0,3317
"parceria";21;0,2777;-0,2777
"subir";42;-0,4613;0,4613
"sobretaxa";13;-0,7881;0,7881
"ilícito";97;0,7188;-0,7188
"cometido";25;-0,4557;0,4557
"interpretar";14;-0,8487;0,8487
"fossar";119;0,4188;-0,4188
"piada";11;-0,6668;0,6668
"expansão";12;-0,7275;0,7275
"gilberto";15;1,4384;-1,4384
"trf";52;-1,1;1,1
"nosso";198;1,2528;-1,2528
"armamento";23;1,1591;-1,1591
"fab";23;-0,389;0,389
"encaminhar";48;-0,4064;0,4064
"bandeira";17;-0,2111;0,2111
"entender";163;0,4267;-0,4267
"w";13;-0,7881;0,7881
"viana";19;0,6408;-0,6408
"major";10;-0,6062;0,6062
"guam";21;-0,6555;0,6555
"disposição";46;-0,3609;0,3609
"avenida";17;-1,0306;1,0306
"nome";322;0,3413;-0,3413
"aqui";247;0,6888;-0,6888
"ásia";18;-1,0912;1,0912
"contra";783;-0,3553;0,3553
"talvez";64;-0,5925;0,5925
"finalmente";16;-0,97;0,97
"canção";10;-0,6062;0,6062
"revogar";22;-1,3337;1,3337
"sequência";23;-1,3943;1,3943
"configurar";14;-0,3577;0,3577
"instituir";11;-0,244;0,244
"organizado";35;-0,2895;0,2895
"sentar";19;0,3388;-0,3388
"paulsen";24;-0,7926;0,7926
"furna";11;0,7852;-0,7852
"favela";17;-1,0306;1,0306
"apurado";14;-0,8487;0,8487
"turismo";12;0,3224;-0,3224
"defender";313;-0,7241;0,7241
"collor";16;-0,1854;0,1854
"recuperação";24;-1,455;1,455
"corrida";16;-0,1854;0,1854
"assumir";138;-1,9617;1,9617
"fachin";221;1,5245;-1,5245
"receita";43;-0,7667;0,7667
"ocde";19;-1,1518;1,1518
"suíço";46;0,4065;-0,4065
"âmbito";53;0,6052;-0,6052
"reputação";10;-0,2086;0,2086
"verba";22;-0,7007;0,7007
"esclarecer";66;-1,2409;1,2409
"colaborar";44;-1,2077;1,2077
"pagar";326;0,4406;-0,4406
"europa";56;-0,2582;0,2582
"complementar";18;-1,0912;1,0912
"f";90;-1,0619;1,0619
"agente";86;0,35;-0,35
"belo";29;0,2731;-0,2731
"interessante";12;1,8723;-1,8723
"imaginar";38;0,9459;-0,9459
"recomendar";32;-0,7114;0,7114
"anexo";15;-0,3979;0,3979
"conjunto";92;0,3746;-0,3746
"investigador";66;-0,9042;0,9042
"imediato";31;-0,3853;0,3853
"aquisição";28;-0,5614;0,5614
"judicial";64;-0,8421;0,8421
"impedir";96;-0,9676;0,9676
"prerrogativa";50;-0,693;0,693
"32";21;0,5388;-0,5388
"voo";52;0,6369;-0,6369
"voz";31;-0,3853;0,3853
"próprio";291;-0,3864;0,3864
"contestar";31;-0,6731;0,6731
"doar";35;0,5206;-0,5206
"alerj";14;-0,8487;0,8487
"clima";26;-0,2555;0,2555
"vargas";15;-0,3979;0,3979
"euro";27;-1,6368;1,6368
"conversar";96;-0,9676;0,9676
"concreto";36;-0,312;0,312
"convicção";14;-0,3577;0,3577
"combinar";32;0,3912;-0,3912
"passageiro";18;-0,2381;0,2381
"reverter";24;0,417;-0,417
"assinatura";26;0,352;-0,352
"ajudar";137;0,2817;-0,2817
"tomar";243;0,6408;-0,6408
"formar";51;-0,4787;0,4787
"desfazer";12;0,3224;-0,3224
"demanda";28;-1,6975;1,6975
"formal";21;-1,2731;1,2731
"alexandre";33;1,6551;-1,6551
"molina";16;0,4592;-0,4592
"dama";10;0,8814;-0,8814
"aquele";169;1,7282;-1,7282
"aquela";84;-0,4794;0,4794
"aparato";12;-0,2807;0,2807
"exigência";22;-0,3569;0,3569
"fundador";14;1,0063;-1,0063
"comparar";40;-0,2392;0,2392
"preservar";29;-0,598;0,598
"bi";10;0,8814;-0,8814
"idade";42;1,3961;-1,3961
"grito";10;1,5013;-1,5013
"pereira";12;-0,7275;0,7275
"trilhão";10;0,8814;-0,8814
"gebran";32;-0,7114;0,7114
"anpr";11;-0,6668;0,6668
"jeito";32;-0,4136;0,4136
"clinton";13;-0,7881;0,7881
"integrar";41;-1,6318;1,6318
"terrorista";31;0,6783;-0,6783
"hospedar";10;-0,6062;0,6062
"estabelecer";69;-1,8027;1,8027
"escolher";69;0,3863;-0,3863
"exercer";58;-0,665;0,665
"votar";187;-0,8407;0,8407
"ator";27;1,274;-1,274
"responsável";192;-1,3166;1,3166
"produto";100;1,4872;-1,4872
"cio";19;-1,1518;1,1518
"indicar";127;-0,5185;0,5185
"ue";10;-0,6062;0,6062
"paciente";12;-0,7275;0,7275
"endividamento";14;-0,8487;0,8487
"antecessor";21;-0,6555;0,6555
"elemento";44;-1,7871;1,7871
"dirceu";75;0,5727;-0,5727
"extremamente";35;-0,2895;0,2895
"armamentista";15;-0,9093;0,9093
"legal";74;-0,3029;0,3029
"nordeste";21;-1,2731;1,2731
"atento";10;-0,6062;0,6062
"paquistão";13;-0,3186;0,3186
"filósofo";16;1,3235;-1,3235
"executivo";234;-1,4483;1,4483
"proceder";10;0,4186;-0,4186
"constituição";140;-1,1605;1,1605
"noticiar";12;-0,2807;0,2807
"victor";15;0,2219;-0,2219
"firme";20;0,3066;-0,3066
"difícil";89;-1,0323;1,0323
"procedimento";46;-1,2957;1,2957
"pmdb";256;1,3161;-1,3161
"leo";10;-0,6062;0,6062
"ler";171;1,8812;-1,8812
"atrair";13;1,1071;-1,1071
"primeiro_ministro";23;1,1591;-1,1591
"profundo";27;-1,6368;1,6368
"agência";122;0,4905;-0,4905
"causar";57;1,2141;-1,2141
"londres";14;1,5664;-1,5664
"explicação";18;-0,5234;0,5234
"menino";12;0,3224;-0,3224
"estatística";11;-0,244;0,244
"toffoli";37;-0,9109;0,9109
"relatoria";16;-0,4389;0,4389
"planejar";41;1,865;-1,865
"zona";71;0,349;-0,349
"sra";11;-0,6668;0,6668
"central";104;-1,1962;1,1962
"provocação";36;1,4227;-1,4227
"corretor";10;0,4186;-0,4186
"período";125;-1,8704;1,8704
"cliente";39;-0,6303;0,6303
"opor";17;-0,4808;0,4808
"monica";31;-0,6731;0,6731
"alegação";45;-0,5442;0,5442
"responsabilizar";16;-0,4389;0,4389
"quilômetro";26;-0,8865;0,8865
"rodovia";17;-1,0306;1,0306
"afetado";16;-0,97;0,97
"estudar";37;1,3531;-1,3531
"associação";63;0,3582;-0,3582
"animal";14;-0,3577;0,3577
"estratégico";51;-1,0614;1,0614
"pergunta";79;-0,5469;0,5469
"especial";98;0,2864;-0,2864
"hilberto";17;-0,4808;0,4808
"classe";67;1,6231;-1,6231
"contato";87;-0,9741;0,9741
"inconstitucional";10;-0,6062;0,6062
"méxico";28;0,5265;-0,5265
"bordo";11;0,3668;-0,3668
"plataforma";11;0,3668;-0,3668
"interlocutor";35;-1,3264;1,3264
"esclarecido";14;-0,3577;0,3577
"volta";96;-0,7391;0,7391
"2018";133;-1,4866;1,4866
"2017";178;-1,6734;1,6734
"2016";205;1,4199;-1,4199
"2011";45;-0,8378;0,8378
"2010";83;-1,486;1,486
"2013";83;-1,1408;1,1408
"2012";47;-0,6022;0,6022
"treinar";10;0,4186;-0,4186
"gritar";11;1,3512;-1,3512
"veículo";45;-0,5442;0,5442
"suspeito";33;-0,2467;0,2467
"estudo";80;-1,7868;1,7868
"constitucional";50;-1,4751;1,4751
"meta";25;-1,5156;1,5156
"agricultura";96;0,5767;-0,5767
"corroborar";12;-0,7275;0,7275
"contrário";90;-0,4397;0,4397
"huck";15;0,5092;-0,5092
"além";357;-0,7629;0,7629
"hídrico";15;-0,9093;0,9093
"apropriado";14;-0,8487;0,8487
"tempo";277;0,4061;-0,4061
"televisão";31;0,6783;-0,6783
"bashar";32;1,3119;-1,3119
"aceito";24;-0,2096;0,2096
"calheiros";68;0,5724;-0,5724
"cuidado";29;1,1285;-1,1285
"david";15;-0,9093;0,9093
"e_mails";11;-0,244;0,244
"jurista";15;0,5092;-0,5092
"potencial";23;-0,389;0,389
"aurélio";54;-0,8206;0,8206
"legislativo";85;-0,4991;0,4991
"elite";22;1,7393;-1,7393
"probatório";10;-0,6062;0,6062
"prova";288;-1,8498;1,8498
"roberto";118;0,5639;-0,5639
"reclusão";10;0,4186;-0,4186
"associar";11;-0,6668;0,6668
"observar";56;-0,8869;0,8869
"falso";67;1,0446;-1,0446
"legislação";43;-1,1642;1,1642
"quebrar";36;0,4872;-0,4872
"latino";24;-0,7926;0,7926
"fidel";36;-0,312;0,312
"trás";31;-0,2069;0,2069
"sorte";12;-0,2807;0,2807
"principal";198;-0,3962;0,3962
"rodoviário";11;-0,6668;0,6668
"terminar";54;-0,8206;0,8206
"aval";25;-0,4557;0,4557
"aviação";10;-0,6062;0,6062
"familiar";45;-0,5442;0,5442
"impeachment";162;-0,3419;0,3419
"autor";42;-0,2772;0,2772
"extremista";19;-1,1518;1,1518
"h";18;-0,2381;0,2381
"perdido";15;0,5092;-0,5092
"identificar";47;0,5784;-0,5784
"parque";12;-0,2807;0,2807
"posse";52;0,4376;-0,4376
"destino";23;0,454;-0,454
"araújo";10;1,5013;-1,5013
"cristiane";17;-1,0306;1,0306
"ambiental";23;-1,3943;1,3943
"barrar";20;-0,6108;0,6108
"ramo";23;1,1591;-1,1591
"acerto";13;0,2841;-0,2841
"fechamento";20;-0,6108;0,6108
"equipa";82;0,7551;-0,7551
"decidido";21;-1,2731;1,2731
"proibição";18;-0,5234;0,5234
"moreira";46;-0,8741;0,8741
"relevante";20;-0,6108;0,6108
"2015";130;-1,1394;1,1394
"ocidental";31;-0,2069;0,2069
"procuradoria";70;-0,7514;0,7514
"barbosa";25;-0,4557;0,4557
"cá";17;-0,4808;0,4808
"paralisação";13;-0,3186;0,3186
"referente";29;-1,0302;1,0302
"bala";16;0,8366;-0,8366
"amazônia";11;-0,6668;0,6668
"setembro";102;-0,6792;0,6792
"frustração";10;-0,6062;0,6062
"governar";36;-0,312;0,312
"complicado";10;-0,6062;0,6062
"generalizado";13;0,2841;-0,2841
"eldorado";38;-1,4781;1,4781
"nacional";342;-1,4695;1,4695
"conservador";30;-1,0788;1,0788
"cruz";12;0,702;-0,702
"usuário";24;-0,422;0,422
"crise";281;-0,4421;0,4421
"muro";10;-0,6062;0,6062
"pernambuco";11;0,7852;-0,7852
"espontaneamente";10;-0,2086;0,2086
"edição";29;0,2731;-0,2731
"prudente";11;0,3668;-0,3668
"henrique";103;0,7412;-0,7412
"mero";20;0,9625;-0,9625
"tarefa";30;0,2509;-0,2509
"banco";168;0,2806;-0,2806
"obter";94;-1,9035;1,9035
"dezembro";73;-0,8361;0,8361
"lidar";28;0,5265;-0,5265
"decreto";45;-1,8393;1,8393
"abastecimento";12;-0,2807;0,2807
"vice_presidente";61;-0,7517;0,7517
"davos";11;-0,6668;0,6668
"estreito";10;0,8814;-0,8814
"lavagem";142;-1,2119;1,2119
"pacote";29;0,2731;-0,2731
"colega";55;0,763;-0,763
"tão";106;-0,9904;0,9904
"ina";18;-1,0912;1,0912
"coisa";282;1,6622;-1,6622
"pecuarista";11;-0,6668;0,6668
"sexual";13;-0,7881;0,7881
"seul";56;1,5901;-1,5901
"paralisar";13;0,2841;-0,2841
"representação";25;-1,5156;1,5156
"francisco";38;1,6804;-1,6804
"chance";42;0,3262;-0,3262
"lá";156;1,126;-1,126
"aeroporto";74;-0,4428;0,4428
"ciar";27;0,3234;-0,3234
"pedro";58;-0,665;0,665
"pedra";25;1,0118;-1,0118
"retirar";97;-1,616;1,616
"regalia";12;-0,7275;0,7275
"exibir";19;1,5337;-1,5337
"presidir";32;-0,4136;0,4136
"castro";40;-1,0358;1,0358
