"";"X.gr_01";"X.gr_02"
"lindbergh";2,1162;-2,1162
"romper";-0,3979;0,3979
"apoiador";0,6996;-0,6996
"vara";0,3379;-0,3379
"fim";-0,4826;0,4826
"surgir";0,6112;-0,6112
"necessário";-0,5957;0,5957
"brasileiro";2,0447;-2,0447
"exercício";0,9377;-0,9377
"abordar";-0,3569;0,3569
"folha";7,5019;-7,5019
"financial";-0,3186;0,3186
"mdb";-1,3943;1,3943
"interessado";-0,7881;0,7881
"norte_coreanas";1,9146;-1,9146
"rs";0,3224;-0,3224
"bebê";-0,6668;0,6668
"satélite";-0,2797;0,2797
"rj";0,2903;-0,2903
"navio";7,1135;-7,1135
"bancoop";-1,2265;1,2265
"gleisi";-0,7926;0,7926
"bater";0,2693;-0,2693
"ato";-2,5178;2,5178
"cofre";3,6782;-3,6782
"alterar";0,6349;-0,6349
"deixar";-1,7482;1,7482
"humanidade";-0,2086;0,2086
"adotar";-0,6935;0,6935
"zelar";-0,3186;0,3186
"imenso";0,2509;-0,2509
"compromisso";-1,298;1,298
"170";-0,244;0,244
"segunda_feira";-2,8187;2,8187
"edifício";-0,2096;0,2096
"entre";-3,7936;3,7936
"investigação";-3,5071;3,5071
"finalidade";-0,7464;0,7464
"bacelar";-0,3979;0,3979
"recorrer";-1,0323;1,0323
"reproduzir";-0,2086;0,2086
"dominar";-0,7275;0,7275
"este";-2,5579;2,5579
"esta";-1,0361;1,0361
"pesado";1,7754;-1,7754
"reportagem";-1,0136;1,0136
"longo";-0,3732;0,3732
"longe";0,4872;-0,4872
"receber";3,4959;-3,4959
"kremlin";-0,7881;0,7881
"conceder";-0,3843;0,3843
"cúpula";1,1815;-1,1815
"dois";-5,2027;5,2027
"thaad";5,9652;-5,9652
"professor";0,3896;-0,3896
"ferida";-0,2086;0,2086
"até";1,1738;-1,1738
"107";-0,6668;0,6668
"referido";-0,4808;0,4808
"aliado";0,9377;-0,9377
"injustiça";-0,3577;0,3577
"opção";-0,3143;0,3143
"consideração";-1,3337;1,3337
"figueiredo";-0,7881;0,7881
"revolucionário";-0,244;0,244
"rico";0,9987;-0,9987
"irã";1,3531;-1,3531
"relacionar";-0,3838;0,3838
"motivar";-0,9819;0,9819
"repórter";3,7639;-3,7639
"caribe";-0,6668;0,6668
"ótimo";-0,4557;0,4557
"ocultação";-0,2086;0,2086
"policial";-0,9438;0,9438
"comprar";2,0885;-2,0885
"saud";-0,3688;0,3688
"alertar";4,921;-4,921
"diferença";-0,8869;0,8869
"bloqueio";-1,0358;1,0358
"consciência";0,5874;-0,5874
"expressão";0,6584;-0,6584
"novembro";-1,4206;1,4206
"acórdão";-0,7275;0,7275
"moçambicano";-0,7275;0,7275
"advertir";0,6992;-0,6992
"custar";0,454;-0,454
"nascimento";-0,8487;0,8487
"tanque";4,9348;-4,9348
"concentrar";0,4592;-0,4592
"senso";0,8814;-0,8814
"igualdade";-0,6668;0,6668
"depósito";-0,6555;0,6555
"basear";-0,3309;0,3309
"escalada";-0,9093;0,9093
"zelote";-0,2807;0,2807
"doméstico";0,4186;-0,4186
"filmar";2,4595;-2,4595
"chile";-0,2663;0,2663
"quão";-0,6062;0,6062
"medida";-3,0443;3,0443
"cidade";-0,9552;0,9552
"efetivamente";-1,2125;1,2125
"ideológico";-0,2096;0,2096
"discurso";2,1854;-2,1854
"cobrir";-0,422;0,422
"delegação";-0,7881;0,7881
"suspenso";-0,7897;0,7897
"estrutura";-1,6368;1,6368
"homenagem";0,417;-0,417
"rex";-0,2555;0,2555
"algum";2,9645;-2,9645
"deputado";2,5936;-2,5936
"bush";-0,7881;0,7881
"desaparecer";-0,3186;0,3186
"retaliação";0,4539;-0,4539
"destacar";2,4101;-2,4101
"comprometer";-1,455;1,455
"turquia";2,4272;-2,4272
"municipal";-2,5462;2,5462
"evolução";-0,7275;0,7275
"esconder";1,9296;-1,9296
"osmar";-0,389;0,389
"d";-0,9093;0,9093
"inelegível";-0,2807;0,2807
"gado";4,0115;-4,0115
"abandonar";-0,598;0,598
"identidade";-0,97;0,97
"complexo";-0,6731;0,6731
"efetivo";-0,8393;0,8393
"esgotado";-0,2807;0,2807
"vincular";0,2509;-0,2509
"culpar";0,702;-0,702
"beneficiar";-0,4042;0,4042
"oposição";-0,7277;0,7277
"coréia";76,4953;-76,4953
"maneira";0,3254;-0,3254
"uma";2,1666;-2,1666
"afinal";0,2515;-0,2515
"ciro";1,0101;-1,0101
"muita";-2,4421;2,4421
"conhecido";3,1979;-3,1979
"delito";0,2731;-0,2731
"influência";0,5222;-0,5222
"o";3,8069;-3,8069
"distribuição";-0,2096;0,2096
"emilio";-1,5803;1,5803
"nixon";-0,6062;0,6062
"sob";-0,9097;0,9097
"fazê_lo";-0,2086;0,2086
"concessão";-1,8393;1,8393
"alencar";-0,2955;0,2955
"profissão";0,702;-0,702
"novo";-2,132;2,132
"lobista";-0,8487;0,8487
"memória";0,2841;-0,2841
"lourar";0,8775;-0,8775
"vontade";-0,3049;0,3049
"coercitivo";-0,6062;0,6062
"olimpíada";-0,6668;0,6668
"seguir";0,4267;-0,4267
"renan";0,7337;-0,7337
"peso";-0,8865;0,8865
"resultado";-1,3476;1,3476
"pensamento";-0,7007;0,7007
"cumprir";-2,6677;2,6677
"liberal";-0,6555;0,6555
"melar";-0,4426;0,4426
"condenar";1,3514;-1,3514
"moderno";-0,4389;0,4389
"liberar";0,266;-0,266
"sanção";-5,3959;5,3959
"eventual";-4,8502;4,8502
"pasadena";0,2841;-0,2841
"marisa";-1,3414;1,3414
"petróleo";-0,5614;0,5614
"domingo";-0,9741;0,9741
"intervenção";-3,8869;3,8869
"time";0,4671;-0,4671
"pior";-0,4787;0,4787
"interrogatório";0,2498;-0,2498
"entrevista";0,3998;-0,3998
"57";1,3512;-1,3512
"corpo";-0,4724;0,4724
"ver";-1,4564;1,4564
"vez";1,6539;-1,6539
"comum";-0,5428;0,5428
"tráfico";0,5563;-0,5563
"sonoro";-0,8487;0,8487
"caos";0,4592;-0,4592
"minuto";1,4659;-1,4659
"colapso";1,2211;-1,2211
"irmão";1,7135;-1,7135
"lícito";-0,3577;0,3577
"qualquer";-3,2596;3,2596
"montar";0,3912;-0,3912
"querer";2,2378;-2,2378
"planilha";0,4266;-0,4266
"boca";5,7232;-5,7232
"56";-0,2086;0,2086
"mudança";-2,5943;2,5943
"ex_presidentes";0,454;-0,454
"fronteira";3,2292;-3,2292
"século";0,8484;-0,8484
"juro";-0,8393;0,8393
"indagar";-0,8487;0,8487
"localizar";-0,2392;0,2392
"aprovação";-1,5075;1,5075
"finança";-0,2807;0,2807
"santo";-1,0136;1,0136
"fake";0,7852;-0,7852
"positivo";-1,6588;1,6588
"saneamento";-0,9093;0,9093
"funcionamento";-0,6555;0,6555
"angra";-0,244;0,244
"israel";-0,3569;0,3569
"taxação";-0,6062;0,6062
"herança";-0,6062;0,6062
"só";0,9933;-0,9933
"impasse";-0,7881;0,7881
"vigilância";0,4592;-0,4592
"lacerda";-0,2086;0,2086
"tirar";1,1546;-1,1546
"conviver";0,2841;-0,2841
"cautelar";0,3746;-0,3746
"trazer";-1,8644;1,8644
"apostar";-0,3577;0,3577
"bastante";-1,6318;1,6318
"colocar";0,8186;-0,8186
"aproveitar";-1,0302;1,0302
"determinação";0,2731;-0,2731
"fábio";-2,0612;2,0612
"justiça";-0,6218;0,6218
"padrão";-1,5762;1,5762
"data";0,52;-0,52
"natural";-0,6731;0,6731
"controlar";0,546;-0,546
"sr";2,9974;-2,9974
"sp";2,947;-2,947
"acionar";-0,7464;0,7464
"si";-0,3229;0,3229
"cármen";0,5277;-0,5277
"se";5,1404;-5,1404
"engenharia";-0,7275;0,7275
"falado";0,7646;-0,7646
"crítica";0,4395;-0,4395
"museu";-0,6668;0,6668
"acontecimento";-0,2111;0,2111
"satisfação";0,8814;-0,8814
"instabilidade";-0,244;0,244
"recorde";-0,7275;0,7275
"crédito";-1,2409;1,2409
"cidadania";-0,2111;0,2111
"subsidiário";0,2509;-0,2509
"projetar";1,7099;-1,7099
"sérgio_moro";9,3159;-9,3159
"bovino";1,2199;-1,2199
"japonês";0,6702;-0,6702
"26";-1,5457;1,5457
"emergência";0,8366;-0,8366
"organizar";-0,2392;0,2392
"dilma_michel_temer";-0,8487;0,8487
"envolvido";0,378;-0,378
"sorteio";-0,6668;0,6668
"internet";0,4591;-0,4591
"convocar";0,6052;-0,6052
"20";0,5214;-0,5214
"porcento";-0,7413;0,7413
"limitar";-1,3337;1,3337
"minimizar";-0,3577;0,3577
"brasil";1,7525;-1,7525
"incentivar";-0,2663;0,2663
"unidade";-1,7092;1,7092
"instaurar";-0,244;0,244
"indonésio";1,4384;-1,4384
"comigo";-0,5255;0,5255
"ong";-0,8487;0,8487
"voto";-4,2184;4,2184
"bbc";-3,6256;3,6256
"carregar";1,1591;-1,1591
"onu";-1,0797;1,0797
"2";-0,8494;0,8494
"renovar";-0,6668;0,6668
"doação";-0,2807;0,2807
"rival";-0,7275;0,7275
"tradução";-0,6668;0,6668
"futuro";0,3896;-0,3896
"reclamar";-0,422;0,422
"acercar";-0,7881;0,7881
"forçar";0,3066;-0,3066
"sérgio";0,3582;-0,3582
"valorizar";-1,3337;1,3337
"jefferson";-1,0912;1,0912
"massa";0,7652;-0,7652
"ex_executivos";-0,7114;0,7114
"sucessor";-0,2096;0,2096
"sala";0,4945;-0,4945
"auxílio";-0,3577;0,3577
"realidade";-1,4781;1,4781
"cobra";0,2777;-0,2777
"olho";0,454;-0,454
"descobrir";-0,6637;0,6637
"perrella";0,2484;-0,2484
"centro_direita";-0,97;0,97
"madrugada";2,229;-2,229
"bittar";-0,244;0,244
"dramático";-0,6668;0,6668
"carolina";-1,5156;1,5156
"federação";0,4945;-0,4945
"sinal";1,1759;-1,1759
"bomba";6,8061;-6,8061
"descer";-0,3577;0,3577
"primo";0,5943;-0,5943
"região";-4,6728;4,6728
"prêmio";-0,3577;0,3577
"época";1,141;-1,141
"inspeção";-0,3186;0,3186
"empregar";0,3224;-0,3224
"pequim";-0,3853;0,3853
"deferir";-0,244;0,244
"sites";2,6514;-2,6514
"corrupção";-0,3073;0,3073
"vender";0,983;-0,983
"machado";0,4214;-0,4214
"grampear";0,8814;-0,8814
"recusar";-0,2264;0,2264
"indiciar";-0,8487;0,8487
"êxito";0,3224;-0,3224
"escalão";1,0827;-1,0827
"celebrar";-0,8487;0,8487
"estabilidade";0,417;-0,417
"s";0,6821;-0,6821
"gente";-2,8026;2,8026
"alcançar";-1,6318;1,6318
"droga";-0,4299;0,4299
"inaudível";0,7652;-0,7652
"entregar";1,1534;-1,1534
"conservação";-0,8487;0,8487
"título";0,4888;-0,4888
"orientação";-0,3577;0,3577
"uol";0,9167;-0,9167
"ouvido";-1,7871;1,7871
"sigla";-0,6637;0,6637
"putin";2,1993;-2,1993
"prejudicado";0,3224;-0,3224
"devolver";0,611;-0,611
"oportunidade";-0,632;0,632
"sudeste";0,702;-0,702
"aniversário";1,7099;-1,7099
"costa";3,7138;-3,7138
"novela";-0,2086;0,2086
"episódio";-0,8378;0,8378
"bancada";-0,2875;0,2875
"pessoalmente";0,4888;-0,4888
"ocupação";-0,934;0,934
"rousseff";1,1076;-1,1076
"aborto";-2,1218;2,1218
"categoria";-1,2125;1,2125
"solução";-1,6346;1,6346
"cujo";-1,6368;1,6368
"aspecto";-0,4389;0,4389
"líder";-0,6054;0,6054
"interino";-0,3979;0,3979
"fortalecimento";-0,4808;0,4808
"empresarial";-0,2555;0,2555
"30";-0,5041;0,5041
"definir";-3,6256;3,6256
"hoje";6,9597;-6,9597
"florianópolis";-0,3979;0,3979
"acm";-0,97;0,97
"aí";1,0074;-1,0074
"diretor";-1,4682;1,4682
"rossi";-0,389;0,389
"triunfo";-0,7881;0,7881
"coalizão";-0,7275;0,7275
"firmar";-0,5027;0,5027
"dormir";0,2509;-0,2509
"cunha";3,4032;-3,4032
"colher";0,4186;-0,4186
"completo";-0,2495;0,2495
"continente";1,1071;-1,1071
"vantagem";-0,4246;0,4246
"rússia";5,4879;-5,4879
"emissor";4,0115;-4,0115
"rogério";-1,0912;1,0912
"esforço";-1,4781;1,4781
"polêmico";-0,5614;0,5614
"ex_primeira_dama";-1,0912;1,0912
"ah";-0,2086;0,2086
"reeleição";-0,7897;0,7897
"al";0,2219;-0,2219
"mundo";4,6037;-4,6037
"parcial";-0,6062;0,6062
"ponderar";-0,7881;0,7881
"aparentemente";0,7852;-0,7852
"2006";-1,1642;1,1642
"angola";-1,3337;1,3337
"pedir";0,6671;-0,6671
"pesquisa";-0,2703;0,2703
"terra";0,9071;-0,9071
"inventar";0,454;-0,454
"infra-estrutura";-0,7114;0,7114
"página";-0,4349;0,4349
"básico";-0,7926;0,7926
"ferreira";-0,2111;0,2111
"andrea";1,287;-1,287
"adiantar";0,2777;-0,2777
"te";0,6783;-0,6783
"barroso";-0,2772;0,2772
"coração";1,3235;-1,3235
"ferir";1,1071;-1,1071
"gesto";0,3066;-0,3066
"essencial";0,3831;-0,3831
"reconhecer";-3,9038;3,9038
"organizador";-1,0306;1,0306
"parceiro";0,3234;-0,3234
"militância";-0,2807;0,2807
"largo";0,7852;-0,7852
"empreendimento";-1,1642;1,1642
"provar";1,1079;-1,1079
"protestar";0,5943;-0,5943
"franco";-1,944;1,944
"tô";-0,6555;0,6555
"bastidor";-0,2955;0,2955
"tratamento";-0,3577;0,3577
"recebimento";-0,2677;0,2677
"transportar";1,0827;-1,0827
"simão";-0,7881;0,7881
"compliance";-1,2125;1,2125
"social";1,2224;-1,2224
"racionamento";-0,7881;0,7881
"vir";-0,4499;0,4499
"diariamente";-0,3577;0,3577
"ampliação";-0,6062;0,6062
"reunião";-2,1695;2,1695
"corte";-1,3709;1,3709
"silva";-1,1101;1,1101
"enfatizar";-1,5762;1,5762
"obrigar";-0,7667;0,7667
"objetivo";0,2972;-0,2972
"hidrogênio";-0,6062;0,6062
"diferente";-1,2863;1,2863
"visão";-0,5442;0,5442
"nobre";0,7609;-0,7609
"recolher";0,3746;-0,3746
"bancar";-0,2111;0,2111
"procurador";-0,6941;0,6941
"mala";3,7995;-3,7995
"rodrigues";-0,2677;0,2677
"ponta";0,2841;-0,2841
"ponte";-1,455;1,455
"ponto";-3,8647;3,8647
"metalúrgico";-0,6668;0,6668
"impacto";-0,5038;0,5038
"pôr";-0,9109;0,9109
"facção";-1,3943;1,3943
"separação";0,4186;-0,4186
"urgência";-0,8393;0,8393
"mendes";8,6515;-8,6515
"ferramenta";-0,2086;0,2086
"não";0,6957;-0,6957
"plano";0,508;-0,508
"fundamental";-0,4049;0,4049
"centrão";-1,5156;1,5156
"francês";0,2219;-0,2219
"mendonça";-0,6062;0,6062
"papel";0,3317;-0,3317
"pronto";3,3392;-3,3392
"buscar";-3,5413;3,5413
"bilhão";3,839;-3,839
"parceria";0,2777;-0,2777
"subir";-0,4613;0,4613
"sobretaxa";-0,7881;0,7881
"ilícito";0,7188;-0,7188
"cometido";-0,4557;0,4557
"interpretar";-0,8487;0,8487
"fossar";0,4188;-0,4188
"piada";-0,6668;0,6668
"expansão";-0,7275;0,7275
"gilberto";1,4384;-1,4384
"fotógrafo";9,5977;-9,5977
"trf";-1,1;1,1
"nosso";1,2528;-1,2528
"armamento";1,1591;-1,1591
"fab";-0,389;0,389
"deslocar";2,2404;-2,2404
"encaminhar";-0,4064;0,4064
"bandeira";-0,2111;0,2111
"entender";0,4267;-0,4267
"aprovar";-2,7685;2,7685
"divulgar";2,9584;-2,9584
"w";-0,7881;0,7881
"viana";0,6408;-0,6408
"major";-0,6062;0,6062
"dório";15,5746;-15,5746
"guam";-0,6555;0,6555
"disposição";-0,3609;0,3609
"avenida";-1,0306;1,0306
"nome";0,3413;-0,3413
"aqui";0,6888;-0,6888
"istoé";3,0258;-3,0258
"ásia";-1,0912;1,0912
"contra";-0,3553;0,3553
"talvez";-0,5925;0,5925
"parlamentar";2,7562;-2,7562
"finalmente";-0,97;0,97
"obama";-3,395;3,395
"canção";-0,6062;0,6062
"afirmação";-2,3643;2,3643
"revogar";-1,3337;1,3337
"sequência";-1,3943;1,3943
"configurar";-0,3577;0,3577
"revelar";2,8864;-2,8864
"instituir";-0,244;0,244
"bastar";2,8103;-2,8103
"organizado";-0,2895;0,2895
"tentar";3,2259;-3,2259
"moção";-2,425;2,425
"sentar";0,3388;-0,3388
"paulsen";-0,7926;0,7926
"furna";0,7852;-0,7852
"favela";-1,0306;1,0306
"apurado";-0,8487;0,8487
"turismo";0,3224;-0,3224
"defender";-0,7241;0,7241
"collor";-0,1854;0,1854
"recuperação";-1,455;1,455
"corrida";-0,1854;0,1854
"assumir";-1,9617;1,9617
"donald";4,3503;-4,3503
"fachin";1,5245;-1,5245
"receita";-0,7667;0,7667
"ocde";-1,1518;1,1518
"ivanka";3,887;-3,887
"suíço";0,4065;-0,4065
"âmbito";0,6052;-0,6052
"sem";-5,1655;5,1655
"reputação";-0,2086;0,2086
"verba";-0,7007;0,7007
"merecer";2,0574;-2,0574
"esclarecer";-1,2409;1,2409
"colaborar";-1,2077;1,2077
"pagar";0,4406;-0,4406
"europa";-0,2582;0,2582
"complementar";-1,0912;1,0912
"f";-1,0619;1,0619
"agente";0,35;-0,35
"belo";0,2731;-0,2731
"interessante";1,8723;-1,8723
"imaginar";0,9459;-0,9459
"dizer";4,4068;-4,4068
"recomendar";-0,7114;0,7114
"anexo";-0,3979;0,3979
"conjunto";0,3746;-0,3746
"investigador";-0,9042;0,9042
"imediato";-0,3853;0,3853
"aquisição";-0,5614;0,5614
"guardar";2,0322;-2,0322
"judicial";-0,8421;0,8421
"impedir";-0,9676;0,9676
"prerrogativa";-0,693;0,693
"32";0,5388;-0,5388
"voo";0,6369;-0,6369
"voz";-0,3853;0,3853
"campanha";-2,7034;2,7034
"próprio";-0,3864;0,3864
"contestar";-0,6731;0,6731
"doar";0,5206;-0,5206
"alerj";-0,8487;0,8487
"clima";-0,2555;0,2555
"vargas";-0,3979;0,3979
"euro";-1,6368;1,6368
"conversar";-0,9676;0,9676
"concreto";-0,312;0,312
"convicção";-0,3577;0,3577
"combinar";0,3912;-0,3912
"passageiro";-0,2381;0,2381
"mandar";2,1854;-2,1854
"reverter";0,417;-0,417
"assinatura";0,352;-0,352
"ajudar";0,2817;-0,2817
"tomar";0,6408;-0,6408
"formar";-0,4787;0,4787
"desfazer";0,3224;-0,3224
"demanda";-1,6975;1,6975
"formal";-1,2731;1,2731
"impunidade";-2,1218;2,1218
"alexandre";1,6551;-1,6551
"molina";0,4592;-0,4592
"dama";0,8814;-0,8814
"aquele";1,7282;-1,7282
"aquela";-0,4794;0,4794
"aparato";-0,2807;0,2807
"exigência";-0,3569;0,3569
"fundador";1,0063;-1,0063
"comparar";-0,2392;0,2392
"preservar";-0,598;0,598
"bi";0,8814;-0,8814
"idade";1,3961;-1,3961
"br";-2,5462;2,5462
"jornal";4,7803;-4,7803
"grito";1,5013;-1,5013
"pereira";-0,7275;0,7275
"trilhão";0,8814;-0,8814
"gebran";-0,7114;0,7114
"anpr";-0,6668;0,6668
"jeito";-0,4136;0,4136
"anterior";-4,062;4,062
"clinton";-0,7881;0,7881
"integrar";-1,6318;1,6318
"terrorista";0,6783;-0,6783
"hospedar";-0,6062;0,6062
"estabelecer";-1,8027;1,8027
"escolher";0,3863;-0,3863
"exercer";-0,665;0,665
"votar";-0,8407;0,8407
"ator";1,274;-1,274
"responsável";-1,3166;1,3166
"produto";1,4872;-1,4872
"cio";-1,1518;1,1518
"um";12,9801;-12,9801
"indicar";-0,5185;0,5185
"ue";-0,6062;0,6062
"paciente";-0,7275;0,7275
"salário";4,322;-4,322
"diverso";4,4895;-4,4895
"óbvio";3,3964;-3,3964
"imprensa";2,0457;-2,0457
"endividamento";-0,8487;0,8487
"antecessor";-0,6555;0,6555
"pagamento";-3,8569;3,8569
"elemento";-1,7871;1,7871
"dirceu";0,5727;-0,5727
"ataque";12,6742;-12,6742
"extremamente";-0,2895;0,2895
"armamentista";-0,9093;0,9093
"legal";-0,3029;0,3029
"nordeste";-1,2731;1,2731
"atento";-0,6062;0,6062
"paquistão";-0,3186;0,3186
"filósofo";1,3235;-1,3235
"executivo";-1,4483;1,4483
"roubar";5,7232;-5,7232
"proceder";0,4186;-0,4186
"constituição";-1,1605;1,1605
"noticiar";-0,2807;0,2807
"victor";0,2219;-0,2219
"firme";0,3066;-0,3066
"difícil";-1,0323;1,0323
"procedimento";-1,2957;1,2957
"pmdb";1,3161;-1,3161
"lei";-4,0589;4,0589
"leo";-0,6062;0,6062
"ler";1,8812;-1,8812
"atrair";1,1071;-1,1071
"oficial";5,3672;-5,3672
"primeiro_ministro";1,1591;-1,1591
"profundo";-1,6368;1,6368
"agência";0,4905;-0,4905
"causar";1,2141;-1,2141
"londres";1,5664;-1,5664
"explicação";-0,5234;0,5234
"menino";0,3224;-0,3224
"estatística";-0,244;0,244
"toffoli";-0,9109;0,9109
"relatoria";-0,4389;0,4389
"planejar";1,865;-1,865
"zona";0,349;-0,349
"sra";-0,6668;0,6668
"central";-1,1962;1,1962
"provocação";1,4227;-1,4227
"corretor";0,4186;-0,4186
"período";-1,8704;1,8704
"cliente";-0,6303;0,6303
"opor";-0,4808;0,4808
"monica";-0,6731;0,6731
"alegação";-0,5442;0,5442
"responsabilizar";-0,4389;0,4389
"quilômetro";-0,8865;0,8865
"rodovia";-1,0306;1,0306
"afetado";-0,97;0,97
"estudar";1,3531;-1,3531
"associação";0,3582;-0,3582
"animal";-0,3577;0,3577
"capacidade";2,4939;-2,4939
"estratégico";-1,0614;1,0614
"pergunta";-0,5469;0,5469
"especial";0,2864;-0,2864
"hilberto";-0,4808;0,4808
"jong_un";3,41;-3,41
"isso";-3,0645;3,0645
"classe";1,6231;-1,6231
"contato";-0,9741;0,9741
"inconstitucional";-0,6062;0,6062
"méxico";0,5265;-0,5265
"bordo";0,3668;-0,3668
"plataforma";0,3668;-0,3668
"interlocutor";-1,3264;1,3264
"esclarecido";-0,3577;0,3577
"volta";-0,7391;0,7391
"2018";-1,4866;1,4866
"2017";-1,6734;1,6734
"2016";1,4199;-1,4199
"2011";-0,8378;0,8378
"2010";-1,486;1,486
"2013";-1,1408;1,1408
"2012";-0,6022;0,6022
"treinar";0,4186;-0,4186
"testar";2,229;-2,229
"gritar";1,3512;-1,3512
"veículo";-0,5442;0,5442
"suspeito";-0,2467;0,2467
"importante";-2,1985;2,1985
"estudo";-1,7868;1,7868
"mensalão";-2,91;2,91
"constitucional";-1,4751;1,4751
"meta";-1,5156;1,5156
"agricultura";0,5767;-0,5767
"corroborar";-0,7275;0,7275
"contrário";-0,4397;0,4397
"huck";0,5092;-0,5092
"caminhão";2,6514;-2,6514
"além";-0,7629;0,7629
"vinson";12,3871;-12,3871
"hídrico";-0,9093;0,9093
"apropriado";-0,8487;0,8487
"tempo";0,4061;-0,4061
"televisão";0,6783;-0,6783
"bashar";1,3119;-1,3119
"aceito";-0,2096;0,2096
"calheiros";0,5724;-0,5724
"ladrão";3,887;-3,887
"cuidado";1,1285;-1,1285
"david";-0,9093;0,9093
"e_mails";-0,244;0,244
"jurista";0,5092;-0,5092
"potencial";-0,389;0,389
"aurélio";-0,8206;0,8206
"legislativo";-0,4991;0,4991
"guerra";11,3127;-11,3127
"haver";-6,5751;6,5751
"elite";1,7393;-1,7393
"criminoso";2,0945;-2,0945
"probatório";-0,6062;0,6062
"prova";-1,8498;1,8498
"roberto";0,5639;-0,5639
"reclusão";0,4186;-0,4186
"associar";-0,6668;0,6668
"observar";-0,8869;0,8869
"falso";1,0446;-1,0446
"legislação";-1,1642;1,1642
"quebrar";0,4872;-0,4872
"ministério";-2,8478;2,8478
"exército";4,042;-4,042
"latino";-0,7926;0,7926
"costamarques";-2,0006;2,0006
"fidel";-0,312;0,312
"00";7,6688;-7,6688
"serviço";-2,2021;2,2021
"trás";-0,2069;0,2069
"sorte";-0,2807;0,2807
"último";5,3739;-5,3739
"principal";-0,3962;0,3962
"rodoviário";-0,6668;0,6668
"terminar";-0,8206;0,8206
"aval";-0,4557;0,4557
"aviação";-0,6062;0,6062
"tudo";7,2017;-7,2017
"familiar";-0,5442;0,5442
"impeachment";-0,3419;0,3419
"autor";-0,2772;0,2772
"extremista";-1,1518;1,1518
"h";-0,2381;0,2381
"perdido";0,5092;-0,5092
"identificar";0,5784;-0,5784
"nuclear";21,6356;-21,6356
"parque";-0,2807;0,2807
"posse";0,4376;-0,4376
"destino";0,454;-0,454
"confirmar";2,4261;-2,4261
"araújo";1,5013;-1,5013
"cristiane";-1,0306;1,0306
"ambiental";-1,3943;1,3943
"vídeo";17,1553;-17,1553
"barrar";-0,6108;0,6108
"ramo";1,1591;-1,1591
"acerto";0,2841;-0,2841
"fechamento";-0,6108;0,6108
"econômico";-3,3701;3,3701
"equipa";0,7551;-0,7551
"decidido";-1,2731;1,2731
"proibição";-0,5234;0,5234
"moreira";-0,8741;0,8741
"relevante";-0,6108;0,6108
"2015";-1,1394;1,1394
"2014";-2,5735;2,5735
"ocidental";-0,2069;0,2069
"procuradoria";-0,7514;0,7514
"barbosa";-0,4557;0,4557
"cá";-0,4808;0,4808
"site";5,7924;-5,7924
"serra";3,2292;-3,2292
"paralisação";-0,3186;0,3186
"referente";-1,0302;1,0302
"paulo";-3,4175;3,4175
"nada";3,7733;-3,7733
"bala";0,8366;-0,8366
"amazônia";-0,6668;0,6668
"setembro";-0,6792;0,6792
"frustração";-0,6062;0,6062
"governar";-0,312;0,312
"complicado";-0,6062;0,6062
"generalizado";0,2841;-0,2841
"eldorado";-1,4781;1,4781
"nacional";-1,4695;1,4695
"conservador";-1,0788;1,0788
