"";"X.gr_01";"X.gr_02"
"deixar";0,57;0,83
"humanidade";0,02;0,02
"adotar";0,08;0,13
"zelar";0,02;0,03
"imenso";0,03;0,03
"compromisso";0,05;0,13
"170";0,02;0,02
"segunda_feira";0,07;0,25
"edifício";0,05;0,05
"entre";1,15;1,78
"investigação";0,57;1,01
"finalidade";0,02;0,05
"bacelar";0,02;0,03
"recorrer";0,12;0,2
"reproduzir";0,02;0,02
"dominar";0;0,03
"este";0,12;0,31
"esta";0,2;0,31
"pesado";0,1;0,03
"reportagem";0,17;0,26
"longo";0,3;0,33
"longe";0,1;0,07
"receber";1,63;1,09
"kremlin";0;0,03
"conceder";0,12;0,14
"cúpula";0,23;0,14
"dois";0,88;1,59
"thaad";0,2;0,02
"professor";0,25;0,23
"ferida";0,02;0,02
"até";1,67;1,41
"107";0;0,03
"referido";0,02;0,04
"aliado";0,33;0,24
"injustiça";0,02;0,03
"opção";0,13;0,15
"consideração";0;0,05
"figueiredo";0;0,03
"revolucionário";0,02;0,02
"rico";0,13;0,07
"irã";0,15;0,07
"relacionar";0,07;0,09
"motivar";0,02;0,07
"repórter";0,15;0,02
"caribe";0;0,03
"ótimo";0,03;0,06
"ocultação";0,02;0,02
"policial";0,22;0,32
"comprar";0,48;0,28
"saud";0,15;0,17
"alertar";0,3;0,07
"diferença";0,07;0,13
"bloqueio";0,03;0,09
"consciência";0,07;0,04
"expressão";0,08;0,05
"novembro";0,05;0,14
"acórdão";0;0,03
"moçambicano";0;0,03
"advertir";0,12;0,07
"custar";0,07;0,05
"nascimento";0;0,03
"tanque";0,15;0,01
"concentrar";0,05;0,03
"senso";0,05;0,02
"igualdade";0;0,03
"depósito";0,02;0,05
"basear";0,05;0,06
"escalada";0;0,04
"zelote";0,02;0,03
"doméstico";0,03;0,02
"filmar";0,13;0,03
"chile";0,03;0,04
"quão";0;0,02
"medida";0,32;0,64
"cidade";0,32;0,43
"efetivamente";0;0,05
"ideológico";0,05;0,05
"discurso";0,53;0,31
"cobrir";0,03;0,05
"delegação";0;0,03
"suspenso";0,03;0,08
"estrutura";0;0,07
"homenagem";0,07;0,05
"rex";0,05;0,06
"algum";0,93;0,57
"deputado";1,67;1,21
"bush";0;0,03
"desaparecer";0,02;0,03
"retaliação";0,08;0,06
"destacar";0,48;0,26
"comprometer";0;0,06
"turquia";0,12;0,02
"municipal";0;0,1
"evolução";0;0,03
"esconder";0,15;0,05
"osmar";0,03;0,05
"d";0;0,04
"inelegível";0,02;0,03
"gado";0,15;0,02
"abandonar";0,03;0,07
"identidade";0;0,04
"complexo";0,03;0,07
"efetivo";0,02;0,06
"esgotado";0,02;0,03
"vincular";0,03;0,03
"culpar";0,05;0,02
"beneficiar";0,15;0,18
"oposição";0,12;0,18
"coréia";1,53;0,01
"maneira";0,27;0,25
"uma";9,45;8,44
"afinal";0,05;0,05
"ciro";0,17;0,1
"muita";0,12;0,31
"conhecido";0,37;0,15
"delito";0,07;0,06
"influência";0,18;0,15
"o";49,94;46,56
"distribuição";0,05;0,05
"emilio";0,02;0,1
"nixon";0;0,02
"sob";0,25;0,35
"fazê_lo";0,02;0,02
"concessão";0,02;0,11
"alencar";0,03;0,04
"profissão";0,05;0,02
"novo";1,05;1,45
"lobista";0;0,03
"memória";0,03;0,03
"lourar";0,35;0,26
"vontade";0,05;0,06
"coercitivo";0;0,02
"olimpíada";0;0,03
"seguir";0,38;0,35
"renan";0,37;0,29
"peso";0,02;0,06
"resultado";0,13;0,25
"pensamento";0,02;0,05
"cumprir";0,15;0,37
"liberal";0,02;0,05
"melar";0,05;0,07
"condenar";0,75;0,56
"moderno";0,02;0,04
"liberar";0,1;0,1
"sanção";0;0,22
"eventual";0;0,2
"pasadena";0,03;0,03
"marisa";0,08;0,18
"petróleo";0,03;0,06
"domingo";0,12;0,2
"intervenção";0,1;0,37
"time";0,15;0,12
"pior";0,08;0,11
"interrogatório";0,08;0,08
"entrevista";0,45;0,42
"57";0,07;0,02
"corpo";0,05;0,08
"ver";1,17;1,47
"vez";1,25;0,96
"comum";0,1;0,14
"tráfico";0,1;0,07
"sonoro";0;0,03
"caos";0,05;0,03
"minuto";0,27;0,15
"colapso";0,07;0,02
"irmão";0,37;0,21
"lícito";0,02;0,03
"qualquer";0,7;1,16
"montar";0,08;0,07
"querer";1,55;1,15
"planilha";0,1;0,08
"boca";0,22;0,03
"56";0,02;0,02
"mudança";0,15;0,37
"ex_presidentes";0,07;0,05
"fronteira";0,23;0,07
"século";0,13;0,08
"juro";0,02;0,06
"indagar";0;0,03
"localizar";0,08;0,09
"aprovação";0,07;0,17
"finança";0,02;0,03
"santo";0,17;0,26
"fake";0,05;0,02
"positivo";0,03;0,13
"saneamento";0;0,04
"funcionamento";0,02;0,05
"angra";0,02;0,02
"israel";0,03;0,05
"taxação";0;0,02
"herança";0;0,02
"só";1,13;0,95
"impasse";0;0,03
"vigilância";0,05;0,03
"lacerda";0,02;0,02
"tirar";0,3;0,19
"conviver";0,03;0,03
"cautelar";0,05;0,04
"trazer";0,08;0,22
"apostar";0,02;0,03
"bastante";0,02;0,1
"colocar";0,6;0,49
"aproveitar";0,02;0,07
"determinação";0,07;0,06
"fábio";0;0,08
"justiça";1,13;1,25
"padrão";0;0,06
"data";0,17;0,13
"natural";0,03;0,07
"controlar";0,17;0,13
"sr";0,38;0,17
"sp";0,35;0,15
"acionar";0,02;0,05
"si";0,1;0,11
"cármen";0,22;0,18
"se";7,94;6,35
"engenharia";0;0,03
"falado";0,07;0,03
"crítica";0,2;0,17
"museu";0;0,03
"acontecimento";0,03;0,04
"satisfação";0,05;0,02
"instabilidade";0,02;0,02
"recorde";0;0,03
"crédito";0,07;0,15
"cidadania";0,03;0,04
"subsidiário";0,03;0,03
"projetar";0,08;0,02
"sérgio_moro";1,88;0,93
"bovino";0,08;0,03
"japonês";0,15;0,1
"26";0,05;0,15
"emergência";0,07;0,03
"organizar";0,08;0,09
"dilma_michel_temer";0;0,03
"envolvido";0,15;0,13
"sorteio";0;0,03
"internet";0,12;0,09
"convocar";0,15;0,11
"20";0,35;0,3
"porcento";0,73;0,86
"limitar";0;0,05
"minimizar";0,02;0,03
"brasil";2,13;1,73
"incentivar";0,03;0,04
"unidade";0,12;0,26
"instaurar";0,02;0,02
"indonésio";0,08;0,02
"comigo";0,03;0,06
"ong";0;0,03
"voto";0,22;0,58
"bbc";0,02;0,19
"carregar";0,1;0,04
"onu";0,13;0,23
"2";0,63;0,77
"renovar";0;0,03
"doação";0,22;0,22
"rival";0;0,03
"tradução";0;0,03
"futuro";0,25;0,23
"reclamar";0,03;0,05
"acercar";0;0,03
"forçar";0,05;0,04
"sérgio";0,15;0,13
"valorizar";0;0,05
"jefferson";0;0,04
"massa";0,08;0,04
"ex_executivos";0,03;0,07
"sucessor";0,05;0,05
"sala";0,07;0,04
"auxílio";0,02;0,03
"realidade";0,02;0,09
"cobra";0,05;0,04
"olho";0,07;0,05
"descobrir";0,05;0,09
"perrella";0,1;0,1
"centro_direita";0;0,04
"madrugada";0,17;0,05
"bittar";0,02;0,02
"dramático";0;0,03
"carolina";0;0,06
"federação";0,07;0,04
"sinal";0,13;0,06
"bomba";0,43;0,1
"descer";0,02;0,03
"primo";0,1;0,07
"região";0,13;0,47
"prêmio";0,02;0,03
"época";0,53;0,39
"inspeção";0,02;0,03
"empregar";0,03;0,02
"pequim";0,05;0,07
"deferir";0,02;0,02
"sites";0,1;0,01
"corrupção";1,02;1,03
"vender";0,27;0,18
"machado";0,08;0,06
"grampear";0,05;0,02
"recusar";0,07;0,07
"indiciar";0;0,03
"êxito";0,03;0,02
"escalão";0,1;0,04
"celebrar";0;0,03
"estabilidade";0,07;0,05
"s";0,13;0,09
"gente";0,3;0,59
"alcançar";0,02;0,1
"droga";0,08;0,11
"inaudível";0,08;0,04
"entregar";0,45;0,32
"conservação";0;0,03
"título";0,08;0,06
"orientação";0,05;0,07
"uol";0,07;0,03
"ouvido";0,02;0,11
"sigla";0,05;0,09
"putin";0,25;0,11
"prejudicado";0,03;0,02
"devolver";0,08;0,05
"oportunidade";0,07;0,11
"sudeste";0,05;0,02
"aniversário";0,08;0,02
"costa";0,4;0,15
"novela";0,02;0,02
"episódio";0,05;0,1
"bancada";0,15;0,16
"pessoalmente";0,08;0,06
"ocupação";0,02;0,06
"rousseff";0,43;0,31
"aborto";0;0,09
"categoria";0;0,05
"solução";0,08;0,2
"cujo";0;0,07
"aspecto";0,02;0,04
"líder";0,48;0,56
"interino";0,02;0,03
"fortalecimento";0,02;0,04
"empresarial";0,05;0,06
"30";0,22;0,26
"definir";0,02;0,19
"hoje";1,5;0,77
"florianópolis";0,02;0,03
"acm";0;0,04
"aí";0,5;0,38
"diretor";0,18;0,33
"rossi";0,03;0,05
"triunfo";0;0,03
"coalizão";0;0,03
"firmar";0,05;0,08
"dormir";0,03;0,03
"cunha";0,98;0,58
"colher";0,03;0,02
"completo";0,1;0,1
"continente";0,07;0,02
"vantagem";0,12;0,14
"rússia";0,82;0,36
"emissor";0,15;0,02
"rogério";0;0,04
"esforço";0,02;0,09
"polêmico";0,03;0,06
"ex_primeira_dama";0;0,04
"ah";0,02;0,02
"reeleição";0,03;0,08
"al";0,03;0,03
"mundo";1,13;0,62
"parcial";0;0,02
"ponderar";0;0,03
"aparentemente";0,05;0,02
"2006";0,03;0,1
"angola";0;0,05
"pedir";1,5;1,36
"pesquisa";0,18;0,19
"terra";0,15;0,09
"inventar";0,07;0,05
"infra-estrutura";0,03;0,07
"página";0,07;0,09
"básico";0,02;0,06
"ferreira";0,03;0,04
"andrea";0,15;0,07
"adiantar";0,05;0,04
"te";0,1;0,06
"barroso";0,08;0,09
"coração";0,08;0,03
"ferir";0,07;0,02
"gesto";0,05;0,04
"essencial";0,07;0,05
"reconhecer";0,02;0,2
"organizador";0;0,04
"parceiro";0,07;0,06
"militância";0,02;0,03
"largo";0,05;0,02
"empreendimento";0,03;0,1
"provar";0,15;0,08
"protestar";0,1;0,07
"franco";0,02;0,11
"tô";0,02;0,05
"bastidor";0,03;0,04
"tratamento";0,05;0,07
"recebimento";0,07;0,07
"transportar";0,1;0,04
"simão";0;0,03
"compliance";0;0,05
"social";0,73;0,56
"racionamento";0;0,03
"vir";0,68;0,74
"diariamente";0,02;0,03
"ampliação";0;0,02
"reunião";0,25;0,47
"corte";0,2;0,34
"silva";0,2;0,31
"enfatizar";0;0,06
"obrigar";0,05;0,1
"objetivo";0,07;0,06
"hidrogênio";0;0,02
"diferente";0,13;0,25
"visão";0,07;0,1
"nobre";0,13;0,08
"recolher";0,05;0,04
"bancar";0,03;0,04
"procurador";0,38;0,47
"mala";0,28;0,08
"rodrigues";0,07;0,07
"ponta";0,03;0,03
"ponte";0;0,06
"ponto";0,13;0,42
"metalúrgico";0;0,03
"impacto";0,08;0,12
"pôr";0,03;0,09
"facção";0;0,06
"separação";0,03;0,02
"urgência";0,02;0,06
"mendes";0,7;0,2
"ferramenta";0,02;0,02
"não";11,34;10,95
"plano";0,3;0,26
"fundamental";0,1;0,12
"centrão";0;0,06
"francês";0,03;0,03
"mendonça";0;0,02
"papel";0,17;0,15
"pronto";0,32;0,11
"buscar";0,03;0,22
"bilhão";0,7;0,35
"parceria";0,05;0,04
"subir";0,07;0,09
"sobretaxa";0;0,03
"ilícito";0,27;0,2
"cometido";0,03;0,06
"interpretar";0;0,03
"fossar";0,28;0,25
"piada";0;0,03
"expansão";0;0,03
"gilberto";0,08;0,02
"fotógrafo";0,22;0
"trf";0,05;0,12
"nosso";0,57;0,41
"armamento";0,1;0,04
"fab";0,03;0,05
"deslocar";0,1;0,02
"encaminhar";0,08;0,11
"bandeira";0,03;0,04
"entender";0,38;0,35
"aprovar";0,23;0,5
"divulgar";0,82;0,48
"w";0;0,03
"viana";0,07;0,04
"major";0;0,02
"dório";0,32;0
"guam";0,02;0,05
"disposição";0,08;0,1
"avenida";0;0,04
"nome";0,72;0,7
"aqui";0,62;0,52
"istoé";0,12;0,02
"ásia";0;0,04
"contra";1,67;1,71
"talvez";0,1;0,14
"parlamentar";0,8;0,48
"finalmente";0;0,04
"obama";0;0,14
"canção";0;0,02
"afirmação";0;0,1
"revogar";0;0,05
"sequência";0;0,06
"configurar";0,02;0,03
"revelar";0,48;0,24
"instituir";0,02;0,02
"bastar";0,22;0,07
"organizado";0,07;0,08
"tentar";0,92;0,54
"moção";0;0,1
"sentar";0,05;0,04
"paulsen";0,02;0,06
"furna";0,05;0,02
"favela";0;0,04
"apurado";0;0,03
"turismo";0,03;0,02
"defender";0,58;0,69
"collor";0,03;0,03
"recuperação";0;0,06
"corrida";0,03;0,03
"assumir";0,15;0,32
"donald";0,62;0,27
"fachin";0,65;0,45
"receita";0,05;0,1
"ocde";0;0,05
"ivanka";0,12;0,01
"suíço";0,12;0,1
"âmbito";0,15;0,11
"sem";0,6;1,2
"reputação";0,02;0,02
"verba";0,02;0,05
"merecer";0,13;0,04
"esclarecer";0,07;0,15
"colaborar";0,03;0,1
"pagar";0,75;0,7
"europa";0,12;0,12
"complementar";0;0,04
"f";0,12;0,21
"agente";0,2;0,18
"belo";0,07;0,06
"interessante";0,08;0,02
"imaginar";0,13;0,07
"dizer";7,22;5,84
"recomendar";0,03;0,07
"anexo";0,02;0,03
"conjunto";0,22;0,2
"investigador";0,08;0,15
"imediato";0,05;0,07
"aquisição";0,03;0,06
"guardar";0,15;0,05
"judicial";0,08;0,15
"impedir";0,13;0,22
"prerrogativa";0,07;0,11
"32";0,07;0,04
"voo";0,15;0,11
"voz";0,05;0,07
"campanha";0,4;0,72
"próprio";0,6;0,64
"contestar";0,03;0,07
"doar";0,1;0,07
"alerj";0;0,03
"clima";0,05;0,06
"vargas";0,02;0,03
"euro";0;0,07
"conversar";0,13;0,22
"concreto";0,07;0,08
"convicção";0,02;0,03
"combinar";0,08;0,07
"passageiro";0,03;0,04
"mandar";0,53;0,31
"reverter";0,07;0,05
"assinatura";0,07;0,05
"ajudar";0,3;0,3
"tomar";0,6;0,52
"formar";0,08;0,11
"desfazer";0,03;0,02
"demanda";0;0,07
"formal";0;0,05
"impunidade";0;0,09
"alexandre";0,15;0,06
"molina";0,05;0,03
"dama";0,05;0,02
"aquele";0,53;0,34
"aquela";0,15;0,19
"aparato";0,02;0,03
"exigência";0,03;0,05
"fundador";0,07;0,02
"comparar";0,08;0,09
"preservar";0,03;0,07
"bi";0,05;0,02
"idade";0,17;0,08
"br";0;0,1
"jornal";0,62;0,26
"grito";0,07;0,01
"pereira";0;0,03
"trilhão";0,05;0,02
"gebran";0,03;0,07
"anpr";0;0,03
"jeito";0,05;0,07
"anterior";0;0,17
"clinton";0;0,03
"integrar";0,02;0,1
"terrorista";0,1;0,06
"hospedar";0;0,02
"estabelecer";0,05;0,16
"escolher";0,17;0,15
"exercer";0,08;0,13
"votar";0,32;0,42
"ator";0,12;0,05
"responsável";0,28;0,44
"produto";0,33;0,2
"cio";0;0,05
"um";13,09;9,74
"indicar";0,23;0,28
"ue";0;0,02
"paciente";0;0,03
"salário";0,35;0,11
"diverso";0,62;0,27
"óbvio";0,13;0,02
"imprensa";0,48;0,28
"endividamento";0;0,03
"antecessor";0,02;0,05
"pagamento";0,28;0,65
"elemento";0,02;0,11
"dirceu";0,2;0,16
"ataque";1,6;0,62
"extremamente";0,07;0,08
"armamentista";0;0,04
"legal";0,15;0,16
"nordeste";0;0,05
"atento";0;0,02
"paquistão";0,02;0,03
"filósofo";0,08;0,03
"executivo";0,35;0,53
"roubar";0,22;0,03
"proceder";0,03;0,02
"constituição";0,2;0,32
"noticiar";0,02;0,03
"victor";0,03;0,03
"firme";0,05;0,04
"difícil";0,12;0,2
"procedimento";0,03;0,11
"pmdb";0,72;0,53
"lei";0,5;0,97
"leo";0;0,02
"ler";0,55;0,34
"atrair";0,07;0,02
"oficial";0,67;0,27
"primeiro_ministro";0,1;0,04
"profundo";0;0,07
"agência";0,3;0,26
"causar";0,2;0,11
"londres";0,08;0,02
"explicação";0,02;0,04
"menino";0,03;0,02
"estatística";0,02;0,02
"toffoli";0,03;0,09
"relatoria";0,02;0,04
"planejar";0,18;0,07
"zona";0,17;0,15
"sra";0;0,03
"central";0,13;0,24
"provocação";0,15;0,07
"corretor";0,03;0,02
"período";0,13;0,29
"cliente";0,05;0,09
"opor";0,02;0,04
"monica";0,03;0,07
"alegação";0,07;0,1
"responsabilizar";0,02;0,04
"quilômetro";0,02;0,06
"rodovia";0;0,04
"afetado";0;0,04
"estudar";0,15;0,07
"associação";0,15;0,13
"animal";0,02;0,03
"capacidade";0,33;0,15
"estratégico";0,05;0,12
"pergunta";0,13;0,18
"especial";0,22;0,21
"hilberto";0,02;0,04
"jong_un";0,5;0,23
"isso";1,37;1,95
"classe";0,25;0,13
"contato";0,12;0,2
"inconstitucional";0;0,02
"méxico";0,08;0,06
"bordo";0,03;0,02
"plataforma";0,03;0,02
"interlocutor";0,02;0,08
"esclarecido";0,02;0,03
"volta";0,15;0,22
"2018";0,17;0,31
"2017";0,23;0,41
"2016";0,6;0,42
"2011";0,05;0,1
"2010";0,08;0,19
"2013";0,1;0,19
"2012";0,07;0,11
"treinar";0,03;0,02
"testar";0,17;0,05
"gritar";0,07;0,02
"veículo";0,07;0,1
"suspeito";0,07;0,07
"importante";0,22;0,43
"estudo";0,07;0,19
"mensalão";0;0,12
"constitucional";0,03;0,12
"meta";0;0,06
"agricultura";0,25;0,2
"corroborar";0;0,03
"contrário";0,17;0,2
"huck";0,05;0,03
"caminhão";0,1;0,01
"além";0,67;0,79
"vinson";0,45;0,05
"hídrico";0;0,04
"apropriado";0;0,03
"tempo";0,63;0,6
"televisão";0,1;0,06
"bashar";0,13;0,06
"aceito";0,05;0,05
"calheiros";0,18;0,14
"ladrão";0,12;0,01
"cuidado";0,12;0,05
"david";0;0,04
"e_mails";0,02;0,02
"jurista";0,05;0,03
"potencial";0,03;0,05
"aurélio";0,07;0,12
"legislativo";0,15;0,19
"guerra";1,12;0,37
"haver";2,15;3,34
"elite";0,12;0,04
"criminoso";0,6;0,37
"probatório";0;0,02
"prova";0,42;0,66
"roberto";0,3;0,25
"reclusão";0,03;0,02
"associar";0;0,03
"observar";0,07;0,13
"falso";0,22;0,13
"legislação";0,03;0,1
"quebrar";0,1;0,07
"ministério";0,9;1,36
"exército";0,5;0,21
"latino";0,02;0,06
"costamarques";0;0,08
"fidel";0,07;0,08
"00";0,25;0,02
"serviço";0,2;0,41
"trás";0,07;0,07
"sorte";0,02;0,03
"último";1,37;0,75
"principal";0,4;0,43
"rodoviário";0;0,03
"terminar";0,07;0,12
"aval";0,03;0,06
"aviação";0;0,02
"tudo";1,13;0,51
"familiar";0,07;0,1
"impeachment";0,33;0,35
"autor";0,08;0,09
"extremista";0;0,05
"h";0,03;0,04
"perdido";0,05;0,03
"identificar";0,13;0,1
"nuclear";2,3;0,78
"parque";0,02;0,03
"posse";0,13;0,11
"destino";0,07;0,05
"confirmar";0,65;0,39
"araújo";0,07;0,01
"cristiane";0;0,04
"ambiental";0;0,06
"vídeo";1,13;0,26
"barrar";0,02;0,05
"ramo";0,1;0,04
"acerto";0,03;0,03
"fechamento";0,02;0,05
"econômico";0,3;0,64
"equipa";0,23;0,17
"decidido";0;0,05
"proibição";0,02;0,04
"moreira";0,05;0,11
"relevante";0,02;0,05
"2015";0,18;0,3
"2014";0,23;0,48
"ocidental";0,07;0,07
"procuradoria";0,1;0,16
"barbosa";0,03;0,06
"cá";0,02;0,04
"site";0,37;0,09
"serra";0,23;0,07
"paralisação";0,02;0,03
"referente";0,02;0,07
"paulo";0,6;1,05
"nada";0,78;0,41
"bala";0,07;0,03
"amazônia";0;0,03
"setembro";0,17;0,23
"frustração";0;0,02
"governar";0,07;0,08
"complicado";0;0,02
"generalizado";0,03;0,03
"eldorado";0,02;0,09
"nacional";0,55;0,77
"conservador";0,02;0,07
"cruz";0,05;0,02
"usuário";0,03;0,05
"crise";0,57;0,62
"muro";0;0,02
"pernambuco";0,05;0,02
"espontaneamente";0,02;0,02
"edição";0,07;0,06
"prudente";0,03;0,02
"henrique";0,28;0,21
"mero";0,08;0,04
"tarefa";0,07;0,06
"banco";0,37;0,36
"obter";0,08;0,22
"dezembro";0,1;0,17
"lidar";0,08;0,06
"decreto";0,02;0,11
"abastecimento";0,02;0,03
"alegar";0,72;0,16
"vice_presidente";0,08;0,14
"davos";0;0,03
"estreito";0,05;0,02
"lavagem";0,2;0,32
"pacote";0,07;0,06
"colega";0,17;0,11
"tão";0,15;0,24
"ontem";0,4;0,17
"ina";0;0,04
"coisa";0,82;0,58
"pecuarista";0;0,03
"sexual";0;0,03
"seul";0,22;0,11
"paralisar";0,03;0,03
"representação";0;0,06
"francisco";0,17;0,07
"chance";0,1;0,09
"quarto";0;0,21
"prometer";0,48;0,11
"lá";0,45;0,32
"aeroporto";0,13;0,16
"ciar";0,07;0,06
"pedro";0,08;0,13
"pedra";0,1;0,05
"retirar";0,1;0,23
"através";0,7;0,09
"regalia";0;0,03
"afirmar";1,08;2,77
"ptb";0;0,11
"exibir";0,1;0,03
"fogo";0,32;0,09
"hora";0,77;0,38
"presidir";0,05;0,07
"castro";0,03;0,09
"motivação";0,02;0,03
"loucura";0,02;0,02
"risco";0,22;0,28
"analisado";0;0,03
"entanto";0,02;0,28
"posicionamento";0;0,05
"sócio";0,02;0,06
"indústria";0,12;0,11
"interno";0,1;0,17
"notório";0;0,04
"servir";0,33;0,14
"empréstimo";0,15;0,06
"anular";0,03;0,04
"aplaudir";0,03;0,04
"cláudio";0,2;0,04
"frase";0,13;0,06
"convidado";0,05;0,02
"brf";0,1;0,13
"total";0,15;0,27
"leniência";0,07;0,06
"substância";0,03;0,02
"negativo";0,12;0,1
"indício";0,02;0,13
"coligação";0;0,03
"continuar";0,83;0,56
"substituição";0,02;0,02
"tarifa";0;0,04
"1990";0;0,05
"tolerar";0,02;0,03
"mpf";0,58;0,44
"novis";0;0,03
"míssil";1,83;0,77
"tríplex";0,03;0,04
"objeto";0,03;0,09
"químico";0,42;0,23
"expressar";0,08;0,07
"significar";0,25;0,14
"podre";0,08;0,01
"indivíduo";0;0,04
"locação";0;0,03
"bolsonaro";0,37;0,18
"pinguela";0,02;0,02
"delator";0,45;0,47
"passado";0,2;0,62
"ceará";0,02;0,04
"neto";0,17;0,2
"tranquilidade";0;0,03
"teatro";0,02;0,04
"proteção";0,1;0,06
"pensão";0,03;0,04
"receio";0,03;0,02
"ilegal";0,17;0,18
"valor";0,53;0,67
"injúria";0,03;0,02
"bank";0,02;0,02
"perguntar";0,15;0,18
"promover";0,08;0,13
"moçambique";0;0,08
"procurar";0,17;0,28
"logo";0,03;0,13
"jucá";0,03;0,06
"maduro";0,07;0,03
"redigir";0,03;0,02
"forte";0,18;0,23
"daniel";0,15;0,07
"retórica";0;0,02
"generoso";0;0,02
"obrigatório";0;0,03
"regimento";0;0,03
"próximo";0,83;0,43
"realizar";0,57;0,55
"kim";1,78;0,41
"render";0,03;0,02
"evidentemente";0,02;0,03
"equivalente";0,03;0,03
"coordenar";0,02;0,04
"órgão";0,15;0,23
"civilizado";0;0,02
"véspera";0,05;0,04
"aliás";0;0,07
"psdb_mg";0,02;0,08
"reduzido";0,07;0,03
"publicitário";0,05;0,08
"salvar";0,15;0,04
"honra";0,05;0,02
"bndes";0,12;0,22
"julho";0,03;0,15
"lucro";0;0,06
"literalmente";0,13;0,01
"acusar";0,82;0,36
"grave";0,32;0,19
"amanhã";0,17;0,05
"responder";0,43;0,49
"trânsito";0;0,07
"reserva";0,03;0,06
"ativo";0,12;0,1
"prédio";0,13;0,17
"marinho";0,2;0,06
"df";0,1;0,09
"de";94,41;103,72
"propriedade";0,05;0,12
"jovem";0,2;0,09
"dr";0,1;0,03
"junho";0,07;0,16
"inadequado";0,03;0,04
"olhar";0,17;0,16
"cooperação";0;0,09
"sentido";0,1;0,24
"cancelar";0,07;0,03
"distante";0;0,03
"frequência";0,07;0,02
"dividir";0,1;0,1
"gravidez";0;0,03
"emenda";0,15;0,12
"paraná";0,2;0,23
"termo";0,12;0,18
"aplicação";0,03;0,05
"operador";0,03;0,1
"domiciliar";0,07;0,07
"ex_assessor";0,07;0,09
"com";10,37;10,23
"doente";0,05;0,03
"tona";0,07;0,04
"candidato";0,22;0,55
"inteligência";0,17;0,11
"jogador";0,07;0,03
"saída";0,07;0,2
"atribuir";0,07;0,12
"temporário";0,07;0,05
"perseguir";0,03;0,06
"cobertura";0;0,03
"assegurar";0,03;0,13
"inicialmente";0;0,05
"vaga";0,03;0,09
"eleito";0,03;0,09
"metade";0,05;0,08
"função";0,12;0,21
"sigiloso";0,02;0,03
"evitar";0,23;0,29
"anual";0,03;0,03
"empresário";0,7;0,84
"péssimo";0,05;0,04
"aluguel";0;0,05
"mim";0,13;0,15
"obstruir";0,08;0,02
"recurso";0,23;0,73
"campo";0,05;0,21
"1970";0,05;0,03
"coragem";0,08;0,03
"the";0,2;0,08
"desembargador";0,08;0,22
"milhão";1,6;1,34
"cardoso";0,03;0,04
"antes";0,42;0,72
"companheiro";0,1;0,04
"solicitação";0;0,03
"marginal";0;0,04
"passivo";0,2;0,25
"torcer";0,03;0,02
"perigoso";0,2;0,11
"divulgação";0,1;0,11
"liminar";0;0,08
"específico";0,13;0,07
"delatar";0,18;0,03
"desemprego";0,12;0,06
"documento";0,42;0,48
"matéria";0,38;0,07
