"";"x"
"865";2
"866";5
"867";3
"868";1
"869";2
"870";2
"871";1
"872";1
"873";3
"874";1
"875";1
"876";1
"877";1
"878";1
"879";1
"880";1
"881";4
"882";4
"883";1
"884";6
"885";2
"886";4
"887";4
"888";1
"889";2
"890";2
"891";4
"892";4
"893";6
"894";1
"895";1
"896";1
"897";1
"898";1
"899";6
"900";6
"901";6
"902";6
"903";6
"904";6
"905";4
"906";6
"907";6
"908";6
"909";4
"910";4
"911";2
"912";2
"913";1
"914";3
"915";6
"916";2
"917";2
"918";6
"919";1
"920";4
"921";6
"922";4
"923";6
"924";3
"925";3
"926";6
"927";6
"928";1
"929";6
"930";4
"931";4
"932";1
"933";1
"934";4
"935";4
"936";4
"937";4
"938";4
"939";4
"940";4
"941";4
"942";4
"943";1
"944";1
"945";4
"946";4
"947";4
"948";4
"949";4
"950";4
"951";4
"952";7
"953";4
"954";4
"955";4
"956";4
"957";4
"958";4
"959";4
"960";4
"961";4
"962";4
"963";4
"964";4
"965";4
"966";1
"967";4
"968";4
"969";4
"970";4
"971";4
"972";4
"973";4
"974";4
"975";4
"976";4
"977";4
"978";4
"979";4
"980";7
"981";4
"982";4
"983";4
"984";1
"985";4
"986";4
"987";4
"988";4
"989";4
"990";4
"991";0
"992";4
"993";4
"994";1
"995";1
"996";4
"997";4
"998";4
"999";4
"1000";4
"1001";4
"1002";4
"1003";1
"1004";4
"1005";4
"1006";4
"1007";1
"1008";3
"1009";3
"1010";3
"1011";3
"1012";4
"1013";4
"1014";3
"1015";3
"1016";1
"1017";1
"1018";1
"1019";3
"1020";2
"1021";3
"1022";1
"1023";4
"1024";3
"1025";4
"1026";4
"1027";4
"1028";1
"1029";1
"1030";6
"1031";4
"1032";3
"1033";7
"1034";1
"1035";4
"1036";2
"1037";6
"1038";1
"1039";4
"1040";4
"1041";7
"1042";7
"1043";7
"1044";4
"1045";7
"1046";4
"1047";4
"1048";3
"1049";3
"1050";4
"1051";5
"1052";4
"1053";4
"1054";4
"1055";4
"1056";7
"1057";7
"1058";7
"1059";4
"1060";4
"1061";4
"1062";6
"1063";4
"1064";4
"1065";4
"1066";4
"1067";2
"1068";2
"1069";2
"1070";3
"1071";3
"1072";2
"1073";1
"1074";6
"1075";2
"1076";2
"1077";2
"1078";2
"1079";2
"1080";2
"1081";4
"1082";2
"1083";2
"1084";2
"1085";3
"1086";1
"1087";3
"1088";2
"1089";1
"1090";2
"1091";1
"1092";1
"1093";2
"1094";5
"1095";1
"1096";2
"1097";2
"1098";3
"1099";5
"1100";6
"1101";3
"1102";6
"1103";4
"1104";2
"1105";2
"1106";2
"1107";2
"1108";1
"1109";2
"1110";2
"1111";2
"1112";2
"1113";2
"1114";1
"1115";4
"1116";1
"1117";2
"1118";2
"1119";2
"1120";3
"1121";2
"1122";2
"1123";2
"1124";2
"1125";6
"1126";1
"1127";1
"1128";4
"1129";1
"1130";1
"1131";1
"1132";1
"1133";1
"1134";4
"1135";1
"1136";1
"1137";1
"1138";3
"1139";4
"1140";1
"1141";3
"1142";3
"1143";2
"1144";5
"1145";3
"1146";4
"1147";4
"1148";2
"1149";2
"1150";1
"1151";1
"1152";1
"1153";1
"1154";1
"1155";1
"1156";4
"1157";4
"1158";4
"1159";4
"1160";4
"1161";1
"1162";6
"1163";2
"1164";6
"1165";1
"1166";1
"1167";6
"1168";5
"1169";5
"1170";1
"1171";3
"1172";2
"1173";3
"1174";2
"1175";2
"1176";1
"1177";1
"1178";1
"1179";4
"1180";1
"1181";1
"1182";1
"1183";1
"1184";1
"1185";1
"1186";6
"1187";6
"1188";6
"1189";6
"1190";6
"1191";6
"1192";6
"1193";6
"1194";6
"1195";6
"1196";6
"1197";4
"1198";2
"1199";6
"1200";6
"1201";5
"1202";2
"1203";6
"1204";3
"1205";5
"1206";5
"1207";5
"1208";5
"1209";5
"1210";5
"1211";5
"1212";1
"1213";2
"1214";6
"1215";1
"1216";0
"1217";4
"1218";1
"1219";4
"1220";4
"1221";1
"1222";2
"1223";1
"1224";0
"1225";7
"1226";1
"1227";7
"1228";2
"1229";0
"1230";0
"1231";2
"1232";5
"1233";5
"1234";5
"1235";5
"1236";5
"1237";1
"1238";1
"1239";5
"1240";5
"1241";5
"1242";5
"1243";5
"1244";2
"1245";6
"1246";6
"1247";6
"1248";4
"1249";4
"1250";3
"1251";5
"1252";1
"1253";1
"1254";1
"1255";6
"1256";1
"1257";1
"1258";1
"1259";4
"1260";4
"1261";4
"1262";4
"1263";4
"1264";6
"1265";4
"1266";4
"1267";7
"1268";4
"1269";4
"1270";4
"1271";4
"1272";1
"1273";6
"1274";7
"1275";7
"1276";1
"1277";1
"1278";0
"1279";1
"1280";4
"1281";4
"1282";1
"1283";7
"1284";7
"1285";7
"1286";7
"1287";7
"1288";4
"1289";1
"1290";4
"1291";4
"1292";0
"1293";7
"1294";4
"1295";4
"1296";1
"1297";4
"1298";1
"1299";4
"1300";4
"1301";7
"1302";1
"1303";7
"1304";1
"1305";1
"1306";1
"1307";4
"1308";4
"1309";4
"1310";5
"1311";2
"1312";3
"1313";2
"1314";5
"1315";5
"1316";5
"1317";5
"1318";5
"1319";5
"1320";3
"1321";3
"1322";5
"1323";5
"1324";5
"1325";5
"1326";2
"1327";2
"1328";5
"1329";5
"1330";5
"1331";5
"1332";3
"1333";3
"1334";5
"1335";5
"1336";3
"1337";5
"1338";2
"1339";2
"1340";3
"1341";3
"1342";1
"1343";1
"1344";1
"1345";1
"1346";1
"1347";1
"1348";1
"1349";4
"1350";1
"1351";1
"1352";4
"1353";1
"1354";1
"1355";1
"1356";1
"1357";1
"1358";1
"1359";1
"1360";1
"1361";1
"1362";1
"1363";1
"1364";1
"1365";1
"1366";1
"1367";7
"1368";1
"1369";1
"1370";1
"1371";1
"1372";1
"1373";7
"1374";1
"1375";7
"1376";5
"1377";1
"1378";1
"1379";1
"1380";1
"1381";1
"1382";1
"1383";1
"1384";2
"1385";1
"1386";2
"1387";2
"1388";6
"1389";1
"1390";1
"1391";4
"1392";4
"1393";1
"1394";2
"1395";1
"1396";1
"1397";5
"1398";2
"1399";2
"1400";5
"1401";2
"1402";5
"1403";1
"1404";1
"1405";1
"1406";1
"1407";5
"1408";3
"1409";1
"1410";1
"1411";3
"1412";2
"1413";1
"1414";3
"1415";1
"1416";5
"1417";4
"1418";1
"1419";1
"1420";5
"1421";4
"1422";1
"1423";4
"1424";3
"1425";2
"1426";1
"1427";1
"1428";3
"1429";1
"1430";5
"1431";5
"1432";1
"1433";5
"1434";1
"1435";3
"1436";3
"1437";5
"1438";0
"1439";5
"1440";5
"1441";5
"1442";3
"1443";3
"1444";3
"1445";1
"1446";1
"1447";3
"1448";1
"1449";1
"1450";4
"1451";1
"1452";4
"1453";4
"1454";1
"1455";1
"1456";1
"1457";1
"1458";1
"1459";7
"1460";3
"1461";3
"1462";1
"1463";3
"1464";3
"1465";3
"1466";3
"1467";5
"1468";3
"1469";3
"1470";4
"1471";3
"1472";0
"1473";4
"1474";3
"1475";3
"1476";6
"1477";6
"1478";3
"1479";6
"1480";6
"1481";6
"1482";3
"1483";6
"1484";6
"1485";1
"1486";1
"1487";6
"1488";6
"1489";6
"1490";6
"1491";1
"1492";6
"1493";6
"1494";3
"1495";1
"1496";6
"1497";1
"1498";1
"1499";4
"1500";6
"1501";6
"1502";6
"1503";6
"1504";6
"1505";6
"1506";6
"1507";6
"1508";6
"1509";6
"1510";1
"1511";6
"1512";6
"1513";6
"1514";1
"1515";1
"1516";1
"1517";6
"1518";1
"1519";1
"1520";1
"1521";6
"1522";6
"1523";6
"1524";6
"1525";6
"1526";6
"1527";6
"1528";1
"1529";6
"1530";1
"1531";6
"1532";1
"1533";6
"1534";1
"1535";6
"1536";1
"1537";6
"1538";6
"1539";6
"1540";1
"1541";4
"1542";6
"1543";1
"1544";6
"1545";6
"1546";6
"1547";6
"1548";6
"1549";6
"1550";6
"1551";4
"1552";6
"1553";4
"1554";4
"1555";4
"1556";4
"1557";4
"1558";4
"1559";4
"1560";4
"1561";4
"1562";4
"1563";4
"1564";4
"1565";4
"1566";4
"1567";4
"1568";4
"1569";4
"1570";4
"1571";4
"1572";1
"1573";4
"1574";4
"1575";4
"1576";4
"1577";4
"1578";4
"1579";4
"1580";4
"1581";4
"1582";4
"1583";4
"1584";4
"1585";4
"1586";6
"1587";3
"1588";6
"1589";2
"1590";2
"1591";5
"1592";3
"1593";3
"1594";3
"1595";6
"1596";1
"1597";2
"1598";2
"1599";2
"1600";2
"1601";2
"1602";3
"1603";3
"1604";1
"1605";3
"1606";3
"1607";2
"1608";2
"1609";3
"1610";3
"1611";2
"1612";3
"1613";4
"1614";6
"1615";4
"1616";1
"1617";1
"1618";5
"1619";3
"1620";5
"1621";5
"1622";5
"1623";5
"1624";5
"1625";2
"1626";1
"1627";2
"1628";2
"1629";6
"1630";3
"1631";6
"1632";2
"1633";6
"1634";6
"1635";6
"1636";1
"1637";1
"1638";1
"1639";6
"1640";6
"1641";6
"1642";6
"1643";6
"1644";6
"1645";1
"1646";6
"1647";4
"1648";6
"1649";6
"1650";6
"1651";6
"1652";4
"1653";6
"1654";6
"1655";6
"1656";1
"1657";6
"1658";6
"1659";6
"1660";1
"1661";6
"1662";2
"1663";4
"1664";6
"1665";4
"1666";6
"1667";3
"1668";3
"1669";3
"1670";3
"1671";3
"1672";3
"1673";3
"1674";6
"1675";5
"1676";2
"1677";6
"1678";5
"1679";5
"1680";2
"1681";5
"1682";1
"1683";5
"1684";5
"1685";4
"1686";5
"1687";5
"1688";5
"1689";5
"1690";3
"1691";5
"1692";6
"1693";6
"1694";6
"1695";6
"1696";6
"1697";6
"1698";1
"1699";1
"1700";6
"1701";1
"1702";4
"1703";1
"1704";4
"1705";1
"1706";1
"1707";6
"1708";6
"1709";6
"1710";6
"1711";1
"1712";1
"1713";4
"1714";6
"1715";6
"1716";1
"1717";6
"1718";6
"1719";1
"1720";6
"1721";1
"1722";6
"1723";1
"1724";6
"1725";4
"1726";1
"1727";6
"1728";6
"1729";4
"1730";1
"1731";1
"1732";1
"1733";2
"1734";6
"1735";1
"1736";2
"1737";4
"1738";4
"1739";4
"1740";4
"1741";1
"1742";6
"1743";6
"1744";6
"1745";6
"1746";6
"1747";1
"1748";6
"1749";6
"1750";6
"1751";0
"1752";4
"1753";6
"1754";0
"1755";0
"1756";0
"1757";3
"1758";6
"1759";0
"1760";6
"1761";4
"1762";4
"1763";4
"1764";4
"1765";0
"1766";4
"1767";4
"1768";0
"1769";4
"1770";6
"1771";1
"1772";0
"1773";0
"1774";4
"1775";4
"1776";4
"1777";4
"1778";3
"1779";3
"1780";3
"1781";3
"1782";3
"1783";3
"1784";3
"1785";3
"1786";3
"1787";1
"1788";3
"1789";1
"1790";3
"1791";3
"1792";3
"1793";3
"1794";1
"1795";1
"1796";1
"1797";3
"1798";1
"1799";3
"1800";3
"1801";3
"1802";3
"1803";3
"1804";3
"1805";2
"1806";3
"1807";1
"1808";4
"1809";4
"1810";1
"1811";4
"1812";3
"1813";3
"1814";3
"1815";1
"1816";4
"1817";5
"1818";3
"1819";3
"1820";1
"1821";3
"1822";3
"1823";3
"1824";1
"1825";3
"1826";3
"1827";3
"1828";4
"1829";1
"1830";4
"1831";4
"1832";4
"1833";4
"1834";4
"1835";1
"1836";4
"1837";1
"1838";1
"1839";1
"1840";4
"1841";4
"1842";4
"1843";4
"1844";4
"1845";4
"1846";4
"1847";4
"1848";4
"1849";4
"1850";4
"1851";4
"1852";4
"1853";4
"1854";4
"1855";0
"1856";0
"1857";3
"1858";1
"1859";1
"1860";3
"1861";3
"1862";1
"1863";0
"1864";4
"1865";0
"1866";0
"1867";0
"1868";0
"1869";3
"1870";2
"1871";2
"1872";1
"1873";0
"1874";2
"1875";0
"1876";0
"1877";0
"1878";4
"1879";5
"1880";2
"1881";2
"1882";5
"1883";2
"1884";2
"1885";2
"1886";2
"1887";2
"1888";5
"1889";2
"1890";2
"1891";2
"1892";2
"1893";2
"1894";2
"1895";2
"1896";4
"1897";5
"1898";5
"1899";5
"1900";5
"1901";5
"1902";5
"1903";5
"1904";5
"1905";5
"1906";5
"1907";5
"1908";5
"1909";5
"1910";4
"1911";5
"1912";5
"1913";5
"1914";5
"1915";5
"1916";5
"1917";5
"1918";5
"1919";5
"1920";5
"1921";5
"1922";5
"1923";5
"1924";5
"1925";1
"1926";5
"1927";5
"1928";5
"1929";5
"1930";5
"1931";3
"1932";5
"1933";5
"1934";5
"1935";5
"1936";5
"1937";2
"1938";5
"1939";5
"1940";5
"1941";5
"1942";5
"1943";5
"1944";5
"1945";2
"1946";3
"1947";2
"1948";2
"1949";2
"1950";2
"1951";2
"1952";5
"1953";5
"1954";3
"1955";5
"1956";5
"1957";5
"1958";5
"1959";5
"1960";5
"1961";5
"1962";5
"1963";5
"1964";5
"1965";5
"1966";5
"1967";5
"1968";5
"1969";5
"1970";5
"1971";5
"1972";5
"1973";5
"1974";6
"1975";6
"1976";6
"1977";5
"1978";1
"1979";5
"1980";5
"1981";5
"1982";5
"1983";5
"1984";5
"1985";5
"1986";5
"1987";5
"1988";5
"1989";5
"1990";5
"1991";5
"1992";5
"1993";5
"1994";5
"1995";5
"1996";5
"1997";5
"1998";5
"1999";5
"2000";5
"2001";5
"2002";5
"2003";5
"2004";5
"2005";2
"2006";5
"2007";4
"2008";1
"2009";4
"2010";2
"2011";1
"2012";1
"2013";6
"2014";5
"2015";5
"2016";1
"2017";1
"2018";3
"2019";4
"2020";3
"2021";3
"2022";5
"2023";5
"2024";3
"2025";6
"2026";1
"2027";1
"2028";3
"2029";3
"2030";3
"2031";3
"2032";3
"2033";1
"2034";1
"2035";1
"2036";1
"2037";6
"2038";6
"2039";1
"2040";6
"2041";2
"2042";2
"2043";6
"2044";2
"2045";2
"2046";2
"2047";6
"2048";6
"2049";6
"2050";6
"2051";6
"2052";6
"2053";6
"2054";6
"2055";6
"2056";2
"2057";1
"2058";3
"2059";3
"2060";3
"2061";3
"2062";3
"2063";5
"2064";3
"2065";5
"2066";3
"2067";3
"2068";5
"2069";3
"2070";3
"2071";3
"2072";3
"2073";3
"2074";3
"2075";3
"2076";3
"2077";3
"2078";3
"2079";3
"2080";3
"2081";6
"2082";6
"2083";6
"2084";6
"2085";1
"2086";6
"2087";6
"2088";6
"2089";6
"2090";6
"2091";1
"2092";6
"2093";6
"2094";6
"2095";1
"2096";6
"2097";6
"2098";1
"2099";5
"2100";1
"2101";1
"2102";4
"2103";1
"2104";4
"2105";1
"2106";1
"2107";4
"2108";6
"2109";6
"2110";1
"2111";6
"2112";1
"2113";6
"2114";6
"2115";6
"2116";6
"2117";4
"2118";6
"2119";1
"2120";6
"2121";1
"2122";6
"2123";6
"2124";3
"2125";3
"2126";1
"2127";3
"2128";3
"2129";1
"2130";5
"2131";1
"2132";3
"2133";1
"2134";0
"2135";3
"2136";1
"2137";0
"2138";3
"2139";3
"2140";3
"2141";3
"2142";4
"2143";3
"2144";3
"2145";1
"2146";0
"2147";2
"2148";3
"2149";5
"2150";3
"2151";2
"2152";5
"2153";2
"2154";3
"2155";5
"2156";5
"2157";2
"2158";2
"2159";5
"2160";5
"2161";2
"2162";2
"2163";2
"2164";2
"2165";2
"2166";3
"2167";2
"2168";5
"2169";2
"2170";2
"2171";2
"2172";2
"2173";2
"2174";2
"2175";2
"2176";4
"2177";2
"2178";2
"2179";2
"2180";2
"2181";5
"2182";2
"2183";5
"2184";2
"2185";2
"2186";2
"2187";2
"2188";5
"2189";5
"2190";5
"2191";5
"2192";5
"2193";5
"2194";5
"2195";5
"2196";5
"2197";5
"2198";5
"2199";5
"2200";5
"2201";5
"2202";5
"2203";3
"2204";3
"2205";1
"2206";3
"2207";3
"2208";5
"2209";4
"2210";3
"2211";3
"2212";2
"2213";3
"2214";3
"2215";3
"2216";2
"2217";3
"2218";3
"2219";3
"2220";3
"2221";3
"2222";3
"2223";3
"2224";3
"2225";3
"2226";2
"2227";3
"2228";3
"2229";3
"2230";3
"2231";3
"2232";3
"2233";3
"2234";3
"2235";3
"2236";3
"2237";3
"2238";3
"2239";3
"2240";3
"2241";5
"2242";5
"2243";5
"2244";2
"2245";2
"2246";2
"2247";2
"2248";5
"2249";2
"2250";2
"2251";5
"2252";2
"2253";2
"2254";2
"2255";3
"2256";5
"2257";3
"2258";2
"2259";2
"2260";2
"2261";2
"2262";5
"2263";2
"2264";5
"2265";3
"2266";3
"2267";3
"2268";5
"2269";3
"2270";5
"2271";3
"2272";3
"2273";3
"2274";3
"2275";3
"2276";1
"2277";3
"2278";2
"2279";1
"2280";3
"2281";5
"2282";3
"2283";3
"2284";5
"2285";3
"2286";2
"2287";3
"2288";3
"2289";3
"2290";3
"2291";3
"2292";3
"2293";3
"2294";3
"2295";3
"2296";2
"2297";3
"2298";2
"2299";2
"2300";3
"2301";1
"2302";1
"2303";1
"2304";6
"2305";3
"2306";3
"2307";4
"2308";3
"2309";1
"2310";3
"2311";3
"2312";3
"2313";3
"2314";2
"2315";1
"2316";4
"2317";6
"2318";4
"2319";6
"2320";6
"2321";6
"2322";6
"2323";4
"2324";1
"2325";1
"2326";4
"2327";0
"2328";1
"2329";5
"2330";5
"2331";5
"2332";6
"2333";1
"2334";4
"2335";5
"2336";2
"2337";5
"2338";1
"2339";2
"2340";1
"2341";0
"2342";6
"2343";1
"2344";4
"2345";4
"2346";1
"2347";4
"2348";4
"2349";6
"2350";4
"2351";4
"2352";4
"2353";1
"2354";4
"2355";4
"2356";4
"2357";4
"2358";3
"2359";4
"2360";1
"2361";1
"2362";4
"2363";1
"2364";4
"2365";4
"2366";4
"2367";4
"2368";6
"2369";0
"2370";1
"2371";4
"2372";7
"2373";4
"2374";3
"2375";0
"2376";6
"2377";5
"2378";3
"2379";3
"2380";1
"2381";3
"2382";3
"2383";4
"2384";2
"2385";2
"2386";7
"2387";4
"2388";7
"2389";4
"2390";4
"2391";4
"2392";4
"2393";3
"2394";3
"2395";3
"2396";3
"2397";3
"2398";3
"2399";2
"2400";3
"2401";2
"2402";2
"2403";3
"2404";5
"2405";3
"2406";3
"2407";2
"2408";2
"2409";3
"2410";5
"2411";3
"2412";3
"2413";2
"2414";2
"2415";2
"2416";2
"2417";3
"2418";3
"2419";3
"2420";1
"2421";5
"2422";3
"2423";3
"2424";2
"2425";1
"2426";1
"2427";2
"2428";4
"2429";3
"2430";3
"2431";3
"2432";3
"2433";2
"2434";2
"2435";2
"2436";2
"2437";2
"2438";2
"2439";2
"2440";2
"2441";2
"2442";2
"2443";2
"2444";2
"2445";2
"2446";2
"2447";2
"2448";2
"2449";2
"2450";2
"2451";2
"2452";2
"2453";2
"2454";2
"2455";2
"2456";2
"2457";2
"2458";2
"2459";2
"2460";2
"2461";2
"2462";2
"2463";2
"2464";2
"2465";2
"2466";2
"2467";2
"2468";2
"2469";2
"2470";2
"2471";2
"2472";4
"2473";2
"2474";2
"2475";2
"2476";2
"2477";2
"2478";2
"2479";2
"2480";2
"2481";2
"2482";2
"2483";2
"2484";2
"2485";5
"2486";5
"2487";5
"2488";3
"2489";5
"2490";5
"2491";5
"2492";4
"2493";5
"2494";3
"2495";5
"2496";5
"2497";6
