"";"banalfreq";"X.gr_01";"X.gr_02"
"acusação";28;-0,4178;0,4178
"antes";18;-0,1707;0,1707
"ela";24;-0,6291;0,6291
"candidato";11;0,4541;-0,4541
"objectivo";12;0,8483;-0,8483
"ele";145;0,8955;-0,8955
"declaração";18;-0,9244;0,9244
"passivo";21;-0,5177;0,5177
"negar";35;1,449;-1,449
"ministro";44;-0,5818;0,5818
"beneficiar";10;-0,1603;0,1603
"apontar";11;0,9374;-0,9374
"muito";18;-0,1707;0,1707
"ciro";12;1,4366;-1,4366
"atibaia";10;-0,5135;0,5135
"civil";11;-0,5648;0,5648
"novo";32;-0,535;0,535
"conversa";14;0,325;-0,325
"penal";15;-0,7703;0,7703
"inclusive";10;-0,1603;0,1603
"condenar";41;0,5165;-0,5165
"jamais";13;-0,6676;0,6676
"saber";30;0,6236;-0,6236
"publicar";12;0,8483;-0,8483
"esquema";13;-0,2472;0,2472
"teixeira";10;-0,1603;0,1603
"joesley";17;-0,3768;0,3768
"interrogatório";13;0,77;-0,77
"entrevista";12;-0,2171;0,2171
"josé";27;-0,7442;0,7442
"ver";30;-0,4754;0,4754
"curitiba";21;0,3767;-0,3767
"mouro";10;-0,1603;0,1603
"qualquer";48;-1,0712;1,0712
"joão";26;-0,3627;0,3627
"participar";13;-0,6676;0,6676
"cargo";18;-0,4111;0,4111
"procurador";27;-1,3869;1,3869
"instituto";48;-0,6943;0,6943
"prova";37;-0,2196;0,2196
"tribunal";27;-0,7442;0,7442
"só";18;0,8766;-0,8766
"colocar";10;-0,1603;0,1603
"primeiro";29;-0,2275;0,2275
"justiça";45;0,4123;-0,4123
"sp";21;-0,5177;0,5177
"se";142;0,9641;-0,9641
"turma";10;0,5106;-0,5106
"forma";16;-0,3432;0,3432
"mais";69;1,7285;-1,7285
"passar";14;0,7005;-0,7005
"questão";10;1,0396;-1,0396
"vizinho";10;-0,5135;0,5135
"desde";13;-0,2472;0,2472
"eu";43;-0,5547;0,5547
"fazer";108;1,2763;-1,2763
"brasil";25;1,2789;-1,2789
"voto";12;-0,2171;0,2171
"qual";17;-0,873;0,873
"doação";12;-0,6162;0,6162
"10";18;0,4882;-0,4882
"12";15;-0,7703;0,7703
"ocasião";12;-0,2171;0,2171
"ano";71;0,2652;-0,2652
"apresentado";12;-0,6162;0,6162
"nota";42;-0,8596;0,8596
"disputar";11;-0,1881;0,1881
"prestar";27;-0,7442;0,7442
"crime";33;-0,5656;0,5656
"ex_ministro";25;-0,6671;0,6671
"já";50;-0,4795;0,4795
"referir";10;-0,1603;0,1603
"época";14;0,7005;-0,7005
"contar";21;0,698;-0,698
"um";245;1,8484;-1,8484
"federal";78;-0,4588;0,4588
"3";13;-0,2472;0,2472
"câmara";43;1,0005;-1,0005
"como";103;0,3173;-0,3173
"por";370;-1,4871;1,4871
"pmdb_rj";11;-0,5648;0,5648
"cunha";37;-0,6923;0,6923
"família";18;-0,4111;0,4111
"marisa";23;-0,2848;0,2848
"denunciar";12;-0,6162;0,6162
"casa";22;0,3459;-0,3459
"caso";57;-0,9679;0,9679
"prisão";55;0,381;-0,381
"golpe";10;0,5106;-0,5106
"tentativa";12;-0,6162;0,6162
"então";16;-0,8217;0,8217
"processo";77;-1,2254;1,2254
"guarujá";26;-1,3355;1,3355
"imprensa";17;0,5333;-0,5333
"rousseff";46;-0,6373;0,6373
"4";15;-0,3104;0,3104
"bernardo";16;-0,3432;0,3432
"imagem";10;1,7303;-1,7303
"até";39;0,8615;-0,8615
"chefe";10;0,5106;-0,5106
"empresa";33;-0,3098;0,3098
"ex_presidente";821;0,4909;-0,4909
"agora";19;0,8117;-0,8117
"advogado";71;0,4037;-0,4037
"batista";11;-0,1881;0,1881
"ao";210;-0,575;0,575
"líder";12;-0,6162;0,6162
"juiz";79;0,7799;-0,7799
"defesa";97;0,5483;-0,5483
"partido";31;0,3375;-0,3375
"5";17;0,2365;-0,2365
"relação";20;-1,0272;1,0272
"pedir";48;0,3478;-0,3478
"pesquisa";10;-0,1603;0,1603
"grupo";15;-0,7703;0,7703
"apartamento";62;-1,1304;1,1304
"dilma";94;-0,4103;0,4103
"mpf";39;-0,4507;0,4507
"república";37;-0,4016;0,4016
"decisão";39;-1,2328;1,2328
"ter";225;1,578;-1,578
"sua";57;1,319;-1,319
"sul";11;-0,5648;0,5648
"propina";38;-0,7251;0,7251
"alvo";15;-0,3104;0,3104
"acontecer";13;0,77;-0,77
"corte";13;0,3624;-0,3624
"trf_4";22;0,6479;-0,6479
"silva";29;-0,8228;0,8228
"6";21;-0,5177;0,5177
"levar";13;1,3159;-1,3159
"não";253;0,603;-0,603
"a";1218;-0,8392;0,8392
"dentro";10;-0,1603;0,1603
"grande";11;-0,1881;0,1881
"delação";32;-0,2883;0,2883
"24";11;-0,5648;0,5648
"pena";15;0,2919;-0,2919
"ficar";27;-1,3869;1,3869
"pedido";43;1,0005;-1,0005
"cercar";12;1,4366;-1,4366
"dia";43;-0,5547;0,5547
"envolver";17;-0,873;0,873
"trf";21;0,3767;-0,3767
"todo";52;1,2302;-1,2302
"caravana";11;-0,5648;0,5648
"senado";12;-0,2171;0,2171
"verdade";14;-0,2784;0,2784
"divulgar";16;0,5831;-0,5831
"dono";31;0,3375;-0,3375
"nome";32;-0,2883;0,2883
"contra";62;-1,5992;1,5992
"brasília";17;0,5333;-0,5333
"para";285;0,8549;-0,8549
"stf";52;-0,8126;0,8126
"duque";13;-0,6676;0,6676
"país";22;1,0443;-1,0443
"essa";18;-0,1707;0,1707
"esse";16;1,026;-1,026
"réu";34;-1,0247;1,0247
"quem";11;0,4541;-0,4541
"porque";16;1,026;-1,026
"meio";25;-0,6671;0,6671
"seu";53;1,9106;-1,9106
"ser";466;1,0958;-1,0958
"demonstrar";12;-0,6162;0,6162
"sem";22;1,5296;-1,5296
"lava_jato";92;-0,741;0,741
"pagar";13;-0,2472;0,2472
"eleitoral";20;-1,0272;1,0272
"eleição";22;0,3459;-0,3459
"considerar";13;-0,2472;0,2472
"filho";18;-0,4111;0,4111
"senador";16;0,5831;-0,5831
"dizer";173;-0,7441;0,7441
"nacional";12;-0,6162;0,6162
"pessoa";26;0,4836;-0,4836
"pt";63;-0,3596;0,3596
"léo";19;0,8117;-0,8117
"denúncia";30;-0,8626;0,8626
"recibo";13;-0,6676;0,6676
"premiar";10;-0,1603;0,1603
"declarar";19;0,4474;-0,4474
"campanha";11;-0,5648;0,5648
"próprio";19;-0,4461;0,4461
"apenas";16;-0,8217;0,8217
"recorrer";16;-0,3432;0,3432
"apresentar";28;-1,4383;1,4383
"mandar";10;-0,1603;0,1603
"ocorrer";10;-0,1603;0,1603
"habeas";11;-0,1881;0,1881
"mostrar";12;0,8483;-0,8483
"apoio";11;-0,1881;0,1881
"suposto";15;0,2919;-0,2919
"condenação";41;-1,3176;1,3176
"jornal";14;1,2086;-1,2086
"voltar";10;0,5106;-0,5106
"poder";62;0,8301;-0,8301
"quinta_feira";12;-0,2171;0,2171
"governo";51;0,6918;-0,6918
"região";21;-0,2366;0,2366
"cio";13;-0,6676;0,6676
"dinheiro";42;-0,3096;0,3096
"corrupção";47;0,3681;-0,3681
"letícia";15;0,2919;-0,2919
"diverso";12;0,4051;-0,4051
"pagamento";21;-1,0786;1,0786
"e";655;-0,6842;0,6842
"manter";17;-0,873;0,873
"nenhum";15;-0,7703;0,7703
"depoimento";91;0,6758;-0,6758
"informação";16;1,5827;-1,5827
"polícia";21;1,1164;-1,1164
"defender";14;0,7005;-0,7005
"fachin";11;-0,1881;0,1881
"público";48;-0,4343;0,4343
"lei";19;-0,1917;0,1917
"luiz";21;-0,2366;0,2366
"ler";12;-0,2171;0,2171
"destinar";10;-0,5135;0,5135
"presidente";55;-0,9049;0,9049
"chamado";13;-0,6676;0,6676
"julgamento";35;-0,6281;0,6281
"assessoria";16;-0,8217;0,8217
"martins";19;-0,9758;0,9758
"isso";25;-0,336;0,336
"ainda";43;-0,8941;0,8941
"litoral";10;-0,5135;0,5135
"superior";14;-0,7189;0,7189
"dever";23;0,3178;-0,3178
"tempo";14;0,7005;-0,7005
"que";898;0,6766;-0,6766
"compra";21;-1,0786;1,0786
"além";18;-0,9244;0,9244
"marcelo";20;-1,0272;1,0272
"pgr";11;-0,1881;0,1881
"próximo";14;1,2086;-1,2086
"final";16;-0,3432;0,3432
"haver";89;0,391;-0,391
"quando";32;-1,644;1,644
"petrobras";32;-0,9431;0,9431
"bem";21;-0,5177;0,5177
"mil";15;0,6386;-0,6386
"milhão";37;-1,1489;1,1489
"ministério";34;-0,5966;0,5966
"documento";23;0,9775;-0,9775
"marcar";14;0,325;-0,325
"último";19;1,2791;-1,2791
"tudo";13;1,3159;-1,3159
"local";10;-0,1603;0,1603
"impeachment";15;-0,3104;0,3104
"trf4";10;-0,5135;0,5135
"palocci";27;-0,7442;0,7442
"favor";10;-0,1603;0,1603
"confirmar";16;0,2626;-0,2626
"cristiano";20;-1,0272;1,0272
"terça_feira";12;-0,6162;0,6162
"triplex";62;-0,7832;0,7832
"sítio";17;-0,873;0,873
"amigo";13;0,3624;-0,3624
"eduardo";40;-0,7916;0,7916
"pinheiro";25;-0,6671;0,6671
"2014";17;0,2365;-0,2365
"2016";14;0,7005;-0,7005
"mesmo";30;-0,2471;0,2471
"possível";10;-0,1603;0,1603
"parte";30;0,6236;-0,6236
"quarta_feira";18;-0,1707;0,1707
"presidência";18;-0,9244;0,9244
"paulo";42;-1,3602;1,3602
"íntegro";13;-0,6676;0,6676
"executivo";10;-0,1603;0,1603
"michel_temer";39;0,8615;-0,8615
"momento";11;0,9374;-0,9374
"rcifrão";50;-0,7528;0,7528
"testemunha";10;-0,5135;0,5135
"preso";25;0,52;-0,52
"fato";18;-0,4111;0,4111
"fernando";19;-0,9758;0,9758
"análise";10;0,5106;-0,5106
"zanin";21;-1,0786;1,0786
"assinar";12;-0,2171;0,2171
"sentença";34;0,2722;-0,2722
"ação";36;-0,2032;0,2032
"também";99;0,3713;-0,3713
"henrique";16;0,5831;-0,5831
"citar";15;0,2919;-0,2919
"questionar";15;-0,3104;0,3104
"encontro";18;-0,1707;0,1707
"instância";23;-0,5915;0,5915
"ina";13;-0,6676;0,6676
"coisa";12;0,4051;-0,4051
"conhecimento";13;-0,6676;0,6676
"oas";48;-0,6943;0,6943
"investigar";10;-0,5135;0,5135
"sempre";13;0,77;-0,77
"4a";18;-0,1707;0,1707
