"";"X.gr_01";"X.gr_02"
"tentar";3,7038;-3,7038
"país";1,0443;-1,0443
"essa";-0,1707;0,1707
"esse";1,026;-1,026
"réu";-1,0247;1,0247
"quem";0,4541;-0,4541
"porque";1,026;-1,026
"meio";-0,6671;0,6671
"seu";1,9106;-1,9106
"ser";1,0958;-1,0958
"demonstrar";-0,6162;0,6162
"sem";1,5296;-1,5296
"lava_jato";-0,741;0,741
"pagar";-0,2472;0,2472
"eleitoral";-1,0272;1,0272
"eleição";0,3459;-0,3459
"considerar";-0,2472;0,2472
"filho";-0,4111;0,4111
"senador";0,5831;-0,5831
"dizer";-0,7441;0,7441
"nacional";-0,6162;0,6162
"pessoa";0,4836;-0,4836
"pt";-0,3596;0,3596
"léo";0,8117;-0,8117
"denúncia";-0,8626;0,8626
"pf";3,8559;-3,8559
"recibo";-0,6676;0,6676
"premiar";-0,1603;0,1603
"declarar";0,4474;-0,4474
"campanha";-0,5648;0,5648
"próprio";-0,4461;0,4461
"apenas";-0,8217;0,8217
"recorrer";-0,3432;0,3432
"apresentar";-1,4383;1,4383
"mandar";-0,1603;0,1603
"ocorrer";-0,1603;0,1603
"habeas";-0,1881;0,1881
"mostrar";0,8483;-0,8483
"apoio";-0,1881;0,1881
"suposto";0,2919;-0,2919
"condenação";-1,3176;1,3176
"jornal";1,2086;-1,2086
"voltar";0,5106;-0,5106
"poder";0,8301;-0,8301
"quinta_feira";-0,2171;0,2171
"governo";0,6918;-0,6918
"região";-0,2366;0,2366
"cio";-0,6676;0,6676
"dinheiro";-0,3096;0,3096
"corrupção";0,3681;-0,3681
"odebrecht";-3,4449;3,4449
"letícia";0,2919;-0,2919
"diverso";0,4051;-0,4051
"pagamento";-1,0786;1,0786
"e";-0,6842;0,6842
"manter";-0,873;0,873
"nenhum";-0,7703;0,7703
"depoimento";0,6758;-0,6758
"operação";-2,5183;2,5183
"informação";1,5827;-1,5827
"polícia";1,1164;-1,1164
"defender";0,7005;-0,7005
"fachin";-0,1881;0,1881
"público";-0,4343;0,4343
"lei";-0,1917;0,1917
"luiz";-0,2366;0,2366
"ler";-0,2171;0,2171
"destinar";-0,5135;0,5135
"presidente";-0,9049;0,9049
"chamado";-0,6676;0,6676
"julgamento";-0,6281;0,6281
"assessoria";-0,8217;0,8217
"martins";-0,9758;0,9758
"isso";-0,336;0,336
"ainda";-0,8941;0,8941
"litoral";-0,5135;0,5135
"superior";-0,7189;0,7189
"dever";0,3178;-0,3178
"dar";2,5132;-2,5132
"lá";4,7267;-4,7267
"tempo";0,7005;-0,7005
"que";0,6766;-0,6766
"compra";-1,0786;1,0786
"além";-0,9244;0,9244
"marcelo";-1,0272;1,0272
"pgr";-0,1881;0,1881
"próximo";1,2086;-1,2086
"final";-0,3432;0,3432
"haver";0,391;-0,391
"quando";-1,644;1,644
"petrobras";-0,9431;0,9431
"bem";-0,5177;0,5177
"mil";0,6386;-0,6386
"milhão";-1,1489;1,1489
"ministério";-0,5966;0,5966
"documento";0,9775;-0,9775
"marcar";0,325;-0,325
"último";1,2791;-1,2791
"petista";3,5054;-3,5054
"tudo";1,3159;-1,3159
"local";-0,1603;0,1603
"impeachment";-0,3104;0,3104
"trf4";-0,5135;0,5135
"palocci";-0,7442;0,7442
"favor";-0,1603;0,1603
"confirmar";0,2626;-0,2626
"cristiano";-1,0272;1,0272
"terça_feira";-0,6162;0,6162
"triplex";-0,7832;0,7832
"sítio";-0,873;0,873
"amigo";0,3624;-0,3624
"eduardo";-0,7916;0,7916
"pinheiro";-0,6671;0,6671
"2014";0,2365;-0,2365
"2016";0,7005;-0,7005
"chamar";3,013;-3,013
"mesmo";-0,2471;0,2471
"possível";-0,1603;0,1603
"parte";0,6236;-0,6236
"quarta_feira";-0,1707;0,1707
"presidência";-0,9244;0,9244
"paulo";-1,3602;1,3602
"íntegro";-0,6676;0,6676
"executivo";-0,1603;0,1603
"michel_temer";0,8615;-0,8615
"momento";0,9374;-0,9374
"rcifrão";-0,7528;0,7528
"testemunha";-0,5135;0,5135
"preso";0,52;-0,52
"fato";-0,4111;0,4111
"fernando";-0,9758;0,9758
"análise";0,5106;-0,5106
"zanin";-1,0786;1,0786
"assinar";-0,2171;0,2171
"sentença";0,2722;-0,2722
"ação";-0,2032;0,2032
"também";0,3713;-0,3713
"henrique";0,5831;-0,5831
"citar";0,2919;-0,2919
"questionar";-0,3104;0,3104
"encontro";-0,1707;0,1707
"instância";-0,5915;0,5915
"ina";-0,6676;0,6676
"coisa";0,4051;-0,4051
"conhecimento";-0,6676;0,6676
"oas";-0,6943;0,6943
"investigar";-0,5135;0,5135
"sempre";0,77;-0,77
"4a";-0,1707;0,1707
