"";"X.gr_01";"X.gr_02"
"fernando";0;0,97
"análise";0,82;0,41
"zanin";0;1,07
"assinar";0,41;0,56
"sentença";1,63;1,54
"ação";1,63;1,64
"também";4,89;4,45
"henrique";1,22;0,67
"citar";0,82;0,67
"questionar";0,41;0,72
"encontro";0,82;0,82
"instância";0,41;1,13
"ina";0;0,67
"coisa";0,82;0,51
"conhecimento";0;0,67
"oas";1,22;2,3
"investigar";0;0,51
"sempre";1,22;0,51
"4a";0,82;0,82
