"";"X.gr_01";"X.gr_02"
"propina";-0,9555;0,9555
"diário";8,381;-8,381
"senado";1,0761;-1,0761
"notícia";-0,2925;0,2925
"social";-0,5214;0,5214
"vir";0,3028;-0,3028
"reunião";0,2689;-0,2689
"levar";-0,2507;0,2507
"projeto";0,6835;-0,6835
"morte";-0,8872;0,8872
"voltar";0,6842;-0,6842
"sistema";-0,4731;0,4731
"a";-0,7971;0,7971
"grande";-0,9859;0,9859
"delação";2,0026;-2,0026
"bilhão";-0,1973;0,1973
"ficar";0,2718;-0,2718
"polícia";0,4376;-0,4376
"cada";-0,1759;0,1759
"pedido";-0,7507;0,7507
"sobretaxa";-0,6824;0,6824
"nossa";-0,2045;0,2045
"todo";-0,5559;0,5559
"nosso";0,5368;-0,5368
"verdade";1,2009;-1,2009
"divulgar";0,7872;-0,7872
"conseguir";-0,1759;0,1759
"dono";0,7872;-0,7872
"nome";0,6448;-0,6448
"contra";-1,0055;1,0055
"para";0,6436;-0,6436
"resultado";-0,3357;0,3357
"indústria";-0,6824;0,6824
"stf";0,5846;-0,5846
"direito";-0,369;0,369
"situação";-0,4731;0,4731
"tentar";-0,3357;0,3357
"país";-0,7176;0,7176
"essa";-0,8321;0,8321
"esse";0,3093;-0,3093
"nobre";-0,7507;0,7507
"setor";-0,9555;0,9555
"carne";-1,2622;1,2622
"história";0,2423;-0,2423
"defender";-0,5699;0,5699
"michel_temer";1,1538;-1,1538
"quem";0,2468;-0,2468
"porque";0,3686;-0,3686
"meio";-0,4261;0,4261
"seu";0,2715;-0,2715
"ser";-0,679;0,679
"sem";-0,3324;0,3324
"lava_jato";0,9573;-0,9573
"ninguém";3,5818;-3,5818
"pagar";0,4891;-0,4891
"eleitoral";0,4253;-0,4253
"parecer";-0,1759;0,1759
"eleição";-0,3326;0,3326
"considerar";0,3098;-0,3098
"filho";0,6049;-0,6049
"senador";1,8399;-1,8399
"dizer";1,4492;-1,4492
"pt";-0,3335;0,3335
"criar";-0,2925;0,2925
"chegar";-0,248;0,248
"denúncia";-0,521;0,521
"declarar";0,3579;-0,3579
"nós";-0,9859;0,9859
"campanha";-0,8872;0,8872
"próprio";-0,521;0,521
"fato";-0,2045;0,2045
"apenas";0,712;-0,712
"jbs";0,8717;-0,8717
"entre";-0,462;0,462
"trabalhador";-0,4056;0,4056
"tanto";1,3455;-1,3455
"claro";0,2689;-0,2689
"apresentar";-0,2045;0,2045
"ocorrer";0,6835;-0,6835
"ajudar";-0,7507;0,7507
"informar";-0,3803;0,3803
"tomar";-0,6824;0,6824
"marco";-0,4731;0,4731
"aço";-0,9555;0,9555
"américa";-0,2507;0,2507
"popular";-1,5018;1,5018
"aquele";0,3098;-0,3098
"mostrar";-0,248;0,248
"apoio";0,3579;-0,3579
"medo";0,3579;-0,3579
"autoridade";0,2689;-0,2689
"prova";-0,3803;0,3803
"ao";0,5797;-0,5797
"poder";0,846;-0,846
"governo";-0,6063;0,6063
"um";-0,2797;0,2797
"corrupção";0,3854;-0,3854
"odebrecht";-2,1851;2,1851
"pagamento";-0,8189;0,8189
"representar";0,6835;-0,6835
"problema";-0,6196;0,6196
"relação";-0,248;0,248
"manter";-1,1603;1,1603
"nenhum";-1,0921;1,0921
"g1";-0,8189;0,8189
"operação";0,5318;-0,5318
"organização";-0,4731;0,4731
"informação";0,234;-0,234
"lei";-0,4261;0,4261
"rede";0,3579;-0,3579
"presidente";-0,4522;0,4522
"violência";-0,8784;0,8784
"8";-0,9555;0,9555
"qualquer";-0,521;0,521
"julgamento";0,712;-0,712
"importar";-0,8189;0,8189
"de";-1,034;1,034
"isso";-0,7982;0,7982
"unido";-0,4595;0,4595
"ainda";-1,7083;1,7083
"econômico";-1,1985;1,1985
"2015";-0,1759;0,1759
"2017";0,3098;-0,3098
"2016";-0,6824;0,6824
"2013";-0,6824;0,6824
"nada";0,7872;-0,7872
"dever";0,6707;-0,6707
"dar";1,187;-1,187
"senhor";-0,2045;0,2045
"possível";0,3098;-0,3098
"causa";-0,6824;0,6824
"tempo";0,2708;-0,2708
"que";-0,2978;0,2978
"além";-0,2663;0,2663
"único";-0,4261;0,4261
"próximo";0,775;-0,775
"haver";-1,2495;1,2495
"quando";1,6386;-1,6386
"petrobras";0,2689;-0,2689
"bem";-0,1759;0,1759
"roberto";1,2009;-1,2009
"mil";2,9396;-2,9396
"milhão";-0,773;0,773
"documento";-0,6824;0,6824
"lugar";1,3455;-1,3455
"serviço";0,775;-0,775
"estudo";-0,3803;0,3803
"explicar";-0,6824;0,6824
"outro";-0,4383;0,4383
"tornar";0,3579;-0,3579
"último";1,328;-1,328
"principal";-1,2969;1,2969
"trabalho";-0,67;0,67
"atuar";-0,6824;0,6824
"tudo";0,3028;-0,3028
"privilegiado";2,065;-2,065
"atual";1,3455;-1,3455
"frente";-0,4264;0,4264
"cristiane";-0,8189;0,8189
"trabalhar";0,712;-0,712
"vídeo";0,775;-0,775
"aqui";0,3028;-0,3028
"eua";0,6842;-0,6842
"então";-0,8189;0,8189
"mesmo";0,7864;-0,7864
"parte";0,4499;-0,4499
"diante";0,3579;-0,3579
"presidência";-0,2045;0,2045
"paulo";0,2958;-0,2958
"dentro";0,3098;-0,3098
"maior";-0,2737;0,2737
"estado";-0,8506;0,8506
"momento";-0,5618;0,5618
"rcifrão";1,082;-1,082
"vida";-0,3357;0,3357
"nacional";-0,6031;0,6031
"reunir";-0,6824;0,6824
"importante";0,2689;-0,2689
"durante";2,4778;-2,4778
"crise";1,1671;-1,1671
"congresso";-0,6824;0,6824
"assinar";-0,8872;0,8872
"usar";2,065;-2,065
"ação";-1,0921;1,0921
"também";0,6034;-0,6034
"em";-1,385;1,385
"banco";-0,3326;0,3326
"questionar";0,775;-0,775
"exportação";-0,7507;0,7507
"democracia";-0,2045;0,2045
"povo";1,0525;-1,0525
"tão";0,6049;-0,6049
"coisa";0,7872;-0,7872
"índio";-0,2925;0,2925
"assunto";-0,4731;0,4731
"sempre";-1,0921;1,0921
"homicídio";-0,8872;0,8872
