"";"banalfreq";"X.gr_01";"X.gr_02"
"justiça";22;0,6842;-0,6842
"sr";10;-0,2507;0,2507
"se";167;1,4099;-1,4099
"forma";18;-0,6196;0,6196
"mais";129;0,9245;-0,9245
"passar";21;-0,1973;0,1973
"desde";13;-0,8872;0,8872
"sérgio_moro";22;1,0528;-1,0528
"eu";53;-0,3127;0,3127
"fazer";116;-0,4322;0,4322
"convocar";10;-0,2507;0,2507
"porcento";38;-0,2859;0,2859
"brasil";820;0,6997;-0,6997
"ministro";29;1,7352;-1,7352
"líder";15;-0,2045;0,2045
"americano";20;-0,369;0,369
"não";293;0,6893;-0,6893
"2";21;-0,773;0,773
"avaliar";12;-0,8189;0,8189
"investimento";10;-0,6824;0,6824
"qual";22;-0,8254;0,8254
"futuro";13;-0,3803;0,3803
"ano";85;0,4553;-0,4553
"3";11;-0,2925;0,2925
"crime";14;0,4774;-0,4774
"estar";179;1,0617;-1,0617
"já";47;0,6256;-0,6256
"médico";14;0,4774;-0,4774
"época";10;0,3579;-0,3579
"contar";22;1,0528;-1,0528
"dinheiro";18;-0,6196;0,6196
"federal";37;-0,2638;0,2638
"vender";11;-0,2925;0,2925
"achar";25;0,2987;-0,2987
"defesa";13;0,5368;-0,5368
"como";102;-1,2204;1,2204
"gente";15;0,7872;-0,7872
"crescimento";11;-0,7507;0,7507
"pessoa";48;0,8226;-0,8226
"áfrica";10;-0,6824;0,6824
"caso";22;-0,222;0,222
"prisão";13;0,5368;-0,5368
"junto";11;1,2009;-1,2009
"existir";22;-0,222;0,222
"estatal";10;0,775;-0,775
"produto";13;-0,3803;0,3803
"processo";34;-1,4896;1,4896
"por";270;-1,7678;1,7678
"viver";16;-0,2346;0,2346
"até";26;0,4891;-0,4891
"hoje";30;-0,2571;0,2571
"central";24;-0,9319;0,9319
"empresa";43;0,3596;-0,3596
"ocde";12;-0,8189;0,8189
"público";47;0,4272;-0,4272
"ex_presidente";26;0,7787;-0,7787
"rússia";11;-0,2925;0,2925
"agora";29;0,3806;-0,3806
"advogado";18;-0,6196;0,6196
"mundo";33;1,0177;-1,0177
"previdência";12;-0,3357;0,3357
"juiz";23;0,9757;-0,9757
"partido";23;0,3614;-0,3614
"5";15;0,7872;-0,7872
"pedir";27;0,2468;-0,2468
"joesley";10;0,775;-0,775
"cidadão";11;0,6835;-0,6835
"grupo";31;-0,2812;0,2812
"dilma";27;1,4734;-1,4734
"sociedade";13;-0,3803;0,3803
"república";20;0,4817;-0,4817
"menor";11;-0,2925;0,2925
"decisão";16;-0,521;0,521
"mundial";13;0,9673;-0,9673
"ter";277;0,9629;-0,9629
"sua";64;-0,2641;0,2641
"sul";20;-1,3652;1,3652
"propina";14;-0,9555;0,9555
"senado";12;1,0761;-1,0761
"notícia";11;-0,2925;0,2925
"social";24;-0,5214;0,5214
"vir";18;0,3028;-0,3028
"reunião";12;0,2689;-0,2689
"levar";10;-0,2507;0,2507
"projeto";11;0,6835;-0,6835
"morte";13;-0,8872;0,8872
"voltar";22;0,6842;-0,6842
"sistema";15;-0,4731;0,4731
"a";1213;-0,7971;0,7971
"grande";25;-0,9859;0,9859
"bilhão";21;-0,1973;0,1973
"ficar";33;0,2718;-0,2718
"polícia";21;0,4376;-0,4376
"cada";14;-0,1759;0,1759
"pedido";11;-0,7507;0,7507
"sobretaxa";10;-0,6824;0,6824
"nossa";15;-0,2045;0,2045
"todo";71;-0,5559;0,5559
"nosso";13;0,5368;-0,5368
"verdade";11;1,2009;-1,2009
"divulgar";15;0,7872;-0,7872
"conseguir";14;-0,1759;0,1759
"dono";15;0,7872;-0,7872
"nome";17;0,6448;-0,6448
"contra";35;-1,0055;1,0055
"para";342;0,6436;-0,6436
"resultado";12;-0,3357;0,3357
"indústria";10;-0,6824;0,6824
"stf";18;0,5846;-0,5846
"direito";20;-0,369;0,369
"situação";15;-0,4731;0,4731
"tentar";12;-0,3357;0,3357
"país";146;-0,7176;0,7176
"essa";40;-0,8321;0,8321
"esse";52;0,3093;-0,3093
"nobre";11;-0,7507;0,7507
"setor";14;-0,9555;0,9555
"carne";30;-1,2622;1,2622
"história";20;0,2423;-0,2423
"defender";17;-0,5699;0,5699
"michel_temer";98;1,1538;-1,1538
"quem";27;0,2468;-0,2468
"porque";36;0,3686;-0,3686
"meio";14;-0,4261;0,4261
"seu";47;0,2715;-0,2715
"ser";587;-0,679;0,679
"sem";33;-0,3324;0,3324
"lava_jato";34;0,9573;-0,9573
"pagar";26;0,4891;-0,4891
"eleitoral";15;0,4253;-0,4253
"parecer";14;-0,1759;0,1759
"eleição";26;-0,3326;0,3326
"considerar";11;0,3098;-0,3098
"filho";12;0,6049;-0,6049
"senador";15;1,8399;-1,8399
"dizer";125;1,4492;-1,4492
"pt";19;-0,3335;0,3335
"criar";11;-0,2925;0,2925
"chegar";23;-0,248;0,248
"denúncia";16;-0,521;0,521
"declarar";10;0,3579;-0,3579
"nós";25;-0,9859;0,9859
"campanha";13;-0,8872;0,8872
"próprio";16;-0,521;0,521
"fato";15;-0,2045;0,2045
"apenas";16;0,712;-0,712
"jbs";14;0,8717;-0,8717
"entre";45;-0,462;0,462
"trabalhador";21;-0,4056;0,4056
"tanto";10;1,3455;-1,3455
"claro";12;0,2689;-0,2689
"apresentar";15;-0,2045;0,2045
"ocorrer";11;0,6835;-0,6835
"ajudar";11;-0,7507;0,7507
"informar";13;-0,3803;0,3803
"tomar";10;-0,6824;0,6824
"marco";15;-0,4731;0,4731
"aço";14;-0,9555;0,9555
"américa";10;-0,2507;0,2507
"popular";22;-1,5018;1,5018
"aquele";11;0,3098;-0,3098
"mostrar";23;-0,248;0,248
"apoio";10;0,3579;-0,3579
"medo";10;0,3579;-0,3579
"autoridade";12;0,2689;-0,2689
"prova";13;-0,3803;0,3803
"ao";118;0,5797;-0,5797
"poder";83;0,846;-0,846
"governo";73;-0,6063;0,6063
"um";270;-0,2797;0,2797
"corrupção";42;0,3854;-0,3854
"pagamento";12;-0,8189;0,8189
"representar";11;0,6835;-0,6835
"problema";18;-0,6196;0,6196
"relação";23;-0,248;0,248
"manter";17;-1,1603;1,1603
"nenhum";16;-1,0921;1,0921
"g1";12;-0,8189;0,8189
"operação";25;0,5318;-0,5318
"organização";15;-0,4731;0,4731
"informação";13;0,234;-0,234
"lei";14;-0,4261;0,4261
"rede";10;0,3579;-0,3579
"presidente";110;-0,4522;0,4522
"violência";23;-0,8784;0,8784
"8";14;-0,9555;0,9555
"qualquer";16;-0,521;0,521
"julgamento";16;0,712;-0,712
"importar";12;-0,8189;0,8189
"de";2435;-1,034;1,034
"isso";64;-0,7982;0,7982
"unido";30;-0,4595;0,4595
"ainda";49;-1,7083;1,7083
"econômico";39;-1,1985;1,1985
"2015";14;-0,1759;0,1759
"2017";11;0,3098;-0,3098
"2016";10;-0,6824;0,6824
"2013";10;-0,6824;0,6824
"nada";15;0,7872;-0,7872
"dever";28;0,6707;-0,6707
"dar";41;1,187;-1,187
"senhor";15;-0,2045;0,2045
"possível";11;0,3098;-0,3098
"causa";10;-0,6824;0,6824
"tempo";19;0,2708;-0,2708
"que";829;-0,2978;0,2978
"além";17;-0,2663;0,2663
"único";14;-0,4261;0,4261
"próximo";10;0,775;-0,775
"haver";77;-1,2495;1,2495
"quando";30;1,6386;-1,6386
"petrobras";12;0,2689;-0,2689
"bem";14;-0,1759;0,1759
"roberto";11;1,2009;-1,2009
"milhão";21;-0,773;0,773
"documento";10;-0,6824;0,6824
"lugar";10;1,3455;-1,3455
"serviço";10;0,775;-0,775
"estudo";13;-0,3803;0,3803
"explicar";10;-0,6824;0,6824
"outro";66;-0,4383;0,4383
"tornar";10;0,3579;-0,3579
"último";19;1,328;-1,328
"principal";19;-1,2969;1,2969
"trabalho";19;-0,67;0,67
"atuar";10;-0,6824;0,6824
"tudo";18;0,3028;-0,3028
"atual";10;1,3455;-1,3455
"frente";29;-0,4264;0,4264
"cristiane";12;-0,8189;0,8189
"trabalhar";16;0,712;-0,712
"vídeo";10;0,775;-0,775
"aqui";18;0,3028;-0,3028
"eua";22;0,6842;-0,6842
"então";12;-0,8189;0,8189
"mesmo";43;0,7864;-0,7864
"parte";27;0,4499;-0,4499
"diante";10;0,3579;-0,3579
"presidência";15;-0,2045;0,2045
"paulo";32;0,2958;-0,2958
"dentro";11;0,3098;-0,3098
"maior";51;-0,2737;0,2737
"estado";49;-0,8506;0,8506
"momento";25;-0,5618;0,5618
"rcifrão";32;1,082;-1,082
"vida";12;-0,3357;0,3357
"nacional";26;-0,6031;0,6031
"reunir";10;-0,6824;0,6824
"importante";12;0,2689;-0,2689
"crise";36;1,1671;-1,1671
"congresso";10;-0,6824;0,6824
"assinar";13;-0,8872;0,8872
"ação";16;-1,0921;1,0921
"também";60;0,6034;-0,6034
"em";1159;-1,385;1,385
"banco";26;-0,3326;0,3326
"questionar";10;0,775;-0,775
"exportação";11;-0,7507;0,7507
"democracia";15;-0,2045;0,2045
"povo";17;1,0525;-1,0525
"tão";12;0,6049;-0,6049
"coisa";15;0,7872;-0,7872
"índio";11;-0,2925;0,2925
"assunto";15;-0,4731;0,4731
"sempre";16;-1,0921;1,0921
"homicídio";13;-0,8872;0,8872
