"";"X.gr_01";"X.gr_02"
"carne";0,36;1,75
"história";1,07;1,03
"defender";0,36;0,97
"michel_temer";7,11;4,72
"quem";1,42;1,39
"porque";2,13;1,81
"meio";0,36;0,79
"seu";2,49;2,42
"ser";27,74;30,79
"sem";1,42;1,75
"lava_jato";2,84;1,57
"ninguém";2,49;0,24
"pagar";1,78;1,27
"eleitoral";1,07;0,73
"parecer";0,71;0,73
"eleição";1,07;1,39
"considerar";0,71;0,54
"filho";1,07;0,54
"senador";2,13;0,54
"dizer";9,25;5,99
"pt";0,71;1,03
"criar";0,36;0,6
"chegar";1,07;1,21
"denúncia";0,36;0,91
"declarar";0,71;0,48
"nós";0,36;1,45
"campanha";0;0,79
"próprio";0,36;0,91
"fato";0,71;0,79
"apenas";1,42;0,73
"jbs";1,42;0,6
"entre";1,78;2,42
"trabalhador";0,71;1,15
"tanto";1,42;0,36
"claro";0,71;0,6
"apresentar";0,71;0,79
"ocorrer";1,07;0,48
"ajudar";0;0,67
"informar";0,36;0,73
"tomar";0;0,6
"marco";0,36;0,85
"aço";0;0,85
"américa";0,36;0,54
"popular";0;1,33
"aquele";0,71;0,54
"mostrar";1,07;1,21
"apoio";0,71;0,48
"medo";0,71;0,48
"autoridade";0,71;0,6
"prova";0,36;0,73
"ao";7,11;5,93
"poder";5,69;4,05
"governo";2,84;3,93
"um";13,87;13,97
"corrupção";2,49;2,12
"odebrecht";0;1,94
"pagamento";0;0,73
"representar";1,07;0,48
"problema";0,36;1,03
"relação";1,07;1,21
"manter";0;1,03
"nenhum";0;0,97
"g1";0;0,73
"operação";1,78;1,21
"organização";0,36;0,85
"informação";0,71;0,67
"lei";0,36;0,79
"rede";0,71;0,48
"presidente";4,98;5,81
"violência";0,36;1,33
"8";0;0,85
"qualquer";0,36;0,91
"julgamento";1,42;0,73
"importar";0;0,73
"de";118,07;127,22
"isso";2,13;3,51
"unido";1,07;1,63
"ainda";0,71;2,84
"econômico";0,71;2,24
"2015";0,71;0,73
"2017";0,71;0,54
"2016";0;0,6
"2013";0;0,6
"nada";1,42;0,67
"dever";2,13;1,33
"dar";3,56;1,88
"senhor";0,71;0,79
"possível";0,71;0,54
"causa";0;0,6
"tempo";1,07;0,97
"que";42,67;42,89
"além";0,71;0,91
"único";0,36;0,79
"próximo";1,07;0,42
"haver";2,13;4,29
"quando";3,2;1,27
"petrobras";0,71;0,6
"bem";0,71;0,73
"roberto";1,42;0,42
"mil";3,56;0,85
"milhão";0,36;1,21
"documento";0;0,6
"lugar";1,42;0,36
"serviço";1,07;0,42
"estudo";0,36;0,73
"explicar";0;0,6
"outro";2,84;3,51
"tornar";0,71;0,48
"último";2,13;0,79
"principal";0;1,15
"trabalho";0,36;1,09
"atuar";0;0,6
"tudo";1,07;0,91
"privilegiado";1,78;0,3
"atual";1,42;0,36
"frente";1,07;1,57
"cristiane";0;0,73
"trabalhar";1,42;0,73
"vídeo";1,07;0,42
"aqui";1,07;0,91
"eua";1,78;1,03
"então";0;0,73
"mesmo";3,2;2,06
"parte";1,78;1,33
"diante";0,71;0,48
"presidência";0,71;0,79
"paulo";1,78;1,63
"dentro";0,71;0,54
"maior";2,49;2,66
"estado";1,42;2,72
"momento";0,71;1,39
"rcifrão";2,84;1,45
"vida";0,36;0,67
"nacional";0,71;1,45
"reunir";0;0,6
"importante";0,71;0,6
"durante";2,84;0,67
"crise";3,2;1,63
"congresso";0;0,6
"assinar";0;0,79
"usar";1,78;0,3
"ação";0;0,97
"também";3,91;2,96
"em";52,63;61,16
"banco";1,07;1,39
"questionar";1,07;0,42
"exportação";0;0,67
"democracia";0,71;0,79
"povo";1,78;0,73
"tão";1,07;0,54
"coisa";1,42;0,67
"índio";0,36;0,6
"assunto";0,36;0,85
"sempre";0;0,97
"homicídio";0;0,79
