"";"banalfreq";"X.gr_01";"X.gr_02"
"base";12;0,2176;-0,2176
"vizinho";13;0,8269;-0,8269
"conseguir";14;-1,083;1,083
"para";247;1,0995;-1,0995
"país";104;0,2698;-0,2698
"situação";14;0,3915;-0,3915
"tentar";17;-0,3379;0,3379
"essa";15;-1,1604;1,1604
"km";10;1,1863;-1,1863
"carne";13;-1,0056;1,0056
"nação";19;-0,2051;0,2051
"meio";13;0,4459;-0,4459
"seu";121;-0,8331;0,8331
"ser";254;1,3434;-1,3434
"norte_coreana";11;0,2545;-0,2545
"sem";19;-0,2051;0,2051
"sul_coreano";14;-0,5112;0,5112
"comércio";10;-0,7735;0,7735
"parecer";10;-0,3037;0,3037
"considerar";11;-0,8509;0,8509
"melhor";10;0,2984;-0,2984
"dizer";134;0,7121;-0,7121
"chegar";13;-1,0056;1,0056
"conjunto";17;0,8856;-0,8856
"coreia";711;0,3639;-0,3639
"vário";13;-0,4572;0,4572
"declarar";16;1,4651;-1,4651
"próprio";15;1,6063;-1,6063
"segunda_feira";13;-1,0056;1,0056
"entre";47;-1,4029;1,4029
"claro";10;1,1863;-1,1863
"ajudar";10;0,6679;-0,6679
"informar";15;1,6063;-1,6063
"tomar";10;-0,3037;0,3037
"mostrar";17;0,8856;-0,8856
"autoridade";13;-1,0056;1,0056
"foguete";15;0,3443;-0,3443
"região";10;-0,7735;0,7735
"um";271;1,192;-1,192
"conselho";20;-1,5475;1,5475
"potência";15;-0,2617;0,2617
"visita";11;-0,8509;0,8509
"problema";14;1,7649;-1,7649
"relação";28;-0,5116;0,5116
"ataque";38;1,4435;-1,4435
"desenvolver";17;-1,3153;1,3153
"totalmente";12;0,2176;-0,2176
"península";25;1,0015;-1,0015
"defender";11;-0,3532;0,3532
"sobrevoar";10;1,1863;-1,1863
"agência";15;0,3443;-0,3443
"jae_in";14;-1,083;1,083
"presidente";87;-1,0927;1,0927
"anunciar";27;0,3408;-0,3408
"força";31;0,4041;-0,4041
"especialista";18;0,8033;-0,8033
"estratégico";10;-0,3037;0,3037
"de";2522;-1,0935;1,0935
"jong_un";44;-0,3892;0,3892
"isso";16;0,3031;-0,3031
"unido";104;-1,4389;1,4389
"ainda";17;-0,6801;0,6801
"econômico";14;-1,083;1,083
"2017";14;-1,083;1,083
"testar";22;-0,2954;0,2954
"dever";24;-0,3626;0,3626
"dar";14;0,3915;-0,3915
"artilharia";10;-0,3037;0,3037
"primeiro";26;-0,7459;0,7459
"além";12;-0,9283;0,9283
"que";586;0,7378;-0,7378
"cair";14;-0,2262;0,2262
"ameaçar";18;0,2354;-0,2354
"único";13;-1,0056;1,0056
"próximo";13;0,8269;-0,8269
"guerra";41;0,456;-0,456
"capaz";15;-0,2617;0,2617
"haver";39;-0,4307;0,4307
"quando";14;-0,5112;0,5112
"bem";11;0,582;-0,582
"pressão";15;-0,2617;0,2617
"mês";12;-0,9283;0,9283
"milhão";11;0,2545;-0,2545
"balístico";60;-0,6656;0,6656
"lançamento";42;-0,3368;0,3368
"principal";11;0,2545;-0,2545
"confirmar";13;0,4459;-0,4459
"advertir";11;-0,8509;0,8509
"tensão";30;-0,5925;0,5925
"norte_coreano";38;-0,2426;0,2426
"mundo";26;0,6175;-0,6175
"mesmo";23;-0,3283;0,3283
"possível";23;-0,6001;0,6001
"parte";16;0,3031;-0,3031
"estado";111;-0,4577;0,4577
"provocação";14;0,3915;-0,3915
"momento";24;-0,3626;0,3626
"território";19;0,4244;-0,4244
"intercontinental";18;-1,3927;1,3927
"resolver";12;-0,4044;0,4044
"crise";15;-1,1604;1,1604
"porta_aviões";21;1,8645;-1,8645
"twitter";14;-0,5112;0,5112
"usar";12;0,5088;-0,5088
"ação";25;-0,2127;0,2127
"também";58;0,3203;-0,3203
"em";699;-0,796;0,796
"washington";19;-0,2051;0,2051
"encontro";12;-0,9283;0,9283
"diplomático";10;-0,3037;0,3037
"alcance";31;-1,0053;1,0053
"seul";29;1,0583;-1,0583
