"";"X.gr_01";"X.gr_02"
"donald";0,921;-0,921
"reunião";-1,1604;1,1604
"muito";-1,6826;1,6826
"uma";-2,1601;2,1601
"o";0,7688;-0,7688
"rápido";-0,3037;0,3037
"novo";-1,9891;1,9891
"asiático";-0,3037;0,3037
"conversa";-0,3532;0,3532
"seguir";0,9295;-0,9295
"sanção";-3,5624;3,5624
"regime";-1,8821;1,8821
"poderoso";0,6679;-0,6679
"domingo";-1,0056;1,0056
"menos";-0,3037;0,3037
"ver";-1,4701;1,4701
"japão";0,2769;-0,2769
"vez";-0,7459;0,7459
"contra";-0,8534;0,8534
"dia";1,525;-1,525
"querer";0,5893;-0,5893
"militar";-0,8853;0,8853
"semana";-0,5925;0,5925
"ministério";-0,3379;0,3379
"diálogo";-0,7383;0,7383
"trump";0,7939;-0,7939
"colocar";0,5088;-0,5088
"mar";0,9773;-0,9773
"se";1,5215;-1,5215
"forma";-1,2378;1,2378
"mais";-1,1494;1,1494
"maior";1,6497;-1,6497
"negociação";-1,083;1,083
"desde";-0,6801;0,6801
"japonês";-0,4572;0,4572
"agir";1,0481;-1,0481
"fazer";-0,7307;0,7307
"carl";3,092;-3,092
"ministro";-0,4572;0,4572
"suspender";0,5088;-0,5088
"xi";1,0802;-1,0802
"americano";0,5087;-0,5087
"sistema";2,2353;-2,2353
"onu";-1,2809;1,2809
"ameaça";-2,1791;2,1791
"aumentar";-0,3037;0,3037
"ano";-0,8994;0,8994
"nuclear";0,9049;-0,9049
"chinês";1,0015;-1,0015
"qualquer";-0,3626;0,3626
"internacional";0,2671;-0,2671
"estar";1,7817;-1,7817
"norte_coreanos";-0,7973;0,7973
"já";0,9872;-0,9872
"bomba";0,4531;-0,4531
"como";-1,5813;1,5813
"alcançar";-0,9283;0,9283
"por";-0,9987;0,9987
"acabar";0,4459;-0,4459
"caso";-0,857;0,857
"real";-0,4044;0,4044
"lado";0,4459;-0,4459
"líder";-0,4006;0,4006
"imagem";0,3915;-0,3915
"hoje";1,6063;-1,6063
"moon";-1,1604;1,1604
"comunicado";-0,8509;0,8509
"_";-3,3297;3,3297
"último";-0,3829;0,3829
"rússia";-0,2638;0,2638
"ao";-0,5803;0,5803
"defesa";0,3123;-0,3123
"pedir";0,7959;-0,7959
"sucesso";-0,4044;0,4044
"comercial";-1,0056;1,0056
"mundial";2,0505;-2,0505
"ter";0,5806;-0,5806
"sua";-3,7937;3,7937
"sul";0,2848;-0,2848
"vir";-0,8509;0,8509
"embaixador";1,8513;-1,8513
"começar";-0,2262;0,2262
"incluir";-0,5665;0,5665
"não";0,9166;-0,9166
"a";0,511;-0,511
"grande";0,3915;-0,3915
"pronto";2,1496;-2,1496
"reuters";-0,3037;0,3037
"todo";1,439;-1,439
"base";0,2176;-0,2176
"divulgar";2,6785;-2,6785
"vizinho";0,8269;-0,8269
"conseguir";-1,083;1,083
"para";1,0995;-1,0995
"país";0,2698;-0,2698
"situação";0,3915;-0,3915
"tentar";-0,3379;0,3379
"essa";-1,1604;1,1604
"km";1,1863;-1,1863
"carne";-1,0056;1,0056
"nação";-0,2051;0,2051
"meio";0,4459;-0,4459
"seu";-0,8331;0,8331
"ser";1,3434;-1,3434
"norte_coreana";0,2545;-0,2545
"sem";-0,2051;0,2051
"sul_coreano";-0,5112;0,5112
"comércio";-0,7735;0,7735
"parecer";-0,3037;0,3037
"considerar";-0,8509;0,8509
"melhor";0,2984;-0,2984
"dizer";0,7121;-0,7121
"chegar";-1,0056;1,0056
"conjunto";0,8856;-0,8856
"coreia";0,3639;-0,3639
"vário";-0,4572;0,4572
"declarar";1,4651;-1,4651
"próprio";1,6063;-1,6063
"apenas";2,5231;-2,5231
"segunda_feira";-1,0056;1,0056
"entre";-1,4029;1,4029
"claro";1,1863;-1,1863
"ajudar";0,6679;-0,6679
"informar";1,6063;-1,6063
"tomar";-0,3037;0,3037
"mostrar";0,8856;-0,8856
"autoridade";-1,0056;1,0056
"poder";2,0761;-2,0761
"governo";-2,0164;2,0164
"foguete";0,3443;-0,3443
"região";-0,7735;0,7735
"um";1,192;-1,192
"conselho";-1,5475;1,5475
"potência";-0,2617;0,2617
"visita";-0,8509;0,8509
"problema";1,7649;-1,7649
"relação";-0,5116;0,5116
"ataque";1,4435;-1,4435
"desenvolver";-1,3153;1,3153
"totalmente";0,2176;-0,2176
"península";1,0015;-1,0015
"atacar";2,4404;-2,4404
"defender";-0,3532;0,3532
"sobrevoar";1,1863;-1,1863
"agência";0,3443;-0,3443
"jae_in";-1,083;1,083
"presidente";-1,0927;1,0927
"anunciar";0,3408;-0,3408
"uss";2,7328;-2,7328
"força";0,4041;-0,4041
"especialista";0,8033;-0,8033
"estratégico";-0,3037;0,3037
"de";-1,0935;1,0935
"jong_un";-0,3892;0,3892
"isso";0,3031;-0,3031
"unido";-1,4389;1,4389
"ainda";-0,6801;0,6801
"eua";2,5618;-2,5618
"econômico";-1,083;1,083
"2017";-1,083;1,083
"testar";-0,2954;0,2954
"dever";-0,3626;0,3626
"dar";0,3915;-0,3915
"artilharia";-0,3037;0,3037
"primeiro";-0,7459;0,7459
"além";-0,9283;0,9283
"vinson";3,092;-3,092
"que";0,7378;-0,7378
"cair";-0,2262;0,2262
"ameaçar";0,2354;-0,2354
"único";-1,0056;1,0056
"próximo";0,8269;-0,8269
"guerra";0,456;-0,456
"capaz";-0,2617;0,2617
"haver";-0,4307;0,4307
"quando";-0,5112;0,5112
"bem";0,582;-0,582
"pressão";-0,2617;0,2617
"mês";-0,9283;0,9283
"milhão";0,2545;-0,2545
"exército";2,007;-2,007
"balístico";-0,6656;0,6656
"lançamento";-0,3368;0,3368
"principal";0,2545;-0,2545
"norte";-2,3757;2,3757
"confirmar";0,4459;-0,4459
"advertir";-0,8509;0,8509
"tensão";-0,5925;0,5925
"norte_coreano";-0,2426;0,2426
"mundo";0,6175;-0,6175
"mesmo";-0,3283;0,3283
"possível";-0,6001;0,6001
"parte";0,3031;-0,3031
"estado";-0,4577;0,4577
"provocação";0,3915;-0,3915
"momento";-0,3626;0,3626
"território";0,4244;-0,4244
"intercontinental";-1,3927;1,3927
"teste";-2,1747;2,1747
"resolver";-0,4044;0,4044
"crise";-1,1604;1,1604
"porta_aviões";1,8645;-1,8645
"twitter";-0,5112;0,5112
"usar";0,5088;-0,5088
"ação";-0,2127;0,2127
"também";0,3203;-0,3203
"em";-0,796;0,796
"washington";-0,2051;0,2051
"encontro";-0,9283;0,9283
"diplomático";-0,3037;0,3037
"alcance";-1,0053;1,0053
"seul";1,0583;-1,0583
"prometer";4,0766;-4,0766
