"";"X";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"171";171;0;0;0;0;0;0;0;0;1
"172";172;0;0;0;0;0;0;0;0;1
"173";173;0;0;0;0;0;0;0;0;0
"174";174;0;0;0;0;0;0;0;0;1
"175";175;0;0;0;0;0;0;0;0;1
"176";176;0;0;0;2;2;2;2;2;2
"177";177;0;0;0;2;2;2;2;2;2
"178";178;0;0;0;0;0;0;0;0;1
"179";179;0;0;0;0;0;0;0;0;1
"180";180;0;0;0;0;0;0;0;0;1
"181";181;0;0;0;3;3;3;3;3;3
"182";182;0;0;0;0;0;0;0;0;0
"183";183;4;4;4;4;4;4;4;4;4
"184";184;4;4;4;4;4;4;4;4;4
"185";185;0;0;0;0;0;0;0;0;1
"186";186;0;0;0;0;0;0;0;0;0
"187";187;4;4;4;4;4;4;4;4;4
"188";188;4;4;4;4;4;4;4;4;4
"189";189;4;4;4;4;4;4;4;4;4
"190";190;0;0;0;0;0;0;0;0;1
"191";191;0;0;0;2;2;2;2;2;2
"192";192;0;0;0;3;3;3;3;3;3
"193";193;0;0;0;3;3;3;3;3;3
"194";194;0;0;0;0;0;0;0;0;1
"195";195;0;0;0;0;0;0;0;0;0
"196";196;0;0;0;0;0;0;0;0;1
"197";197;0;0;0;0;0;0;0;0;1
"198";198;0;0;0;0;0;0;0;0;0
"199";199;0;0;0;0;0;0;0;0;0
"200";200;0;0;0;0;0;0;0;0;0
"201";201;0;0;0;0;0;0;0;0;1
"202";202;0;0;0;0;0;0;0;0;1
"203";203;0;0;0;2;2;2;2;2;2
"204";204;0;0;0;0;0;0;0;0;1
"205";205;0;0;0;0;0;0;0;0;1
"206";206;0;0;0;0;0;0;0;0;0
"207";207;0;0;0;0;0;0;0;0;1
"208";208;0;0;0;0;0;0;0;0;1
"209";209;0;0;0;0;0;0;0;0;0
"210";210;0;0;0;2;2;2;2;2;2
"211";211;0;0;0;2;2;2;2;2;2
"212";212;0;0;0;0;0;0;0;0;1
"213";213;0;0;0;0;0;0;0;0;1
"214";214;0;0;0;0;0;0;0;0;1
"215";215;0;0;0;2;2;2;2;2;2
"216";216;0;0;0;2;2;2;2;2;2
"217";217;0;0;0;3;3;3;3;3;3
"218";218;0;0;0;3;3;3;3;3;3
"219";219;0;0;0;0;0;0;0;0;1
"220";220;0;0;0;2;2;2;2;2;2
"221";221;0;0;0;0;0;0;0;0;1
"222";222;0;0;0;0;0;0;0;0;0
"223";223;0;0;0;0;0;0;0;0;1
"224";224;0;0;0;0;0;0;0;0;1
"225";225;0;0;0;3;3;3;3;3;3
"226";226;0;0;0;0;0;0;0;0;1
"227";227;0;0;0;3;3;3;3;3;3
"228";228;0;0;0;3;3;3;3;3;3
"229";229;0;0;0;3;3;3;3;3;3
"230";230;0;0;0;3;3;3;3;3;3
"231";231;0;0;0;3;3;3;3;3;3
"232";232;0;0;0;3;3;3;3;3;3
"233";233;0;0;0;2;2;2;2;2;2
"234";234;0;0;0;3;3;3;3;3;3
"235";235;0;0;0;2;2;2;2;2;2
"236";236;0;0;0;2;2;2;2;2;2
"237";237;0;0;0;2;2;2;2;2;2
"238";238;0;0;0;2;2;2;2;2;2
"239";239;0;0;0;2;2;2;2;2;2
"240";240;0;0;0;0;0;0;0;0;1
"241";241;0;0;0;0;0;0;0;0;1
"242";242;0;0;0;0;0;0;0;0;1
"243";243;0;0;0;0;0;0;0;0;1
"244";244;0;0;0;0;0;0;0;0;1
"245";245;0;0;0;0;0;0;0;0;1
"246";246;0;0;0;0;0;0;0;0;1
"247";247;0;0;0;0;0;0;0;0;0
"248";248;0;0;0;2;2;2;2;2;2
"249";249;0;0;0;0;0;0;0;0;1
"250";250;0;0;0;0;0;0;0;0;1
"251";251;0;0;0;2;2;2;2;2;2
"252";252;0;0;0;2;2;2;2;2;2
"253";253;0;0;0;2;2;2;2;2;2
"254";254;0;0;0;0;0;0;0;0;1
"255";255;0;0;0;0;0;0;0;0;1
"256";256;0;0;0;0;0;0;0;0;1
"257";257;0;0;0;0;0;0;0;0;1
"258";258;0;0;0;3;3;3;3;3;3
"259";259;0;0;0;3;3;3;3;3;3
"260";260;0;0;0;3;3;3;3;3;3
"261";261;0;0;0;0;0;0;0;0;0
"262";262;0;0;0;3;3;3;3;3;3
"263";263;0;0;0;2;2;2;2;2;2
"264";264;0;0;0;0;0;0;0;0;1
"265";265;0;0;0;2;2;2;2;2;2
"266";266;0;0;0;0;0;0;0;0;1
"267";267;0;0;0;0;0;0;0;0;1
"268";268;0;0;0;0;0;0;0;0;1
"269";269;0;0;0;0;0;0;0;0;1
"270";270;0;0;0;0;0;0;0;0;0
"271";271;0;0;0;0;0;0;0;0;1
"272";272;0;0;0;0;0;0;0;0;1
"273";273;0;0;0;0;0;0;0;0;1
"274";274;0;0;0;3;3;3;3;3;3
"275";275;0;0;0;3;3;3;3;3;3
"276";276;0;0;0;3;3;3;3;3;3
"277";277;0;0;0;0;0;0;0;0;0
"278";278;0;0;0;0;0;0;0;0;1
"279";279;0;0;0;0;0;0;0;0;1
"280";280;0;0;0;0;0;0;0;0;1
"281";281;0;0;0;0;0;0;0;0;1
"282";282;0;0;0;0;0;0;0;0;0
"283";283;0;0;0;0;0;0;0;0;0
"284";284;0;0;0;3;3;3;3;3;3
"285";285;0;0;0;0;0;0;0;0;1
"286";286;0;0;0;0;0;0;0;0;1
"287";287;0;0;0;0;0;0;0;0;1
"288";288;0;0;0;0;0;0;0;0;1
"289";289;0;0;0;0;0;0;0;0;1
"290";290;4;4;4;4;4;4;4;4;4
"291";291;0;0;0;2;2;2;2;2;2
"292";292;0;0;0;3;3;3;3;3;3
"293";293;0;0;0;3;3;3;3;3;3
"294";294;0;0;0;3;3;3;3;3;3
"295";295;0;0;0;3;3;3;3;3;3
"296";296;0;0;0;3;3;3;3;3;3
"297";297;0;0;0;3;3;3;3;3;3
"298";298;0;0;0;3;3;3;3;3;3
"299";299;0;0;0;3;3;3;3;3;3
"300";300;0;0;0;3;3;3;3;3;3
"301";301;0;0;0;0;0;0;0;0;1
"302";302;0;0;0;2;2;2;2;2;2
"303";303;0;0;0;2;2;2;2;2;2
"304";304;0;0;0;2;2;2;2;2;2
"305";305;0;0;0;3;3;3;3;3;3
"306";306;0;0;0;3;3;3;3;3;3
"307";307;0;0;0;3;3;3;3;3;3
"308";308;0;0;0;3;3;3;3;3;3
"309";309;0;0;0;0;0;0;0;0;1
"310";310;0;0;0;0;0;0;0;0;1
"311";311;0;0;0;0;0;0;0;0;1
"312";312;0;0;0;3;3;3;3;3;3
"313";313;0;0;0;0;0;0;0;0;1
"314";314;0;0;0;3;3;3;3;3;3
"315";315;0;0;0;0;0;0;0;0;1
"316";316;0;0;0;0;0;0;0;0;1
"317";317;0;0;0;0;0;0;0;0;1
"318";318;0;0;0;0;0;0;0;0;1
"319";319;0;0;0;0;0;0;0;0;1
"320";320;0;0;0;0;0;0;0;0;1
"321";321;0;0;0;3;3;3;3;3;3
"322";322;0;0;0;0;0;0;0;0;1
"323";323;0;0;0;0;0;0;0;0;1
"324";324;0;0;0;0;0;0;0;0;1
"325";325;0;0;0;0;0;0;0;0;1
"326";326;0;0;0;0;0;0;0;0;1
"327";327;0;0;0;2;2;2;2;2;2
"328";328;0;0;0;3;3;3;3;3;3
"329";329;0;0;0;3;3;3;3;3;3
"330";330;0;0;0;2;2;2;2;2;2
"331";331;0;0;0;2;2;2;2;2;2
"332";332;0;0;0;3;3;3;3;3;3
"333";333;0;0;0;3;3;3;3;3;3
"334";334;0;0;0;0;0;0;0;0;1
"335";335;0;0;0;3;3;3;3;3;3
"336";336;0;0;0;3;3;3;3;3;3
"337";337;0;0;0;3;3;3;3;3;3
"338";338;0;0;0;2;2;2;2;2;2
"339";339;0;0;0;3;3;3;3;3;3
"340";340;0;0;0;0;0;0;0;0;1
"341";341;0;0;0;0;0;0;0;0;1
"342";342;0;0;0;2;2;2;2;2;2
"343";343;0;0;0;2;2;2;2;2;2
"344";344;0;0;0;2;2;2;2;2;2
"345";345;0;0;0;0;0;0;0;0;1
"346";346;0;0;0;0;0;0;0;0;1
"347";347;0;0;0;0;0;0;0;0;0
"348";348;0;0;0;0;0;0;0;0;1
"349";349;0;0;0;0;0;0;0;0;1
"350";350;0;0;0;0;0;0;0;0;1
"351";351;0;0;0;3;3;3;3;3;3
"352";352;0;0;0;0;0;0;0;0;1
"353";353;0;0;0;2;2;2;2;2;2
"354";354;0;0;0;3;3;3;3;3;3
"355";355;0;0;0;0;0;0;0;0;1
"356";356;0;0;0;0;0;0;0;0;1
"357";357;0;0;0;0;0;0;0;0;1
"358";358;0;0;0;0;0;0;0;0;1
"359";359;0;0;0;0;0;0;0;0;1
"360";360;0;0;0;3;3;3;3;3;3
"361";361;0;0;0;3;3;3;3;3;3
"362";362;0;0;0;2;2;2;2;2;2
"363";363;0;0;0;3;3;3;3;3;3
"364";364;0;0;0;0;0;0;0;0;1
"365";365;0;0;0;0;0;0;0;0;0
"366";366;0;0;0;0;0;0;0;0;0
"367";367;0;0;0;0;0;0;0;0;0
"368";368;0;0;0;2;2;2;2;2;2
"369";369;0;0;0;2;2;2;2;2;2
"370";370;0;0;0;2;2;2;2;2;2
"371";371;0;0;0;3;3;3;3;3;3
"372";372;0;0;0;2;2;2;2;2;2
"373";373;0;0;0;2;2;2;2;2;2
"374";374;0;0;0;0;0;0;0;0;1
"375";375;0;0;0;3;3;3;3;3;3
"376";376;0;0;0;0;0;0;0;0;1
"377";377;0;0;0;0;0;0;0;0;1
"378";378;0;0;0;2;2;2;2;2;2
"379";379;0;0;0;2;2;2;2;2;2
"380";380;0;0;0;2;2;2;2;2;2
"381";381;0;0;0;2;2;2;2;2;2
"382";382;0;0;0;2;2;2;2;2;2
"383";383;0;0;0;2;2;2;2;2;2
"384";384;0;0;0;0;0;0;0;0;1
"385";385;0;0;0;2;2;2;2;2;2
"386";386;0;0;0;0;0;0;0;0;1
"387";387;0;0;0;2;2;2;2;2;2
"388";388;0;0;0;2;2;2;2;2;2
"389";389;0;0;0;2;2;2;2;2;2
"390";390;0;0;0;2;2;2;2;2;2
"391";391;0;0;0;0;0;0;0;0;1
"392";392;0;0;0;2;2;2;2;2;2
"393";393;0;0;0;2;2;2;2;2;2
"394";394;0;0;0;0;0;0;0;0;1
"395";395;0;0;0;3;3;3;3;3;3
"396";396;0;0;0;3;3;3;3;3;3
"397";397;0;0;0;3;3;3;3;3;3
"398";398;0;0;0;3;3;3;3;3;3
"399";399;0;0;0;3;3;3;3;3;3
"400";400;0;0;0;0;0;0;0;0;1
"401";401;0;0;0;0;0;0;0;0;1
"402";402;0;0;0;0;0;0;0;0;1
"403";403;0;0;0;0;0;0;0;0;1
"404";404;0;0;0;0;0;0;0;0;1
"405";405;0;0;0;0;0;0;0;0;0
"406";406;0;0;0;0;0;0;0;0;0
"407";407;0;0;0;0;0;0;0;0;0
"408";408;0;0;0;0;0;0;0;0;1
"409";409;0;0;0;0;0;0;0;0;1
"410";410;4;4;4;4;4;4;4;4;4
"411";411;0;0;0;2;2;2;2;2;2
"412";412;0;0;0;2;2;2;2;2;2
"413";413;0;0;0;2;2;2;2;2;2
"414";414;0;0;0;2;2;2;2;2;2
"415";415;0;0;0;2;2;2;2;2;2
"416";416;0;0;0;2;2;2;2;2;2
"417";417;0;0;0;2;2;2;2;2;2
"418";418;0;0;0;2;2;2;2;2;2
"419";419;0;0;0;0;0;0;0;0;1
"420";420;0;0;0;0;0;0;0;0;1
"421";421;0;0;0;0;0;0;0;0;1
"422";422;0;0;0;2;2;2;2;2;2
"423";423;0;0;0;0;0;0;0;0;1
"424";424;0;0;0;0;0;0;0;0;1
"425";425;0;0;0;3;3;3;3;3;3
"426";426;0;0;0;0;0;0;0;0;1
"427";427;0;0;0;2;2;2;2;2;2
"428";428;0;0;0;0;0;0;0;0;1
"429";429;0;0;0;0;0;0;0;0;1
"430";430;0;0;0;2;2;2;2;2;2
"431";431;0;0;0;0;0;0;0;0;1
"432";432;0;0;0;0;0;0;0;0;1
"433";433;0;0;0;0;0;0;0;0;1
"434";434;0;0;0;2;2;2;2;2;2
"435";435;0;0;0;0;0;0;0;0;1
"436";436;0;0;0;0;0;0;0;0;1
"437";437;0;0;0;0;0;0;0;0;1
"438";438;0;0;0;0;0;0;0;0;1
"439";439;0;0;0;0;0;0;0;0;0
"440";440;0;0;0;0;0;0;0;0;0
"441";441;0;0;0;0;0;0;0;0;0
"442";442;0;0;0;0;0;0;0;0;0
"443";443;0;0;0;0;0;0;0;0;0
"444";444;0;0;0;2;2;2;2;2;2
"445";445;0;0;0;2;2;2;2;2;2
"446";446;0;0;0;3;3;3;3;3;3
"447";447;0;0;0;0;0;0;0;0;0
"448";448;0;0;0;0;0;0;0;0;0
"449";449;0;0;0;0;0;0;0;0;0
"450";450;0;0;0;0;0;0;0;0;0
"451";451;0;0;0;0;0;0;0;0;0
"452";452;0;0;0;0;0;0;0;0;0
"453";453;0;0;0;2;2;2;2;2;2
"454";454;0;0;0;3;3;3;3;3;3
"455";455;0;0;0;3;3;3;3;3;3
"456";456;0;0;0;2;2;2;2;2;2
"457";457;0;0;0;2;2;2;2;2;2
"458";458;0;0;0;2;2;2;2;2;2
"459";459;0;0;0;0;0;0;0;0;0
"460";460;0;0;0;0;0;0;0;0;1
"461";461;0;0;0;0;0;0;0;0;0
"462";462;0;0;0;0;0;0;0;0;0
"463";463;0;0;0;0;0;0;0;0;1
"464";464;0;0;0;0;0;0;0;0;0
"465";465;0;0;0;0;0;0;0;0;0
"466";466;0;0;0;0;0;0;0;0;1
"467";467;0;0;0;0;0;0;0;0;1
"468";468;0;0;0;3;3;3;3;3;3
"469";469;0;0;0;0;0;0;0;0;0
"470";470;0;0;0;0;0;0;0;0;0
"471";471;0;0;0;0;0;0;0;0;0
"472";472;0;0;0;0;0;0;0;0;0
"473";473;0;0;0;0;0;0;0;0;0
"474";474;0;0;0;0;0;0;0;0;1
"475";475;0;0;0;0;0;0;0;0;1
"476";476;0;0;0;0;0;0;0;0;1
"477";477;0;0;0;0;0;0;0;0;1
"478";478;0;0;0;0;0;0;0;0;1
"479";479;0;0;0;0;0;0;0;0;1
"480";480;0;0;0;0;0;0;0;0;0
"481";481;0;0;0;0;0;0;0;0;0
"482";482;0;0;0;0;0;0;0;0;0
"483";483;0;0;0;0;0;0;0;0;0
"484";484;0;0;0;0;0;0;0;0;0
"485";485;0;0;0;0;0;0;0;0;0
"486";486;0;0;0;0;0;0;0;0;0
"487";487;0;0;0;0;0;0;0;0;0
"488";488;0;0;0;0;0;0;0;0;0
"489";489;0;0;0;0;0;0;0;0;1
"490";490;0;0;0;0;0;0;0;0;1
"491";491;0;0;0;2;2;2;2;2;2
"492";492;0;0;0;0;0;0;0;0;1
"493";493;0;0;0;0;0;0;0;0;0
"494";494;0;0;0;3;3;3;3;3;3
"495";495;0;0;0;0;0;0;0;0;1
"496";496;0;0;0;3;3;3;3;3;3
"497";497;0;0;0;0;0;0;0;0;0
"498";498;0;0;0;0;0;0;0;0;0
"499";499;0;0;0;0;0;0;0;0;0
"500";500;0;0;0;0;0;0;0;0;0
"501";501;0;0;0;0;0;0;0;0;0
"502";502;0;0;0;0;0;0;0;0;1
"503";503;0;0;0;0;0;0;0;0;1
"504";504;0;0;0;0;0;0;0;0;1
"505";505;0;0;0;0;0;0;0;0;1
"506";506;0;0;0;0;0;0;0;0;1
"507";507;4;4;4;4;4;4;4;4;4
"508";508;0;0;0;2;2;2;2;2;2
"509";509;0;0;0;2;2;2;2;2;2
"510";510;0;0;0;0;0;0;0;0;1
"511";511;0;0;0;0;0;0;0;0;1
"512";512;0;0;0;3;3;3;3;3;3
"513";513;0;0;0;2;2;2;2;2;2
"514";514;0;0;0;2;2;2;2;2;2
"515";515;0;0;0;3;3;3;3;3;3
"516";516;0;0;0;3;3;3;3;3;3
"517";517;0;0;0;0;0;0;0;0;1
"518";518;0;0;0;2;2;2;2;2;2
"519";519;0;0;0;3;3;3;3;3;3
"520";520;0;0;0;3;3;3;3;3;3
"521";521;0;0;0;2;2;2;2;2;2
"522";522;0;0;0;2;2;2;2;2;2
"523";523;0;0;0;3;3;3;3;3;3
"524";524;0;0;0;0;0;0;0;0;1
"525";525;0;0;0;3;3;3;3;3;3
"526";526;0;0;0;2;2;2;2;2;2
"527";527;0;0;0;2;2;2;2;2;2
"528";528;0;0;0;2;2;2;2;2;2
"529";529;0;0;0;3;3;3;3;3;3
"530";530;0;0;0;3;3;3;3;3;3
"531";531;0;0;0;2;2;2;2;2;2
"532";532;4;4;4;4;4;4;4;4;4
"533";533;0;0;0;3;3;3;3;3;3
"534";534;0;0;0;2;2;2;2;2;2
"535";535;0;0;0;2;2;2;2;2;2
"536";536;0;0;0;2;2;2;2;2;2
"537";537;0;0;0;3;3;3;3;3;3
"538";538;0;0;0;2;2;2;2;2;2
"539";539;0;0;0;3;3;3;3;3;3
"540";540;0;0;0;3;3;3;3;3;3
"541";541;0;0;0;3;3;3;3;3;3
"542";542;0;0;0;2;2;2;2;2;2
"543";543;0;0;0;2;2;2;2;2;2
"544";544;0;0;0;0;0;0;0;0;1
"545";545;0;0;0;3;3;3;3;3;3
"546";546;0;0;0;2;2;2;2;2;2
"547";547;0;0;0;2;2;2;2;2;2
"548";548;0;0;0;3;3;3;3;3;3
"549";549;0;0;0;0;0;0;0;0;1
"550";550;0;0;0;0;0;0;0;0;1
"551";551;0;0;0;2;2;2;2;2;2
"552";552;0;0;0;2;2;2;2;2;2
"553";553;0;0;0;0;0;0;0;0;1
"554";554;0;0;0;0;0;0;0;0;0
"555";555;0;0;0;0;0;0;0;0;0
"556";556;0;0;0;0;0;0;0;0;1
"557";557;0;0;0;2;2;2;2;2;2
"558";558;0;0;0;2;2;2;2;2;2
"559";559;0;0;0;2;2;2;2;2;2
"560";560;0;0;0;2;2;2;2;2;2
"561";561;0;0;0;2;2;2;2;2;2
"562";562;0;0;0;0;0;0;0;0;0
"563";563;0;0;0;0;0;0;0;0;1
"564";564;0;0;0;0;0;0;0;0;0
"565";565;0;0;0;0;0;0;0;0;1
"566";566;0;0;0;0;0;0;0;0;0
"567";567;0;0;0;0;0;0;0;0;0
"568";568;0;0;0;2;2;2;2;2;2
"569";569;0;0;0;0;0;0;0;0;1
"570";570;0;0;0;0;0;0;0;0;1
"571";571;0;0;0;0;0;0;0;0;1
"572";572;0;0;0;0;0;0;0;0;1
"573";573;0;0;0;0;0;0;0;0;1
"574";574;0;0;0;3;3;3;3;3;3
"575";575;0;0;0;0;0;0;0;0;1
"576";576;0;0;0;0;0;0;0;0;1
"577";577;0;0;0;0;0;0;0;0;1
"578";578;0;0;0;0;0;0;0;0;1
"579";579;0;0;0;0;0;0;0;0;0
"580";580;0;0;0;0;0;0;0;0;1
"581";581;0;0;0;0;0;0;0;0;1
"582";582;0;0;0;0;0;0;0;0;0
"583";583;0;0;0;0;0;0;0;0;1
"584";584;0;0;0;0;0;0;0;0;1
"585";585;0;0;0;0;0;0;0;0;1
"586";586;0;0;0;0;0;0;0;0;1
"587";587;0;0;0;2;2;2;2;2;2
"588";588;0;0;0;0;0;0;0;0;1
"589";589;0;0;0;2;2;2;2;2;2
"590";590;0;0;0;0;0;0;0;0;1
"591";591;0;0;0;0;0;0;0;0;1
"592";592;4;4;4;4;4;4;4;4;4
"593";593;0;0;0;0;0;0;0;0;1
"594";594;0;0;0;3;3;3;3;3;3
"595";595;0;0;0;2;2;2;2;2;2
"596";596;0;0;0;3;3;3;3;3;3
"597";597;0;0;0;3;3;3;3;3;3
"598";598;0;0;0;0;0;0;0;0;0
"599";599;0;0;0;0;0;0;0;0;0
"600";600;0;0;0;3;3;3;3;3;3
"601";601;0;0;0;0;0;0;0;0;1
"602";602;0;0;0;0;0;0;0;0;1
"603";603;0;0;0;0;0;0;0;0;1
"604";604;0;0;0;0;0;0;0;0;1
"605";605;0;0;0;0;0;0;0;0;1
