"";"banalfreq";"X.gr_01";"X.gr_02"
"senado";10;0,3419;-0,3419
"base";12;-0,3525;0,3525
"aprovar";10;0,3419;-0,3419
"conseguir";15;-1,0579;1,0579
"cada";10;-0,2637;0,2637
"nome";26;-0,3571;0,3571
"contra";37;-1,1593;1,1593
"brasília";12;1,0372;-1,0372
"parlamentar";15;1,7783;-1,7783
"stf";43;-1,0149;1,0149
"direito";21;-0,4304;0,4304
"revelar";12;0,255;-0,255
"tentar";12;-0,3525;0,3525
"país";73;0,9111;-0,9111
"esse";31;0,2968;-0,2968
"executivo";20;-0,7547;0,7547
"defender";14;-0,188;0,188
"michel_temer";59;-0,3301;0,3301
"quem";18;0,2844;-0,2844
"meio";17;-0,597;0,597
"seu";51;0,4525;-0,4525
"ser";436;-0,2876;0,2876
"sem";28;-0,727;0,727
"lava_jato";45;-0,7564;0,7564
"pagar";19;0,5017;-0,5017
"eleitoral";24;-0,9741;0,9741
"eleição";24;-1,6932;1,6932
"senador";17;1,008;-1,008
"dizer";107;0,3595;-0,3595
"pt";24;1,7069;-1,7069
"chegar";19;0,2534;-0,2534
"denúncia";16;-0,546;0,546
"declarar";13;0,5124;-0,5124
"empresário";25;-0,326;0,326
"campanha";18;-0,6488;0,6488
"próprio";19;0,5017;-0,5017
"apenas";16;0,3587;-0,3587
"jbs";16;0,6791;-0,6791
"entre";42;1,057;-1,057
"informar";10;0,7465;-0,7465
"líder";10;-0,2637;0,2637
"tomar";16;0,3587;-0,3587
"mostrar";16;-0,2501;0,2501
"presidente";73;-0,4823;0,4823
"ministério";14;-0,447;0,447
"poder";77;0,9776;-0,9776
"governo";47;-1,1958;1,1958
"corrupção";38;0,6986;-0,6986
"odebrecht";45;-0,7564;0,7564
"sérgio_moro";15;0,7528;-0,7528
"diverso";22;-0,2395;0,2395
"pagamento";20;-1,4108;1,4108
"problema";15;-0,2182;0,2182
"psdb";20;-0,3919;0,3919
"depoimento";11;-0,3073;0,3073
"votação";11;0,2948;-0,2948
"operação";26;-1,0869;1,0869
"fachin";15;-0,2182;0,2182
"presidencial";10;-0,2637;0,2637
"público";49;0,3411;-0,3411
"lei";24;-0,9741;0,9741
"claro";11;1,1605;-1,1605
"trump";10;-0,7051;0,7051
"força";10;-0,2637;0,2637
"porque";24;0,3061;-0,3061
"julgamento";18;-0,6488;0,6488
"abuso";14;-0,447;0,447
"nós";14;-0,447;0,447
"isso";40;-0,5784;0,5784
"unido";11;-0,3073;0,3073
"ainda";46;-0,3422;0,3422
"história";10;0,3419;-0,3419
"econômico";42;-0,4162;0,4162
"supremo";13;-0,3992;0,3992
"2018";10;-0,7051;0,7051
"listar";18;0,2844;-0,2844
"dever";27;0,6805;-0,6805
"dar";17;1,008;-1,008
"mandato";12;0,255;-0,255
"primeiro";19;-0,3545;0,3545
"tempo";13;-0,9168;0,9168
"marcelo";12;-0,8462;0,8462
"haver";57;-1,2411;1,2411
"quando";26;-0,3571;0,3571
"petrobras";14;-0,447;0,447
"mês";12;0,255;-0,255
"milhão";23;0,5934;-0,5934
"centro";17;-1,199;1,199
"explicar";10;-0,2637;0,2637
"janot";14;-0,447;0,447
"ninguém";14;1,3331;-1,3331
"petista";14;1,3331;-1,3331
"atual";20;-0,3919;0,3919
"impeachment";13;-0,3992;0,3992
"superior";11;-0,7757;0,7757
"investigado";11;-0,7757;0,7757
"ao";106;-0,7474;0,7474
"república";19;0,5017;-0,5017
"rodrigo";11;-0,3073;0,3073
"mesmo";29;0,3532;-0,3532
"parte";21;0,4114;-0,4114
"diante";12;-0,8462;0,8462
"paulo";17;-0,2835;0,2835
"estado";32;-0,9134;0,9134
"momento";14;-0,188;0,188
"rcifrão";17;-0,597;0,597
"preso";10;0,3419;-0,3419
"importante";10;-0,7051;0,7051
"fato";19;1,2733;-1,2733
"durante";13;-0,9168;0,9168
"crise";23;1,3382;-1,3382
"congresso";11;-0,7757;0,7757
"ação";16;-0,2501;0,2501
"também";49;-1,7932;1,7932
"em";759;-1,0862;1,0862
"quanto";11;-0,3073;0,3073
"instância";10;-0,7051;0,7051
"eu";29;-1,2594;1,2594
"coisa";12;0,255;-0,255
"investigar";16;-0,546;0,546
"sempre";16;-0,2501;0,2501
