"";"X.gr_01";"X.gr_02"
"executivo";0,47;1,57
"defender";0,94;0,99
"michel_temer";3,76;4,22
"quem";1,41;1,24
"meio";0,47;1,32
"seu";4,23;3,48
"ser";30,55;30,72
"sem";0,94;2,15
"lava_jato";1,88;3,4
"pagar";1,88;1,24
"eleitoral";0,47;1,9
"eleição";0;1,99
"senador";2,35;0,99
"dizer";7,99;7,45
"pt";3,76;1,32
"chegar";1,41;1,32
"denúncia";0,47;1,24
"declarar";1,41;0,83
"empresário";1,41;1,82
"campanha";0,47;1,41
"próprio";1,88;1,24
"apenas";1,41;1,08
"jbs";1,88;0,99
"entre";4,7;2,65
"informar";1,41;0,58
"líder";0,47;0,75
"tomar";1,41;1,08
"mostrar";0,94;1,16
"presidente";4,23;5,3
"ministério";0,47;1,08
"poder";7,52;5,05
"governo";1,41;3,64
"um";24,91;12,84
"corrupção";3,76;2,48
"odebrecht";1,88;3,4
"sérgio_moro";1,88;0,91
"diverso";1,41;1,57
"pagamento";0;1,66
"problema";0,94;1,08
"psdb";0,94;1,49
"depoimento";0,47;0,83
"votação";0,94;0,75
"operação";0,47;2,07
"fachin";0,94;1,08
"presidencial";0,47;0,75
"público";3,76;3,4
"lei";0,47;1,9
"claro";1,88;0,58
"trump";0;0,83
"força";0,47;0,75
"porque";1,88;1,66
"julgamento";0,47;1,41
"abuso";0,47;1,08
"nós";0,47;1,08
"isso";1,88;2,98
"unido";0,47;0,83
"ainda";2,82;3,31
"história";0,94;0,66
"econômico";2,35;3,06
"supremo";0,47;0,99
"2018";0;0,83
"listar";1,41;1,24
"dever";2,82;1,74
"dar";2,35;0,99
"mandato";0,94;0,83
"primeiro";0,94;1,41
"tempo";0;1,08
"marcelo";0;0,99
"haver";1,88;4,39
"quando";1,41;1,9
"petrobras";0,47;1,08
"mês";0,94;0,83
"milhão";2,35;1,49
"centro";0;1,41
"explicar";0,47;0,75
"janot";0,47;1,08
"ninguém";2,35;0,75
"petista";2,35;0,75
"tudo";2,82;0,58
"atual";0,94;1,49
"impeachment";0,47;0,99
"superior";0;0,91
"investigado";0;0,91
"ao";5,64;7,78
"república";1,88;1,24
"rodrigo";0,47;0,83
"mesmo";2,35;1,99
"parte";1,88;1,41
"diante";0;0,99
"paulo";0,94;1,24
"estado";0,94;2,48
"momento";0,94;0,99
"rcifrão";0,47;1,32
"preso";0,94;0,66
"importante";0;0,83
"fato";2,82;1,08
"durante";0;1,08
"crise";3,29;1,32
"congresso";0;0,91
"ação";0,94;1,16
"também";0,94;3,89
"em";46,99;54,57
"quanto";0,47;0,83
"instância";0;0,83
"eu";0,47;2,32
"coisa";0,94;0,83
"investigar";0,47;1,24
"sempre";0,94;1,16
