"";"X.gr_01";"X.gr_02"
"parte";1,06;1,12
"paulo";0,53;2,17
"filho";1,59;0,75
"maior";3,18;1,05
"estado";1,59;1,35
"executivo";0,53;1,12
"michel_temer";3,71;2,02
"rcifrão";59,32;46,16
"nacional";1,06;1,12
"preso";1,59;1,2
"durante";4,24;1,2
"somar";2,65;0,6
"ação";1,59;1,2
"também";5,83;3,45
"em";46,08;55,46
"banco";1,06;1,35
"troca";0,53;0,75
"três";0,53;0,9
"fundo";0;0,97
"j";0,53;0,9
"frigorífico";0;1,12
"eu";1,06;2,1
"40";0;0,97
"oas";1,59;1,2
"dívida";4,24;0,9
