"";"banalfreq";"X.gr_01";"X.gr_02"
"primeiro";20;-0,5666;0,5666
"justiça";16;-0,92;0,92
"vieira";12;-0,6899;0,6899
"mais";76;0,848;-0,848
"crédito";12;-0,2587;0,2587
"fazer";65;-0,2334;0,2334
"porcento";24;-0,7368;0,7368
"brasil";25;0,4247;-0,4247
"não";78;-0,8703;0,8703
"voto";10;0,4473;-0,4473
"2";103;-0,3161;0,3161
"investimento";10;-0,5749;0,5749
"qual";18;-0,4849;0,4849
"doação";15;-0,3677;0,3677
"10";33;-0,2145;0,2145
"12";23;-0,6935;0,6935
"15";18;0,4095;-0,4095
"pro";15;-0,3677;0,3677
"ano";55;1,1428;-1,1428
"nota";12;-0,2587;0,2587
"200";10;0,9313;-0,9313
"crime";11;1,4219;-1,4219
"estar";53;1,2403;-1,2403
"já";24;0,2322;-0,2322
"contar";29;0,308;-0,308
"dinheiro";55;-0,5115;0,5115
"federal";47;0,4395;-0,4395
"como";50;-0,2421;0,2421
"câmara";14;0,2736;-0,2736
"por";261;-0,5225;0,5225
"entregar";31;-0,3436;0,3436
"cunha";14;-0,3303;0,3303
"família";12;-0,6899;0,6899
"500";32;1,4241;-1,4241
"partido";18;-0,4849;0,4849
"quatro";10;-0,5749;0,5749
"casa";10;0,4473;-0,4473
"caso";23;0,4993;-0,4993
"prisão";15;0,9783;-0,9783
"processo";15;-0,8625;0,8625
"4";61;0,6601;-0,6601
"até";33;0,9748;-0,9748
"benefício";10;-0,1918;0,1918
"diretor";18;1,2033;-1,2033
"pessoa";10;-0,5749;0,5749
"último";16;0,896;-0,896
"ex_presidente";43;-0,6931;0,6931
"advogado";12;-0,2587;0,2587
"batista";40;0,425;-0,425
"investigado";14;-0,805;0,805
"juiz";21;0,3077;-0,3077
"defesa";24;-0,3829;0,3829
"5";76;0,4691;-0,4691
"pedir";60;-1,2992;1,2992
"joesley";65;0,7546;-0,7546
"grupo";20;0,3382;-0,3382
"fiscal";13;-0,294;0,294
"apartamento";29;-0,2942;0,2942
"dilma";27;0,6247;-0,6247
"mpf";29;0,5424;-0,5424
"ter";149;0,6567;-0,6567
"sua";28;0,9043;-0,9043
"governador";22;0,28;-0,28
"propina";95;-0,6112;0,6112
"conta";23;-0,3526;0,3526
"6";41;0,8938;-0,8938
"prever";10;-0,1918;0,1918
"procurador";10;-0,1918;0,1918
"projeto";13;0,6733;-0,6733
"mala";22;0,8937;-0,8937
"relatar";16;0,4975;-0,4975
"a";796;-0,6662;0,6662
"grande";12;-0,6899;0,6899
"delação";44;0,7655;-0,7655
"20";19;0,372;-0,372
"ricardo";16;0,896;-0,896
"bilhão";114;1,65;-1,65
"ficar";27;-0,4784;0,4784
"polícia";18;-1,0351;1,0351
"cada";23;-0,6935;0,6935
"pedido";36;0,3311;-0,3311
"cercar";33;-0,6866;0,6866
"dia";14;-0,3303;0,3303
"todo";20;-0,2668;0,2668
"7";35;0,5822;-0,5822
"obra";16;-0,406;0,406
"conseguir";14;-0,3303;0,3303
"dono";27;-0,2479;0,2479
"contra";16;0,4975;-0,4975
"para";299;-1,7809;1,7809
"país";16;0,4975;-0,4975
"dano";11;0,3939;-0,3939
"essa";17;-0,445;0,445
"então";16;-0,92;0,92
"esse";21;0,3077;-0,3077
"orçamento";10;-0,5749;0,5749
"quem";11;-0,2246;0,2246
"8";17;0,8218;-0,8218
"receita";12;-0,2587;0,2587
"seu";19;-0,5254;0,5254
"ser";238;0,3847;-0,3847
"sem";15;-0,3677;0,3677
"repasse";11;-0,6324;0,6324
"pagar";102;-0,5744;0,5744
"indenização";15;0,5494;-0,5494
"eleitoral";10;-0,5749;0,5749
"considerar";10;-0,5749;0,5749
"setor";15;-0,8625;0,8625
"dizer";110;-0,9548;0,9548
"pt";28;0,5821;-0,5821
"chegar";22;0,5417;-0,5417
"denúncia";14;0,2736;-0,2736
"pf";18;0,4095;-0,4095
"cinco";13;-0,294;0,294
"premiar";15;0,5494;-0,5494
"campanha";46;-0,7921;0,7921
"jbs";65;1,2714;-1,2714
"entre";47;0,2715;-0,2715
"informar";11;0,8331;-0,8331
"apoio";16;-0,92;0,92
"autoridade";12;-0,6899;0,6899
"300";21;-0,2945;0,2945
"bi";10;0,9313;-0,9313
"ministério";23;-0,3526;0,3526
"poder";26;0,3919;-0,3919
"governo";40;1,2797;-1,2797
"um";179;-0,3481;0,3481
"corrupção";13;0,3082;-0,3082
"salário";10;1,5743;-1,5743
"odebrecht";108;-1,1592;1,1592
"sérgio_moro";19;-0,24;0,24
"pagamento";49;-1,3204;1,3204
"relação";11;-0,2246;0,2246
"psdb";19;-1,0926;1,0926
"depoimento";31;-0,615;0,615
"operação";34;-0,7232;0,7232
"público";35;0,8703;-0,8703
"ler";11;0,3939;-0,3939
"destinar";15;-0,8625;0,8625
"30";25;0,4247;-0,4247
"35";11;1,4219;-1,4219
"lima";13;-0,7474;0,7474
"presidente";32;0,242;-0,242
"f";13;-0,294;0,294
"3";67;0,5013;-0,5013
"isso";15;0,2432;-0,2432
"empresa";70;-0,3074;0,3074
"2018";11;-0,2246;0,2246
"2015";10;-0,5749;0,5749
"2014";47;0,2715;-0,2715
"2013";12;-0,2587;0,2587
"dever";10;-0,1918;0,1918
"dar";27;-1,5531;1,5531
"que";505;-0,4681;0,4681
"meio";16;0,2166;-0,2166
"marcelo";43;-1,0721;1,0721
"haver";32;0,242;-0,242
"quando";13;-0,7474;0,7474
"petrobras";20;-0,2668;0,2668
"2017";14;0,2736;-0,2736
"mil";121;1,6298;-1,6298
"milhão";443;-1,0882;1,0882
"serviço";11;-0,2246;0,2246
"se";45;0,4931;-0,4931
"atual";12;-0,6899;0,6899
"partir";15;0,2432;-0,2432
"palocci";18;-1,0351;1,0351
"confirmar";12;0,348;-0,348
"eduardo";15;1,5229;-1,5229
"república";10;-0,1918;0,1918
"multa";23;-1,3229;1,3229
"2010";16;-0,406;0,406
"2012";13;-0,294;0,294
"mesmo";24;0,4605;-0,4605
"parte";17;-0,1897;0,1897
"paulo";30;-1,0054;1,0054
"filho";13;0,6733;-0,6733
"maior";20;1,5237;-1,5237
"estado";21;0,3077;-0,3077
"executivo";16;-0,406;0,406
"michel_temer";34;0,921;-0,921
"nacional";17;-0,1897;0,1897
"preso";19;0,372;-0,372
"somar";13;1,7994;-1,7994
"ação";19;0,372;-0,372
"também";57;1,0527;-1,0527
"em";827;-1,3058;1,3058
"banco";20;-0,2668;0,2668
"troca";11;-0,2246;0,2246
"três";13;-0,294;0,294
"fundo";13;-0,7474;0,7474
"j";13;-0,294;0,294
"frigorífico";15;-0,8625;0,8625
"eu";30;-0,5799;0,5799
"40";13;-0,7474;0,7474
"oas";19;0,372;-0,372
