"";"X.gr_01";"X.gr_02"
"projeto";0,6733;-0,6733
"mala";0,8937;-0,8937
"relatar";0,4975;-0,4975
"a";-0,6662;0,6662
"grande";-0,6899;0,6899
"delação";0,7655;-0,7655
"20";0,372;-0,372
"ricardo";0,896;-0,896
"bilhão";1,65;-1,65
"ficar";-0,4784;0,4784
"polícia";-1,0351;1,0351
"cada";-0,6935;0,6935
"pedido";0,3311;-0,3311
"cercar";-0,6866;0,6866
"dia";-0,3303;0,3303
"todo";-0,2668;0,2668
"7";0,5822;-0,5822
"obra";-0,406;0,406
"conseguir";-0,3303;0,3303
"dono";-0,2479;0,2479
"contra";0,4975;-0,4975
"para";-1,7809;1,7809
"país";0,4975;-0,4975
"parlamentar";3,3151;-3,3151
"dano";0,3939;-0,3939
"essa";-0,445;0,445
"então";-0,92;0,92
"esse";0,3077;-0,3077
"orçamento";-0,5749;0,5749
"quem";-0,2246;0,2246
"8";0,8218;-0,8218
"receita";-0,2587;0,2587
"seu";-0,5254;0,5254
"ser";0,3847;-0,3847
"sem";-0,3677;0,3677
"lava_jato";-2,4749;2,4749
"repasse";-0,6324;0,6324
"pagar";-0,5744;0,5744
"indenização";0,5494;-0,5494
"eleitoral";-0,5749;0,5749
"considerar";-0,5749;0,5749
"setor";-0,8625;0,8625
"senador";2,0612;-2,0612
"dizer";-0,9548;0,9548
"pt";0,5821;-0,5821
"chegar";0,5417;-0,5417
"denúncia";0,2736;-0,2736
"pf";0,4095;-0,4095
"cinco";-0,294;0,294
"premiar";0,5494;-0,5494
"campanha";-0,7921;0,7921
"jbs";1,2714;-1,2714
"entre";0,2715;-0,2715
"informar";0,8331;-0,8331
"apoio";-0,92;0,92
"autoridade";-0,6899;0,6899
"300";-0,2945;0,2945
"bi";0,9313;-0,9313
"ministério";-0,3526;0,3526
"poder";0,3919;-0,3919
"governo";1,2797;-1,2797
"um";-0,3481;0,3481
"corrupção";0,3082;-0,3082
"salário";1,5743;-1,5743
"odebrecht";-1,1592;1,1592
"sérgio_moro";-0,24;0,24
"pagamento";-1,3204;1,3204
"relação";-0,2246;0,2246
"psdb";-1,0926;1,0926
"depoimento";-0,615;0,615
"operação";-0,7232;0,7232
"público";0,8703;-0,8703
"ler";0,3939;-0,3939
"destinar";-0,8625;0,8625
"30";0,4247;-0,4247
"35";1,4219;-1,4219
"lima";-0,7474;0,7474
"presidente";0,242;-0,242
"f";-0,294;0,294
"3";0,5013;-0,5013
"isso";0,2432;-0,2432
"empresa";-0,3074;0,3074
"2018";-0,2246;0,2246
"2015";-0,5749;0,5749
"2014";0,2715;-0,2715
"2016";2,3176;-2,3176
"2013";-0,2587;0,2587
"dever";-0,1918;0,1918
"dar";-1,5531;1,5531
"que";-0,4681;0,4681
"meio";0,2166;-0,2166
"marcelo";-1,0721;1,0721
"haver";0,242;-0,242
"quando";-0,7474;0,7474
"petrobras";-0,2668;0,2668
"2017";0,2736;-0,2736
"mil";1,6298;-1,6298
"milhão";-1,0882;1,0882
"serviço";-0,2246;0,2246
"fazenda";8,1975;-8,1975
"se";0,4931;-0,4931
"atual";-0,6899;0,6899
"partir";0,2432;-0,2432
"palocci";-1,0351;1,0351
"confirmar";0,348;-0,348
"eduardo";1,5229;-1,5229
"república";-0,1918;0,1918
"multa";-1,3229;1,3229
"2010";-0,406;0,406
"2012";-0,294;0,294
"mesmo";0,4605;-0,4605
"parte";-0,1897;0,1897
"paulo";-1,0054;1,0054
"filho";0,6733;-0,6733
"maior";1,5237;-1,5237
"estado";0,3077;-0,3077
"executivo";-0,406;0,406
"michel_temer";0,921;-0,921
"rcifrão";2,0771;-2,0771
"nacional";-0,1897;0,1897
"preso";0,372;-0,372
"durante";2,1906;-2,1906
"somar";1,7994;-1,7994
"ação";0,372;-0,372
"também";1,0527;-1,0527
"em";-1,3058;1,3058
"banco";-0,2668;0,2668
"troca";-0,2246;0,2246
"três";-0,294;0,294
"fundo";-0,7474;0,7474
"j";-0,294;0,294
"frigorífico";-0,8625;0,8625
"eu";-0,5799;0,5799
"40";-0,7474;0,7474
"oas";0,372;-0,372
"dívida";2,7598;-2,7598
