"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"enviar";0,526;0,147;0,002;0,002;0,636;0
"contrato";0,007;0;0;0,001;0;0
"vídeo";0,092;0;0,001;0;0,201;0,002
"participar";0,62;0,623;0,129;0,016;0;0,983
"oas";0;0,005;0,027;0,091;0,011;0,004
"ler";0,364;0;0,017;0,054;0,009;0,001
"lado";0,001;0;0;0,045;0,257;0,009
"conselho";0,41;0,187;0;0,002;0,477;0
"acreditar";0,008;0;0;0,413;0,22;0,023
"questionar";0,941;0,122;0,13;0,02;0,001;0,271
"banco";0,086;0;0,003;0,027;0,251;0,072
"tipo";0,024;0,002;0,01;0,58;0,01;0
"declaração";0;0,056;0,096;0,025;0,18;0,001
"rede";0,011;0,003;0,196;0;0,563;0,008
"local";0,06;0,034;0,436;0,01;0,439;0,002
"envolver";0;0;0,052;0,012;0,033;0,008
"vida";0,01;0;0;0;0,008;0,028
"supremo";0;0,028;0,547;0,637;0,07;0,048
"encontro";0,057;0;0,199;0,106;0,025;0,023
"seguir";0,559;0,107;0,004;0,016;0,498;0,014
"entender";0,974;0,006;0,182;0;0,564;0,015
"anunciar";0,032;0,001;0,012;0,009;0,007;0
"único";0,995;0,025;0,392;0,034;0,086;0,207
"instituto";0,598;0;0,238;0,015;0,047;0,221
"impeachment";0,078;0,663;0,666;0,625;0;0
"atuar";0,482;0;0,586;0,041;0,028;0,009
"inquérito";0,327;0;0,14;0,166;0,08;0,003
"civil";0,595;0,336;0,507;0,444;0,184;0,094
"chamar";0,11;0,941;0,001;0;0,745;0,183
"carne";0;0;0,037;0,001;0;0
"início";0,307;0,268;0,985;0,156;0,359;0,451
"governador";0,008;0,634;0,003;0,004;0;0
"empreiteiro";0,014;0;0;0;0;0
"cumprir";0;0,254;0,49;0,005;0,448;0,012
"população";0,001;0;0;0,005;0,199;0,011
"pgr";0,548;0;0;0,019;0,001;0
"mandar";0,015;0,276;0,103;0,066;0,651;0,002
"discurso";0,004;0;0,427;0,014;0;0,1
"mudança";0,002;0;0;0,214;0;0,777
"geral";0,025;0;0,989;0,119;0,139;0,033
"entregar";0,008;0;0;0,009;0,006;0
"movimento";0,001;0;0;0,003;0,051;0,132
"triplex";0;0;0,008;0,003;0,035;0,001
"réu";0;0,256;0;0;0;0
"pyongyang";0;0;0;0;0;0
"organização";0;0,511;0,823;0,003;0,001;0,77
"mulher";0,033;0,014;0,787;0;0,43;0
"intervenção";0;0;0,01;0,135;0;0,001
"imóvel";0,001;0,001;0,135;0,151;0,048;0,026
"rousseff";0,855;0;0;0,033;0,34;0
"interesse";0,136;0,177;0,088;0,003;0,604;0,119
"homem";0,341;0;0,383;0;0,3;0,463
"tornar";0,559;0,039;0;0,452;0,139;0,606
"planalto";0,025;0,933;0,01;0,058;0;0
"longo";0,053;0,177;0,353;0,526;0,011;0
"história";0,065;0,012;0;0;0,001;0,007
"prestar";0,138;0;0,056;0,005;0,001;0
"oficial";0,023;0;0,07;0,013;0,038;0
"necessário";0,057;0;0;0,394;0,016;0,403
"corte";0;0,013;0,119;0,014;0,182;0
"atingir";0,003;0,024;0,004;0,015;0,001;0
"senhor";0,016;0,294;0,782;0;0,079;0
"objectivo";0,073;0,694;0,129;0;0,05;0,005
"explicar";0,482;0,013;0,1;0,309;0,028;0,009
"chefe";0,012;0;0,081;0,033;0,369;0,157
"perder";0,061;0,001;0,001;0,004;0,765;0,576
"donald";0;0;0;0;0;0
"conta";0,207;0;0,004;0,001;0,476;0
"setor";0,009;0;0,125;0,503;0,08;0,008
"povo";0,001;0;0,31;0;0,007;0,025
"apontar";0,095;0;0,041;0,007;0,704;0,006
"diverso";0,926;0,002;0,436;0,083;0,3;0,958
"publicar";0,229;0,476;0,117;0;0,318;0,87
"previdência";0;0;0;0;0;0
"lavagem";0;0,021;0;0;0;0
"imprensa";0,481;0,07;0,764;0,283;0,059;0,856
"diretor";0,022;0;0,135;0,437;0,073;0,003
"comprar";0,001;0;0,001;0,139;0,001;0,001
"policial";0,35;0,525;0;0,98;0,367;0
"jornal";0,004;0;0,322;0,679;0,007;0,684
"constituição";0,221;0;0;0;0;0,01
"prever";0;0,003;0,51;0,002;0;0,028
"silva";0,162;0;0,433;0,012;0,445;0
"renan";0,001;0,001;0,022;0,03;0;0
"assumir";0,012;0,091;0;0,249;0;0,046
"alvo";0,817;0,002;0;0,005;0,752;0,002
"ajudar";0,029;0,106;0,069;0,08;0,591;0,933
"texto";0,105;0,047;0,123;0,266;0;0
"relatar";0,127;0;0;0,022;0,006;0,002
"penal";0;0,001;0,082;0,003;0;0
"favor";0,032;0,024;0,172;0,078;0,009;0
"caixa";0,002;0;0,002;0,201;0,047;0
"violência";0;0;0;0,027;0,752;0
"investigado";0,004;0;0,002;0,001;0,01;0
"destacar";0,044;0,254;0,001;0,026;0,035;0,883
"permitir";0,034;0,003;0,004;0,016;0,011;0,132
"palácio";0,001;0;0,042;0,002;0;0
"esquema";0,138;0;0;0;0,001;0
"pensar";0,001;0;0;0;0,287;0,01
"morte";0,061;0,024;0,424;0,003;0,055;0,017
"lançar";0;0;0;0,005;0,394;0
"exterior";0,001;0;0,004;0,091;0,017;0
"evitar";0,194;0,676;0,608;0,026;0,926;0,077
"possibilidade";0;0;0,694;0,016;0;0,897
"norte_coreano";0;0;0;0;0;0
"chamado";0,269;0,003;0,568;0,855;0,564;0,191
"superior";0;0,004;0,023;0,002;0;0
"mundial";0;0;0,001;0,145;0,099;0
"incluir";0,175;0,322;0,047;0,016;0,788;0
"russo";0;0;0,001;0;0;0
"economia";0,008;0;0;0,979;0,655;0,021
"risco";0,715;0;0;0,915;0,014;0
"mudar";0,112;0,001;0;0,888;0,986;0,181
"luiz";0;0,013;0,03;0,184;0,513;0
"lembrar";0,539;0,644;0,904;0,001;0,32;0,047
"indicar";0,234;0;0,002;0,647;0,763;0,294
"comissão";0,229;0,476;0,003;0,002;0;0
"cidadão";0,016;0;0;0,017;0,112;0,047
"autorizar";0,85;0;0,054;0,145;0,321;0,885
"usado";0,148;0,001;0,54;0,053;0,069;0,088
"noite";0,382;0,017;0,034;0,089;0,013;0,12
"marco";0,063;0,567;0,454;0,439;0;0,006
"revelar";0,215;0;0,015;0,002;0,006;0,319
"período";0,132;0,166;0;0,003;0,366;0,006
"lourar";0,008;0;0,005;0,019;0,007;0,002
"união";0,941;0,093;0,694;0,031;0,171;0,03
"suposto";0,11;0;0,002;0,008;0,011;0,42
"mendes";0;0,003;0,025;0,157;0,564;0
"instituição";0,001;0;0;0,009;0,302;0,022
"frente";0,032;0,003;0,073;0,001;0,255;0,566
"viver";0;0;0;0;0,098;0,02
"condição";0,959;0,004;0;0,77;0,117;0,011
"tse";0;0,212;0,001;0,006;0,001;0
"jong_un";0;0;0;0;0;0
"diálogo";0,002;0,864;0,954;0,65;0,041;0
"agência";0,002;0;0,069;0,021;0,002;0
"procurar";0,002;0,001;0,015;0,438;0,115;0,013
"posição";0,203;0;0;0,078;0,009;0,116
"plano";0,011;0,001;0,182;0,006;0,089;0,002
"mercado";0,001;0,068;0,389;0,005;0,955;0,009
"garantir";0,987;0,691;0,045;0,811;0,472;0,572
"ganhar";0,023;0,006;0,736;0;0,01;0,575
"capital";0,4;0,442;0,147;0,882;0,207;0,006
"junto";0,763;0;0,515;0,893;0,093;0,002
"japão";0;0;0;0;0;0
"demonstrar";0,068;0,127;0,014;0,006;0,079;0,064
"acompanhar";0,018;0,929;0,712;0,821;0,265;0,637
"total";0,454;0;0,086;0,01;0,031;0,684
"prático";0;0,632;0,17;0,024;0,031;0,026
"notícia";0,017;0,013;0,714;0,118;0,064;0
"imagem";0,272;0,024;0,433;0,866;0,239;0
"gravação";0,015;0;0,007;0,001;0;0
"fossar";0,955;0,101;0,003;0,081;0,055;0,23
"comando";0,154;0,016;0,285;0,205;0,882;0
"analisar";0;0;0,014;0,146;0,182;0,081
"votação";0;0;0,001;0;0;0
"turma";0;0;0,013;0,506;0,051;0
"roberto";0;0,256;0,007;0,236;0,03;0
"razão";0;0,002;0,352;0,159;0,173;0,02
"maneira";0;0,003;0,464;0;0,797;0,142
"fernando";0,269;0;0,042;0,013;0;0
"curitiba";0;0,477;0;0,002;0;0
"compra";0,63;0;0,013;0,002;0,008;0,002
"rocha";0,011;0;0,024;0,198;0,096;0,004
"ouvir";0,259;0,01;0,886;0,048;0,845;0,001
"manifestar";0,001;0,78;0,441;0,02;0,929;0,216
"lançamento";0;0;0,001;0;0;0
"centro";0,009;0,035;0,055;0,312;0,057;0,039
"causa";0,912;0,089;0;0,761;0,848;0,037
"aéreo";0;0;0,001;0,021;0,001;0
"alto";0,38;0,485;0,129;0,712;0,196;0,095
"valer";0,264;0,086;0,938;0,678;0,019;0,328
"santo";0,005;0;0,111;0,249;0,01;0
"rua";0,001;0,002;0,001;0;0,171;0
"reportagem";0,199;0;0,334;0,074;0,176;0,001
"químico";0;0;0;0;0;0
"privilegiado";0,438;0,401;0,744;0,318;0;0,001
"prefeito";0,012;0,026;0,608;0,01;0;0
"fase";0;0,001;0,037;0,05;0,005;0,061
"exercício";0,402;0;0,137;0,011;0,015;0
"balístico";0;0;0;0;0;0
"aliado";0;0,001;0,015;0,022;0,071;0
"julgar";0;0;0,914;0,006;0,269;0
"certo";0,004;0;0;0;0,017;0,68
"resposta";0,012;0,008;0,801;0,434;0,004;0
"palavra";0,074;0,594;0,108;0,526;0,029;0,247
"ideia";0,008;0;0;0,295;0,537;0,104
"fiscal";0,001;0;0,031;0,008;0,572;0
"financeiro";0,003;0;0,613;0,291;0,047;0,012
"quinta_feira";0,001;0,447;0,004;0,034;0,002;0,754
"negociação";0,004;0,109;0,026;0,003;0,871;0
"lugar";0,035;0,001;0,012;0;0,248;0,252
"exército";0;0;0,781;0,192;0,037;0
"edson";0,004;0,329;0,223;0,234;0,872;0,191
"determinar";0;0,032;0,01;0,001;0,672;0,087
"passivo";0;0,013;0;0,001;0,004;0
"assinar";0,393;0,87;0,275;0,012;0;0,007
"sexta_feira";0,269;0,327;0,015;0,048;0,648;0
"representar";0,365;0,029;0,459;0,325;0,153;0,007
"obra";0,01;0;0,152;0,439;0,118;0
"manhã";0,58;0,017;0,003;0,273;0,007;0
"cometer";0,001;0,244;0,993;0,874;0,959;0,046
"avaliar";0,006;0,017;0,76;0,091;0;0,448
"abrir";0,512;0,221;0,001;0,617;0,025;0,011
"água";0,002;0,002;0,774;0;0,007;0
"unidade";0,428;0,122;0,697;0,015;0,633;0,168
"estatal";0,277;0,211;0,041;0,11;0,068;0
"discutir";0,873;0,036;0,598;0,03;0;0,068
"uscifrão";0,089;0;0,007;0,026;0,003;0,464
"sentença";0;0,001;0;0,001;0;0
"resultado";0,174;0;0;0,22;0,036;0,079
"mão";0,219;0,003;0,039;0;0,955;0,42
"março";0,057;0;0,002;0,024;0,471;0,52
"denunciar";0;0,027;0,028;0,162;0,007;0,062
"plenário";0,75;0;0;0,396;0;0
"jornalista";0,335;0,163;0,205;0;0,494;0,102
"terça_feira";0,18;0,348;0,001;0,004;0,023;0
"sofrer";0,206;0,006;0,009;0;0,304;0,255
"judiciário";0;0;0;0,179;0,108;0
"irmão";0,004;0;0,005;0,003;0,01;0
"diferente";0,086;0;0;0,746;0,251;0,227
"cair";0,186;0,016;0,01;0,001;0,672;0
"atacar";0,211;0;0,014;0,245;0,184;0
"professor";0,19;0;0;0,376;0,302;0,713
"preciso";0,025;0,003;0;0,111;0,982;0
"futuro";0,169;0;0;0,597;0,005;0,068
"democracia";0,026;0;0;0,072;0,092;0,02
"alegar";0;0,65;0,005;0,007;0,022;0,097
"tentativa";0,393;0,242;0,169;0,012;0,407;0,02
"paraná";0;0;0,024;0,069;0,039;0
"íntegro";0;0,002;0,054;0,004;0,174;0,004
"sentido";0,76;0,007;0;0,385;0,672;0,264
"segunda_feira";0,261;0,245;0,008;0,001;0,048;0,166
"quarta_feira";0;0,022;0,003;0,082;0,001;0,788
"mensagem";0,003;0,37;0,247;0,023;0,977;0,517
"gilmar";0;0;0,151;0,339;0,393;0
"forte";0,03;0;0;0,487;0,452;0,225
"central";0,266;0,149;0,361;0,559;0,038;0,469
"órgão";0,025;0,082;0;0,009;0,028;0,001
"uso";0,456;0,42;0,991;0,568;0,06;0
"real";0,277;0,003;0,086;0,349;0,005;0,004
"henrique";0,059;0;0;0,003;0;0
"funaro";0,001;0;0;0;0,001;0
"doação";0,004;0;0,002;0,001;0,043;0
"acesso";0,161;0;0,993;0,396;0,079;0,003
"abril";0,587;0,149;0,005;0,087;0,712;0
"setembro";0,01;0,876;0,006;0,022;0,443;0,003
"ressaltar";0,402;0,006;0,14;0,045;0,366;0,769
"negócio";0,004;0;0,007;0,81;0,147;0,048
"atividade";0,084;0,634;0,205;0,059;0,265;0,008
"acrescentar";0,424;0,535;0,388;0,477;0,38;0
"reunir";0,278;0,033;0,376;0,106;0,007;0,126
"regra";0,144;0;0,468;0,013;0;0,01
"prazo";0;0,011;0,696;0,602;0,443;0,007
"listar";0,264;0,001;0,176;0,662;0,939;0,381
"imposto";0,01;0,172;0,161;0,929;0,224;0,189
"funcionário";0,034;0;0,019;0,81;0,071;0,488
"busca";0,658;0,004;0,135;0,547;0,191;0,658
"avião";0,003;0,038;0,194;0,063;0,008;0
"amigo";0,133;0,78;0,006;0;0,058;0
"secretário";0,007;0,525;0,003;0,027;0,61;0
"resolver";0,002;0,778;0,542;0,438;0,207;0
"produto";0,36;0;0,063;0,803;0,024;0,273
"onu";0;0;0,003;0;0;0
"aumentar";0,241;0,002;0,898;0,094;0,216;0
"fundo";0,039;0,004;0,949;0,837;0,763;0,156
"liberdade";0;0;0;0,102;0,001;0
"fazenda";0;0;0,015;0,001;0;0
"europeu";0,028;0,012;0,005;0,219;0,026;0
"especialista";0,001;0;0,726;0,01;0,064;0
"especial";0,224;0,466;0,742;0,316;0;0,443
"desenvolvimento";0,005;0,485;0,075;0,622;0,042;0
"seguinte";0,008;0,856;0,433;0,345;0,014;0,203
"saúde";0,008;0,002;0,12;0;0,051;0,002
"ricardo";0,525;0;0;0,018;0,226;0
"retirar";0,049;0,638;0,579;0,448;0;0,996
"respeito";0,742;0,152;0;0,327;0,304;0,001
"referir";0,049;0;0,119;0,546;0,093;0,754
"manifestação";0,119;0,005;0,022;0,829;0,009;0,002
"ilícito";0,001;0;0,016;0,102;0,001;0
"grave";0,02;0,008;0;0,65;0,176;0,023
"branco";0,213;0;0,328;0,613;0,022;0
"análise";0;0,059;0,151;0,049;0,005;0,071
"volta";0,55;0,019;0,308;0,002;0,788;0,628
"troca";0,105;0;0,01;0,075;0,093;0,519
"tirar";0,001;0,004;0,749;0;0,959;0,021
"tema";0,025;0,001;0,196;0,269;0;0,184
"médico";0,244;0,002;0,557;0;0,042;0,005
"membro";0,004;0,001;0,071;0,006;0,234;0,501
"impedir";0,443;0,024;0,29;0,069;0,016;0,79
"globo";0,143;0;0,002;0,357;0,127;0,001
"gestão";0,034;0,013;0;0,19;0,07;0,048
"conversar";0,028;0,112;0,13;0,029;0,537;0,812
"carlos";0,266;0;0,003;0,002;0,171;0
"bndes";0,136;0;0,003;0,004;0,05;0,002
"agricultura";0,012;0;0,007;0,009;0,031;0,001
"falta";0,002;0,003;0,046;0,474;0,912;0,026
"ex_deputado";0,476;0;0;0,004;0,015;0
"coréia";0;0;0;0;0;0
"bolsonaro";0,015;0;0,074;0,679;0;0
"responsabilidade";0,649;0;0;0,009;0,141;0,134
"obter";0,827;0;0,037;0,003;0,004;0,234
"negociar";0,01;0;0,005;0,613;0,323;0,906
"trazer";0,339;0,315;0;0,439;0,304;0,17
"desembargador";0;0;0;0,011;0;0
"conhecer";0,833;0,016;0,13;0;0,003;0,012
