"";"X.gr_01";"X.gr_02"
"joesley";0,9831;-0,9831
"apoio";-0,7154;0,7154
"entrevista";-0,5306;0,5306
"oposição";-0,4226;0,4226
"pouco";0,4815;-0,4815
"ver";-1,0304;1,0304
"vez";0,6351;-0,6351
"dia";-0,9536;0,9536
"querer";1,0067;-1,0067
"mão";1,6859;-1,6859
"revista";-0,4386;0,4386
"participar";-0,5221;0,5221
"cargo";0,6351;-0,6351
"g20";0,6094;-0,6094
"eliseu";-1,0857;1,0857
"mudança";-0,7464;0,7464
"mudar";0,3607;-0,3607
"melhor";0,2363;-0,2363
"viagem";0,3423;-0,3423
"militar";0,7799;-0,7799
"bom";0,9713;-0,9713
"aprovação";-0,3771;0,3771
"ministério";-1,4027;1,4027
"diálogo";-0,1947;0,1947
"garantir";0,2714;-0,2714
"seguinte";0,3607;-0,3607
"tribunal";-0,33;0,33
"você";0,5899;-0,5899
"só";-0,4013;0,4013
"institucional";-0,3328;0,3328
"tirar";1,3527;-1,3527
"perder";0,9737;-0,9737
"noite";1,8717;-1,8717
"conduzir";-0,2486;0,2486
"colocar";-0,2022;0,2022
"1";1,4472;-1,4472
"primeiro";-0,5221;0,5221
"justiça";-1,4785;1,4785
"j";-1,5609;1,5609
"cármen";1,9115;-1,9115
"se";1,2195;-1,2195
"citado";1,8658;-1,8658
"ressaltar";0,3607;-0,3607
"forma";-0,8821;0,8821
"mais";1,4215;-1,4215
"maio";-0,2486;0,2486
"passar";0,9964;-0,9964
"janeiro";-0,33;0,33
"maior";1,3958;-1,3958
"desde";-0,8189;0,8189
"citar";-0,296;0,296
"mulher";-0,7464;0,7464
"afastado";-0,7464;0,7464
"eu";0,5361;-0,5361
"agir";1,6859;-1,6859
"fazer";1,6901;-1,6901
"convocar";1,529;-1,529
"porcento";-0,4692;0,4692
"pmdb_rj";-0,8821;0,8821
"brasil";1,7073;-1,7073
"ministro";2,1499;-2,1499
"voto";-0,2448;0,2448
"bbc";-0,8821;0,8821
"2";0,4815;-0,4815
"avaliar";-0,6785;0,6785
"qual";-2,3585;2,3585
"10";-0,7464;0,7464
"15";0,3607;-0,3607
"19";-0,2899;0,2899
"ocasião";-0,6785;0,6785
"nota";-1,139;1,139
"pro";0,6094;-0,6094
"ano";-0,7247;0,7247
"colunista";-0,4692;0,4692
"objectivo";1,8503;-1,8503
"renan";-0,3278;0,3278
"enviar";-0,4226;0,4226
"qualquer";-0,7464;0,7464
"3";0,9737;-0,9737
"ouvir";-0,6145;0,6145
"crime";-0,4553;0,4553
"ex_ministro";-0,4692;0,4692
"estar";3,5661;-3,5661
"planalto";-2,2824;2,2824
"delação";-0,7628;0,7628
"já";0,4263;-0,4263
"referir";2,0163;-2,0163
"época";1,0614;-1,0614
"contar";-0,3818;0,3818
"dinheiro";0,3216;-0,3216
"federal";0,7197;-0,7197
"proposta";-0,2486;0,2486
"achar";0,3061;-0,3061
"renunciar";1,6859;-1,6859
"como";-0,7322;0,7322
"cassação";0,7931;-0,7931
"por";-0,3751;0,3751
"inaudível";0,8779;-0,8779
"ricardo";1,0601;-1,0601
"entregar";0,9128;-0,9128
"cunha";-0,2841;0,2841
"pessoa";-0,6673;0,6673
"família";0,4292;-0,4292
"500";-0,2486;0,2486
"partido";-1,2525;1,2525
"casa";-0,2772;0,2772
"caso";-0,4994;0,4994
"alvo";-0,7464;0,7464
"prisão";1,5681;-1,5681
"junto";-0,7668;0,7668
"existir";0,4815;-0,4815
"então";-0,9246;0,9246
"processo";0,419;-0,419
"rousseff";-0,5971;0,5971
"lado";-0,4226;0,4226
"dito";-0,2899;0,2899
"líder";-0,2084;0,2084
"conselho";-0,6785;0,6785
"até";0,2758;-0,2758
"vário";1,8658;-1,8658
"hoje";7,0659;-7,0659
"publicar";1,7018;-1,7018
"chefe";0,3262;-0,3262
"central";-0,3328;0,3328
"ocupar";1,0601;-1,0601
"aí";2,1712;-2,1712
"diretor";-0,1739;0,1739
"protesto";-0,2633;0,2633
"rossi";-0,95;0,95
"discutir";-0,95;0,95
"público";-0,7869;0,7869
"janot";0,2596;-0,2596
"último";0,6906;-0,6906
"ex_presidente";-0,2185;0,2185
"agora";-0,2448;0,2448
"advogado";0,3326;-0,3326
"batista";-0,2563;0,2563
"pronunciamento";0,4946;-0,4946
"interesse";-0,7464;0,7464
"mundo";-0,1739;0,1739
"sexta_feira";-1,2894;1,2894
"previdência";-0,7832;0,7832
"juiz";-0,4692;0,4692
"defesa";-0,5698;0,5698
"denunciar";0,6906;-0,6906
"pedir";-0,63;0,63
"grupo";-2,1189;2,1189
"dilma";1,5058;-1,5058
"abin";0,7931;-0,7931
"tv";2,0745;-2,0745
"decisão";-0,6813;0,6813
"mundial";-0,3328;0,3328
"ter";-0,6793;0,6793
"protestar";0,3607;-0,3607
"sua";1,6047;-1,6047
"golpe";1,8658;-1,8658
"propina";0,5572;-0,5572
"evitar";-1,0857;1,0857
"social";0,3656;-0,3656
"três";-0,4692;0,4692
"trecho";-0,95;0,95
"vir";0,2452;-0,2452
"entrar";0,6882;-0,6882
"reunião";-0,2084;0,2084
"embaixador";0,6882;-0,6882
"levar";0,4865;-0,4865
"procurador";-0,2995;0,2995
"projeto";-0,7154;0,7154
"mala";2,3444;-2,3444
"ponto";-1,2215;1,2215
"rádio";-0,2899;0,2899
"relatar";-0,2448;0,2448
"dúvida";-0,2486;0,2486
"rodrigo";0,7916;-0,7916
"voltar";1,0738;-1,0738
"comando";-0,4226;0,4226
"mendes";6,1281;-6,1281
"não";1,9008;-1,9008
"a";-2,2273;2,2273
"grande";1,3908;-1,3908
"centrão";-0,8142;0,8142
"papel";0,3607;-0,3607
"20";0,3831;-0,3831
"ficar";-0,2533;0,2533
"polícia";0,5427;-0,5427
"pedido";-0,4541;0,4541
"cercar";-0,95;0,95
"fossar";0,3607;-0,3607
"todo";-0,2721;0,2721
"nosso";0,9737;-0,9737
"analisar";0,5411;-0,5411
"senado";-0,2995;0,2995
"base";-2,1041;2,1041
"secretaria";-0,3771;0,3771
"aprovar";-0,8715;0,8715
"divulgar";0,3854;-0,3854
"dono";-0,5952;0,5952
"nome";0,4865;-0,4865
"quinto";-0,8142;0,8142
"contra";-0,3022;0,3022
"para";1,4591;-1,4591
"parlamentar";-0,4013;0,4013
"silêncio";-1,1969;1,1969
"stf";-0,27;0,27
"brasília";-0,4541;0,4541
"autorizar";-0,8821;0,8821
"tentar";-0,4386;0,4386
"país";3,2916;-3,2916
"essa";0,403;-0,403
"esse";0,3;-0,3
"minha";-0,4692;0,4692
"situação";0,5411;-0,5411
"carne";-0,4692;0,4692
"abrir";-0,2486;0,2486
"michel_temer";2,0214;-2,0214
"quem";-0,3278;0,3278
"assumir";-1,3085;1,3085
"após";-0,4848;0,4848
"seu";0,344;-0,344
"ser";1,3925;-1,3925
"sem";-1,3573;1,3573
"lava_jato";-1,4785;1,4785
"ninguém";2,0163;-2,0163
"pagar";-0,3585;0,3585
"direito";1,3908;-1,3908
"eleitoral";0,4486;-0,4486
"parecer";-0,8821;0,8821
"eleição";-2,4437;2,4437
"considerar";-1,0179;1,0179
"senador";1,0067;-1,0067
"dizer";0,4254;-0,4254
"pt";0,2752;-0,2752
"criar";-0,6785;0,6785
"geddel";-0,2448;0,2448
"chegar";0,878;-0,878
"pf";1,8515;-1,8515
"impedir";-1,0179;1,0179
"premiar";0,3326;-0,3326
"declarar";0,3061;-0,3061
"cassar";-0,5652;0,5652
"nós";-0,4692;0,4692
"campanha";0,2739;-0,2739
"próprio";-1,0179;1,0179
"fato";0,3061;-0,3061
"ex_deputado";1,161;-1,161
"apenas";1,3527;-1,3527
"segunda_feira";-1,2894;1,2894
"articulação";-0,2486;0,2486
"jbs";-0,5243;0,5243
"entre";-0,3084;0,3084
"claro";0,3607;-0,3607
"apresentar";-0,4541;0,4541
"mandar";0,8909;-0,8909
"informar";-0,4386;0,4386
"estratégia";0,7799;-0,7799
"tomar";0,8779;-0,8779
"marco";-0,5167;0,5167
"direto";-0,4013;0,4013
"popular";-0,7464;0,7464
"trabalho";0,2363;-0,2363
"semana";0,2535;-0,2535
"economia";0,7177;-0,7177
"mostrar";0,6882;-0,6882
"prova";0,7514;-0,7514
"jornal";0,4815;-0,4815
"franco";-0,5167;0,5167
"poder";0,479;-0,479
"votar";0,8179;-0,8179
"governo";0,4946;-0,4946
"responsável";0,2714;-0,2714
"um";3,1181;-3,1181
"corrupção";-0,3071;0,3071
"indicar";0,4422;-0,4422
"odebrecht";-0,232;0,232
"sérgio_moro";-0,2486;0,2486
"tentativa";-0,3328;0,3328
"gabinete";0,2714;-0,2714
"imprensa";-0,4226;0,4226
"pagamento";-2,1041;2,1041
"problema";0,2363;-0,2363
"e";0,5061;-0,5061
"relação";0,3468;-0,3468
"manter";0,8179;-0,8179
"nenhum";-0,9782;0,9782
"chapa";1,5118;-1,5118
"psdb";-0,4541;0,4541
"depoimento";-0,6813;0,6813
"g1";-1,6288;1,6288
"palácio";-1,9041;1,9041
"votação";0,7862;-0,7862
"operação";0,3262;-0,3262
"organização";-0,7053;0,7053
"entender";1,3527;-1,3527
"constituição";-0,3328;0,3328
"informação";1,485;-1,485
"defender";-1,0867;1,0867
"fachin";0,3854;-0,3854
"lei";0,3061;-0,3061
"luiz";-0,3328;0,3328
"ler";-0,4013;0,4013
"oficial";0,4865;-0,4865
"rede";1,2078;-1,2078
"lima";-0,4226;0,4226
"presidente";-0,7244;0,7244
"comentar";0,3607;-0,3607
"anunciar";0,3423;-0,3423
"_";-4,0066;4,0066
"força";1,1586;-1,1586
"f";-1,5609;1,5609
"julgamento";1,5681;-1,5681
"gilmar";4,9478;-4,9478
"especial";-0,4692;0,4692
"isso";-0,662;0,662
"agenda";-1,2215;1,2215
"ainda";-0,4404;0,4404
"interlocutor";-0,8821;0,8821
"empresa";-0,6145;0,6145
"superior";-0,296;0,296
"tse";1,9616;-1,9616
"eua";0,3607;-0,3607
"econômico";-1,0304;1,0304
"2018";-0,8189;0,8189
"2014";-0,2022;0,2022
"2017";-0,2899;0,2899
"nada";0,8779;-0,8779
"dever";0,5137;-0,5137
"dar";-0,9672;0,9672
"mandato";-0,402;0,402
"globo";2,4159;-2,4159
"início";0,3124;-0,3124
"vice_presidente";-0,1739;0,1739
"edson";0,6351;-0,6351
"contrário";-0,7464;0,7464
"meirelles";0,4292;-0,4292
"tempo";2,0163;-2,0163
"que";-0,5721;0,5721
"meio";-0,3285;0,3285
"calheiros";-0,232;0,232
"cair";2,9462;-2,9462
"pgr";1,0277;-1,0277
"além";-1,1536;1,1536
"próximo";1,0614;-1,0614
"porque";-1,0322;1,0322
"rocha";-0,4965;0,4965
"final";0,3423;-0,3423
"haver";-1,206;1,206
"quando";0,5572;-0,5572
"fórum";-0,95;0,95
"petrobras";-0,2899;0,2899
"vieira";0,2714;-0,2714
"mil";-0,2448;0,2448
"milhão";2,9474;-2,9474
"documento";-0,3328;0,3328
"lugar";1,6859;-1,6859
"centro";-0,7464;0,7464
"alguma";-0,6145;0,6145
"outro";-0,7927;0,7927
"principal";-0,33;0,33
"atuar";-0,3328;0,3328
"aval";-0,3771;0,3771
"tudo";1,529;-1,529
"atual";-0,7154;0,7154
"impeachment";-0,4994;0,4994
"noruega";2,2033;-2,2033
"favor";1,2372;-1,2372
"frente";-1,2215;1,2215
"aqui";0,3607;-0,3607
"conseguir";0,9128;-0,9128
"manhã";-0,2022;0,2022
"sérgio";0,3124;-0,3124
"maia";0,4343;-0,4343
"moreira";-0,4769;0,4769
"eduardo";1,2748;-1,2748
"ao";-0,7723;0,7723
"2016";1,3527;-1,3527
"república";-0,6789;0,6789
"chamar";1,1488;-1,1488
"procuradoria";-0,8142;0,8142
"homem";2,8673;-2,8673
"possibilidade";-0,3771;0,3771
"mesmo";1,1094;-1,1094
"parte";0,3854;-0,3854
"presidência";-1,8249;1,8249
"paulo";-0,9782;0,9782
"estado";-0,6388;0,6388
"executivo";-0,9782;0,9782
"momento";-0,9961;0,9961
"sexto";-0,7464;0,7464
"rcifrão";0,9099;-0,9099
"vida";0,3124;-0,3124
"nacional";-0,5971;0,5971
"reunir";-0,2633;0,2633
"preso";0,9128;-0,9128
"resolver";1,1586;-1,1586
"crise";-0,41;0,41
"cometer";0,3607;-0,3607
"congresso";-2,1196;2,1196
"assinar";0,3607;-0,3607
"reeleição";-0,8821;0,8821
"wesley";-0,2486;0,2486
"usar";2,5368;-2,5368
"ação";-0,3274;0,3274
"também";0,3168;-0,3168
"henrique";1,8717;-1,8717
"em";-3,6238;3,6238
"lúcio";0,6094;-0,6094
"obter";-0,8142;0,8142
"questionar";-1,6288;1,6288
"encontro";0,2981;-0,2981
"denúncia";-1,3074;1,3074
"decreto";-0,3771;0,3771
"listar";-0,95;0,95
"troca";0,2714;-0,2714
"inquérito";-0,7682;0,7682
"funaro";0,3;-0,3
"frigorífico";-0,2899;0,2899
"sempre";0,3607;-0,3607
"negociar";1,6859;-1,6859
"povo";0,3423;-0,3423
"coisa";0,5411;-0,5411
"investigar";-0,8577;0,8577
"assunto";0,3656;-0,3656
"câmara";-0,6055;0,6055
