"";"X.gr_01";"X.gr_02"
"trabalhista";0,44;0,56
"condenar";0,66;0,37
"condição";0,44;0,34
"tarde";1,33;0,37
"saber";2,21;1,12
"eventual";0;0,6
"peemedebista";0,44;0,86
"rejeitar";0,44;0,3
"domingo";0;0,41
"intervenção";0,44;1,2
"abertura";0;0,63
"joesley";7,29;5,6
"apoio";0,22;0,71
"entrevista";0,88;1,34
"oposição";0,22;0,49
"pouco";0,66;0,41
"ver";0,66;1,57
"vez";1,1;0,67
"dia";0,88;1,79
"querer";2,43;1,46
"mão";1,1;0,26
"revista";0,44;0,75
"participar";0,66;1,08
"cargo";1,1;0,67
"g20";0,66;0,34
"eliseu";0;0,6
"mudança";0;0,41
"mudar";0,44;0,3
"melhor";0,44;0,41
"viagem";0,66;0,52
"militar";0,66;0,26
"bom";1,1;0,49
"aprovação";0,22;0,45
"ministério";0,88;2,2
"diálogo";0,66;0,67
"garantir";0,44;0,37
"seguinte";0,44;0,3
"tribunal";0,44;0,63
"você";0,88;0,52
"só";0,44;0,71
"institucional";0,22;0,41
"tirar";0,88;0,22
"perder";0,88;0,34
"noite";1,55;0,45
"conduzir";0,22;0,34
"colocar";0,44;0,49
"1";1,33;0,45
"primeiro";0,66;1,08
"justiça";0,66;1,94
"j";0;0,86
"cármen";1,77;0,56
"se";9,28;6,98
"citado";1,1;0,22
"ressaltar";0,44;0,3
"forma";0;0,49
"mais";5,08;3,21
"maio";0,22;0,34
"passar";1,99;1,12
"janeiro";0,44;0,63
"maior";1,77;0,75
"desde";0,22;0,78
"citar";0,44;0,6
"mulher";0;0,41
"afastado";0;0,41
"eu";2,65;2,13
"agir";1,1;0,26
"fazer";6,19;3,85
"convocar";1,1;0,3
"porcento";0,22;0,52
"pmdb_rj";0;0,49
"brasil";4,86;2,8
"ministro";6,19;3,47
"voto";0,66;0,75
"bbc";0;0,49
"2";0,66;0,41
"avaliar";0;0,37
"qual";0,22;1,79
"10";0;0,41
"15";0,44;0,3
"19";0,22;0,37
"ocasião";0;0,37
"nota";0,44;1,34
"pro";0,66;0,34
"ano";1,33;2,09
"colunista";0,22;0,52
"objectivo";1,33;0,34
"renan";0,88;1,08
"enviar";0,22;0,49
"qualquer";0;0,41
"3";0,88;0,34
"ouvir";0,22;0,63
"crime";1,1;1,49
"ex_ministro";0,22;0,52
"estar";9,5;4,93
"planalto";0,44;2,17
"delação";2,21;3,17
"já";2,43;2,09
"referir";1,33;0,3
"época";1,33;0,6
"contar";0,88;1,16
"dinheiro";1,33;1,2
"federal";2,87;2,09
"proposta";0,22;0,34
"achar";0,66;0,56
"renunciar";1,1;0,26
"como";2,87;3,88
"cassação";0,88;0,41
"por";13,25;13,78
"inaudível";0,88;0,37
"ricardo";1,1;0,45
"entregar";1,33;0,67
"cunha";2,87;2,99
"pessoa";0,66;1,23
"família";0,66;0,45
"500";0,22;0,34
"partido";0,22;1,08
"casa";0,88;1,01
"caso";0,88;1,31
"alvo";0;0,41
"prisão";1,33;0,41
"junto";0,22;0,75
"existir";0,66;0,41
"então";0,22;0,86
"processo";1,55;1,27
"rousseff";0,44;0,9
"lado";0,22;0,49
"dito";0,22;0,37
"líder";0,88;0,9
"conselho";0;0,37
"até";1,1;1,05
"vário";1,1;0,22
"hoje";3,98;0,56
"publicar";1,33;0,37
"chefe";1,1;0,97
"central";0,22;0,41
"ocupar";1,1;0,45
"aí";1,55;0,37
"diretor";0,44;0,45
"protesto";0,44;0,56
"rossi";0;0,52
"discutir";0;0,52
"público";1,33;2,17
"janot";1,99;1,98
"último";1,1;0,63
"ex_presidente";1,1;1,12
"agora";0,66;0,75
"advogado";0,88;0,75
"batista";2,87;2,91
"pronunciamento";1,1;0,78
"interesse";0;0,41
"mundo";0,44;0,45
"sexta_feira";0;0,71
"previdência";0,66;1,34
"juiz";0,22;0,52
"defesa";1,1;1,64
"denunciar";1,1;0,63
"pedir";1,99;2,73
"grupo";0,44;2,05
"dilma";3,98;2,28
"abin";0,88;0,41
"tv";1,1;0,19
"decisão";0,44;0,97
"mundial";0,22;0,41
"ter";6,85;8,14
"protestar";0,44;0,3
"sua";3,31;1,72
"golpe";1,1;0,22
"propina";1,77;1,31
"evitar";0;0,6
"social";0,88;0,71
"três";0,22;0,52
"trecho";0;0,52
"vir";0,66;0,63
"entrar";0,66;0,3
"reunião";0,88;0,9
"embaixador";0,66;0,3
"levar";0,88;0,6
"procurador";0,66;0,82
"projeto";0,22;0,71
"mala";1,55;0,34
"ponto";0;0,67
"rádio";0,22;0,37
"relatar";0,66;0,75
"dúvida";0,22;0,34
"rodrigo";3,31;2,39
"voltar";1,55;0,75
"comando";0,22;0,49
"mendes";2,21;0,11
"não";15,46;11,32
"a";45,5;54,56
"grande";1,1;0,34
"centrão";0;0,45
"papel";0,44;0,3
"20";0,66;0,49
"ficar";0,88;0,97
"polícia";1,33;0,93
"pedido";0,66;1,01
"cercar";0;0,52
"fossar";0,44;0,3
"todo";1,77;1,87
"nosso";0,88;0,34
"analisar";0,66;0,37
"senado";0,66;0,82
"base";0;1,16
"secretaria";0,22;0,45
"aprovar";0,22;0,82
"divulgar";1,1;0,9
"dono";0,88;1,42
"nome";0,88;0,6
"quinto";0;0,45
"contra";3,53;3,7
"para";18,78;14,98
"parlamentar";0,44;0,71
"silêncio";0,22;1,05
"stf";2,87;2,95
"brasília";0,66;1,01
"autorizar";0;0,49
"tentar";0,44;0,75
"país";5,3;2,2
"essa";1,33;1,08
"esse";1,1;1,01
"minha";0,22;0,52
"situação";0,66;0,37
"carne";0,22;0,52
"abrir";0,22;0,34
"michel_temer";44,84;37,35
"quem";0,88;1,08
"assumir";0,22;1,12
"após";1,55;2,02
"seu";2,43;2,24
"ser";20,99;17,1
"sem";0;0,75
"lava_jato";0,66;1,94
"ninguém";1,33;0,3
"pagar";0,66;0,9
"direito";1,1;0,34
"eleitoral";1,55;1,23
"parecer";0;0,49
"eleição";0;1,34
"considerar";0;0,56
"senador";2,43;1,46
"dizer";10,16;9,56
"pt";0,88;0,82
"criar";0;0,37
"geddel";0,66;0,75
"chegar";1,55;0,86
"pf";1,99;0,71
"impedir";0;0,56
"premiar";0,88;0,75
"declarar";0,66;0,56
"cassar";0,22;0,6
"nós";0,22;0,52
"campanha";0,66;0,6
"próprio";0;0,56
"fato";0,66;0,56
"ex_deputado";1,77;0,86
"apenas";0,88;0,22
"segunda_feira";0;0,71
"articulação";0,22;0,34
"jbs";2,21;2,8
"entre";1,77;1,94
"claro";0,44;0,3
"apresentar";0,66;1,01
"mandar";1,1;0,52
"informar";0,44;0,75
"estratégia";0,66;0,26
"tomar";0,88;0,37
"marco";0,22;0,56
"direto";0,44;0,71
"popular";0;0,41
"trabalho";0,44;0,41
"semana";1,1;1,08
"economia";0,88;0,45
"mostrar";0,66;0,3
"prova";1,1;0,6
"jornal";0,66;0,41
"franco";0,22;0,56
"poder";3,76;3,25
"votar";1,1;0,56
"governo";7,29;6,57
"responsável";0,44;0,37
"um";13,25;8,1
"corrupção";1,55;1,72
"indicar";0,88;0,63
"odebrecht";0,44;0,52
"sérgio_moro";0,22;0,34
"tentativa";0,22;0,41
"gabinete";0,44;0,37
"imprensa";0,22;0,49
"pagamento";0;1,16
"problema";0,44;0,41
"e";30,26;28,83
"relação";1,33;1,16
"manter";1,1;0,56
"nenhum";0,22;0,9
"chapa";1,55;0,56
"psdb";0,66;1,01
"depoimento";0,44;0,97
"g1";0;0,9
"palácio";0,44;1,9
"votação";1,33;0,75
"operação";1,1;0,97
"organização";0,66;1,27
"entender";0,88;0,22
"constituição";0,22;0,41
"informação";1,77;0,71
"defender";0,22;0,97
"fachin";1,1;0,9
"lei";0,66;0,56
"luiz";0,22;0,41
"ler";0,44;0,71
"oficial";0,88;0,6
"rede";0,88;0,26
"lima";0,22;0,49
"presidente";14,58;16,51
"comentar";0,44;0,3
"anunciar";0,66;0,52
"_";0;2,2
"força";1,1;0,41
"f";0;0,86
"julgamento";1,33;0,41
"gilmar";1,99;0,15
"especial";0,22;0,52
"isso";1,1;1,76
"agenda";0;0,67
"ainda";2,21;2,65
"interlocutor";0;0,49
"empresa";0,22;0,63
"superior";0,44;0,6
"tse";1,99;0,67
"eua";0,44;0,3
"econômico";0,66;1,57
"2018";0,22;0,78
"2014";0,44;0,49
"2017";0,22;0,37
"nada";0,88;0,37
"dever";1,55;1,16
"dar";1,1;2,09
"mandato";1,1;1,42
"globo";1,33;0,22
"início";0,44;0,34
"vice_presidente";0,44;0,45
"edson";1,1;0,67
"contrário";0;0,41
"meirelles";0,66;0,45
"tempo";1,33;0,3
"que";36,67;38,73
"meio";0,66;0,86
"calheiros";0,44;0,52
"cair";1,33;0,15
"pgr";1,77;0,93
"além";0;0,63
"próximo";1,33;0,6
"porque";0,22;0,93
"rocha";1,33;1,79
"final";0,66;0,52
"haver";1,55;2,91
"quando";1,77;1,31
"fórum";0;0,52
"petrobras";0,22;0,37
"vieira";0,44;0,37
"mil";0,66;0,75
"milhão";2,43;0,63
"documento";0,22;0,41
"lugar";1,1;0,26
"centro";0;0,41
"alguma";0,22;0,63
"outro";1,1;1,9
"principal";0,44;0,63
"atuar";0,22;0,41
"aval";0,22;0,45
"tudo";1,1;0,3
"atual";0,22;0,71
"impeachment";0,88;1,31
"noruega";1,33;0,26
"favor";1,33;0,52
"frente";0;0,67
"aqui";0,44;0,3
"conseguir";1,33;0,67
"manhã";0,44;0,49
"sérgio";0,44;0,34
"maia";1,33;1,05
"moreira";0,44;0,78
"eduardo";3,31;1,94
"ao";6,41;7,88
"2016";0,88;0,22
"república";2,65;3,55
"chamar";1,55;0,71
"procuradoria";0;0,45
"homem";1,77;0,34
"possibilidade";0,22;0,45
"mesmo";2,43;1,38
"parte";1,1;0,9
"presidência";0,22;1,46
"paulo";0,22;0,9
"estado";0,44;0,93
"executivo";0,22;0,9
"momento";0,44;1,23
"sexto";0;0,41
"rcifrão";1,77;1,01
"vida";0,44;0,34
"nacional";0,44;0,9
"reunir";0,44;0,56
"preso";1,33;0,67
"resolver";1,1;0,41
"crise";0,88;1,2
"cometer";0,44;0,3
"congresso";0,22;1,64
"assinar";0,44;0,3
"reeleição";0;0,49
"wesley";0,22;0,34
"usar";1,55;0,3
"ação";1,1;1,31
"também";3,31;3,17
"henrique";1,55;0,45
"em";39,32;51,31
"lúcio";0,66;0,34
"obter";0;0,45
"questionar";0;0,9
"encontro";1,33;1,23
"denúncia";1,33;2,73
"decreto";0,22;0,45
"listar";0;0,52
"troca";0,44;0,37
"inquérito";0,44;1,05
"funaro";1,1;1,01
"frigorífico";0,22;0,37
"sempre";0,44;0,3
"negociar";1,1;0,26
"povo";0,66;0,52
"coisa";0,66;0,37
"investigar";0,44;1,12
"assunto";0,88;0,71
"câmara";1,99;2,69
