"";"banalfreq";"X.gr_01";"X.gr_02"
"defender";27;-1,0867;1,0867
"fachin";29;0,3854;-0,3854
"lei";18;0,3061;-0,3061
"luiz";12;-0,3328;0,3328
"ler";21;-0,4013;0,4013
"oficial";20;0,4865;-0,4865
"rede";11;1,2078;-1,2078
"lima";14;-0,4226;0,4226
"presidente";508;-0,7244;0,7244
"comentar";10;0,3607;-0,3607
"anunciar";17;0,3423;-0,3423
"força";16;1,1586;-1,1586
"f";23;-1,5609;1,5609
"julgamento";17;1,5681;-1,5681
"especial";15;-0,4692;0,4692
"isso";52;-0,662;0,662
"agenda";18;-1,2215;1,2215
"ainda";81;-0,4404;0,4404
"interlocutor";13;-0,8821;0,8821
"empresa";18;-0,6145;0,6145
"superior";18;-0,296;0,296
"tse";27;1,9616;-1,9616
"eua";10;0,3607;-0,3607
"econômico";45;-1,0304;1,0304
"2018";22;-0,8189;0,8189
"2014";15;-0,2022;0,2022
"2017";11;-0,2899;0,2899
"nada";14;0,8779;-0,8779
"dever";38;0,5137;-0,5137
"dar";61;-0,9672;0,9672
"mandato";43;-0,402;0,402
"início";11;0,3124;-0,3124
"vice_presidente";14;-0,1739;0,1739
"edson";23;0,6351;-0,6351
"contrário";11;-0,7464;0,7464
"meirelles";15;0,4292;-0,4292
"que";1203;-0,5721;0,5721
"meio";26;-0,3285;0,3285
"calheiros";16;-0,232;0,232
"pgr";33;1,0277;-1,0277
"além";17;-1,1536;1,1536
"próximo";22;1,0614;-1,0614
"porque";26;-1,0322;1,0322
"rocha";54;-0,4965;0,4965
"final";17;0,3423;-0,3423
"haver";85;-1,206;1,206
"quando";43;0,5572;-0,5572
"fórum";14;-0,95;0,95
"petrobras";11;-0,2899;0,2899
"vieira";12;0,2714;-0,2714
"mil";23;-0,2448;0,2448
"documento";12;-0,3328;0,3328
"lugar";12;1,6859;-1,6859
"centro";11;-0,7464;0,7464
"alguma";18;-0,6145;0,6145
"outro";56;-0,7927;0,7927
"principal";19;-0,33;0,33
"atuar";12;-0,3328;0,3328
"aval";13;-0,3771;0,3771
"tudo";13;1,529;-1,529
"atual";20;-0,7154;0,7154
"impeachment";39;-0,4994;0,4994
"favor";20;1,2372;-1,2372
"frente";18;-1,2215;1,2215
"aqui";10;0,3607;-0,3607
"conseguir";24;0,9128;-0,9128
"manhã";15;-0,2022;0,2022
"sérgio";11;0,3124;-0,3124
"maia";34;0,4343;-0,4343
"moreira";23;-0,4769;0,4769
"eduardo";67;1,2748;-1,2748
"ao";240;-0,7723;0,7723
"2016";10;1,3527;-1,3527
"república";107;-0,6789;0,6789
"chamar";26;1,1488;-1,1488
"procuradoria";12;-0,8142;0,8142
"possibilidade";13;-0,3771;0,3771
"mesmo";48;1,1094;-1,1094
"parte";29;0,3854;-0,3854
"presidência";40;-1,8249;1,8249
"paulo";25;-0,9782;0,9782
"estado";27;-0,6388;0,6388
"executivo";25;-0,9782;0,9782
"momento";35;-0,9961;0,9961
"sexto";11;-0,7464;0,7464
"rcifrão";35;0,9099;-0,9099
"vida";11;0,3124;-0,3124
"nacional";26;-0,5971;0,5971
"reunir";17;-0,2633;0,2633
"preso";24;0,9128;-0,9128
"resolver";16;1,1586;-1,1586
"crise";36;-0,41;0,41
"cometer";10;0,3607;-0,3607
"assinar";10;0,3607;-0,3607
"reeleição";13;-0,8821;0,8821
"wesley";10;-0,2486;0,2486
"ação";40;-0,3274;0,3274
"também";100;0,3168;-0,3168
"henrique";19;1,8717;-1,8717
"lúcio";12;0,6094;-0,6094
"obter";12;-0,8142;0,8142
"questionar";24;-1,6288;1,6288
"encontro";39;0,2981;-0,2981
"denúncia";79;-1,3074;1,3074
"decreto";13;-0,3771;0,3771
"listar";14;-0,95;0,95
"troca";12;0,2714;-0,2714
"inquérito";30;-0,7682;0,7682
"funaro";32;0,3;-0,3
"frigorífico";11;-0,2899;0,2899
"sempre";10;0,3607;-0,3607
"negociar";12;1,6859;-1,6859
"povo";17;0,3423;-0,3423
"coisa";13;0,5411;-0,5411
"investigar";32;-0,8577;0,8577
"assunto";23;0,3656;-0,3656
"câmara";81;-0,6055;0,6055
