"";"banalfreq";"X.gr_01";"X.gr_02"
"ministro";82;1,0992;-1,0992
"época";13;0,4012;-0,4012
"não";371;1,1889;-1,1889
"comissão";12;-0,5711;0,5711
"voto";15;0,7018;-0,7018
"2";15;0,3271;-0,3271
"avaliar";14;-0,2477;0,2477
"qual";34;-1,6186;1,6186
"doação";11;-0,5235;0,5235
"10";18;-0,8567;0,8567
"número";14;-0,6663;0,6663
"aumentar";12;-0,5711;0,5711
"futuro";14;-0,6663;0,6663
"ano";74;-0,4663;0,4663
"apoiar";18;-0,3674;0,3674
"renan";20;-0,1835;0,1835
"mercado";14;-0,6663;0,6663
"crime";16;0,6441;-0,6441
"ex_ministro";23;0,6758;-0,6758
"proposta";24;-0,5647;0,5647
"delação";22;0,3943;-0,3943
"já";73;-0,4485;0,4485
"contar";17;-0,3364;0,3364
"dinheiro";22;1,1509;-1,1509
"federal";112;0,4223;-0,4223
"população";18;-0,8567;0,8567
"estar";202;0,5659;-0,5659
"posição";16;-0,3061;0,3061
"vender";13;-0,2197;0,2197
"manifestar";12;0,9185;-0,9185
"como";154;-0,943;0,943
"gente";12;-0,5711;0,5711
"por";381;0,3697;-0,3697
"acabar";14;-0,6663;0,6663
"cunha";13;-0,2197;0,2197
"pessoa";39;0,4195;-0,4195
"família";13;-0,6187;0,6187
"escalão";15;1,2064;-1,2064
"partido";57;-0,8411;0,8411
"casa";32;-0,2426;0,2426
"caso";35;0,8258;-0,8258
"alvo";11;-0,5235;0,5235
"trabalho";18;-0,3674;0,3674
"junto";21;-0,2035;0,2035
"então";28;-1,3329;1,3329
"bancada";13;-0,6187;0,6187
"processo";24;-0,2681;0,2681
"rousseff";29;-0,3887;0,3887
"lado";14;0,3619;-0,3619
"solução";10;-0,4759;0,4759
"tanto";13;-0,6187;0,6187
"dito";11;1,0101;-1,0101
"líder";37;-0,6081;0,6081
"vário";16;0,6441;-0,6441
"hoje";26;0,9006;-0,9006
"chefe";19;0,2212;-0,2212
"central";11;-0,1667;0,1667
"empresa";45;0,2953;-0,2953
"aí";12;0,4458;-0,4458
"público";76;-1,4218;1,4218
"último";30;1,0744;-1,0744
"rússia";19;0,5018;-0,5018
"agora";35;-0,3001;0,3001
"interesse";12;-0,5711;0,5711
"sexta_feira";11;-0,5235;0,5235
"previdência";36;-0,3203;0,3203
"juiz";14;-0,2477;0,2477
"defesa";24;1,0169;-1,0169
"todo";66;0,6147;-0,6147
"5";14;0,766;-0,766
"relação";44;0,5173;-0,5173
"pedir";33;0,5952;-0,5952
"cidadão";10;1,1147;-1,1147
"fiscal";14;-0,6663;0,6663
"dilma";84;1,9248;-1,9248
"sim";11;-0,5235;0,5235
"república";21;0,7767;-0,7767
"decisão";37;-1,7616;1,7616
"ter";287;-0,4735;0,4735
"protestar";10;1,1147;-1,1147
"sua";81;-0,2732;0,2732
"governador";23;-0,2459;0,2459
"acusar";11;0,4966;-0,4966
"propina";21;0,427;-0,427
"conta";17;0,2683;-0,2683
"senado";27;0,5147;-0,5147
"evitar";20;-0,1835;0,1835
"base";41;-1,1921;1,1921
"notícia";11;-0,1667;0,1667
"social";25;-0,291;0,291
"vir";24;-1,1424;1,1424
"reunião";19;-0,399;0,399
"embaixador";10;0,5552;-0,5552
"levar";19;0,5018;-0,5018
"projeto";29;0,4501;-0,4501
"ponto";14;-0,6663;0,6663
"rodrigo";15;-0,2765;0,2765
"plano";10;-0,4759;0,4759
"parte";33;0,5952;-0,5952
"dentro";14;0,3619;-0,3619
"grande";32;0,9665;-0,9665
"centrão";13;-0,6187;0,6187
"bilhão";16;0,6441;-0,6441
"ficar";41;0,8955;-0,8955
"polícia";15;1,2064;-1,2064
"pedido";15;-0,7139;0,7139
"cercar";17;1,5924;-1,5924
"fossar";13;0,8378;-0,8378
"nosso";19;0,8954;-0,8954
"ao";244;-0,2789;0,2789
"prefeito";12;-0,5711;0,5711
"analisar";10;0,5552;-0,5552
"obra";10;-0,1418;0,1418
"secretaria";22;-0,497;0,497
"aprovar";27;-0,6694;0,6694
"divulgar";19;0,8954;-0,8954
"grupo";38;-1,0763;1,0763
"responsável";19;0,5018;-0,5018
"nome";16;0,6441;-0,6441
"contra";75;0,4257;-0,4257
"para";501;-0,4403;0,4403
"país";86;0,9732;-0,9732
"parlamentar";27;-0,3387;0,3387
"obama";12;-0,5711;0,5711
"stf";23;-0,2459;0,2459
"fevereiro";11;-0,5235;0,5235
"brasília";10;-0,4759;0,4759
"revelar";12;1,5384;-1,5384
"situação";25;0,3113;-0,3113
"tentar";28;0,2465;-0,2465
"ameaça";10;-0,1418;0,1418
"esse";54;-0,7574;0,7574
"anunciar";18;-0,3674;0,3674
"lançar";10;-0,1418;0,1418
"setor";16;-0,7615;0,7615
"carne";17;0,2683;-0,2683
"órgão";14;1,3051;-1,3051
"quem";31;-0,2245;0,2245
"meio";28;-0,3634;0,3634
"assumir";21;-0,2035;0,2035
"ocupar";12;0,9185;-0,9185
"ser";657;-0,3263;0,3263
"demonstrar";10;0,5552;-0,5552
"sem";41;-1,9521;1,9521
"lava_jato";33;-0,2612;0,2612
"pagar";16;0,6441;-0,6441
"eleitoral";17;-0,8091;0,8091
"parecer";14;-0,6663;0,6663
"eleição";21;-0,9995;0,9995
"considerar";14;-0,6663;0,6663
"filho";11;1,0101;-1,0101
"senador";46;0,4662;-0,4662
"dizer";222;1,6539;-1,6539
"pt";55;0,4636;-0,4636
"criar";25;-0,5992;0,5992
"chegar";21;1,2256;-1,2256
"denúncia";21;0,427;-0,427
"pf";11;1,678;-1,678
"regra";13;-0,6187;0,6187
"coreia";39;-1,1147;1,1147
"campanha";24;-0,5647;0,5647
"próprio";13;0,4012;-0,4012
"bom";19;0,2212;-0,2212
"fato";19;-0,399;0,399
"apenas";14;0,3619;-0,3619
"jbs";11;-0,1667;0,1667
"entre";56;-0,8129;0,8129
"de";3747;-1,0035;1,0035
"claro";12;-0,5711;0,5711
"apresentar";19;-0,9043;0,9043
"mandar";10;-0,4759;0,4759
"ajudar";13;-0,6187;0,6187
"informar";34;-0,2804;0,2804
"estratégia";12;-0,5711;0,5711
"tomar";20;1,3064;-1,3064
"marco";17;-0,3364;0,3364
"semana";35;1,1881;-1,1881
"economia";19;0,5018;-0,5018
"aquele";11;1,0101;-1,0101
"mostrar";23;0,3642;-0,3642
"apoio";35;-0,5506;0,5506
"enviar";18;0,5447;-0,5447
"comandar";11;1,0101;-1,0101
"essa";53;0,3226;-0,3226
"poder";123;1,8174;-1,8174
"votar";22;-0,497;0,497
"governo";1147;0,6418;-0,6418
"região";19;-0,9043;0,9043
"um";368;1,6972;-1,6972
"corrupção";25;0,3113;-0,3113
"imposto";13;0,8378;-0,8378
"lembrar";11;-0,1667;0,1667
"conselho";16;-0,3061;0,3061
"pagamento";15;-0,7139;0,7139
"problema";12;-0,5711;0,5711
"manter";19;0,8954;-0,8954
"ataque";50;0,5873;-0,5873
"nenhum";23;-0,5306;0,5306
"criticar";10;-0,4759;0,4759
"psdb";39;-1,8568;1,8568
"g1";20;-0,9519;0,9519
"palácio";21;-0,4638;0,4638
"assad";18;0,5447;-0,5447
"votação";18;0,2435;-0,2435
"operação";34;0,5614;-0,5614
"entender";12;0,4458;-0,4458
"informação";13;0,4012;-0,4012
"ex_presidente";52;0,7779;-0,7779
"defender";36;-1,7139;1,7139
"lei";29;0,4501;-0,4501
"iniciativa";11;-0,1667;0,1667
"agência";14;-0,2477;0,2477
"partir";18;0,2435;-0,2435
"rede";10;0,5552;-0,5552
"presidente";208;-0,3836;0,3836
"jungmann";10;0,5552;-0,5552
"força";17;-0,3364;0,3364
"acrescentar";10;-0,4759;0,4759
"8";13;0,4012;-0,4012
"qualquer";28;-0,7049;0,7049
"desenvolvimento";14;-0,2477;0,2477
"nós";18;-0,8567;0,8567
"isso";44;-0,499;0,499
"unido";37;-0,6081;0,6081
"agenda";14;-0,6663;0,6663
"joesley";22;0,7242;-0,7242
"donald";16;0,6441;-0,6441
"eua";44;1,8843;-1,8843
"econômico";38;-1,0763;1,0763
"2018";13;-0,2197;0,2197
"2015";13;-0,2197;0,2197
"2014";14;-0,6663;0,6663
"2016";15;1,2064;-1,2064
"2013";13;0,4012;-0,4012
"nada";19;0,2212;-0,2212
"dever";41;-0,2391;0,2391
"dar";43;0,5449;-0,5449
"importante";20;-0,4311;0,4311
"contrário";12;-0,5711;0,5711
"primeiro";35;-0,3001;0,3001
"aéreo";15;-0,2765;0,2765
"tempo";17;1,0364;-1,0364
"que";1099;0,6494;-0,6494
"direito";19;-0,399;0,399
"marcelo";10;-0,4759;0,4759
"seu";120;-0,2827;0,2827
"além";30;-0,4145;0,4145
"único";10;-0,1418;0,1418
"próximo";16;-0,7615;0,7615
"final";17;1,0364;-1,0364
"discutir";11;-0,5235;0,5235
"haver";91;0,4641;-0,4641
"jong_un";14;0,766;-0,766
"quando";50;-0,4013;0,4013
"ainda";66;0,4234;-0,4234
"bem";17;0,2683;-0,2683
"mil";24;1,4892;-1,4892
"milhão";33;0,3449;-0,3449
"ministério";50;-1,5486;1,5486
"documento";14;0,3619;-0,3619
"fidel";10;-0,1418;0,1418
"serviço";14;-0,2477;0,2477
"tornar";10;-0,4759;0,4759
"principal";25;-0,291;0,291
"atual";24;-0,2681;0,2681
"local";15;-0,2765;0,2765
"impeachment";21;0,427;-0,427
"trabalhar";16;-0,7615;0,7615
"aqui";12;-0,5711;0,5711
"conseguir";32;-0,2426;0,2426
"manhã";13;-0,6187;0,6187
"equipa";15;0,7018;-0,7018
"negociação";11;-0,5235;0,5235
"eduardo";11;-0,1667;0,1667
"norte_coreano";12;0,4458;-0,4458
"possibilidade";11;0,4966;-0,4966
"falar";29;0,753;-0,753
"mesmo";51;-0,2502;0,2502
"possível";11;-0,1667;0,1667
"gasto";13;-0,6187;0,6187
"diante";16;0,296;-0,296
"presidência";12;-0,5711;0,5711
"paulo";36;-1,0001;1,0001
"estado";119;-1,906;1,906
"resultado";10;-0,1418;0,1418
"antonio";10;-0,4759;0,4759
"executivo";22;-1,0471;1,0471
"momento";32;-0,8504;0,8504
"nacional";41;-0,7274;0,7274
"reunir";11;-0,1667;0,1667
"meu";11;1,678;-1,678
"preso";10;1,1147;-1,1147
"teste";14;0,3619;-0,3619
"durante";52;1,4079;-1,4079
"integrante";10;-0,1418;0,1418
"crise";20;-0,1835;0,1835
"cometer";11;-0,1667;0,1667
"congresso";46;-1,3887;1,3887
"assinar";10;-0,4759;0,4759
"marun";14;-0,6663;0,6663
"ação";44;0,5173;-0,5173
"também";87;0,7247;-0,7247
"henrique";19;0,5018;-0,5018
"em";1396;-1,163;1,163
"washington";14;0,3619;-0,3619
"membro";13;0,4012;-0,4012
"banco";22;-0,497;0,497
"presidencial";12;-0,5711;0,5711
"decreto";11;-0,5235;0,5235
"quanto";17;-0,8091;0,8091
"norte";32;-0,2426;0,2426
"negociar";11;0,4966;-0,4966
"povo";16;-0,3061;0,3061
"tão";10;-0,4759;0,4759
"branco";10;-0,4759;0,4759
"investigar";10;-0,4759;0,4759
"assunto";15;-0,2765;0,2765
"câmara";53;0,3226;-0,3226
