"";"X.gr_01";"X.gr_02"
"crime";1,02;0,51
"ex_ministro";1,36;0,75
"proposta";0,34;0,9
"delação";1,02;0,75
"já";2,03;2,63
"contar";0,34;0,63
"dinheiro";1,69;0,67
"federal";4,4;3,88
"população";0;0,71
"estar";8,13;6,98
"posição";0,34;0,59
"vender";0,34;0,47
"manifestar";1,02;0,35
"como";3,73;5,61
"gente";0;0,47
"mundial";2,03;0,27
"por";13,89;13,33
"acabar";0;0,55
"cunha";0,34;0,47
"pessoa";1,69;1,33
"família";0;0,51
"escalão";1,36;0,43
"partido";1,02;2,12
"casa";1,02;1,14
"caso";2,03;1,14
"alvo";0;0,43
"trabalho";0,34;0,67
"junto";0,68;0,75
"então";0;1,1
"bancada";0;0,51
"processo";0,68;0,86
"rousseff";0,68;1,06
"lado";0,68;0,47
"solução";0;0,39
"tanto";0;0,51
"dito";1,02;0,31
"líder";0,68;1,37
"vário";1,02;0,51
"hoje";1,69;0,82
"chefe";0,68;0,67
"_";0;3,69
"central";0,34;0,39
"empresa";1,69;1,57
"aí";0,68;0,39
"público";1,02;2,86
"último";2,03;0,94
"rússia";1,02;0,63
"agora";1,02;1,26
"interesse";0;0,47
"mundo";2,37;0,39
"sexta_feira";0;0,43
"previdência";1,02;1,29
"juiz";0,34;0,51
"defesa";1,69;0,75
"todo";3,05;2,24
"5";1,02;0,43
"relação";2,03;1,49
"pedir";1,69;1,1
"cidadão";1,02;0,27
"fiscal";0;0,55
"dilma";5,42;2,67
"sim";0;0,43
"república";1,36;0,67
"decisão";0;1,45
"ter";9,15;10,2
"protestar";1,02;0,27
"sua";2,71;2,86
"governador";0,68;0,82
"acusar";0,68;0,35
"propina";1,02;0,71
"conta";0,68;0,59
"senado";1,36;0,9
"evitar";0,68;0,71
"base";0,34;1,57
"notícia";0,34;0,39
"social";0,68;0,9
"vir";0;0,94
"reunião";0,34;0,71
"embaixador";0,68;0,31
"levar";1,02;0,63
"projeto";1,36;0,98
"ponto";0;0,55
"rodrigo";0,34;0,55
"plano";0;0,39
"parte";1,69;1,1
"a";45,05;60,83
"dentro";0,68;0,47
"grande";2,03;1,02
"centrão";0;0,51
"bilhão";1,02;0,51
"ficar";2,37;1,33
"polícia";1,36;0,43
"pedido";0;0,59
"cercar";1,69;0,47
"fossar";1,02;0,39
"nosso";1,36;0,59
"ao";8,47;8,59
"prefeito";0;0,47
"analisar";0,68;0,31
"obra";0,34;0,35
"secretaria";0,34;0,82
"aprovar";0,34;1,02
"divulgar";1,36;0,59
"grupo";0,34;1,45
"responsável";1,02;0,63
"nome";1,02;0,51
"contra";3,05;2,59
"para";16,6;17,73
"país";4,4;2,86
"parlamentar";0,68;0,98
"obama";0;0,47
"stf";0,68;0,82
"fevereiro";0;0,43
"brasília";0;0,39
"revelar";1,36;0,31
"situação";1,02;0,86
"tentar";1,02;0,98
"ameaça";0,34;0,35
"esse";1,02;2
"anunciar";0,34;0,67
"lançar";0,34;0,35
"setor";0;0,63
"carne";0,68;0,59
"órgão";1,36;0,39
"michel_temer";11,86;6,98
"quem";1,02;1,1
"meio";0,68;1,02
"assumir";0,68;0,75
"ocupar";1,02;0,35
"ser";22,7;23,14
"demonstrar";0,68;0,31
"sem";0;1,61
"lava_jato";1,02;1,18
"pagar";1,02;0,51
"eleitoral";0;0,67
"parecer";0;0,55
"eleição";0;0,82
"considerar";0;0,55
"filho";1,02;0,31
"senador";2,03;1,57
"dizer";11,18;7,41
"pt";2,37;1,88
"criar";0,34;0,94
"chegar";1,69;0,63
"denúncia";1,02;0,71
"pf";1,36;0,27
"regra";0;0,51
"coreia";0,34;1,49
"campanha";0,34;0,9
"próprio";0,68;0,43
"bom";0,68;0,67
"fato";0,34;0,71
"apenas";0,68;0,47
"jbs";0,34;0,39
"entre";1,02;2,08
"de";123,98;132,6
"claro";0;0,47
"apresentar";0;0,75
"mandar";0;0,39
"ajudar";0;0,51
"informar";1,02;1,22
"estratégia";0;0,47
"tomar";1,69;0,59
"marco";0,34;0,63
"semana";2,37;1,1
"economia";1,02;0,63
"aquele";1,02;0,31
"mostrar";1,02;0,78
"apoio";0,68;1,29
"enviar";1,02;0,59
"comandar";1,02;0,31
"essa";2,03;1,84
"poder";7,11;4
"votar";0,34;0,82
"governo";43,02;40
"região";0;0,75
"um";17,28;12,43
"corrupção";1,02;0,86
"imposto";1,02;0,39
"lembrar";0,34;0,39
"conselho";0,34;0,59
"pagamento";0;0,59
"problema";0;0,47
"manter";1,36;0,59
"ataque";2,37;1,69
"nenhum";0,34;0,86
"criticar";0;0,39
"psdb";0;1,53
"g1";0;0,78
"palácio";0,34;0,78
"assad";1,02;0,59
"votação";0,68;0,63
"operação";1,69;1,14
"entender";0,68;0,39
"informação";0,68;0,43
"ex_presidente";2,71;1,73
"defender";0;1,41
"lei";1,36;0,98
"iniciativa";0,34;0,39
"oficial";2,03;0,39
"agência";0,34;0,51
"partir";0,68;0,63
"rede";0,68;0,31
"presidente";6,78;7,37
"jungmann";0,68;0,31
"força";0,34;0,63
"acrescentar";0;0,39
"8";0,68;0,43
"qualquer";0,34;1,06
"desenvolvimento";0,34;0,51
"nós";0;0,71
"isso";1,02;1,61
"unido";0,68;1,37
"agenda";0;0,55
"joesley";1,36;0,71
"donald";1,02;0,51
"eua";3,39;1,33
"econômico";0,34;1,45
"2018";0,34;0,47
"2015";0,34;0,47
"2014";0;0,55
"2016";1,36;0,43
"2013";0,68;0,43
"nada";0,68;0,67
"dever";1,36;1,45
"dar";2,03;1,45
"importante";0,34;0,75
"contrário";0;0,47
"primeiro";1,02;1,26
"aéreo";0,34;0,55
"tempo";1,36;0,51
"que";41,33;38,32
"direito";0,34;0,71
"marcelo";0;0,39
"seu";4,07;4,24
"além";0,68;1,1
"único";0,34;0,35
"próximo";0;0,63
"final";1,36;0,51
"discutir";0;0,43
"haver";3,73;3,14
"jong_un";1,02;0,43
"quando";1,36;1,8
"ainda";2,71;2,27
"bem";0,68;0,59
"mil";2,03;0,71
"milhão";1,36;1,14
"ministério";0,34;1,92
"documento";0,68;0,47
"fidel";0,34;0,35
"serviço";0,34;0,51
"tornar";0;0,39
"petista";3,05;0,39
"principal";0,68;0,9
"tudo";2,37;0,47
"atual";0,68;0,86
"local";0,34;0,55
"impeachment";1,02;0,71
"corrupto";4,4;0
"nuclear";2,37;0,67
"trabalhar";0;0,63
"aqui";0;0,47
"conseguir";1,02;1,14
"manhã";0;0,51
"equipa";1,02;0,47
"negociação";0;0,43
"eduardo";0,34;0,39
"norte_coreano";0,68;0,39
"chamar";2,71;0,47
"possibilidade";0,68;0,35
"falar";1,69;0,94
"mesmo";1,69;1,8
"possível";0,34;0,39
"gasto";0;0,51
"diante";0,68;0,55
"presidência";0;0,47
"paulo";0,34;1,37
"estado";1,69;4,47
"resultado";0,34;0,35
"antonio";0;0,39
"executivo";0;0,86
"momento";0,34;1,22
"rcifrão";3,73;1,45
"nacional";0,68;1,53
"reunir";0,34;0,39
"meu";1,36;0,27
"preso";1,02;0,27
"teste";0,68;0,47
"durante";3,39;1,65
"integrante";0,34;0,35
"crise";0,68;0,71
"cometer";0,34;0,39
"congresso";0,34;1,76
"assinar";0;0,39
"marun";0;0,55
"usar";2,03;0,47
"ação";2,03;1,49
"também";4,07;2,94
"henrique";1,02;0,63
"em";43,36;49,73
"washington";0,68;0,47
"membro";0,68;0,43
"banco";0,34;0,82
"presidencial";0;0,47
"decreto";0;0,43
"quanto";0;0,67
"norte";1,02;1,14
"negociar";0,68;0,35
"povo";0,34;0,59
"tão";0;0,39
"branco";0;0,39
"investigar";0;0,39
"assunto";0,34;0,55
"câmara";2,03;1,84
