84;0;0;1;2
75;0;4;0;0
56;0;2;1;0
52;0;0;0;3
28;0;1;1;1
2006;0;2;2;0
1997;1;1;0;2
u;0;0;0;3
sexto;0;0;1;2
posteriormente;0;0;2;1
oficialmente;1;0;0;2
68;0;3;0;0
61;0;0;0;3
600;0;2;0;1
55;0;2;0;1
39;1;1;0;1
37;0;3;0;0
1986;0;1;1;1
