"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"mass";"chi.distance";"inertie"
"cidade";0,83883364612633;-0,574987631076892;0,0117348017774739;0,824771429158232;-0,565348531763799;0,011538079424437;0,725496248117892;0,274423510048487;8,02418336249793e-05;0,00240525050215675;0,00113012279498398;4,70717284846384e-07;0,0034182878399437;0,648639331230973;0,00143818643630141
"vez";-0,313335558494505;0,623271614374122;-1,04658588592401;-0,249119655888596;0,495536513136392;-0,832095524082767;0,0953243025574098;0,303640564476391;0,601035132966201;0,000330669307723483;0,0013083659002696;0,0036891326151525;0,003368018901121;0,668425312139053;0,00150480524103196
"querer";-0,35523876271329;1,23989180921568;0,676598124827362;-0,243903563817531;0,851297951569399;0,464545852646274;0,0777761281889616;0,762770743861759;0,159453127949285;0,000399651055529401;0,00486864208562252;0,00144977913933313;0,00316694314583019;0,838961848131887;0,00222907504675589
"filho";-0,878875876558085;-0,0889192019973794;-1,40297591551904;-0,53011021832317;-0,0536332590769859;-0,846230837272042;0,408429657746105;0,00336569004684923;0,58820465220704;0,00326162548319722;3,33864402877125e-05;0,00831150048963078;0,00422259086110692;0,905761656014691;0,00346423118235279
"casa";-0,628612751382029;-0,216040075693926;-0,636947783365307;-0,682819164385504;-0,23466960165028;-0,691872941232117;0,596898499250566;0,0567575419592026;0,346343958790224;0,00150966185749794;0,000178312566593457;0,00154996171436095;0,00382043935052531;0,535892853705313;0,00109715816868166
"samba";-0,636622853859217;2,7911595043312;2,41365120366751;-0,170013680543815;0,745394698665869;0,644579003403589;0,0406529548106613;0,629097270953491;0,330249774235852;0,000733443507264401;0,0140984552169236;0,0105426852051859;0,00180968179761725;2,07960661018963;0,0078264460620921
"conseguir";-0,216627387796168;0,442261466332817;-0,822743898757475;-0,22591964224155;0,461232318164439;-0,858035584302952;0,0799517586677564;0,268275073049168;0,651773168283077;0,000143898503682043;0,000599774165825871;0,00207567279442526;0,00306640526818479;0,504596663920995;0,000780761342565328
"polícia";-1,44590916716767;-1,71571927112206;0,714963363725427;-0,614002203994356;-0,728576481721949;0,303607647749096;0,440197539218365;0,498975095453802;0,0608273653278302;0,007671929439404;0,0108022701987067;0,00187581564556775;0,00366963253405721;1,4353645918305;0,00756043936752094
"contar";-0,41926320714388;0,481200716187513;-1,16096065642711;-0,316466487058464;0,363217896603122;-0,876311429890127;0,156400065165741;0,165858135405474;0,677741799428785;0,000653890369877762;0,000861358546483375;0,00501379348449719;0,00371990147287991;0,698253803416752;0,0018136691135053
"saber";-0,451158976810685;0,793549339013346;-0,387513583745352;-0,454943526391038;0,800206032046881;-0,390764243592824;0,255912984033285;0,637384952630388;0,106702063336334;0,000675309499600515;0,00208925534246228;0,000498215820678277;0,0033177499622983;0,58739259236471;0,00114472346047784
"rede";0,421391736036634;-0,276719193355597;-0,115195691154841;0,814879690741394;-0,535114553561661;-0,22276333671346;0,719739001062969;0,249863257322587;0,0303977416144481;0,000580209857135572;0,00025020249726734;4,33596276047707e-05;0,00326748102347559;0,327147434326174;0,000349703606600457
"chegar";-0,364839395231811;-0,226886300677201;-0,516116701627914;-0,543290276815097;-0,337861323945431;-0,768560603270826;0,409445440548567;0,127476448769815;0,463078110681612;0,000394780036921214;0,000152675122538789;0,000790037225770741;0,00296586739053939;0,375533539150544;0,000418262750846482
"coisa";-0,34651278175342;1,58086172822956;0,594991460282687;-0,200958548340601;0,916813736060954;0,34506265404821;0,0514872809771201;0,862720333088115;0,0857923859347714;0,000344043289164737;0,00716081319134946;0,00101436916277743;0,00286532951289398;1,00580618738871;0,00289869938850835
"bom";-0,111028252383632;1,56968005137271;0,843750529597532;-0,0621820404583019;0,879108752642462;0,472547558317527;0,00514018083891903;0,827093278772768;0,167766540388317;2,78855515624268e-05;0,00557358346481095;0,00161042442209949;0,00226210224702157;1,01997453101314;0,00235337364782568
"mundo";-0,245476060664127;1,30959509131559;-0,365861236941686;-0,177659675307631;0,947800115734846;-0,264786669571183;0,0397328161113075;0,910386810592992;0,0498803732957086;0,000133281749349211;0,00379338105568325;0,000296063719230183;0,00221183330819886;0,81110951165236;0,00145516212513391
"meio";0,785330722642985;0,0922349655308764;-0,0926713047169083;0,986422346029408;0,115852631842432;-0,116400699950734;0,981379045213305;0,0108979198117561;0,00772303497493539;0,00198419735642311;2,73697525488788e-05;2,76293231763827e-05;0,00321721208465289;0,522130688817709;0,000877077826227133
"local";-0,565818901356553;-0,760673032305554;-0,02395625380425;-0,59664151604284;-0,802110198368391;-0,0252612550662527;0,407164527058677;0,592422977945014;0,000412494996306886;0,000917338192356266;0,00165794688274191;1,64441861413651e-06;0,00286532951289398;0,584033160789164;0,000977348804875019
"falar";-0,604689431153379;1,60592537265065;0,873381983766476;-0,314047407636895;0,834042525230321;0,453593752011616;0,127272814742834;0,722674009135444;0,150053176121728;0,000992563345901786;0,00700074399719743;0,00207062729787688;0,00271452269642588;1,11637364748823;0,00338308281925971
"projeto";0,860630977526049;-0,10988252956674;0,651926536339768;0,793025382428921;-0,10125086977744;0,600715410317378;0,74771381494524;0,00981249790958739;0,242473687145169;0,00227124246961866;3,70242994291011e-05;0,00130324741043694;0,00306640526818479;0,655532600026961;0,00131770483947039
"levar";-0,35538683256762;0,579865032023102;0,776383166643544;-0,34432019825476;0,561808217104409;0,752206838753656;0,171219395227952;0,366965263553015;0,461815341219037;0,000412682202260038;0,00109866910966697;0,00196954222058436;0,00326748102347559;0,565678764988436;0,00104556930756169
"encontrar";-0,672460018018355;-0,757738775881939;0,357658352869926;-0,625905829484375;-0,705280766652085;0,332897781320518;0,458284665032836;0,468448914292168;0,0732664206749949;0,00115931866824992;0,00147200375389474;0,000327949246783243;0,00256371587995777;0,65425014560808;0,00109738128509716
"só";-0,353539752810034;0,825153003435448;0,00470110962402657;-0,393822375693964;0,919171644888741;0,00523675808962481;0,185682365083645;0,814299079925287;1,85549910760698e-05;0,000345572293014322;0,00188248435878549;6,11030886915668e-08;0,00276479163524858;0,540378357635197;0,000807343403057771
"público";1,14750654913603;-0,325587867986131;-0,00134691431610012;0,962024677228248;-0,272960153338228;-0,00112920036158044;0,939133351768972;0,0608659169863837;7,31244643413129e-07;0,00357440552640346;0,000287759655562597;4,9246278311685e-09;0,00271452269642588;0,779895767666725;0,00165107424998348
"momento";-0,646351500175194;0,00032178656865735;0,081289999298515;-0,992183751648247;0,0004939594088262;0,124784450030088;0,991139726330175;1,97767083973549e-07;0,00886007590273822;0,000945039047908438;2,34232986958841e-10;1,49481163910856e-05;0,00226210224702157;0,427608512299771;0,000413623223777462
"mulher";-0,74785924244597;0,864902916688505;-0,86690183930805;-0,521201283177882;0,602771864566358;-0,604164962324798;0,352591378664855;0,379653584831073;0,267755036504075;0,00160256001865863;0,00214342995786901;0,00215334899425696;0,00286532951289398;0,829524167715978;0,0019716628791544
"gente";-0,612593624659892;1,92160666577178;0,91976758525469;-0,276352277519295;0,866872192600959;0,414924114031835;0,0980827194256266;0,776957689759292;0,124959590815088;0,00103754598067496;0,0102091926701161;0,0023389374452666;0,00276479163524858;1,28831257586335;0,00458886096224912
"acontecer";-0,520566217795066;0,793859764614328;0,442878916200071;-0,496940663437675;0,757830962936643;0,422779148772316;0,304759566681951;0,570576381562617;0,124664051755439;0,000721983960026209;0,00167904822155011;0,000522571352936769;0,00266425375760318;0,621072543220302;0,00102768554310225
"maior";0,742348183331729;0,0453735747938543;-0,271515754224663;0,937610010119852;0,0573083074450372;-0,342933268757693;0,927118461440196;0,00278834652941616;0,0700931920303861;0,00144051691124454;5,38157075643801e-06;0,000192705064555057;0,00261398481878048;0,507791068928762;0,000674020611449171
"começar";-0,35222620428818;1,16032749549087;0,966023105586242;-0,227189581528628;0,748423356716104;0,623094995298988;0,071491960073092;0,62459121149199;0,303916828434923;0,000355482232055184;0,00385776474725535;0,00267392733675211;0,00286532951289398;0,867637038522137;0,00215700295305291
"social";-0,225125883723043;0,745642969697316;-0,219418989037635;-0,278206868077595;0,921453330345481;-0,271154381394948;0,0964477438586606;0,851773039883407;0,05177921625794;0,000127385672151212;0,00139743487221393;0,000121009130725124;0,00251344694113507;0,477446173333469;0,000572952416505235
"história";-0,411828635663097;0,940539918162131;-0,440916115673066;-0,368553462827308;0,841707481578673;-0,394584414913321;0,171034601351063;0,718168224370321;0,110797174278623;0,00023872111316843;0,00124512288012768;0,000273633770154642;0,00140753028703564;0,65587272977772;0,000605475949059981
"caso";-0,728191785088161;-0,932542693056135;0,487975690537948;-0,568965916967831;-0,728633609073325;0,381275293007212;0,388489852379002;0,512916179783373;0,0985939678376245;0,00154603478612845;0,00253550900887742;0,000694263103817787;0,00291559845171668;0,769486417499846;0,00172635309453433
"afirmar";-0,579818139239172;-1,16710172367408;-0,0069843223587116;-0,444914308718804;-0,895557109121048;-0,00535930965901303;0,234639232644061;0,765341526188135;1,92411678034898e-05;0,000777393929079359;0,00314974191607794;1,12799221096785e-07;0,00231237118584427;0,788381647151463;0,00143724418599516
"receber";-0,122880626411446;-0,584462800438475;-0,0123089346756631;-0,205703570368093;-0,978397395167659;-0,0206052970606901;0,0520342959179797;0,947670630978582;0,000295073103441616;3,87112082496726e-05;0,000875757051219808;3,88428266995265e-07;0,00256371587995777;0,354799989317833;0,000322728329232224
"deixar";-0,740717485741849;-0,380049797388246;-0,098580667784513;-0,883549811354235;-0,453334683264961;-0,117589947720685;0,818369258555479;0,173438675000867;0,00819206644364758;0,00137903381512021;0,000363036868483503;2,44260495170173e-05;0,00251344694113507;0,539290743607992;0,000730997099837283
"achar";-0,733179384809039;1,86656762043787;1,35442823699827;-0,302974382387663;0,771328523011142;0,559695303898706;0,122752527503888;0,640498668963017;0,2367488035331;0,00143217496337279;0,00928245906240167;0,00488750917440542;0,00266425375760318;1,37828822633098;0,00506122540826708
"viver";-0,392563123219889;1,18940630324648;-1,60265063146909;-0,192997608489836;0,584753275260465;-0,787918479405936;0,0561490748174759;0,414958723349544;0,528892201832983;0,000387336765978369;0,00355574160308265;0,0064557609373857;0,00251344694113507;1,09114689355372;0,0029925138071481
"jornal";-0,800226407721741;0,299339695755127;-0,0262716482281372;-0,936173140615786;0,350193120824245;-0,0307348160390135;0,898265027242953;0,101187806615882;0,000547166141165136;0,000708187336225573;9,90948361737792e-05;7,6330312239007e-07;0,00110591665409943;0,556103535501778;0,000342005988455572
"voltar";-0,0445597217088065;0,20385382822405;0,162463767353463;-0,168496446801057;0,770845158033316;0,614334346876366;0,0394296205072249;0,664348905544199;0,29622147394858;4,691184514252e-06;9,81827785771486e-05;6,23606473646998e-05;0,00236264012466697;0,147800598932525;5,1611913794109e-05
"precisar";0,162198927469232;0,196071203437554;-0,964546889145569;0,162597527124705;0,196553043332293;-0,966917238097317;0,0451223530411286;0,053081628105502;0,90179601885337;5,28999991397357e-05;7,73013961040584e-05;0,00187070969961372;0,00201075755290806;0,50291794380622;0,000508573786160511
"porcento";1,64802969254801;-0,323555559924979;0,201582178176699;0,974274652702155;-0,191278095413671;0,119170429708946;0,962013923434882;0,0298517537771394;0,00813432278797652;0,00546122126882798;0,000210502589570938;8,17078863086764e-05;0,00201075755290806;1,10667315686514;0,00246262600135897
"sistema";1,93035059804547;-0,45920238643476;0,107996883840762;0,97141437946299;-0,231085379888042;0,0543474983281971;0,95481243393959;0,0434985492682434;0,00168901679216546;0,00992768470632126;0,000561802748730261;3,10740625709394e-05;0,00266425375760318;1,30113447526906;0,00451045085733097
"último";0,148913929496104;-0,0361085313187921;0,478040372995525;0,296642598881934;-0,0719296617076809;0,952275848845906;0,145531309708325;0,00688852536457515;0,847580164927097;4,68187328565205e-05;2,75276194782124e-06;0,000482478717386791;0,00211129543055346;0,257100030176723;0,000139557526351411
"vir";0,0816438048136873;1,04413698099934;0,70542704191227;0,0646560134424919;0,826881290421913;0,558647412484758;0,00571879164769391;0,752997581678944;0,241283626673365;1,306805025455e-05;0,00213736788661974;0,000975592678177386;0,00196048861408536;0,711076164774685;0,000991280509340789
"mostrar";-0,596830322746118;-0,220035462100106;-0,124462843052376;-0,920805277999202;-0,339476409168571;-0,192024497465364;0,881834392475269;0,0964920327381115;0,0216735747866134;0,00068043253896702;9,24844404615232e-05;2,95912116536397e-05;0,00191021967526266;0,418603047976501;0,000334724950860013
"existir";-0,0492497412589371;0,95718664130591;0,28481247339928;-0,0492558999044043;0,957306336821442;0,284848088998539;0,003086482231631;0,938577104058383;0,058336413709991;4,14559184026826e-06;0,00156592836947734;0,000138642584332666;0,00170914391997185;0,583871242405809;0,000582656780882174
"próprio";-0,0306442916217597;0,219460106953663;-0,741239086260284;-0,0396099245256924;0,283667783224672;-0,958104191953813;0,00268132389003121;0,110708789131884;0,886609886978084;1,69942260714725e-06;8,71592312666803e-05;0,00099430321158193;0,00180968179761725;0,38978037621426;0,000274942678356321
"grupo";-0,614966446310458;0,412262579326507;-0,562668519704493;-0,661315404861903;0,443334097644548;-0,605075873885278;0,544984561195956;0,197174166538948;0,257841272265096;0,000760435791660813;0,000341749226990287;0,0006365975228803;0,00201075755290806;0,548661319408967;0,000605296824844094
"forma";0,848657353984591;0,145259279564861;-0,232452581266826;0,951595124392912;0,162878482767804;-0,260647883327098;0,93809878257915;0,0221254651349555;0,0397757522858914;0,00137577708590664;4,03061285572159e-05;0,000103217196824471;0,00191021967526266;0,577102712317685;0,000636193964784009
"exemplo";1,16436986171221;0,0838262238202453;0,217967398985397;0,980474171888143;0,0705870617965027;0,183542542662996;0,976584277091823;0,0040748201482361;0,019340902759936;0,00224903165789486;1,16566421051999e-05;7,88127970479645e-05;0,00165887498114915;0,776034652700122;0,000999023918580211
"brasileiro";0,195267184737857;0,703916986937866;0,252731910402439;0,252615299557177;0,910650710499132;0,326956868557711;0,0805898966705261;0,843112996296297;0,0762971070331772;4,79179528420152e-05;0,000622705379404418;8,02712242191555e-05;0,00125672347056754;0,45303732897576;0,000257933470876051
"área";1,26107215009854;-0,586989218088239;0,173694829485196;0,899612394094687;-0,418741128928164;0,123908867056366;0,843779620573711;0,147173708664719;0,00904667076157092;0,00375731360199292;0,000814062639176422;7,12806016249379e-05;0,00236264012466697;0,904212364611053;0,00193169456667315
"problema";0,306822289688236;0,897044712900595;-0,41500916398773;0,296469249174895;0,866775920289815;-0,401005596344264;0,112166181226164;0,771857495652295;0,115976323121544;0,0002224187462991;0,00190119103183616;0,000406923666169424;0,00236264012466697;0,603393964976632;0,000860200121530206
"melhor";0,115415679557708;0,622359228415505;-0,915396823342618;0,103704768413378;0,559210151515747;-0,822514028725385;0,0166778533027388;0,390403420521844;0,592918726175419;2,54456143032807e-05;0,000739887314601608;0,00160067114457642;0,00191021967526266;0,588626433306101;0,000661854972276335
"possível";0,137373490817846;-0,357137249005112;0,0102901162008412;0,358878955636213;-0,932996913587165;0,0268822327622867;0,155177028442718;0,844330900340641;0,000492071216648761;2,65621740021848e-05;0,000179526286108395;1,49038443671182e-07;0,00140753028703564;0,229685850283035;7,42550904824179e-05
"paulo";-0,883391880480251;0,0632655064153388;-0,112366964961605;-0,98951298558031;0,0708655371648412;-0,1258655115998;0,986900833568551;0,00407494273558301;0,00902422369586311;0,00121609700143022;6,23728212746531e-06;1,96760860229811e-05;0,00155833710350374;0,585681718321094;0,000534545585404012
"pai";-0,969417356883005;-0,185857755011122;-0,167843809057456;-0,968215259694347;-0,185627287624497;-0,167635679329255;0,955536328677663;0,028275338826826;0,0161883324955058;0,00236206206159461;8,68222618453075e-05;7,08076816943541e-05;0,00251344694113507;0,653178998241843;0,0010723440500282
"mês";-0,092964142360247;-0,303832242077946;-0,789246303497056;-0,109266328575421;-0,357112245128312;-0,927648486129883;0,0198674961346379;0,170844398125842;0,809288105739517;1,99842789513753e-05;0,000213464306087625;0,00144039850544681;0,00231237118584427;0,434399104377984;0,000436350413043891
"escola";0,0572146021026521;1,63373475647594;0,823801166917283;0,0312549599682906;0,892469973326858;0,450022748522047;0,00129104369917192;0,847444174396109;0,151264781904722;7,40501589601448e-06;0,00603775280014518;0,00153517198600726;0,00226210224702157;1,04877284367701;0,0024881416324107
"rio";-0,0523645675400376;0,53145126278539;1,08982935531749;-0,0431468743228004;0,437900319267648;0,897987559836696;0,00304209790605054;0,252258526498043;0,744699375595906;3,85951551512313e-06;0,000397543480221847;0,00167176316613525;0,00140753028703564;0,625310829810149;0,00055036353232695
"uso";1,63289390794062;-0,705618985813076;0,562880846202683;0,875187782827828;-0,378193042862049;0,301689189596934;0,821364946925779;0,123475719562387;0,0551593335118343;0,0062996078110748;0,00117635415460584;0,000748566722466539;0,00236264012466697;1,18668351438759;0,00332711179188688
"governo";1,27554456610487;-0,602322974745803;0,388398967231193;0,871809751908075;-0,411675967375411;0,265463094164708;0,811747723335474;0,145716753416707;0,0425355232478188;0,00400762494675834;0,000893623653014881;0,00037157965764674;0,00246317800231237;0,932459805093852;0,00214168718230873
"sair";-0,874811378304304;0,234912555784211;0,261752243175035;-0,927823204050171;0,249147788408743;0,277613907355354;0,902000784130546;0,0523614123008067;0,0456378035686472;0,00103870525237462;7,48989865458651e-05;9,29917254206704e-05;0,00135726134821294;0,606674845557192;0,000499545968042012
"globo";-0,226235925066362;1,43156877684865;-0,664732929371654;-0,141884863320704;0,897814704617654;-0,416890203450236;0,0262373136007803;0,845748985065542;0,128013701333685;2,0583197623539e-05;0,000824164947608884;0,000177698634651795;0,000402151510581612;0,919913324229762;0,00034031690508036
"homem";-0,855838608285813;0,134582416628368;-1,20973341332376;-0,575175541370524;0,090447560549084;-0,813014351287752;0,465314771819917;0,00926318972589319;0,525422038454185;0,0015464388671477;3,82406840774307e-05;0,00308978570929985;0,00211129543055346;0,826348945307223;0,00144170353065074
"trabalhar";-0,677444722774037;0,0216038227869466;0,0556571662145301;-0,996139057158142;0,0317670371301701;0,0818402966518184;0,995387952433598;0,000814941975076005;0,00379710559132351;0,000922799683133547;9,38471138611158e-07;6,22876419048274e-06;0,00201075755290806;0,447221523472872;0,00040216576897883
"bbc";0,252849817630595;-0,576053099978698;-0,562032825756327;0,299729218810539;-0,682855725457768;-0,666236034450832;0,125457710607416;0,524225241007381;0,350317048385208;4,17799926399099e-05;0,00021685433378253;0,000206426967473953;0,000653496204695119;0,470174410123866;0,000144464469268548
"acabar";-0,111137798246334;0,621913113768637;-0,161288747531938;-0,170449209649633;0,953812297753554;-0,247364442844764;0,0364972231023341;0,920060735483116;0,0434420414145571;2,23524841484712e-05;0,00069994134413042;4,707717100966e-05;0,00180968179761725;0,383157120019725;0,000265678260211389
"criar";0,642177206695079;0,72342847552221;0,433677424629102;0,605769213369436;0,682413972307525;0,409090247418878;0,438712917541405;0,448211164911459;0,11307591754713;0,000912141399042002;0,00115756021739512;0,000415993001550743;0,00221183330819886;0,638571745158194;0,000901927836094746
"criança";-0,689705790610378;0,00900481471470125;-1,1103620880467;-0,5276350224217;0,00688881502602706;-0,849443245509428;0,405695941875998;5,56728307968113e-05;0,594248385293201;0,0012195444607488;2,07883229796969e-07;0,00316081547756209;0,00256371587995777;0,713195448929762;0,00130402830981151
"usar";0,122119300622802;0,623616000312736;-1,12718231055381;0,0943759171395576;0,481941279324913;-0,871106072500205;0,014256712215347;0,29929956688974;0,686443720894915;2,32396738110227e-05;0,00060603249340108;0,00197992956306178;0,00155833710350374;0,673627238203906;0,000707132324815607
"vítima";-1,14687201748358;-0,851919563469584;-0,391558859039734;-0,774206813824828;-0,575096367174438;-0,264325515018835;0,662213859541856;0,294161857361461;0,0436242830966773;0,00284313895606167;0,00156879196364324;0,000331407461115841;0,00216156436937616;0,928241211956461;0,00186247248508014
"região";0,421665510753153;-0,189030684411197;-0,478146167106163;0,634131399649402;-0,284278152766756;-0,71907113684128;0,529525772054494;0,0856715014551937;0,384802726490315;0,000259199330709435;5,20909561061682e-05;0,000333287536139905;0,00145779922585834;0,381653765769711;0,000212342447637854
"morrer";-1,18695946197076;-0,85479410556765;-0,0428663093207009;-0,811126679501101;-0,584136465246261;-0,0292933400472138;0,705093260521277;0,294387015423592;0,000519724055125966;0,00247878885802376;0,001285555406523;3,2329571516227e-06;0,00175941285879455;0,93101703565164;0,00152504625866259
"seguir";-0,586387675186309;-0,329704138377079;0,338856566014198;-0,778481269608885;-0,437711273787504;0,44986192733711;0,69288953310737;0,176345326089168;0,130765140803459;0,0005531200009819;0,000174863228452979;0,000184706213974258;0,00160860604232645;0,463978499338095;0,000346294351336499
"jovem";-1,01691060526715;-0,251797746470731;-0,473741745768316;-0,884457192944009;-0,219000890422048;-0,412036507901854;0,85323308180686;0,0421140136597924;0,104652904533341;0,00150752064515355;9,24275397730066e-05;0,000327175690384796;0,00145779922585834;0,725093407264327;0,000766453175915524
"carne";-0,326985815808837;0,819985535014537;-0,860693116506195;-0,265212785527119;0,665076701554199;-0,698093947433104;0,100217694579417;0,507364160167137;0,39241814525345;4,29979284130783e-05;0,000270397135729383;0,000297910879525922;0,000402151510581612;0,680301976454646;0,000186120053955903
"violência";0,110911855904742;0,566343454683334;-1,37507222052338;0,0743743662749762;0,37977396728651;-0,922084696442068;0,00918621115832189;0,192823993749794;0,797989795091886;9,89408517989988e-06;0,000257976099060094;0,00152079514334095;0,000804303021163223;0,762175146882579;0,000467228435751656
"ponto";1,38766455330088;-0,017603522739916;0,255379317247659;0,983407337641062;-0,0124752292544948;0,180981703298332;0,981093623525686;0,000127104655542801;0,0187792718187669;0,0023231644246572;3,73860971623874e-07;7,86832703096129e-05;0,00120645453174483;0,922729256775357;0,00102721071489574
"entrar";-0,527973832331585;-0,798643021896541;0,500242883227929;-0,488774575979271;-0,739348014015074;0,463102502744532;0,298561428677486;0,549965098501563;0,151473472820951;0,000476434750882955;0,00109014442258168;0,000427701203211507;0,00170914391997185;0,636415239941558;0,000692244918283597
"longo";0,974968963021919;0,334815677789794;-0,544181687182885;0,836398153609243;0,287228850685491;-0,466837997567616;0,786778983865401;0,0746970694906741;0,138523946643922;0,00114681282323153;0,000135245408648878;0,000357271854821549;0,00120645453174483;0,723951442878049;0,000632309686798624
"questão";-0,304029859441018;0,978517197516079;0,282084881836996;-0,286070284426109;0,920714476939623;0,265421634992631;0,10177362638111;0,84871234816499;0,0495140254539075;0,000116164172613137;0,00120330757783482;9,99998498981954e-05;0,00125672347056754;0,627687726383746;0,000495138845137482
"programa";1,17416174907558;0,356214226705608;0,614846404750583;0,855531168935885;0,259548885837043;0,447996422798161;0,813627811119861;0,0602855563403689;0,126086632539764;0,00228701763578865;0,000210492282971228;0,000627114630641215;0,00165887498114915;0,857353762978368;0,00121936513705698
"ocorrer";-0,662309306963858;-0,847210696734243;-0,316484813469035;-0,590833896033008;-0,75578100964184;-0,282330254778367;0,408774036731439;0,538474661686553;0,0527513015820045;0,000771772816225965;0,0012628466678295;0,000176227431783971;0,00175941285879455;0,682282494668429;0,000819023228702766
