"";"banalfreq";"X.gr_01";"X.gr_02"
"curitiba";13;-0,4795;0,4795
"irmão";11;-0,4057;0,4057
"dia";23;0,5421;-0,5421
"querer";20;0,6588;-0,6588
"situação";12;0,5933;-0,5933
"cargo";12;0,1944;-0,1944
"militar";11;0,2167;-0,2167
"semana";12;-0,4426;0,4426
"prova";17;-0,6272;0,6272
"tribunal";15;-0,1859;0,1859
"só";17;-0,6272;0,6272
"primeiro";19;-0,2719;0,2719
"justiça";52;-0,2354;0,2354
"se";76;0,5582;-0,5582
"mais";44;0,8399;-0,8399
"desde";20;-0,7379;0,7379
"envolver";10;-0,3688;0,3688
"afastado";10;-0,3688;0,3688
"eu";31;-0,5699;0,5699
"fazer";57;-0,3005;0,3005
"brasil";28;-0,4911;0,4911
"ministro";31;0,987;-0,987
"2";16;-0,2066;0,2066
"qual";13;-0,4795;0,4795
"10";12;0,1944;-0,1944
"ano";33;0,5535;-0,5535
"apresentado";10;-0,3688;0,3688
"nota";19;-0,701;0,701
"conversa";15;-0,5534;0,5534
"qualquer";14;-0,5164;0,5164
"crime";25;-0,9226;0,9226
"já";37;-0,3865;0,3865
"contar";13;-0,4795;0,4795
"dinheiro";18;-0,2496;0,2496
"federal";209;-0,5721;0,5721
"como";70;-1,7281;1,7281
"ambiente";12;-0,4426;0,4426
"câmara";19;-0,2719;0,2719
"por";292;-0,7472;0,7472
"entregar";20;-0,2947;0,2947
"cunha";12;0,1944;-0,1944
"denunciar";12;-0,4426;0,4426
"casa";10;-0,3688;0,3688
"caso";20;-0,2947;0,2947
"prisão";15;0,4582;-0,4582
"área";10;-0,3688;0,3688
"regime";10;0,2424;-0,2424
"processo";25;0,4776;-0,4776
"polícia";51;-0,4035;0,4035
"esplanada";20;0,6588;-0,6588
"hoje";12;1,8958;-1,8958
"chefe";14;0,4983;-0,4983
"_";35;-1,2921;1,2921
"empresa";25;-0,4148;0,4148
"janot";18;-0,6641;0,6641
"último";10;0,2424;-0,2424
"ex_presidente";34;-0,3286;0,3286
"agora";10;0,2424;-0,2424
"batista";18;-0,2496;0,2496
"ao";136;-1,1766;1,1766
"juiz";48;-0,3528;0,3528
"defesa";46;0,4963;-0,4963
"pedir";28;0,7217;-0,7217
"joesley";32;-0,2918;0,2918
"grupo";13;-0,4795;0,4795
"fiscal";14;-0,1659;0,1659
"apartamento";11;0,65;-0,65
"dilma";12;0,1944;-0,1944
"mpf";53;0,3617;-0,3617
"decisão";31;-1,1443;1,1443
"ter";158;-0,4459;0,4459
"sua";28;0,7217;-0,7217
"sul";17;0,3891;-0,3891
"propina";37;1,5587;-1,5587
"conta";12;0,1944;-0,1944
"começar";11;0,2167;-0,2167
"levar";10;0,2424;-0,2424
"procurador";22;0,2639;-0,2639
"projeto";12;0,1944;-0,1944
"rodrigo";11;-0,4057;0,4057
"sistema";10;1,3785;-1,3785
"a";852;0,4147;-0,4147
"delação";44;-0,2892;0,2892
"pena";10;-0,3688;0,3688
"ficar";15;-0,5534;0,5534
"pedido";27;-0,9965;0,9965
"todo";40;0,9883;-0,9883
"nosso";11;0,65;-0,65
"divulgar";14;1,6467;-1,6467
"comando";11;-0,4057;0,4057
"cada";10;-0,3688;0,3688
"dono";10;-0,3688;0,3688
"contra";29;-0,2396;0,2396
"brasília";19;-0,2719;0,2719
"para";235;1,1723;-1,1723
"país";31;0,987;-0,987
"parlamentar";10;0,2424;-0,2424
"stf";26;-0,4399;0,4399
"autorizar";10;-0,3688;0,3688
"tentar";10;0,2424;-0,2424
"essa";21;-0,3179;0,3179
"então";11;-0,4057;0,4057
"esse";16;-0,5903;0,5903
"carne";28;1,139;-1,139
"órgão";15;-0,5534;0,5534
"quem";13;1,0802;-1,0802
"porque";12;-0,4426;0,4426
"assumir";20;-0,2947;0,2947
"seu";25;-0,4148;0,4148
"ser";271;0,3481;-0,3481
"cultura";14;1,0014;-1,0014
"sem";15;-0,5534;0,5534
"lava_jato";32;0,3104;-0,3104
"público";359;-0,3428;0,3428
"rcifrão";27;-0,2068;0,2068
"eleitoral";20;-0,7379;0,7379
"filho";17;0,3891;-0,3891
"senador";18;0,7535;-0,7535
"dizer";105;0,8375;-0,8375
"pessoa";24;0,2272;-0,2272
"pt";12;0,1944;-0,1944
"chegar";10;-0,3688;0,3688
"denúncia";28;-0,223;0,223
"pf";24;0,8985;-0,8985
"benefício";14;-0,5164;0,5164
"coreia";20;0,3074;-0,3074
"premiar";20;-0,2947;0,2947
"saúde";12;-0,4426;0,4426
"próprio";10;-0,3688;0,3688
"jbs";17;-0,2278;0,2278
"entre";39;0,4052;-0,4052
"apresentar";10;0,2424;-0,2424
"informar";21;0,2847;-0,2847
"trabalho";21;-0,7749;0,7749
"autoridade";15;-0,1859;0,1859
"presidente";49;-1,8099;1,8099
"ministério";599;0,6354;-0,6354
"poder";68;-0,4667;0,4667
"governo";48;-1,0512;1,0512
"responsável";14;-0,5164;0,5164
"um";159;1,2344;-1,2344
"corrupção";31;1,9672;-1,9672
"sérgio_moro";26;1,2558;-1,2558
"conselho";12;-0,4426;0,4426
"pagamento";20;-0,7379;0,7379
"setor";11;-0,4057;0,4057
"manter";17;0,3891;-0,3891
"depoimento";22;-0,3416;0,3416
"g1";15;-0,5534;0,5534
"operação";51;-0,4035;0,4035
"constituição";13;-0,1465;0,1465
"informação";14;-0,5164;0,5164
"defender";10;-0,3688;0,3688
"fachin";11;-0,4057;0,4057
"pmdb";18;0,7535;-0,7535
"lei";28;-0,4911;0,4911
"comunicado";10;0,2424;-0,2424
"anunciar";10;0,2424;-0,2424
"força";15;-0,1859;0,1859
"de";2313;0,4439;-0,4439
"unido";10;0,2424;-0,2424
"ainda";30;1,0349;-1,0349
"volta";11;0,2167;-0,2167
"dever";24;0,2272;-0,2272
"dar";15;0,9304;-0,9304
"mandato";10;-0,3688;0,3688
"fábio";10;-0,3688;0,3688
"questionar";11;-0,4057;0,4057
"que";565;0,3372;-0,3372
"meio";19;-0,2719;0,2719
"pgr";14;-0,5164;0,5164
"haver";55;-0,7855;0,7855
"quando";20;-0,7379;0,7379
"serraglio";11;-0,4057;0,4057
"petrobras";12;1,168;-1,168
"criminoso";10;0,2424;-0,2424
"bem";18;0,3594;-0,3594
"isso";15;0,4582;-0,4582
"mil";17;0,3891;-0,3891
"milhão";20;0,6588;-0,6588
"servidor";20;0,6588;-0,6588
"serviço";10;0,2424;-0,2424
"fazenda";14;0,4983;-0,4983
"atuar";13;-0,4795;0,4795
"confirmar";11;1,2666;-1,2666
"trabalhar";15;-0,5534;0,5534
"apurar";12;0,1944;-0,1944
"fraco";15;-0,1859;0,1859
"2016";10;-0,3688;0,3688
"república";30;-0,5433;0,5433
"passar";10;0,2424;-0,2424
"mesmo";22;0,2639;-0,2639
"parte";22;0,2639;-0,2639
"paulo";19;-0,701;0,701
"estado";25;-0,4148;0,4148
"michel_temer";70;-0,3097;0,3097
"momento";10;-0,3688;0,3688
"nacional";27;-0,2068;0,2068
"preso";17;0,8072;-0,8072
"fato";14;0,4983;-0,4983
"durante";15;0,9304;-0,9304
"odebrecht";21;-0,7749;0,7749
"pasta";19;-0,701;0,701
"receber";36;-0,3669;0,3669
"ação";26;-0,9595;0,9595
"também";66;-0,2611;0,2611
"desenvolvimento";10;-0,3688;0,3688
"em";771;-1,2173;1,2173
"troca";10;-0,3688;0,3688
"norte";13;1,0802;-1,0802
"oas";16;0,866;-0,866
"investigar";12;-0,4426;0,4426
"membro";21;-0,3179;0,3179
