"";"banalfreq";"X.gr_01";"X.gr_02"
"municipal";10;-0,5113;0,5113
"negar";12;-0,2157;0,2157
"apontar";17;0,2382;-0,2382
"uma";192;0,3262;-0,3262
"o";1368;0,6539;-0,6539
"sob";15;-0,3084;0,3084
"civil";11;-0,5625;0,5625
"questão";17;0,2382;-0,2382
"novo";34;-0,5924;0,5924
"conversa";14;-0,716;0,716
"penal";16;-0,8183;0,8183
"regime";10;-0,1592;0,1592
"saber";28;-0,4147;0,4147
"eventual";10;-0,5113;0,5113
"esquema";12;-0,2157;0,2157
"intervenção";26;-0,7014;0,7014
"entrevista";11;-0,1869;0,1869
"menos";17;0,2382;-0,2382
"ver";28;-0,7789;0,7789
"muito";33;-0,9783;0,9783
"vez";18;-0,4086;0,4086
"curitiba";15;-0,3084;0,3084
"dia";45;0,6417;-0,6417
"querer";28;1,0809;-1,0809
"levar";16;0,2643;-0,2643
"joão";10;-0,5113;0,5113
"participar";10;-0,5113;0,5113
"cargo";34;1,5275;-1,5275
"mudança";11;-0,1869;0,1869
"atuar";25;-1,2788;1,2788
"militar";20;-1,0229;1,0229
"instituto";13;-0,2457;0,2457
"exemplo";11;-0,5625;0,5625
"bom";15;0,642;-0,642
"instituição";15;-0,3084;0,3084
"você";14;1,2138;-1,2138
"só";24;0,921;-0,921
"trazer";11;-0,5625;0,5625
"1";14;-0,716;0,716
"morte";13;-0,6648;0,6648
"primeiro";31;-0,5012;0,5012
"pmdb";10;0,513;-0,513
"justiça";63;0,2528;-0,2528
"se";142;1,8763;-1,8763
"forma";24;-0,3077;0,3077
"mais";77;0,8459;-0,8459
"passar";22;-0,5511;0,5511
"janeiro";28;-1,4324;1,4324
"maior";16;-0,3411;0,3411
"desde";38;-0,72;0,72
"citar";10;-0,1592;0,1592
"afastado";12;-0,2157;0,2157
"eu";44;-0,577;0,577
"agir";10;1,0436;-1,0436
"fazer";114;-0,423;0,423
"porcento";12;0,4073;-0,4073
"brasil";47;0,58;-0,58
"ministro";47;1,506;-1,506
"arma";10;1,0436;-1,0436
"2";27;0,4533;-0,4533
"qual";24;-0,6254;0,6254
"caixa";11;-0,1869;0,1869
"preocupação";10;-0,5113;0,5113
"número";12;-0,2157;0,2157
"17";10;-0,1592;0,1592
"ano";45;-0,6044;0,6044
"apresentado";11;-0,5625;0,5625
"nota";21;-0,5147;0,5147
"grande";13;-0,2457;0,2457
"prestar";10;0,513;-0,513
"qualquer";37;-1,1426;1,1426
"crime";55;-0,2305;0,2305
"ex_ministro";13;0,3645;-0,3645
"administração";21;-0,5147;0,5147
"delação";53;-0,3415;0,3415
"já";50;0,3136;-0,3136
"contar";22;0,3485;-0,3485
"federal";226;-1,5488;1,5488
"população";16;-0,3411;0,3411
"3";17;0,5364;-0,5364
"proposta";13;0,3645;-0,3645
"achar";15;-0,3084;0,3084
"como";131;-1,1356;1,1356
"por";443;-1,4771;1,4771
"planalto";15;-0,3084;0,3084
"entregar";23;-0,2826;0,2826
"pessoa";45;-0,9577;0,9577
"pena";16;-0,3411;0,3411
"partido";16;0,5864;-0,5864
"casa";12;-0,2157;0,2157
"caso";42;-0,5236;0,5236
"prisão";22;0,3485;-0,3485
"processo";36;-0,3745;0,3745
"4";10;0,513;-0,513
"jbs";20;-0,212;0,212
"lado";10;1,0436;-1,0436
"chefe";17;-0,3745;0,3745
"empresa";39;1,2112;-1,2112
"protesto";10;-0,5113;0,5113
"público";922;0,4372;-0,4372
"cunha";14;-0,716;0,716
"vantagem";11;-0,1869;0,1869
"último";15;0,642;-0,642
"ex_presidente";48;-0,4301;0,4301
"responsabilidade";10;-0,5113;0,5113
"agora";20;-0,212;0,212
"batista";16;-0,8183;0,8183
"análise";10;-0,5113;0,5113
"interesse";22;-0,5511;0,5511
"investigado";10;-0,1592;0,1592
"previdência";10;-0,5113;0,5113
"juiz";64;-0,5663;0,5663
"pedir";45;0,6417;-0,6417
"cidadão";16;0,5864;-0,5864
"grupo";21;-0,5147;0,5147
"fiscal";11;-0,1869;0,1869
"apartamento";18;0,2149;-0,2149
"dilma";23;1,9934;-1,9934
"promotor";10;0,513;-0,513
"claro";13;1,3212;-1,3212
"inquérito";12;0,4073;-0,4073
"sociedade";21;0,3793;-0,3793
"mpf";59;1,2362;-1,2362
"decisão";51;-1,173;1,173
"odebrecht";28;-0,4147;0,4147
"ter";210;-0,8461;0,8461
"sua";49;-1,1002;1,1002
"governador";12;-0,6136;0,6136
"propina";41;1,1048;-1,1048
"conta";27;-0,387;0,387
"argumentar";10;-0,1592;0,1592
"social";25;0,5237;-0,5237
"texto";11;-0,1869;0,1869
"vir";29;0,6691;-0,6691
"corte";10;-0,5113;0,5113
"prever";12;0,4073;-0,4073
"procurador";25;-0,3335;0,3335
"projeto";22;-0,2583;0,2583
"possível";13;-0,2457;0,2457
"palácio";14;-0,2766;0,2766
"sistema";11;-0,1869;0,1869
"a";1419;-0,837;0,837
"ficar";24;0,2945;-0,2945
"polícia";65;0,3609;-0,3609
"pedido";26;-1,33;1,33
"cercar";11;-0,1869;0,1869
"ilícito";10;-0,1592;0,1592
"discussão";10;-0,5113;0,5113
"nossa";12;0,8521;-0,8521
"envolver";14;1,2138;-1,2138
"operação";46;-0,2248;0,2248
"todo";66;0,7147;-0,7147
"nosso";19;-0,1902;0,1902
"senado";14;-0,2766;0,2766
"base";15;-0,7671;0,7671
"secretaria";17;-0,8694;0,8694
"fato";30;0,3657;-0,3657
"aprovar";16;-0,8183;0,8183
"comando";14;-0,2766;0,2766
"me";12;0,4073;-0,4073
"nome";14;0,3269;-0,3269
"contra";44;-0,3457;0,3457
"país";55;1,7971;-1,7971
"parlamentar";12;0,8521;-0,8521
"stf";36;0,2382;-0,2382
"brasília";16;0,2643;-0,2643
"revelar";11;-0,1869;0,1869
"para";327;0,8628;-0,8628
"situação";17;-0,3745;0,3745
"tentar";15;1,1176;-1,1176
"essa";40;1,1567;-1,1567
"então";15;-0,7671;0,7671
"esse";33;0,5203;-0,5203
"setor";34;0,2748;-0,2748
"réu";12;0,4073;-0,4073
"michel_temer";69;-0,4648;0,4648
"meio";21;-0,5147;0,5147
"assumir";14;-0,716;0,716
"seu";62;0,8378;-0,8378
"ser";569;1,0762;-1,0762
"sem";44;-0,9227;0,9227
"lava_jato";54;0,6075;-0,6075
"ninguém";15;1,1176;-1,1176
"pagar";18;1,3776;-1,3776
"eleitoral";21;-1,0741;1,0741
"parecer";12;0,4073;-0,4073
"eleição";11;0,4564;-0,4564
"considerar";12;-0,2157;0,2157
"agente";26;-1,33;1,33
"senador";21;-0,5147;0,5147
"dizer";123;0,5389;-0,5389
"pt";13;0,7736;-0,7736
"denúncia";36;-0,6554;0,6554
"opinião";18;0,8812;-0,8812
"relação";27;0,4533;-0,4533
"direito";23;-0,588;0,588
"premiar";22;-1,1253;1,1253
"saúde";16;-0,8183;0,8183
"nós";18;0,4912;-0,4912
"campanha";15;-0,7671;0,7671
"próprio";17;-0,3745;0,3745
"autorizar";16;-0,3411;0,3411
"apenas";16;0,5864;-0,5864
"entre";66;-0,2621;0,2621
"tanto";10;-0,5113;0,5113
"apresentar";17;0,2382;-0,2382
"ocorrer";13;-0,6648;0,6648
"informar";18;0,8812;-0,8812
"tomar";12;1,442;-1,442
"trabalho";17;-0,8694;0,8694
"semana";17;0,2382;-0,2382
"aquele";11;0,9413;-0,9413
"mostrar";11;0,4564;-0,4564
"apoio";13;-0,6648;0,6648
"autoridade";26;-0,3599;0,3599
"presidente";82;-0,3636;0,3636
"prova";26;-0,7014;0,7014
"condenação";11;-0,1869;0,1869
"acompanhar";12;-0,6136;0,6136
"financeiro";10;-0,5113;0,5113
"imagem";11;1,579;-1,579
"ao";178;-0,6567;0,6567
"ministério";345;-1,5723;1,5723
"cabral";14;-0,2766;0,2766
"exercer";16;-0,8183;0,8183
"poder";111;0,9732;-0,9732
"governo";71;-1,0329;1,0329
"responsável";18;-0,9206;0,9206
"sérgio_moro";43;1,7612;-1,7612
"diverso";15;-0,3084;0,3084
"lembrar";10;-0,5113;0,5113
"conselho";13;-0,6648;0,6648
"pagamento";22;-0,5511;0,5511
"problema";12;-0,2157;0,2157
"manter";13;-0,6648;0,6648
"nenhum";17;-0,8694;0,8694
"garantir";15;-0,7671;0,7671
"mil";25;0,8633;-0,8633
"depoimento";29;-0,2253;0,2253
"tribunal";20;-0,212;0,212
"organização";11;-0,5625;0,5625
"constituição";19;-0,4434;0,4434
"informação";14;-0,2766;0,2766
"defender";17;-0,3745;0,3745
"capital";10;-0,1592;0,1592
"fachin";19;0,4503;-0,4503
"lei";51;-0,498;0,498
"ler";12;0,8521;-0,8521
"oficial";11;0,4564;-0,4564
"anunciar";14;0,3269;-0,3269
"força";10;0,513;-0,513
"chamado";11;-0,1869;0,1869
"violência";15;-0,7671;0,7671
"julgamento";16;-0,8183;0,8183
"sim";16;1,0309;-1,0309
"especial";11;-0,5625;0,5625
"isso";29;0,3928;-0,3928
"ainda";59;-0,2897;0,2897
"joesley";26;-0,7014;0,7014
"econômico";14;-0,2766;0,2766
"criminal";10;-0,5113;0,5113
"nada";14;0,704;-0,704
"dever";35;0,2559;-0,2559
"dar";38;1,2684;-1,2684
"início";10;-0,5113;0,5113
"constitucional";12;-0,6136;0,6136
"cada";14;-0,716;0,716
"prático";22;-0,2583;0,2583
"tempo";14;-0,2766;0,2766
"que";897;1,4474;-1,4474
"junho";10;-0,1592;0,1592
"intenção";10;1,0436;-1,0436
"pgr";16;-0,3411;0,3411
"próximo";10;-0,5113;0,5113
"porque";30;-0,2448;0,2448
"legislativo";10;-0,5113;0,5113
"final";10;-0,5113;0,5113
"haver";61;-0,3217;0,3217
"quando";31;0,3405;-0,3405
"petrobras";23;0,6058;-0,6058
"criminoso";21;-1,0741;1,0741
"bem";30;0,9646;-0,9646
"procurador_geral";11;-0,5625;0,5625
"milhão";27;0,2293;-0,2293
"servidor";29;-0,8182;0,8182
"documento";20;-0,4788;0,4788
"serviço";25;0,5237;-0,5237
"outro";53;0,6364;-0,6364
"tornar";15;0,2937;-0,2937
"principal";11;-0,1869;0,1869
"tudo";11;1,579;-1,579
"dodge";10;-0,5113;0,5113
"trabalhar";22;0,652;-0,652
"combater";10;1,0436;-1,0436
"2016";13;-0,2457;0,2457
"república";42;-0,5236;0,5236
"chamar";10;0,513;-0,513
"homem";13;1,9974;-1,9974
"rodrigo";12;-0,2157;0,2157
"mesmo";43;-0,5501;0,5501
"parte";33;0,8146;-0,8146
"paulo";35;-1,06;1,06
"íntegro";10;-0,5113;0,5113
"estado";64;-0,5663;0,5663
"privado";26;0,4871;-0,4871
"executivo";15;-0,7671;0,7671
"momento";24;0,5631;-0,5631
"rcifrão";40;0,8253;-0,8253
"vida";17;0,2382;-0,2382
"nacional";31;-0,8977;0,8977
"reunir";10;0,513;-0,513
"fechar";10;-0,5113;0,5113
"janot";25;0,2709;-0,2709
"preso";24;-1,2276;1,2276
"importante";15;-0,7671;0,7671
"fernando";11;-0,5625;0,5625
"crise";15;1,1176;-1,1176
"contrato";16;0,2643;-0,2643
"cometer";10;-0,1592;0,1592
"congresso";11;-0,1869;0,1869
"usar";11;1,579;-1,579
"ação";38;-1,1843;1,1843
"também";88;0,4128;-0,4128
"desenvolvimento";12;0,4073;-0,4073
"banco";24;0,2945;-0,2945
"questionar";12;-0,6136;0,6136
"aécio";13;-0,6648;0,6648
"pf";24;0,921;-0,921
"quanto";14;-0,2766;0,2766
"troca";12;-0,6136;0,6136
"supremo";14;0,3269;-0,3269
"oas";19;0,4503;-0,4503
"investigar";18;-0,9206;0,9206
"assunto";11;0,9413;-0,9413
"câmara";19;-0,4434;0,4434
"membro";20;-0,4788;0,4788
"benefício";15;-0,7671;0,7671
"sempre";14;-0,716;0,716
