"";"X.gr_01";"X.gr_02"
"bilhão";6,4152;-6,4152
"ficar";0,2945;-0,2945
"polícia";0,3609;-0,3609
"pedido";-1,33;1,33
"cercar";-0,1869;0,1869
"ilícito";-0,1592;0,1592
"discussão";-0,5113;0,5113
"nossa";0,8521;-0,8521
"envolver";1,2138;-1,2138
"operação";-0,2248;0,2248
"todo";0,7147;-0,7147
"nosso";-0,1902;0,1902
"senado";-0,2766;0,2766
"base";-0,7671;0,7671
"secretaria";-0,8694;0,8694
"fato";0,3657;-0,3657
"aprovar";-0,8183;0,8183
"comando";-0,2766;0,2766
"me";0,4073;-0,4073
"nome";0,3269;-0,3269
"contra";-0,3457;0,3457
"país";1,7971;-1,7971
"parlamentar";0,8521;-0,8521
"stf";0,2382;-0,2382
"brasília";0,2643;-0,2643
"revelar";-0,1869;0,1869
"para";0,8628;-0,8628
"situação";-0,3745;0,3745
"tentar";1,1176;-1,1176
"essa";1,1567;-1,1567
"então";-0,7671;0,7671
"esse";0,5203;-0,5203
"setor";0,2748;-0,2748
"réu";0,4073;-0,4073
"michel_temer";-0,4648;0,4648
"quem";2,2458;-2,2458
"meio";-0,5147;0,5147
"assumir";-0,716;0,716
"seu";0,8378;-0,8378
"ser";1,0762;-1,0762
"sem";-0,9227;0,9227
"lava_jato";0,6075;-0,6075
"ninguém";1,1176;-1,1176
"pagar";1,3776;-1,3776
"eleitoral";-1,0741;1,0741
"parecer";0,4073;-0,4073
"eleição";0,4564;-0,4564
"considerar";-0,2157;0,2157
"agente";-1,33;1,33
"senador";-0,5147;0,5147
"dizer";0,5389;-0,5389
"pt";0,7736;-0,7736
"chegar";2,2544;-2,2544
"denúncia";-0,6554;0,6554
"opinião";0,8812;-0,8812
"relação";0,4533;-0,4533
"direito";-0,588;0,588
"premiar";-1,1253;1,1253
"saúde";-0,8183;0,8183
"nós";0,4912;-0,4912
"campanha";-0,7671;0,7671
"próprio";-0,3745;0,3745
"autorizar";-0,3411;0,3411
"apenas";0,5864;-0,5864
"entre";-0,2621;0,2621
"tanto";-0,5113;0,5113
"apresentar";0,2382;-0,2382
"ocorrer";-0,6648;0,6648
"informar";0,8812;-0,8812
"tomar";1,442;-1,442
"trabalho";-0,8694;0,8694
"rede";3,4461;-3,4461
"semana";0,2382;-0,2382
"aquele";0,9413;-0,9413
"mostrar";0,4564;-0,4564
"apoio";-0,6648;0,6648
"autoridade";-0,3599;0,3599
"presidente";-0,3636;0,3636
"prova";-0,7014;0,7014
"condenação";-0,1869;0,1869
"acompanhar";-0,6136;0,6136
"financeiro";-0,5113;0,5113
"imagem";1,579;-1,579
"ao";-0,6567;0,6567
"ministério";-1,5723;1,5723
"cabral";-0,2766;0,2766
"exercer";-0,8183;0,8183
"poder";0,9732;-0,9732
"governo";-1,0329;1,0329
"responsável";-0,9206;0,9206
"um";2,073;-2,073
"corrupção";2,4264;-2,4264
"sérgio_moro";1,7612;-1,7612
"diverso";-0,3084;0,3084
"lembrar";-0,5113;0,5113
"conselho";-0,6648;0,6648
"pagamento";-0,5511;0,5511
"problema";-0,2157;0,2157
"manter";-0,6648;0,6648
"nenhum";-0,8694;0,8694
"garantir";-0,7671;0,7671
"mil";0,8633;-0,8633
"depoimento";-0,2253;0,2253
"tribunal";-0,212;0,212
"organização";-0,5625;0,5625
"constituição";-0,4434;0,4434
"informação";-0,2766;0,2766
"defender";-0,3745;0,3745
"capital";-0,1592;0,1592
"fachin";0,4503;-0,4503
"lei";-0,498;0,498
"ler";0,8521;-0,8521
"oficial";0,4564;-0,4564
"anunciar";0,3269;-0,3269
"_";-3,1229;3,1229
"força";0,513;-0,513
"chamado";-0,1869;0,1869
"violência";-0,7671;0,7671
"julgamento";-0,8183;0,8183
"sim";1,0309;-1,0309
"especial";-0,5625;0,5625
"de";-2,3486;2,3486
"isso";0,3928;-0,3928
"ainda";-0,2897;0,2897
"joesley";-0,7014;0,7014
"econômico";-0,2766;0,2766
"criminal";-0,5113;0,5113
"nada";0,704;-0,704
"dever";0,2559;-0,2559
"dar";1,2684;-1,2684
"início";-0,5113;0,5113
"constitucional";-0,6136;0,6136
"cada";-0,716;0,716
"prático";-0,2583;0,2583
"tempo";-0,2766;0,2766
"que";1,4474;-1,4474
"junho";-0,1592;0,1592
"intenção";1,0436;-1,0436
"pgr";-0,3411;0,3411
"próximo";-0,5113;0,5113
"porque";-0,2448;0,2448
"legislativo";-0,5113;0,5113
"final";-0,5113;0,5113
"haver";-0,3217;0,3217
"quando";0,3405;-0,3405
"petrobras";0,6058;-0,6058
"criminoso";-1,0741;1,0741
"bem";0,9646;-0,9646
"procurador_geral";-0,5625;0,5625
"milhão";0,2293;-0,2293
"servidor";-0,8182;0,8182
"documento";-0,4788;0,4788
"serviço";0,5237;-0,5237
"outro";0,6364;-0,6364
"tornar";0,2937;-0,2937
"petista";2,1671;-2,1671
"principal";-0,1869;0,1869
"tudo";1,579;-1,579
"dodge";-0,5113;0,5113
"trabalhar";0,652;-0,652
"combater";1,0436;-1,0436
"aqui";2,5955;-2,5955
"2016";-0,2457;0,2457
"república";-0,5236;0,5236
"chamar";0,513;-0,513
"homem";1,9974;-1,9974
"rodrigo";-0,2157;0,2157
"mesmo";-0,5501;0,5501
"parte";0,8146;-0,8146
"paulo";-1,06;1,06
"íntegro";-0,5113;0,5113
"estado";-0,5663;0,5663
"privado";0,4871;-0,4871
"executivo";-0,7671;0,7671
"momento";0,5631;-0,5631
"rcifrão";0,8253;-0,8253
"vida";0,2382;-0,2382
"nacional";-0,8977;0,8977
"reunir";0,513;-0,513
"fechar";-0,5113;0,5113
"janot";0,2709;-0,2709
"preso";-1,2276;1,2276
"importante";-0,7671;0,7671
"fernando";-0,5625;0,5625
"crise";1,1176;-1,1176
"contrato";0,2643;-0,2643
"cometer";-0,1592;0,1592
"congresso";-0,1869;0,1869
"usar";1,579;-1,579
"ação";-1,1843;1,1843
"também";0,4128;-0,4128
"desenvolvimento";0,4073;-0,4073
"em";-2,5921;2,5921
"banco";0,2945;-0,2945
"questionar";-0,6136;0,6136
"aécio";-0,6648;0,6648
"pf";0,921;-0,921
"quanto";-0,2766;0,2766
"troca";-0,6136;0,6136
"supremo";0,3269;-0,3269
"oas";0,4503;-0,4503
"investigar";-0,9206;0,9206
"assunto";0,9413;-0,9413
"câmara";-0,4434;0,4434
"membro";-0,4788;0,4788
"benefício";-0,7671;0,7671
"sempre";-0,716;0,716
