"";"X.gr_01";"X.gr_02"
"fato";1,58;1,29
"aprovar";0;0,79
"comando";0,4;0,64
"me";0,79;0,49
"nome";0,79;0,59
"contra";1,58;1,98
"país";4,75;2,13
"parlamentar";1,19;0,45
"stf";1,58;1,58
"brasília";0,79;0,69
"revelar";0,4;0,49
"para";17,03;14,05
"situação";0,4;0,79
"tentar";1,58;0,54
"essa";3,17;1,58
"então";0;0,74
"esse";1,98;1,39
"setor";1,58;1,48
"réu";0,79;0,49
"michel_temer";2,38;3,12
"quem";3,17;0,89
"meio";0,4;0,99
"assumir";0;0,69
"seu";3,96;2,57
"ser";29,31;24,49
"sem";0,79;2,08
"lava_jato";3,17;2,28
"ninguém";1,58;0,54
"pagar";1,98;0,64
"eleitoral";0;1,04
"parecer";0,79;0,49
"eleição";0,79;0,45
"considerar";0,4;0,54
"agente";0;1,29
"senador";0,4;0,99
"dizer";6,34;5,29
"pt";1,19;0,49
"chegar";2,38;0,49
"denúncia";0,79;1,68
"opinião";1,58;0,69
"relação";1,58;1,14
"direito";0,4;1,09
"premiar";0;1,09
"saúde";0;0,79
"nós";1,19;0,74
"campanha";0;0,74
"próprio";0,4;0,79
"autorizar";0,4;0,74
"apenas";1,19;0,64
"entre";2,77;2,92
"tanto";0;0,49
"apresentar";0,79;0,74
"ocorrer";0;0,64
"informar";1,58;0,69
"tomar";1,58;0,4
"trabalho";0;0,84
"rede";3,17;0,49
"semana";0,79;0,74
"aquele";1,19;0,4
"mostrar";0,79;0,45
"apoio";0;0,64
"autoridade";0,79;1,19
"presidente";3,17;3,66
"prova";0,4;1,24
"condenação";0,4;0,49
"acompanhar";0;0,59
"financeiro";0;0,49
"imagem";1,58;0,35
"ao";6,34;8,02
"ministério";10,69;15,73
"cabral";0,4;0,64
"exercer";0;0,79
"poder";6,73;4,65
"governo";1,58;3,31
"responsável";0;0,89
"um";15,45;9,85
"corrupção";5,94;2,42
"sérgio_moro";3,96;1,63
"diverso";0,4;0,69
"lembrar";0;0,49
"conselho";0;0,64
"pagamento";0,4;1,04
"problema";0,4;0,54
"manter";0;0,64
"nenhum";0;0,84
"garantir";0;0,74
"mil";1,98;0,99
"depoimento";1,19;1,29
"tribunal";0,79;0,89
"organização";0;0,54
"constituição";0,4;0,89
"informação";0,4;0,64
"defender";0,4;0,79
"capital";0,4;0,45
"fachin";1,19;0,79
"lei";1,58;2,33
"ler";1,19;0,45
"oficial";0,79;0,45
"anunciar";0,79;0,59
"_";0;3,02
"força";0,79;0,4
"chamado";0,4;0,49
"violência";0;0,74
"julgamento";0;0,79
"sim";1,58;0,59
"especial";0;0,54
"de";123,17;142,29
"isso";1,58;1,24
"ainda";2,38;2,62
"joesley";0,4;1,24
"econômico";0,4;0,64
"criminal";0;0,49
"nada";1,19;0,54
"dever";1,58;1,53
"dar";3,17;1,48
"início";0;0,49
"constitucional";0;0,59
"cada";0;0,69
"prático";0,79;0,99
"tempo";0,4;0,64
"que";46,34;38,59
"junho";0,4;0,45
"intenção";1,19;0,35
"pgr";0,4;0,74
"próximo";0;0,49
"porque";1,19;1,34
"legislativo";0;0,49
"final";0;0,49
"haver";2,38;2,72
"quando";1,58;1,34
"petrobras";1,58;0,94
"criminoso";0;1,04
"bem";2,38;1,19
"procurador_geral";0;0,54
"milhão";1,19;1,19
"servidor";0,4;1,39
"documento";0,4;0,94
"serviço";1,58;1,04
"outro";3,17;2,23
"tornar";0,79;0,64
"petista";1,98;0,35
"principal";0,4;0,49
"tudo";1,58;0,35
"dodge";0;0,49
"trabalhar";1,58;0,89
"combater";1,19;0,35
"aqui";2,38;0,4
"2016";0,4;0,59
"república";1,19;1,93
"chamar";0,79;0,4
"homem";1,98;0,4
"rodrigo";0,4;0,54
"mesmo";1,19;1,98
"parte";2,38;1,34
"paulo";0,4;1,68
"íntegro";0;0,49
"estado";1,98;2,92
"privado";1,58;1,09
"executivo";0;0,74
"momento";1,58;0,99
"rcifrão";2,77;1,63
"vida";0,79;0,74
"nacional";0,4;1,48
"reunir";0,79;0,4
"fechar";0;0,49
"janot";1,19;1,09
"preso";0;1,19
"importante";0;0,74
"fernando";0;0,54
"crise";1,58;0,54
"contrato";0,79;0,69
"cometer";0,4;0,45
"congresso";0,4;0,49
"usar";1,58;0,35
"ação";0,4;1,83
"também";4,36;3,81
"desenvolvimento";0,79;0,49
"em";38,42;51,11
"banco";1,19;1,04
"questionar";0;0,59
"aécio";0;0,64
"pf";1,98;0,94
"quanto";0,4;0,64
"troca";0;0,59
"supremo";0,79;0,59
"oas";1,19;0,79
"investigar";0;0,89
"assunto";1,19;0,4
"câmara";0,4;0,89
"membro";0,4;0,94
"benefício";0;0,74
"sempre";0;0,69
